"Status","Year","Sex","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Male","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Haringey and Islington","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Male","Harrow and Hillingdon","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Male","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Harrow and Hillingdon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Harrow and Hillingdon","Unknown","70","60","29480","28650"
"New entrant CS","2022","Male","Hartlepool and Stockton-on-Tees","Heterosexual / straight","70","70","25790","23140"
"New entrant CS","2022","Male","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heart of Essex","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Male","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Heart of Essex","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","Herefordshire, County of","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Hertfordshire CC","Heterosexual / straight","110","110","31120","29290"
"New entrant CS","2022","Male","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Hertfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Hertfordshire CC","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","Hounslow and Richmond upon Thames","Heterosexual / straight","90","90","32430","31020"
"New entrant CS","2022","Male","Hounslow and Richmond upon Thames","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Hounslow and Richmond upon Thames","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Hounslow and Richmond upon Thames","Unknown","70","70","28910","28700"
"New entrant CS","2022","Male","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2022","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Isle of Anglesey","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Isle of Anglesey","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Isle of Wight","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Male","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","60","60","30890","30520"
"New entrant CS","2022","Male","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Kent Thames Gateway","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Kent Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Kent Thames Gateway","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Male","Kingston upon Hull, City of","Heterosexual / straight","60","60","25730","23140"
"New entrant CS","2022","Male","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lambeth","Heterosexual / straight","210","200","38850","32330"
"New entrant CS","2022","Male","Lambeth","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Male","Lambeth","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lambeth","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","Lancaster and Wyre","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lancaster and Wyre","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Leeds","Heterosexual / straight","510","500","30870","27570"
"New entrant CS","2022","Male","Leeds","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Male","Leeds","Undeclared","100","60","33280","28970"
"New entrant CS","2022","Male","Leeds","Unknown","430","420","31660","26590"
"New entrant CS","2022","Male","Leicester","Heterosexual / straight","90","80","24990","21930"
"New entrant CS","2022","Male","Leicester","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Leicester","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Leicester","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Male","Leicestershire CC and Rutland","Heterosexual / straight","80","80","27030","23140"
"New entrant CS","2022","Male","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Leicestershire CC and Rutland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Leicestershire CC and Rutland","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","Lewisham and Southwark","Heterosexual / straight","50","50","[c]","[c]"
"New entrant CS","2022","Male","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lewisham and Southwark","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","Lincolnshire CC","Heterosexual / straight","160","150","27490","26130"
"New entrant CS","2022","Male","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lincolnshire CC","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lincolnshire CC","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","Lisburn and Castlereagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lisburn and Castlereagh","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Liverpool","Heterosexual / straight","330","330","26130","24880"
"New entrant CS","2022","Male","Liverpool","LGBO","60","60","25640","25520"
"New entrant CS","2022","Male","Liverpool","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Liverpool","Unknown","210","210","25840","24800"
"New entrant CS","2022","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Luton","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Luton","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Luton","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Luton","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Manchester","Heterosexual / straight","400","400","32030","27570"
"New entrant CS","2022","Male","Manchester","LGBO","60","60","30570","27570"
"New entrant CS","2022","Male","Manchester","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Male","Manchester","Unknown","210","210","31500","27570"
"New entrant CS","2022","Male","Medway","Heterosexual / straight","60","60","28190","27430"
"New entrant CS","2022","Male","Medway","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medway","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Medway","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Merton, Kingston upon Thames and Sutton","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mid and East Antrim","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mid and East Antrim","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mid and East Antrim","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mid Kent","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2022","Male","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mid Lancashire","Heterosexual / straight","110","110","25660","21260"
"New entrant CS","2022","Male","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mid Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mid Lancashire","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Male","Mid Ulster","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Mid Ulster","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Milton Keynes","Heterosexual / straight","70","70","28180","28140"
"New entrant CS","2022","Male","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Milton Keynes","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Monmouthshire and Newport","Heterosexual / straight","290","280","30810","30210"
"New entrant CS","2022","Male","Monmouthshire and Newport","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Male","Monmouthshire and Newport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Monmouthshire and Newport","Unknown","90","90","29400","24520"
"New entrant CS","2022","Male","Na h-Eileanan Siar","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Na h-Eileanan Siar","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Newry, Mourne and Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Newry, Mourne and Down","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North and North East Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North and North East Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North and West Norfolk","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Male","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Hampshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Lanarkshire","Heterosexual / straight","70","70","24730","21260"
"New entrant CS","2022","Male","North Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Lanarkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Lanarkshire","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Male","North Northamptonshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Nottinghamshire","Heterosexual / straight","40","30","[c]","[c]"
"New entrant CS","2022","Male","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Yorkshire CC","Heterosexual / straight","50","50","33250","32270"
"New entrant CS","2022","Male","North Yorkshire CC","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Yorkshire CC","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","North Yorkshire CC","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Male","Northumberland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northumberland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northumberland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Norwich and East Norfolk","Heterosexual / straight","140","140","24720","23140"
"New entrant CS","2022","Male","Norwich and East Norfolk","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Norwich and East Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Nottingham","Heterosexual / straight","360","350","27880","26590"
"New entrant CS","2022","Male","Nottingham","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Male","Nottingham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Nottingham","Unknown","200","200","26760","25000"
"New entrant CS","2022","Male","Orkney Islands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Orkney Islands","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Orkney Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Oxfordshire CC","Heterosexual / straight","90","90","29770","27570"
"New entrant CS","2022","Male","Oxfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Oxfordshire CC","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Oxfordshire CC","Unknown","60","60","26880","27850"
"New entrant CS","2022","Male","Perth and Kinross, and Stirling","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Perth and Kinross, and Stirling","Unknown","40","40","[c]","[c]"
