"Status","Year","Age","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","30-39","Human Resources","Human Resources","170","160","34820","31020"
"New entrant CS","2021","30-39","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Legal","300","290","45480","48080"
"New entrant CS","2021","30-39","Legal","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Medicine","Unknown","100","80","42320","33780"
"New entrant CS","2021","30-39","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Debt","30","30","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Human Resources","40","30","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Legal","70","70","22730","20550"
"New entrant CS","2021","30-39","Operational Delivery","No function","3130","3000","26320","22920"
"New entrant CS","2021","30-39","Operational Delivery","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Property","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Operational Delivery","Unknown","310","300","25410","24880"
"New entrant CS","2021","30-39","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","No function","80","80","33280","30950"
"New entrant CS","2021","30-39","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Other","Unknown","220","220","28730","24880"
"New entrant CS","2021","30-39","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","No function","640","630","41370","36820"
"New entrant CS","2021","30-39","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Policy","Unknown","70","60","43610","41950"
"New entrant CS","2021","30-39","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Project Delivery","310","310","38190","36030"
"New entrant CS","2021","30-39","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Property","Property","90","80","34180","30000"
"New entrant CS","2021","30-39","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","No function","180","160","35180","34490"
"New entrant CS","2021","30-39","Science and Engineering","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Security","Security","170","170","27500","25390"
"New entrant CS","2021","30-39","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Social Research","Analysis","40","40","[c]","[c]"
"New entrant CS","2021","30-39","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Statistics","Analysis","70","70","36340","34710"
"New entrant CS","2021","30-39","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","Communications","190","190","26570","25560"
"New entrant CS","2021","30-39","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","Debt","180","180","20530","20140"
"New entrant CS","2021","30-39","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Tax","No function","400","380","22160","20140"
"New entrant CS","2021","30-39","Unknown","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Commercial","60","60","67580","67000"
"New entrant CS","2021","30-39","Unknown","Communications","30","30","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Digital, Data & Technology","70","60","49380","53600"
"New entrant CS","2021","30-39","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","No function","170","160","39190","34340"
"New entrant CS","2021","30-39","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Unknown","Unknown","4630","4510","28270","27570"
"New entrant CS","2021","30-39","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Commercial","70","70","42000","38000"
"New entrant CS","2021","40-49","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Communications","70","70","44580","40000"
"New entrant CS","2021","40-49","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data and Technology","Digital, Data & Technology","380","370","44790","41060"
"New entrant CS","2021","40-49","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Digital, Data and Technology","Unknown","60","50","54590","56550"
"New entrant CS","2021","40-49","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Economics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Finance","130","130","41200","38630"
"New entrant CS","2021","40-49","Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Human Resources","Human Resources","140","130","39070","33380"
"New entrant CS","2021","40-49","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Inspector of Education and Training","No function","40","40","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Legal","Legal","180","170","47970","50500"
"New entrant CS","2021","40-49","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Medicine","Unknown","100","80","50680","37890"
"New entrant CS","2021","40-49","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Legal","30","30","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","No function","1870","1780","27780","23050"
"New entrant CS","2021","40-49","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Delivery","Unknown","190","180","26160","24880"
"New entrant CS","2021","40-49","Operational Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","No function","50","50","43610","35000"
"New entrant CS","2021","40-49","Other","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2021","40-49","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Other","Unknown","230","220","27640","22920"
"New entrant CS","2021","40-49","Planning","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Policy","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Policy","No function","290","280","48830","42260"
"New entrant CS","2021","40-49","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Policy","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Project Delivery","200","190","41610","40000"
"New entrant CS","2021","40-49","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Property","Property","90","80","37450","33000"
"New entrant CS","2021","40-49","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Science and Engineering","No function","140","120","38450","36510"
"New entrant CS","2021","40-49","Science and Engineering","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","40-49","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Security","Security","130","130","28660","25390"
"New entrant CS","2021","40-49","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Statistics","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Tax","Communications","90","90","26760","25560"
"New entrant CS","2021","40-49","Tax","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Tax","Debt","110","110","20680","20140"
"New entrant CS","2021","40-49","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Tax","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Tax","No function","210","200","22040","20140"
"New entrant CS","2021","40-49","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Commercial","80","80","78050","72500"
"New entrant CS","2021","40-49","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","No function","80","80","43890","33390"
"New entrant CS","2021","40-49","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","40-49","Unknown","Unknown","3660","3560","28500","27570"
"New entrant CS","2021","40-49","Veterinarian","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Commercial","50","50","38270","35800"
"New entrant CS","2021","50-59","Commercial","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Commercial","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Communications","30","30","[c]","[c]"
"New entrant CS","2021","50-59","Communications","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data and Technology","Digital, Data & Technology","200","190","46030","47520"
"New entrant CS","2021","50-59","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Economics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Economics","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Finance","90","80","39300","34640"
"New entrant CS","2021","50-59","Finance","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Human Resources","Human Resources","80","70","39290","32040"
"New entrant CS","2021","50-59","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","International Trade","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Legal","Legal","90","90","48970","50500"
"New entrant CS","2021","50-59","Legal","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicine","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Medicine","Unknown","60","50","47710","37890"
"New entrant CS","2021","50-59","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","No function","1650","1550","27150","22850"
"New entrant CS","2021","50-59","Operational Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Property","30","30","[c]","[c]"
"New entrant CS","2021","50-59","Operational Delivery","Unknown","210","200","27930","24880"
"New entrant CS","2021","50-59","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","No function","30","30","[c]","[c]"
"New entrant CS","2021","50-59","Other","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Other","Unknown","240","240","26590","20920"
"New entrant CS","2021","50-59","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Policy","No function","200","190","45900","40650"
"New entrant CS","2021","50-59","Policy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Project Delivery","170","170","41170","40000"
"New entrant CS","2021","50-59","Project Delivery","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Property","Property","100","100","39240","33300"
"New entrant CS","2021","50-59","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Psychology","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Science and Engineering","No function","80","70","41660","38200"
"New entrant CS","2021","50-59","Science and Engineering","Project Delivery","40","40","[c]","[c]"
"New entrant CS","2021","50-59","Science and Engineering","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","50-59","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Security","Security","160","160","29990","25170"
"New entrant CS","2021","50-59","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Research","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Research","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Social Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Statistics","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","50-59","Statistics","Unknown","[c]","[c]","[c]","[c]"
