"Status","Year","Responsibility_level","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","SEO/HEO","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","West Midlands","50","50","33100","33080"
"New entrant CS","2022","SEO/HEO","Communications","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Debt","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Debt","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Debt","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Debt","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Debt","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Devon","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","East Wales","80","80","36780","36840"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","34410","33000"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Greater Manchester","120","120","35010","33520"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Inner London - East","90","80","37600","37610"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Inner London - West","210","190","38220","39300"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Merseyside","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Northumberland, and Tyne and Wear","80","80","35400","35310"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","West Central Scotland","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","West Midlands","80","80","34860","35900"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Digital, Data & Technology","West Yorkshire","70","60","35940","36660"
"New entrant CS","2022","SEO/HEO","Finance","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Greater Manchester","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Inner London - West","120","100","38310","37610"
"New entrant CS","2022","SEO/HEO","Finance","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","West Midlands","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Finance","West Yorkshire","60","50","34510","33370"
"New entrant CS","2022","SEO/HEO","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Grants Management","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Grants Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Grants Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Grants Management","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Grants Management","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Inner London - West","120","110","34420","34010"
"New entrant CS","2022","SEO/HEO","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Human Resources","West Yorkshire","30","30","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Internal Audit","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SEO/HEO","Legal","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
