"Status","Year","Function_of_post","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Property","East Anglia","G6/G7","40","40","[c]","[c]"
"In post","2021","Property","East Anglia","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Anglia","SEO/HEO","210","190","36810","33810"
"In post","2021","Property","East Wales","AA/AO","80","80","20390","20880"
"In post","2021","Property","East Wales","EO","60","60","26120","26000"
"In post","2021","Property","East Wales","G6/G7","30","30","[c]","[c]"
"In post","2021","Property","East Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Wales","SEO/HEO","140","130","37330","36460"
"In post","2021","Property","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Yorkshire and Northern Lincolnshire","EO","40","30","[c]","[c]"
"In post","2021","Property","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","East Yorkshire and Northern Lincolnshire","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Property","Eastern Scotland","AA/AO","220","210","24160","24130"
"In post","2021","Property","Eastern Scotland","EO","90","90","30750","30080"
"In post","2021","Property","Eastern Scotland","G6/G7","30","30","[c]","[c]"
"In post","2021","Property","Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Eastern Scotland","SEO/HEO","160","160","38870","38540"
"In post","2021","Property","Essex","AA/AO","50","40","[c]","[c]"
"In post","2021","Property","Essex","EO","40","30","[c]","[c]"
"In post","2021","Property","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Essex","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","40","30","[c]","[c]"
"In post","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","EO","110","90","25040","26000"
"In post","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","140","140","55390","54540"
"In post","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","430","410","35900","34770"
"In post","2021","Property","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester","EO","60","50","25540","25860"
"In post","2021","Property","Greater Manchester","G6/G7","50","50","56440","55210"
"In post","2021","Property","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Greater Manchester","SEO/HEO","90","90","36700","36640"
"In post","2021","Property","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hampshire and Isle of Wight","AA/AO","80","80","19470","19850"
"In post","2021","Property","Hampshire and Isle of Wight","EO","90","80","26450","26670"
"In post","2021","Property","Hampshire and Isle of Wight","G6/G7","60","60","56530","54540"
"In post","2021","Property","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Hampshire and Isle of Wight","SEO/HEO","210","200","36990","34610"
"In post","2021","Property","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Herefordshire, Worcestershire and Warwickshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Highlands and Islands","AA/AO","180","170","25130","25140"
"In post","2021","Property","Highlands and Islands","EO","90","90","31300","30160"
"In post","2021","Property","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Highlands and Islands","SEO/HEO","50","50","39080","37530"
"In post","2021","Property","Inner London - East","AA/AO","50","40","[c]","[c]"
"In post","2021","Property","Inner London - East","EO","90","80","30500","30520"
"In post","2021","Property","Inner London - East","G6/G7","80","80","60840","61040"
"In post","2021","Property","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Inner London - East","SEO/HEO","140","140","41180","38430"
"In post","2021","Property","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Inner London - West","AA/AO","40","40","[c]","[c]"
"In post","2021","Property","Inner London - West","EO","60","60","29050","28500"
"In post","2021","Property","Inner London - West","G6/G7","210","210","61710","61630"
"In post","2021","Property","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Inner London - West","SEO/HEO","190","190","38570","37330"
"In post","2021","Property","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Property","Kent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Kent","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Property","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lancashire","EO","30","30","[c]","[c]"
"In post","2021","Property","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lancashire","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Property","Leicestershire, Rutland and Northamptonshire","AA/AO","70","70","18960","18760"
"In post","2021","Property","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Lincolnshire","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Property","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Merseyside","EO","60","50","26200","26000"
"In post","2021","Property","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Merseyside","SEO/HEO","70","60","34940","32110"
"In post","2021","Property","North Eastern Scotland","AA/AO","50","50","26060","26530"
"In post","2021","Property","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Yorkshire","EO","30","30","[c]","[c]"
"In post","2021","Property","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","North Yorkshire","SEO/HEO","100","90","36530","35480"
"In post","2021","Property","Northern Ireland","AA/AO","50","50","[c]","[c]"
"In post","2021","Property","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northern Ireland","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Property","Northumberland and Tyne and Wear","AA/AO","50","40","[c]","[c]"
"In post","2021","Property","Northumberland and Tyne and Wear","EO","60","50","25850","25860"
"In post","2021","Property","Northumberland and Tyne and Wear","G6/G7","30","30","[c]","[c]"
"In post","2021","Property","Northumberland and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Northumberland and Tyne and Wear","SEO/HEO","110","100","36100","33300"
"In post","2021","Property","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outer London - South","EO","80","80","29850","29450"
"In post","2021","Property","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outer London - South","SEO/HEO","90","90","40850","37380"
"In post","2021","Property","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outer London - West and North West","EO","60","50","29720","29450"
"In post","2021","Property","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Outer London - West and North West","SEO/HEO","70","70","40810","37380"
"In post","2021","Property","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","EO","30","30","[c]","[c]"
"In post","2021","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Overseas","SEO/HEO","140","130","38110","38080"
"In post","2021","Property","Shropshire and Staffordshire","AA/AO","40","40","[c]","[c]"
"In post","2021","Property","Shropshire and Staffordshire","EO","40","30","[c]","[c]"
"In post","2021","Property","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Shropshire and Staffordshire","SEO/HEO","110","100","37140","35900"
"In post","2021","Property","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Property","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","South Yorkshire","G6/G7","30","30","[c]","[c]"
"In post","2021","Property","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","South Yorkshire","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Property","Southern Scotland","AA/AO","120","110","25070","26200"
"In post","2021","Property","Southern Scotland","EO","60","50","31970","30160"
"In post","2021","Property","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Southern Scotland","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Property","Surrey, East and West Sussex","AA/AO","40","30","[c]","[c]"
"In post","2021","Property","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","Surrey, East and West Sussex","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Property","Tees Valley and Durham","AA/AO","190","180","20700","20880"
"In post","2021","Property","Tees Valley and Durham","EO","60","50","25390","25100"
"In post","2021","Property","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Tees Valley and Durham","SEO/HEO","50","50","35370","34570"
"In post","2021","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Central Scotland","AA/AO","110","110","22920","21580"
"In post","2021","Property","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Central Scotland","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Property","West Midlands","AA/AO","40","40","[c]","[c]"
"In post","2021","Property","West Midlands","EO","70","60","26190","26000"
"In post","2021","Property","West Midlands","G6/G7","50","50","57470","56520"
"In post","2021","Property","West Midlands","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Midlands","SEO/HEO","130","120","36670","33300"
"In post","2021","Property","West Wales and The Valleys","AA/AO","40","30","[c]","[c]"
"In post","2021","Property","West Wales and The Valleys","EO","50","40","[c]","[c]"
"In post","2021","Property","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Wales and The Valleys","SEO/HEO","60","60","34270","33250"
"In post","2021","Property","West Yorkshire","AA/AO","120","110","20700","21100"
"In post","2021","Property","West Yorkshire","EO","90","80","26000","25930"
"In post","2021","Property","West Yorkshire","G6/G7","60","60","55190","54480"
"In post","2021","Property","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Property","West Yorkshire","SEO/HEO","130","120","35010","32960"
"In post","2021","Security","Bedfordshire and Hertfordshire","AA/AO","60","60","21490","22650"
"In post","2021","Security","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","710","710","30170","27680"
"In post","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","EO","160","150","37910","42660"
"In post","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","180","170","40850","36460"
"In post","2021","Security","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cornwall and Isles of Scilly","AA/AO","40","40","[c]","[c]"
"In post","2021","Security","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cumbria","AA/AO","80","80","26380","23540"
"In post","2021","Security","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Derbyshire and Nottinghamshire","AA/AO","50","50","[c]","[c]"
"In post","2021","Security","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Devon","AA/AO","290","280","27230","21580"
"In post","2021","Security","Devon","EO","120","120","23940","19120"
"In post","2021","Security","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Dorset and Somerset","AA/AO","100","90","20740","19560"
"In post","2021","Security","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","East Anglia","AA/AO","170","170","26850","20920"
"In post","2021","Security","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","East Anglia","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","East Anglia","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Security","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","East Wales","AA/AO","90","90","20200","19560"
"In post","2021","Security","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","East Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","East Wales","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Security","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","East Yorkshire and Northern Lincolnshire","AA/AO","40","40","[c]","[c]"
"In post","2021","Security","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Eastern Scotland","AA/AO","70","70","23960","20060"
"In post","2021","Security","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Essex","AA/AO","120","120","31030","29890"
"In post","2021","Security","Essex","EO","60","50","40690","43920"
"In post","2021","Security","Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Essex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Essex","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Security","Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","360","350","26070","20060"
"In post","2021","Security","Gloucestershire, Wiltshire and Bath/Bristol area","EO","50","50","[c]","[c]"
"In post","2021","Security","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","80","80","37270","33630"
"In post","2021","Security","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Greater Manchester","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Security","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Hampshire and Isle of Wight","AA/AO","530","520","26610","20920"
"In post","2021","Security","Hampshire and Isle of Wight","EO","90","90","31510","26670"
"In post","2021","Security","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Hampshire and Isle of Wight","SEO/HEO","70","60","38020","33970"
"In post","2021","Security","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Herefordshire, Worcestershire and Warwickshire","AA/AO","120","110","29300","26210"
"In post","2021","Security","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Highlands and Islands","AA/AO","40","40","[c]","[c]"
"In post","2021","Security","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Inner London - West","AA/AO","250","250","28340","25390"
"In post","2021","Security","Inner London - West","EO","120","120","31450","30310"
"In post","2021","Security","Inner London - West","G6/G7","190","190","62270","59730"
"In post","2021","Security","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Inner London - West","SEO/HEO","360","350","41500","39220"
"In post","2021","Security","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Kent","AA/AO","50","50","29420","20920"
"In post","2021","Security","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lincolnshire","AA/AO","50","50","[c]","[c]"
"In post","2021","Security","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","AA/AO","40","40","[c]","[c]"
"In post","2021","Security","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Eastern Scotland","AA/AO","80","80","39720","44070"
"In post","2021","Security","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire","AA/AO","420","400","25650","20920"
"In post","2021","Security","North Yorkshire","EO","110","110","29650","26670"
"In post","2021","Security","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","North Yorkshire","SEO/HEO","170","170","36560","33300"
"In post","2021","Security","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","AA/AO","370","360","20710","20310"
"In post","2021","Security","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","AA/AO","40","40","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","SEO/HEO","100","100","35140","34350"
"In post","2021","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","AA/AO","90","90","23070","19560"
"In post","2021","Security","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Security","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","EO","40","40","[c]","[c]"
"In post","2021","Security","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southern Scotland","AA/AO","50","50","24550","19560"
"In post","2021","Security","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","AA/AO","30","30","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Security","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Security","West Central Scotland","AA/AO","930","900","28550","24610"
"In post","2021","Security","West Central Scotland","EO","100","100","40120","43920"
"In post","2021","Security","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Central Scotland","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Security","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","AA/AO","100","100","23290","25390"
"In post","2021","Security","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Security","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Security","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
