"Status","Year","Responsibility_level","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Male","Lancashire","2660","2510","22640","21010"
"In post","2021","AA/AO","Male","Leicestershire, Rutland and Northamptonshire","1220","1180","23050","21440"
"In post","2021","AA/AO","Male","Lincolnshire","610","590","23250","21360"
"In post","2021","AA/AO","Male","Merseyside","2740","2600","21390","21400"
"In post","2021","AA/AO","Male","North Eastern Scotland","260","250","28160","25870"
"In post","2021","AA/AO","Male","North Yorkshire","710","690","23400","20920"
"In post","2021","AA/AO","Male","Northern Ireland","990","950","20660","20310"
"In post","2021","AA/AO","Male","Northumberland and Tyne and Wear","3200","3000","20660","21010"
"In post","2021","AA/AO","Male","Outer London - East and North East","620","600","28450","28720"
"In post","2021","AA/AO","Male","Outer London - South","730","710","24110","25110"
"In post","2021","AA/AO","Male","Outer London - West and North West","890","860","26510","25630"
"In post","2021","AA/AO","Male","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Male","Shropshire and Staffordshire","1490","1430","23910","22350"
"In post","2021","AA/AO","Male","South Yorkshire","1320","1260","22980","21430"
"In post","2021","AA/AO","Male","Southern Scotland","850","800","21730","20140"
"In post","2021","AA/AO","Male","Surrey, East and West Sussex","1350","1290","25600","24220"
"In post","2021","AA/AO","Male","Tees Valley and Durham","2080","1950","24250","21950"
"In post","2021","AA/AO","Male","Unknown","90","80","21840","21010"
"In post","2021","AA/AO","Male","West Central Scotland","3180","3040","23200","21010"
"In post","2021","AA/AO","Male","West Midlands","2000","1910","21210","20640"
"In post","2021","AA/AO","Male","West Wales and The Valleys","2490","2360","21490","21590"
"In post","2021","AA/AO","Male","West Yorkshire","2310","2200","22640","21010"
"In post","2021","AA/AO","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","EO","Female","Bedfordshire and Hertfordshire","940","850","28730","29290"
"In post","2021","EO","Female","Berkshire, Buckinghamshire and Oxfordshire","1350","1250","28360","27570"
"In post","2021","EO","Female","Cheshire","820","770","28970","27570"
"In post","2021","EO","Female","Cornwall and Isles of Scilly","350","310","27370","27570"
"In post","2021","EO","Female","Cumbria","360","310","26150","26350"
"In post","2021","EO","Female","Derbyshire and Nottinghamshire","2070","1830","26600","27540"
"In post","2021","EO","Female","Devon","1230","1060","27020","27570"
"In post","2021","EO","Female","Dorset and Somerset","860","750","27010","27570"
"In post","2021","EO","Female","East Anglia","1770","1570","27020","27570"
"In post","2021","EO","Female","East Wales","3030","2740","26430","26930"
"In post","2021","EO","Female","East Yorkshire and Northern Lincolnshire","790","680","27310","27570"
"In post","2021","EO","Female","Eastern Scotland","2770","2530","28190","27570"
"In post","2021","EO","Female","Essex","1330","1190","28620","29290"
"In post","2021","EO","Female","Gloucestershire, Wiltshire and Bath/Bristol area","3240","2910","25810","26670"
"In post","2021","EO","Female","Greater Manchester","3130","2860","26520","27570"
"In post","2021","EO","Female","Hampshire and Isle of Wight","1960","1770","26580","26670"
"In post","2021","EO","Female","Herefordshire, Worcestershire and Warwickshire","580","520","26930","27570"
"In post","2021","EO","Female","Highlands and Islands","380","350","28220","27570"
"In post","2021","EO","Female","Inner London - East","2740","2550","30620","31060"
"In post","2021","EO","Female","Inner London - West","4730","4530","29160","29080"
"In post","2021","EO","Female","Kent","1790","1610","28300","29050"
"In post","2021","EO","Female","Lancashire","2680","2340","27270","27570"
"In post","2021","EO","Female","Leicestershire, Rutland and Northamptonshire","1040","930","27040","27570"
"In post","2021","EO","Female","Lincolnshire","390","360","27270","27570"
"In post","2021","EO","Female","Merseyside","3870","3410","26240","26160"
"In post","2021","EO","Female","North Eastern Scotland","320","290","28410","27570"
"In post","2021","EO","Female","North Yorkshire","550","500","27000","26750"
"In post","2021","EO","Female","Northern Ireland","500","450","26610","25560"
"In post","2021","EO","Female","Northumberland and Tyne and Wear","3310","2910","26580","27570"
"In post","2021","EO","Female","Outer London - East and North East","1080","970","30950","31060"
"In post","2021","EO","Female","Outer London - South","1970","1800","29900","29570"
"In post","2021","EO","Female","Outer London - West and North West","2170","1970","29970","30500"
"In post","2021","EO","Female","Overseas","130","120","27990","27160"
"In post","2021","EO","Female","Shropshire and Staffordshire","1330","1190","27130","27570"
"In post","2021","EO","Female","South Yorkshire","1660","1420","26820","27570"
"In post","2021","EO","Female","Southern Scotland","1100","950","26950","27570"
"In post","2021","EO","Female","Surrey, East and West Sussex","1780","1570","27940","27570"
"In post","2021","EO","Female","Tees Valley and Durham","1450","1270","27130","27570"
"In post","2021","EO","Female","Unknown","360","330","28060","27570"
"In post","2021","EO","Female","West Central Scotland","2800","2510","27300","27570"
"In post","2021","EO","Female","West Midlands","3560","3150","26710","27570"
"In post","2021","EO","Female","West Wales and The Valleys","2400","2140","27250","27570"
"In post","2021","EO","Female","West Yorkshire","2840","2520","26720","27570"
"In post","2021","EO","Male","Bedfordshire and Hertfordshire","670","630","29440","29290"
"In post","2021","EO","Male","Berkshire, Buckinghamshire and Oxfordshire","1060","1040","30460","28670"
"In post","2021","EO","Male","Cheshire","610","600","30330","28840"
"In post","2021","EO","Male","Cornwall and Isles of Scilly","270","260","27020","27570"
"In post","2021","EO","Male","Cumbria","220","210","26150","25990"
"In post","2021","EO","Male","Derbyshire and Nottinghamshire","1480","1430","26950","27130"
"In post","2021","EO","Male","Devon","1120","1080","27020","27380"
"In post","2021","EO","Male","Dorset and Somerset","750","720","27750","27570"
"In post","2021","EO","Male","East Anglia","1520","1470","28100","27570"
"In post","2021","EO","Male","East Wales","2470","2400","27060","27460"
"In post","2021","EO","Male","East Yorkshire and Northern Lincolnshire","880","840","28140","27370"
"In post","2021","EO","Male","Eastern Scotland","2420","2330","29530","28410"
"In post","2021","EO","Male","Essex","950","890","28810","28340"
"In post","2021","EO","Male","Gloucestershire, Wiltshire and Bath/Bristol area","2760","2680","26120","26670"
"In post","2021","EO","Male","Greater Manchester","2670","2590","26610","26480"
"In post","2021","EO","Male","Hampshire and Isle of Wight","1780","1730","27440","26780"
"In post","2021","EO","Male","Herefordshire, Worcestershire and Warwickshire","510","500","27370","27570"
"In post","2021","EO","Male","Highlands and Islands","310","300","29630","29140"
"In post","2021","EO","Male","Inner London - East","1740","1700","31080","31060"
"In post","2021","EO","Male","Inner London - West","3150","3120","29500","29460"
"In post","2021","EO","Male","Kent","1790","1690","28380","27370"
"In post","2021","EO","Male","Lancashire","1700","1630","27800","27570"
"In post","2021","EO","Male","Leicestershire, Rutland and Northamptonshire","780","760","27690","27570"
"In post","2021","EO","Male","Lincolnshire","360","340","28400","27570"
"In post","2021","EO","Male","Merseyside","2320","2230","26290","26000"
"In post","2021","EO","Male","North Eastern Scotland","280","270","30280","29190"
"In post","2021","EO","Male","North Yorkshire","490","480","27780","26750"
"In post","2021","EO","Male","Northern Ireland","480","470","26510","25560"
"In post","2021","EO","Male","Northumberland and Tyne and Wear","2230","2130","26400","26120"
"In post","2021","EO","Male","Outer London - East and North East","640","620","31700","31060"
"In post","2021","EO","Male","Outer London - South","1250","1230","30070","29570"
"In post","2021","EO","Male","Outer London - West and North West","1850","1710","29880","30160"
"In post","2021","EO","Male","Overseas","150","150","28040","27370"
"In post","2021","EO","Male","Shropshire and Staffordshire","1140","1100","28210","27570"
"In post","2021","EO","Male","South Yorkshire","1070","1030","27340","27370"
"In post","2021","EO","Male","Southern Scotland","790","750","26810","27150"
"In post","2021","EO","Male","Surrey, East and West Sussex","1220","1130","28650","27570"
"In post","2021","EO","Male","Tees Valley and Durham","930","880","28110","27570"
"In post","2021","EO","Male","Unknown","230","220","28000","27570"
"In post","2021","EO","Male","West Central Scotland","2390","2280","28740","27570"
"In post","2021","EO","Male","West Midlands","2240","2160","26910","27570"
"In post","2021","EO","Male","West Wales and The Valleys","1510","1460","27530","27570"
"In post","2021","EO","Male","West Yorkshire","2240","2170","27150","27570"
"In post","2021","EO","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","EO","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Female","Bedfordshire and Hertfordshire","170","160","59770","58690"
"In post","2021","G6/G7","Female","Berkshire, Buckinghamshire and Oxfordshire","350","320","59640","57120"
"In post","2021","G6/G7","Female","Cheshire","100","100","56030","55740"
"In post","2021","G6/G7","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Female","Cumbria","40","40","[c]","[c]"
"In post","2021","G6/G7","Female","Derbyshire and Nottinghamshire","560","530","56410","53150"
"In post","2021","G6/G7","Female","Devon","310","280","53710","49810"
"In post","2021","G6/G7","Female","Dorset and Somerset","80","80","58990","55310"
"In post","2021","G6/G7","Female","East Anglia","340","320","58110","54620"
"In post","2021","G6/G7","Female","East Wales","1160","1090","57160","56620"
"In post","2021","G6/G7","Female","East Yorkshire and Northern Lincolnshire","50","40","[c]","[c]"
"In post","2021","G6/G7","Female","Eastern Scotland","1380","1290","61490","61010"
"In post","2021","G6/G7","Female","Essex","150","130","56870","52580"
"In post","2021","G6/G7","Female","Gloucestershire, Wiltshire and Bath/Bristol area","1910","1800","55310","54180"
"In post","2021","G6/G7","Female","Greater Manchester","1030","980","56260","52580"
"In post","2021","G6/G7","Female","Hampshire and Isle of Wight","680","640","55070","53230"
"In post","2021","G6/G7","Female","Herefordshire, Worcestershire and Warwickshire","50","50","[c]","[c]"
"In post","2021","G6/G7","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Female","Inner London - East","1850","1750","60980","59160"
"In post","2021","G6/G7","Female","Inner London - West","11130","10560","59610","57680"
"In post","2021","G6/G7","Female","Kent","110","100","56760","52820"
"In post","2021","G6/G7","Female","Lancashire","390","370","54800","52580"
"In post","2021","G6/G7","Female","Leicestershire, Rutland and Northamptonshire","110","100","56530","53190"
"In post","2021","G6/G7","Female","Lincolnshire","40","30","[c]","[c]"
"In post","2021","G6/G7","Female","Merseyside","730","690","54840","52580"
"In post","2021","G6/G7","Female","North Eastern Scotland","60","50","62970","61010"
"In post","2021","G6/G7","Female","North Yorkshire","360","330","59010","55610"
"In post","2021","G6/G7","Female","Northern Ireland","110","110","55590","52580"
"In post","2021","G6/G7","Female","Northumberland and Tyne and Wear","760","730","53920","52580"
"In post","2021","G6/G7","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Female","Outer London - South","710","680","62900","59980"
"In post","2021","G6/G7","Female","Outer London - West and North West","280","270","58510","55920"
"In post","2021","G6/G7","Female","Overseas","550","550","59480","58030"
"In post","2021","G6/G7","Female","Shropshire and Staffordshire","250","240","57140","53450"
"In post","2021","G6/G7","Female","South Yorkshire","580","550","54950","52070"
"In post","2021","G6/G7","Female","Southern Scotland","250","240","54720","52580"
"In post","2021","G6/G7","Female","Surrey, East and West Sussex","240","220","58670","54990"
"In post","2021","G6/G7","Female","Tees Valley and Durham","190","180","55780","52200"
"In post","2021","G6/G7","Female","Unknown","110","100","56820","54700"
"In post","2021","G6/G7","Female","West Central Scotland","730","700","60150","61010"
"In post","2021","G6/G7","Female","West Midlands","910","860","55830","52580"
"In post","2021","G6/G7","Female","West Wales and The Valleys","340","320","60650","60830"
"In post","2021","G6/G7","Female","West Yorkshire","990","930","55020","52580"
"In post","2021","G6/G7","Male","Bedfordshire and Hertfordshire","160","150","61000","59730"
"In post","2021","G6/G7","Male","Berkshire, Buckinghamshire and Oxfordshire","410","390","60220","57440"
"In post","2021","G6/G7","Male","Cheshire","100","100","57940","55740"
"In post","2021","G6/G7","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Male","Cumbria","40","40","[c]","[c]"
"In post","2021","G6/G7","Male","Derbyshire and Nottinghamshire","580","560","58010","53330"
"In post","2021","G6/G7","Male","Devon","530","510","55660","52580"
"In post","2021","G6/G7","Male","Dorset and Somerset","120","120","59160","55460"
"In post","2021","G6/G7","Male","East Anglia","390","380","58760","54990"
"In post","2021","G6/G7","Male","East Wales","1250","1220","58220","57920"
"In post","2021","G6/G7","Male","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"In post","2021","G6/G7","Male","Eastern Scotland","1180","1150","62110","61010"
"In post","2021","G6/G7","Male","Essex","140","140","60860","54850"
"In post","2021","G6/G7","Male","Gloucestershire, Wiltshire and Bath/Bristol area","3200","3120","56600","54940"
"In post","2021","G6/G7","Male","Greater Manchester","1070","1050","57100","52580"
"In post","2021","G6/G7","Male","Hampshire and Isle of Wight","1180","1150","56430","54540"
"In post","2021","G6/G7","Male","Herefordshire, Worcestershire and Warwickshire","50","50","59800","59080"
"In post","2021","G6/G7","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Male","Inner London - East","1910","1870","62490","59940"
"In post","2021","G6/G7","Male","Inner London - West","10570","10430","60640","58750"
"In post","2021","G6/G7","Male","Kent","170","170","55070","52280"
"In post","2021","G6/G7","Male","Lancashire","380","370","58420","55610"
"In post","2021","G6/G7","Male","Leicestershire, Rutland and Northamptonshire","90","80","60900","55610"
"In post","2021","G6/G7","Male","Lincolnshire","40","40","[c]","[c]"
"In post","2021","G6/G7","Male","Merseyside","690","680","56620","53430"
"In post","2021","G6/G7","Male","North Eastern Scotland","70","70","69230","61850"
"In post","2021","G6/G7","Male","North Yorkshire","330","320","58010","55610"
"In post","2021","G6/G7","Male","Northern Ireland","130","120","56140","52580"
"In post","2021","G6/G7","Male","Northumberland and Tyne and Wear","910","900","54950","52580"
"In post","2021","G6/G7","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Male","Outer London - South","880","860","63910","61280"
"In post","2021","G6/G7","Male","Outer London - West and North West","280","270","60080","58440"
"In post","2021","G6/G7","Male","Overseas","780","780","60220","58030"
"In post","2021","G6/G7","Male","Shropshire and Staffordshire","250","240","59160","54540"
"In post","2021","G6/G7","Male","South Yorkshire","580","570","56500","53120"
"In post","2021","G6/G7","Male","Southern Scotland","240","230","56450","53910"
"In post","2021","G6/G7","Male","Surrey, East and West Sussex","230","230","58680","56540"
"In post","2021","G6/G7","Male","Tees Valley and Durham","170","170","56830","52580"
"In post","2021","G6/G7","Male","Unknown","90","90","58380","55000"
"In post","2021","G6/G7","Male","West Central Scotland","680","670","60770","61010"
"In post","2021","G6/G7","Male","West Midlands","850","840","57380","53500"
"In post","2021","G6/G7","Male","West Wales and The Valleys","470","460","62150","60830"
"In post","2021","G6/G7","Male","West Yorkshire","930","910","56310","52760"
"In post","2021","G6/G7","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","SCS","Female","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Derbyshire and Nottinghamshire","40","40","[c]","[c]"
"In post","2021","SCS","Female","Devon","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","East Wales","100","100","84330","78460"
"In post","2021","SCS","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Eastern Scotland","100","100","90610","83230"
"In post","2021","SCS","Female","Essex","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Gloucestershire, Wiltshire and Bath/Bristol area","110","110","90920","86320"
"In post","2021","SCS","Female","Greater Manchester","70","60","85320","81330"
"In post","2021","SCS","Female","Hampshire and Isle of Wight","40","40","[c]","[c]"
"In post","2021","SCS","Female","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Inner London - East","330","290","98830","93570"
"In post","2021","SCS","Female","Inner London - West","1860","1770","86190","78060"
"In post","2021","SCS","Female","Kent","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Lancashire","30","30","[c]","[c]"
"In post","2021","SCS","Female","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Merseyside","40","40","[c]","[c]"
"In post","2021","SCS","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","SCS","Female","Outer London - South","40","40","[c]","[c]"
"In post","2021","SCS","Female","Outer London - West and North West","30","30","[c]","[c]"
"In post","2021","SCS","Female","Overseas","110","110","84260","75880"
"In post","2021","SCS","Female","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","South Yorkshire","40","30","[c]","[c]"
"In post","2021","SCS","Female","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","West Central Scotland","30","30","[c]","[c]"
"In post","2021","SCS","Female","West Midlands","90","80","96020","87320"
"In post","2021","SCS","Female","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Female","West Yorkshire","80","70","85010","76560"
"In post","2021","SCS","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"In post","2021","SCS","Male","Devon","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","East Anglia","40","40","[c]","[c]"
"In post","2021","SCS","Male","East Wales","160","150","89330","80100"
"In post","2021","SCS","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Eastern Scotland","120","110","90760","83230"
"In post","2021","SCS","Male","Essex","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Gloucestershire, Wiltshire and Bath/Bristol area","190","190","99580","92370"
"In post","2021","SCS","Male","Greater Manchester","80","70","88170","81120"
"In post","2021","SCS","Male","Hampshire and Isle of Wight","50","50","[c]","[c]"
"In post","2021","SCS","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Inner London - East","350","330","99050","94560"
"In post","2021","SCS","Male","Inner London - West","2030","2010","92010","81490"
"In post","2021","SCS","Male","Kent","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Merseyside","50","50","[c]","[c]"
"In post","2021","SCS","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Northumberland and Tyne and Wear","50","50","92390","88790"
"In post","2021","SCS","Male","Outer London - South","30","30","[c]","[c]"
"In post","2021","SCS","Male","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Overseas","180","180","87050","78410"
"In post","2021","SCS","Male","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","South Yorkshire","40","40","[c]","[c]"
"In post","2021","SCS","Male","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","West Central Scotland","40","40","[c]","[c]"
"In post","2021","SCS","Male","West Midlands","80","80","97280","89500"
"In post","2021","SCS","Male","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Male","West Yorkshire","90","80","88290","79880"
"In post","2021","SCS","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","SEO/HEO","Female","Bedfordshire and Hertfordshire","500","470","38470","37640"
"In post","2021","SEO/HEO","Female","Berkshire, Buckinghamshire and Oxfordshire","1090","1030","37160","35900"
"In post","2021","SEO/HEO","Female","Cheshire","410","390","38230","36740"
"In post","2021","SEO/HEO","Female","Cornwall and Isles of Scilly","100","90","34680","33300"
"In post","2021","SEO/HEO","Female","Cumbria","180","160","34320","33040"
"In post","2021","SEO/HEO","Female","Derbyshire and Nottinghamshire","1770","1650","35360","33350"
"In post","2021","SEO/HEO","Female","Devon","1010","920","36570","36330"
"In post","2021","SEO/HEO","Female","Dorset and Somerset","560","520","35630","33840"
"In post","2021","SEO/HEO","Female","East Anglia","1360","1280","35680","33840"
"In post","2021","SEO/HEO","Female","East Wales","3120","2920","35940","36030"
"In post","2021","SEO/HEO","Female","East Yorkshire and Northern Lincolnshire","260","240","35240","33840"
"In post","2021","SEO/HEO","Female","Eastern Scotland","2920","2750","37910","36610"
"In post","2021","SEO/HEO","Female","Essex","600","540","35870","35120"
"In post","2021","SEO/HEO","Female","Gloucestershire, Wiltshire and Bath/Bristol area","5350","4990","35180","34000"
"In post","2021","SEO/HEO","Female","Greater Manchester","2680","2540","34710","32800"
"In post","2021","SEO/HEO","Female","Hampshire and Isle of Wight","2250","2130","35150","33300"
"In post","2021","SEO/HEO","Female","Herefordshire, Worcestershire and Warwickshire","340","320","35780","34290"
