"Status","Year","Disability","Region_ITL3","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","Haringey and Islington","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Haringey and Islington","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Harrow and Hillingdon","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Harrow and Hillingdon","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Harrow and Hillingdon","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Harrow and Hillingdon","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Harrow and Hillingdon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hartlepool and Stockton-on-Tees","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heart of Essex","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Heart of Essex","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Herefordshire, County of","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hertfordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hertfordshire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hertfordshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hertfordshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hounslow and Richmond upon Thames","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hounslow and Richmond upon Thames","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Hounslow and Richmond upon Thames","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inverclyde, East Renfrewshire and Renfrewshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inverclyde, East Renfrewshire and Renfrewshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Kent Thames Gateway","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Kent Thames Gateway","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Kingston upon Hull, City of","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Kingston upon Hull, City of","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Kingston upon Hull, City of","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lambeth","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lambeth","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lambeth","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lambeth","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lambeth","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lambeth","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lambeth","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lambeth","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lancaster and Wyre","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lancaster and Wyre","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leeds","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leeds","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leeds","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leeds","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leeds","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leeds","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leeds","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leeds","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leeds","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leeds","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leeds","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leicester","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leicester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leicestershire CC and Rutland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leicestershire CC and Rutland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leicestershire CC and Rutland","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lewisham and Southwark","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lewisham and Southwark","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lewisham and Southwark","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lewisham and Southwark","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lisburn and Castlereagh","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Liverpool","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Liverpool","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Liverpool","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Liverpool","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Liverpool","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Liverpool","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Liverpool","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Liverpool","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Liverpool","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Luton","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Manchester","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Manchester","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Manchester","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Manchester","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Manchester","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Manchester","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Manchester","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Manchester","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Manchester","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medway","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Medway","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Merton, Kingston upon Thames and Sutton","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mid Kent","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mid Kent","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mid Lancashire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mid Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mid Lancashire","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mid Lancashire","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mid Lancashire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Milton Keynes","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Milton Keynes","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Milton Keynes","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Monmouthshire and Newport","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Monmouthshire and Newport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Monmouthshire and Newport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Monmouthshire and Newport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Monmouthshire and Newport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Monmouthshire and Newport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Monmouthshire and Newport","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Monmouthshire and Newport","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Monmouthshire and Newport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Monmouthshire and Newport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Newry, Mourne and Down","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North and North East Lincolnshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North and West Norfolk","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Hampshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Lanarkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Yorkshire CC","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Yorkshire CC","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Yorkshire CC","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","North Yorkshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Northumberland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Norwich and East Norfolk","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Norwich and East Norfolk","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Norwich and East Norfolk","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Norwich and East Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Nottingham","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Nottingham","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Nottingham","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Nottingham","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Nottingham","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Nottingham","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Nottingham","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Nottingham","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Nottingham","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Nottingham","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Oxfordshire","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Oxfordshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Perth and Kinross and Stirling","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Perth and Kinross and Stirling","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Perth and Kinross and Stirling","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Peterborough","Commercial","[c]","[c]","[c]","[c]"
