"Status","Year","Responsibility_level","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","SEO/HEO","West Central Scotland","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Central Scotland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Central Scotland","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Central Scotland","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Central Scotland","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Central Scotland","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Central Scotland","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Central Scotland","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Operational Delivery","120","110","33680","31990"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Science and Engineering","70","60","36610","36330"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Midlands","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Wales and The Valleys","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Wales and The Valleys","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Wales and The Valleys","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Wales and The Valleys","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Wales and The Valleys","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Wales and The Valleys","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Wales and The Valleys","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Wales and The Valleys","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Wales and The Valleys","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Commercial","50","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Digital, Data and Technology","30","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Finance","30","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Operational Delivery","130","130","33810","32790"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Policy","80","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Science and Engineering","40","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","West Yorkshire","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Bedfordshire and Hertfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cheshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Derbyshire and Nottinghamshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Devon","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Devon","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Anglia","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Wales","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Essex","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hampshire and Isle of Wight","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inner London - East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inner London - East","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inner London - West","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inner London - West","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inner London - West","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inner London - West","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Inner London - West","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lancashire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Merseyside","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northumberland, and Tyne and Wear","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outer London - East and North East","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outer London - South","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outer London - South","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outer London - West and North West","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Shropshire and Staffordshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Surrey, East and West Sussex","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Tees Valley and Durham","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Central Scotland","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Wales and The Valleys","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Yorkshire","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","West Yorkshire","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Bedfordshire and Hertfordshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Bedfordshire and Hertfordshire","Operational Delivery","180","180","23610","21500"
"New entrant CS","2021","AA/AO","Bedfordshire and Hertfordshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Bedfordshire and Hertfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Bedfordshire and Hertfordshire","Unknown","90","90","23050","24180"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","230","230","24040","22960"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Other","50","50","20560","20920"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Security","90","90","27690","25540"
"New entrant CS","2021","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","90","90","21820","21010"
"New entrant CS","2021","AA/AO","Cheshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cheshire","Operational Delivery","130","130","21730","22600"
"New entrant CS","2021","AA/AO","Cheshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cheshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cheshire","Unknown","100","100","21010","21010"
"New entrant CS","2021","AA/AO","Cornwall and Isles of Scilly","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cornwall and Isles of Scilly","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cornwall and Isles of Scilly","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cornwall and Isles of Scilly","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cornwall and Isles of Scilly","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cornwall and Isles of Scilly","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","AA/AO","Cumbria","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Cumbria","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cumbria","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cumbria","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cumbria","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Derbyshire and Nottinghamshire","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Derbyshire and Nottinghamshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Derbyshire and Nottinghamshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Derbyshire and Nottinghamshire","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Derbyshire and Nottinghamshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Derbyshire and Nottinghamshire","Operational Delivery","340","320","21170","20600"
"New entrant CS","2021","AA/AO","Derbyshire and Nottinghamshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Derbyshire and Nottinghamshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Derbyshire and Nottinghamshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Derbyshire and Nottinghamshire","Tax","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Derbyshire and Nottinghamshire","Unknown","90","90","20940","21010"
"New entrant CS","2021","AA/AO","Devon","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Devon","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Devon","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Devon","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Devon","Operational Delivery","310","300","21450","21050"
"New entrant CS","2021","AA/AO","Devon","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Devon","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Devon","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Devon","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Devon","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Devon","Unknown","160","150","21000","21010"
"New entrant CS","2021","AA/AO","Dorset and Somerset","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Dorset and Somerset","Operational Delivery","140","140","21900","22350"
"New entrant CS","2021","AA/AO","Dorset and Somerset","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Dorset and Somerset","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Dorset and Somerset","Unknown","60","60","21110","21010"
"New entrant CS","2021","AA/AO","East Anglia","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Anglia","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Anglia","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Anglia","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Anglia","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Anglia","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Anglia","Operational Delivery","460","440","22310","21570"
"New entrant CS","2021","AA/AO","East Anglia","Other","50","40","[c]","[c]"
"New entrant CS","2021","AA/AO","East Anglia","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Anglia","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Anglia","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Anglia","Security","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","East Anglia","Unknown","60","60","21220","21010"
"New entrant CS","2021","AA/AO","East Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Operational Delivery","460","450","20720","20600"
"New entrant CS","2021","AA/AO","East Wales","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Wales","Tax","200","190","20140","20140"
"New entrant CS","2021","AA/AO","East Wales","Unknown","130","130","20890","21010"
"New entrant CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Operational Delivery","200","200","21760","21430"
"New entrant CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Eastern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Eastern Scotland","Operational Delivery","220","210","20670","20810"
"New entrant CS","2021","AA/AO","Eastern Scotland","Other","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Eastern Scotland","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Eastern Scotland","Tax","310","310","20140","20140"
"New entrant CS","2021","AA/AO","Eastern Scotland","Unknown","410","400","21390","21010"
"New entrant CS","2021","AA/AO","Essex","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Essex","Operational Delivery","140","140","22130","21430"
"New entrant CS","2021","AA/AO","Essex","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Essex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Essex","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Essex","Unknown","100","100","24110","24180"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","30","30","[c]","[c]"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","380","360","20830","20600"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Other","70","70","20380","20920"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","Psychology","[c]","[c]","[c]","[c]"
