"Status","Year","Responsibility_level","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Medicine","60","50","78920","81410"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","360","350","57360","55210"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Research","50","50","[c]","[c]"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Other","450","440","54760","54000"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Planning","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","320","300","52840","49860"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","950","920","55700","54540"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Property","100","90","54730","54240"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","1230","1180","54610","52500"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Security","30","30","[c]","[c]"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Statistics","40","40","[c]","[c]"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Tax","180","170","58900","55210"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","140","140","59500","55210"
"In post","2022","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Commercial","50","50","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Digital, Data and Technology","400","400","58970","56550"
"In post","2022","G6/G7","Greater Manchester","Economics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Finance","120","120","56070","53620"
"In post","2022","G6/G7","Greater Manchester","Human Resources","90","90","56940","55210"
"In post","2022","G6/G7","Greater Manchester","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Legal","270","250","56490","55210"
"In post","2022","G6/G7","Greater Manchester","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Operational Delivery","330","320","56120","54240"
"In post","2022","G6/G7","Greater Manchester","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Other","40","40","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Planning","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Policy","330","320","54160","51860"
"In post","2022","G6/G7","Greater Manchester","Project Delivery","140","130","55590","54160"
"In post","2022","G6/G7","Greater Manchester","Property","80","80","57140","57330"
"In post","2022","G6/G7","Greater Manchester","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Security","30","30","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Greater Manchester","Tax","310","300","58080","55210"
"In post","2022","G6/G7","Greater Manchester","Unknown","240","230","58340","55210"
"In post","2022","G6/G7","Greater Manchester","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Digital, Data and Technology","120","120","55160","53440"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Economics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Finance","70","70","57850","56500"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Human Resources","40","40","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Legal","140","130","59490","58970"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Medicine","60","40","77170","81410"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Operational Delivery","220","210","55570","52300"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Operational Research","230","210","51330","47060"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Other","40","40","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Policy","80","80","54780","53500"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Project Delivery","280","280","55210","54540"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Property","50","40","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Science and Engineering","350","330","53010","50190"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Social Research","50","50","52770","51210"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Statistics","50","50","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Tax","40","40","[c]","[c]"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Unknown","120","110","74620","76050"
"In post","2022","G6/G7","Hampshire and Isle of Wight","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Operational Delivery","40","40","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Herefordshire, Worcestershire and Warwickshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Highlands and Islands","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Highlands and Islands","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Highlands and Islands","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Highlands and Islands","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Highlands and Islands","Policy","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Highlands and Islands","Unknown","40","40","[c]","[c]"
"In post","2022","G6/G7","Highlands and Islands","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","Commercial","30","30","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","Communications","70","70","61950","62120"
"In post","2022","G6/G7","Inner London - East","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","Digital, Data and Technology","290","290","64100","62120"
"In post","2022","G6/G7","Inner London - East","Economics","120","110","63640","61690"
"In post","2022","G6/G7","Inner London - East","Finance","150","140","63420","62120"
"In post","2022","G6/G7","Inner London - East","Human Resources","100","100","62440","62120"
"In post","2022","G6/G7","Inner London - East","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","Intelligence Analysis","30","30","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","Legal","360","350","66580","63490"
"In post","2022","G6/G7","Inner London - East","Medicine","80","70","67460","66850"
"In post","2022","G6/G7","Inner London - East","Operational Delivery","540","520","62360","62120"
"In post","2022","G6/G7","Inner London - East","Operational Research","50","40","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","Other","240","230","59940","57400"
"In post","2022","G6/G7","Inner London - East","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","Policy","240","230","65080","62120"
"In post","2022","G6/G7","Inner London - East","Project Delivery","280","270","65280","62120"
"In post","2022","G6/G7","Inner London - East","Property","60","60","62700","64130"
"In post","2022","G6/G7","Inner London - East","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","Science and Engineering","100","90","60550","60630"
"In post","2022","G6/G7","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - East","Social Research","50","50","61880","60300"
"In post","2022","G6/G7","Inner London - East","Statistics","80","80","62400","62020"
"In post","2022","G6/G7","Inner London - East","Tax","270","260","65890","62120"
"In post","2022","G6/G7","Inner London - East","Unknown","790","770","60330","58600"
"In post","2022","G6/G7","Inner London - West","Commercial","270","270","60720","55850"
"In post","2022","G6/G7","Inner London - West","Communications","650","630","59660","57680"
"In post","2022","G6/G7","Inner London - West","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - West","Counter Fraud","100","100","63780","63210"
"In post","2022","G6/G7","Inner London - West","Digital, Data and Technology","870","850","61150","59540"
"In post","2022","G6/G7","Inner London - West","Economics","610","600","60000","57620"
"In post","2022","G6/G7","Inner London - West","Finance","770","750","61230","59540"
"In post","2022","G6/G7","Inner London - West","Geography","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - West","Human Resources","630","610","60740","59080"
"In post","2022","G6/G7","Inner London - West","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - West","Intelligence Analysis","100","100","60550","59010"
"In post","2022","G6/G7","Inner London - West","Internal Audit","70","60","61840","59870"
"In post","2022","G6/G7","Inner London - West","International Trade","500","500","56480","53460"
"In post","2022","G6/G7","Inner London - West","Knowledge and Information Management","140","140","60110","57340"
"In post","2022","G6/G7","Inner London - West","Legal","2580","2390","60440","61360"
"In post","2022","G6/G7","Inner London - West","Medicine","50","40","[c]","[c]"
"In post","2022","G6/G7","Inner London - West","Operational Delivery","1540","1500","60260","57460"
"In post","2022","G6/G7","Inner London - West","Operational Research","90","90","62740","60940"
"In post","2022","G6/G7","Inner London - West","Other","500","480","65760","60720"
"In post","2022","G6/G7","Inner London - West","Planning","30","30","[c]","[c]"
"In post","2022","G6/G7","Inner London - West","Policy","8900","8640","58900","57430"
"In post","2022","G6/G7","Inner London - West","Project Delivery","890","870","59750","57740"
"In post","2022","G6/G7","Inner London - West","Property","240","230","62620","63250"
"In post","2022","G6/G7","Inner London - West","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Inner London - West","Science and Engineering","130","120","60980","59730"
"In post","2022","G6/G7","Inner London - West","Security","200","200","61630","60070"
"In post","2022","G6/G7","Inner London - West","Social Research","130","120","59860","59430"
"In post","2022","G6/G7","Inner London - West","Statistics","270","250","60270","59540"
"In post","2022","G6/G7","Inner London - West","Tax","90","90","65210","62120"
"In post","2022","G6/G7","Inner London - West","Unknown","2380","2340","60750","58210"
"In post","2022","G6/G7","Inner London - West","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Legal","60","50","58670","57980"
"In post","2022","G6/G7","Kent","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Operational Delivery","100","90","60760","57480"
"In post","2022","G6/G7","Kent","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Policy","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Science and Engineering","50","50","50330","47120"
"In post","2022","G6/G7","Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Tax","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Digital, Data and Technology","310","300","57870","56000"
"In post","2022","G6/G7","Lancashire","Finance","70","70","55730","52750"
"In post","2022","G6/G7","Lancashire","Human Resources","40","40","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Legal","90","90","55740","55610"
"In post","2022","G6/G7","Lancashire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Operational Delivery","130","120","58000","55210"
"In post","2022","G6/G7","Lancashire","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Planning","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Policy","30","30","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Project Delivery","110","100","56450","55210"
"In post","2022","G6/G7","Lancashire","Property","30","30","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Unknown","50","40","[c]","[c]"
"In post","2022","G6/G7","Lancashire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Legal","90","80","53870","53220"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Operational Delivery","50","50","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Tax","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Leicestershire, Rutland and Northamptonshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Policy","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Lincolnshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Digital, Data and Technology","100","100","57830","55210"
"In post","2022","G6/G7","Merseyside","Economics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Finance","60","60","56730","55210"
"In post","2022","G6/G7","Merseyside","Human Resources","80","80","55980","55030"
"In post","2022","G6/G7","Merseyside","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Legal","160","150","55230","55610"
"In post","2022","G6/G7","Merseyside","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Operational Delivery","360","350","57220","54160"
"In post","2022","G6/G7","Merseyside","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Policy","90","90","55880","54970"
"In post","2022","G6/G7","Merseyside","Project Delivery","210","210","56550","55210"
"In post","2022","G6/G7","Merseyside","Property","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Merseyside","Tax","240","230","58170","55210"
"In post","2022","G6/G7","Merseyside","Unknown","70","70","59760","55210"
"In post","2022","G6/G7","North Eastern Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Eastern Scotland","Operational Delivery","40","40","[c]","[c]"
"In post","2022","G6/G7","North Eastern Scotland","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Eastern Scotland","Policy","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Eastern Scotland","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Eastern Scotland","Unknown","80","80","62970","62170"
"In post","2022","G6/G7","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Digital, Data and Technology","60","60","51650","50450"
"In post","2022","G6/G7","North Yorkshire","Economics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Finance","30","30","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Legal","40","40","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Medicine","30","30","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Operational Delivery","70","70","55030","53030"
"In post","2022","G6/G7","North Yorkshire","Other","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Policy","120","110","51770","49050"
"In post","2022","G6/G7","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","North Yorkshire","Unknown","70","70","56440","50680"
"In post","2022","G6/G7","North Yorkshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Northern Ireland","Economics","[c]","[c]","[c]","[c]"
