"Status","Year","Region_ITL3","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Antrim and Newtownabbey","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Ministry of Defence (excl. agencies)","Ministry of Defence","180","180","23500","20310"
"In post","2021","Ards and North Down","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Maritime and Coastguard Agency","Department for Transport","40","40","[c]","[c]"
"In post","2021","Ards and North Down","Ministry of Defence (excl. agencies)","Ministry of Defence","180","180","23350","20310"
"In post","2021","Armagh City, Banbridge and Craigavon","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","460","420","30980","31060"
"In post","2021","Barking & Dagenham and Havering","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","HM Courts and Tribunals Service","Ministry of Justice","70","60","24820","22450"
"In post","2021","Barking & Dagenham and Havering","HM Prison and Probation Service","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","300","280","30710","31060"
"In post","2021","Barnet","Driver and Vehicle Standards Agency","Department for Transport","30","30","[c]","[c]"
"In post","2021","Barnet","HM Courts and Tribunals Service","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Barnet","HM Prison and Probation Service","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Barnet","Home Office (incl. agencies)","Home Office","150","150","44640","42170"
"In post","2021","Barnet","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Public Health England","Department of Health and Social Care","1100","1040","43010","39110"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1360","1150","25090","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Driver and Vehicle Standards Agency","Department for Transport","60","50","27490","26780"
"In post","2021","Barnsley, Doncaster and Rotherham","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Courts and Tribunals Service","Ministry of Justice","80","70","22660","20100"
"In post","2021","Barnsley, Doncaster and Rotherham","HM Prison and Probation Service","Ministry of Justice","1400","1310","28960","26810"
"In post","2021","Barnsley, Doncaster and Rotherham","Home Office (incl. agencies)","Home Office","40","40","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office (excl. agencies)","Cabinet Office","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","Ministry of Defence","8120","7830","38100","35650"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","320","290","27410","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Driver and Vehicle Standards Agency","Department for Transport","30","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Government Legal Department","Attorney General's Departments","40","30","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Courts and Tribunals Service","Ministry of Justice","90","80","25830","20100"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","HM Prison and Probation Service","Ministry of Justice","630","570","30820","29750"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Home Office (incl. agencies)","Home Office","200","180","26800","25260"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence (excl. agencies)","Ministry of Defence","2070","1990","38600","36840"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","National Crime Agency","National Crime Agency","410","400","35940","34140"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Submarine Delivery Agency","Ministry of Defence","1370","1340","41930","39860"
"In post","2021","Bedford","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","170","150","27950","27570"
"In post","2021","Bedford","Driver and Vehicle Standards Agency","Department for Transport","30","30","[c]","[c]"
"In post","2021","Bedford","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Health and Safety Executive","Department for Work and Pensions","60","60","43690","45100"
"In post","2021","Bedford","HM Courts and Tribunals Service","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Bedford","HM Prison and Probation Service","Ministry of Justice","370","350","29520","29920"
"In post","2021","Bedford","Home Office (incl. agencies)","Home Office","120","110","28790","26160"
"In post","2021","Bedford","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Food Standards Agency","Food Standards Agency","80","80","38880","37910"
"In post","2021","Belfast","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1990","1850","28520","25560"
"In post","2021","Belfast","Home Office (incl. agencies)","Home Office","460","410","24980","24880"
"In post","2021","Belfast","Ministry of Defence (excl. agencies)","Ministry of Defence","60","60","21760","20310"
"In post","2021","Belfast","National Crime Agency","National Crime Agency","110","110","39890","39200"
"In post","2021","Belfast","Northern Ireland Office","Northern Ireland Office","90","80","38110","34990"
"In post","2021","Berkshire","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Crown Prosecution Service","Attorney General's Departments","140","130","43310","40000"
"In post","2021","Berkshire","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","180","180","40880","36970"
"In post","2021","Berkshire","Department for International Trade","Department for International Trade","120","110","47060","51860"
"In post","2021","Berkshire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","460","420","29410","29290"
"In post","2021","Berkshire","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Driver and Vehicle Standards Agency","Department for Transport","40","40","[c]","[c]"
"In post","2021","Berkshire","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","HM Courts and Tribunals Service","Ministry of Justice","120","110","25660","22450"
"In post","2021","Berkshire","HM Prison and Probation Service","Ministry of Justice","150","140","29290","24870"
"In post","2021","Berkshire","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","310","290","34710","32520"
"In post","2021","Berkshire","Home Office (incl. agencies)","Home Office","50","40","[c]","[c]"
"In post","2021","Berkshire","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Ministry of Defence (excl. agencies)","Ministry of Defence","1020","1010","34380","33300"
"In post","2021","Berkshire","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","National Crime Agency","National Crime Agency","110","110","39480","39570"
"In post","2021","Berkshire","Rural Payments Agency","Department for Environment, Food and Rural Affairs","180","170","30530","25770"
"In post","2021","Berkshire","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","390","360","31090","31060"
"In post","2021","Bexley and Greenwich","Driver and Vehicle Standards Agency","Department for Transport","50","50","32970","30780"
"In post","2021","Bexley and Greenwich","HM Courts and Tribunals Service","Ministry of Justice","70","60","24080","23500"
"In post","2021","Bexley and Greenwich","HM Prison and Probation Service","Ministry of Justice","1110","1070","32270","32700"
"In post","2021","Bexley and Greenwich","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Ministry of Defence (excl. agencies)","Ministry of Defence","120","110","33260","33950"
"In post","2021","Bexley and Greenwich","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","90","80","30970","30950"
"In post","2021","Birmingham","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Crown Commercial Service","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","Birmingham","Crown Prosecution Service","Attorney General's Departments","490","460","39820","38000"
"In post","2021","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","150","150","40000","36740"
"In post","2021","Birmingham","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Department for Transport (excl. agencies)","Department for Transport","60","60","34990","30730"
"In post","2021","Birmingham","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","2160","1920","26690","27570"
"In post","2021","Birmingham","Driver and Vehicle Standards Agency","Department for Transport","90","90","27620","26700"
"In post","2021","Birmingham","Food Standards Agency","Food Standards Agency","70","70","39260","37910"
"In post","2021","Birmingham","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Government Property Agency","Other Cabinet Office Agencies","40","40","[c]","[c]"
"In post","2021","Birmingham","Health and Safety Executive","Department for Work and Pensions","80","80","44170","46320"
"In post","2021","Birmingham","HM Courts and Tribunals Service","Ministry of Justice","880","810","23250","20650"
"In post","2021","Birmingham","HM Prison and Probation Service","Ministry of Justice","1020","970","29800","28080"
"In post","2021","Birmingham","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2810","2630","31160","28130"
"In post","2021","Birmingham","Home Office (incl. agencies)","Home Office","130","120","29970","25310"
"In post","2021","Birmingham","Insolvency Service","Department for Business, Energy and Industrial Strategy","420","400","31260","26410"
"In post","2021","Birmingham","Legal Aid Agency","Ministry of Justice","110","110","25030","21170"
"In post","2021","Birmingham","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Ministry of Defence (excl. agencies)","Ministry of Defence","260","250","34060","33300"
"In post","2021","Birmingham","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","130","130","38760","36340"
"In post","2021","Birmingham","Ministry of Justice (excl. agencies)","Ministry of Justice","130","130","43030","41240"
"In post","2021","Birmingham","National Crime Agency","National Crime Agency","410","400","37700","36410"
"In post","2021","Birmingham","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","150","150","55180","51360"
"In post","2021","Birmingham","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Office of the Public Guardian","Ministry of Justice","990","920","22300","19930"
"In post","2021","Birmingham","Public Health England","Department of Health and Social Care","450","410","41950","35160"
"In post","2021","Birmingham","Valuation Office Agency","HM Revenue and Customs","180","160","33490","31100"
"In post","2021","Birmingham","Water Services Regulation Authority","Water Services Regulation Authority","180","170","50470","47200"
"In post","2021","Blackburn with Darwen","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","350","310","26610","27570"
"In post","2021","Blackburn with Darwen","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","HM Courts and Tribunals Service","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Blackburn with Darwen","HM Prison and Probation Service","Ministry of Justice","70","60","28460","28200"
"In post","2021","Blackburn with Darwen","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Cabinet Office (excl. agencies)","Cabinet Office","40","40","[c]","[c]"
"In post","2021","Blackpool","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","4900","4470","28740","27570"
"In post","2021","Blackpool","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","HM Courts and Tribunals Service","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Blackpool","HM Prison and Probation Service","Ministry of Justice","70","70","29310","30210"
"In post","2021","Blackpool","Insolvency Service","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2021","Blackpool","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","280","240","27400","27570"
"In post","2021","Bournemouth and Poole","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","HM Courts and Tribunals Service","Ministry of Justice","120","110","23130","20100"
"In post","2021","Bournemouth and Poole","HM Prison and Probation Service","Ministry of Justice","110","90","30530","28200"
"In post","2021","Bournemouth and Poole","Home Office (incl. agencies)","Home Office","80","70","28110","27260"
"In post","2021","Bournemouth and Poole","Ministry of Defence (excl. agencies)","Ministry of Defence","100","100","24170","20920"
"In post","2021","Bournemouth and Poole","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","900","790","25300","27570"
"In post","2021","Bradford","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","HM Courts and Tribunals Service","Ministry of Justice","210","180","21530","20100"
"In post","2021","Bradford","HM Prison and Probation Service","Ministry of Justice","120","120","30320","30210"
"In post","2021","Bradford","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1840","1640","28530","25560"
"In post","2021","Bradford","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","60","50","27890","27570"
"In post","2021","Breckland and South Norfolk","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","HM Prison and Probation Service","Ministry of Justice","430","410","28250","25790"
"In post","2021","Breckland and South Norfolk","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","260","240","30440","31060"
"In post","2021","Brent","HM Courts and Tribunals Service","Ministry of Justice","150","130","27380","23500"
"In post","2021","Brent","HM Prison and Probation Service","Ministry of Justice","60","60","32140","28690"
"In post","2021","Brent","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Brent","Valuation Office Agency","HM Revenue and Customs","140","130","37250","34280"
"In post","2021","Bridgend and Neath Port Talbot","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","460","400","25730","27570"
"In post","2021","Bridgend and Neath Port Talbot","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","HM Courts and Tribunals Service","Ministry of Justice","100","90","21610","19830"
"In post","2021","Bridgend and Neath Port Talbot","HM Prison and Probation Service","Ministry of Justice","70","60","34790","31760"
"In post","2021","Bridgend and Neath Port Talbot","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","National Crime Agency","National Crime Agency","60","60","37280","36410"
"In post","2021","Bridgend and Neath Port Talbot","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Crown Prosecution Service","Attorney General's Departments","110","100","42660","36240"
"In post","2021","Brighton and Hove","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","280","250","27580","27570"
"In post","2021","Brighton and Hove","HM Courts and Tribunals Service","Ministry of Justice","130","110","24400","20650"
"In post","2021","Brighton and Hove","HM Prison and Probation Service","Ministry of Justice","90","80","30110","28200"
"In post","2021","Brighton and Hove","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","60","50","33460","30970"
"In post","2021","Bristol, City of","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","50","50","25450","21050"
"In post","2021","Bristol, City of","Cabinet Office (excl. agencies)","Cabinet Office","70","60","43300","38420"
"In post","2021","Bristol, City of","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Crown Prosecution Service","Attorney General's Departments","150","140","40450","38000"
"In post","2021","Bristol, City of","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Department for Education (excl. agencies)","Department for Education","140","130","46090","42220"
"In post","2021","Bristol, City of","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","770","730","40680","36970"
"In post","2021","Bristol, City of","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","850","740","26080","27570"
"In post","2021","Bristol, City of","Driver and Vehicle Standards Agency","Department for Transport","300","280","35290","31770"
"In post","2021","Bristol, City of","Education and Skills Funding Agency","Department for Education","80","80","39360","36780"
"In post","2021","Bristol, City of","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","Health and Safety Executive","Department for Work and Pensions","50","50","46980","46320"
"In post","2021","Bristol, City of","HM Courts and Tribunals Service","Ministry of Justice","240","220","23270","20650"
