"Status","Year","Region_ITL3","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Calderdale and Kirklees","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Calderdale and Kirklees","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Calderdale and Kirklees","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Calderdale and Kirklees","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Defence Science and Technology Laboratory","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","90","90","27190","27570"
"New entrant CS","2021","Cambridgeshire CC","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","HM Prison and Probation Service","Ministry of Justice","90","90","23860","25400"
"New entrant CS","2021","Cambridgeshire CC","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Ministry of Defence (excl. agencies)","Ministry of Defence","80","80","29550","26350"
"New entrant CS","2021","Cambridgeshire CC","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Public Health England","Department of Health and Social Care","70","60","37930","30460"
"New entrant CS","2021","Cambridgeshire CC","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cambridgeshire CC","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Government Actuary's Department","Chancellor's other departments","30","30","[c]","[c]"
"New entrant CS","2021","Camden and City of London","HM Courts and Tribunals Service","Ministry of Justice","160","160","22670","22680"
"New entrant CS","2021","Camden and City of London","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Camden and City of London","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Companies House","Department for Business, Energy and Industrial Strategy","60","60","37150","36070"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","110","110","24900","27570"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","ESTYN","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","HM Courts and Tribunals Service","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","HM Prison and Probation Service","Ministry of Justice","90","90","23080","22850"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","320","300","21860","20140"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Planning Inspectorate","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Wales Office","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Welsh Government (excl. agencies)","Welsh Government","120","120","29000","25030"
"New entrant CS","2021","Cardiff and Vale of Glamorgan","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Causeway Coast and Glens","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Bedfordshire","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Defence Science and Technology Laboratory","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","30","30","[c]","[c]"
"New entrant CS","2021","Central Hampshire","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Hampshire","HM Prison and Probation Service","Ministry of Justice","40","40","[c]","[c]"
"New entrant CS","2021","Central Hampshire","Ministry of Defence (excl. agencies)","Ministry of Defence","230","220","29500","26350"
"New entrant CS","2021","Central Hampshire","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Valleys","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","80","80","24100","21010"
"New entrant CS","2021","Central Valleys","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Valleys","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Valleys","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Valleys","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Central Valleys","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire East","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire East","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire East","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire East","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire East","HM Prison and Probation Service","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","Cheshire West and Chester","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","130","120","22430","21010"
"New entrant CS","2021","Cheshire West and Chester","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cheshire West and Chester","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chorley and West Lancashire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chorley and West Lancashire","HM Prison and Probation Service","Ministry of Justice","80","80","23840","22850"
"New entrant CS","2021","Chorley and West Lancashire","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chorley and West Lancashire","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Competition and Markets Authority","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Crown Office and Procurator Fiscal Service","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","100","100","27170","27570"
"New entrant CS","2021","City of Edinburgh","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Government Actuary's Department","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","420","420","21980","20140"
"New entrant CS","2021","City of Edinburgh","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","National Records of Scotland","Scottish Government","40","40","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Registers of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Revenue Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Scottish Courts and Tribunals Service","Scottish Government","70","70","23310","20850"
"New entrant CS","2021","City of Edinburgh","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Scottish Government (excl. agencies)","Scottish Government","600","580","38030","30650"
"New entrant CS","2021","City of Edinburgh","Scottish Prison Service","Scottish Government","50","50","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Social Security Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","United Kingdom Statistics Authority","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","City of Edinburgh","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","50","40","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Clackmannanshire and Fife","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Conwy and Denbighshire","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Conwy and Denbighshire","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Conwy and Denbighshire","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Conwy and Denbighshire","Welsh Government (excl. agencies)","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","130","130","25360","27570"
"New entrant CS","2021","Cornwall and Isles of Scilly","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2021","Coventry","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Department for Education (excl. agencies)","Department for Education","60","60","33630","29360"
"New entrant CS","2021","Coventry","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","110","110","26810","27570"
"New entrant CS","2021","Coventry","Education and Skills Funding Agency","Department for Education","40","40","[c]","[c]"
"New entrant CS","2021","Coventry","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","HM Land Registry","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","Coventry","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"New entrant CS","2021","Coventry","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Coventry","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Department for Education (excl. agencies)","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","90","90","29210","31060"
"New entrant CS","2021","Croydon","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","HM Courts and Tribunals Service","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","Croydon","HM Land Registry","HM Land Registry","50","50","[c]","[c]"
"New entrant CS","2021","Croydon","HM Prison and Probation Service","Ministry of Justice","50","50","[c]","[c]"
"New entrant CS","2021","Croydon","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","160","160","31810","29570"
"New entrant CS","2021","Croydon","Home Office (incl. agencies)","Home Office","320","320","40850","35050"
"New entrant CS","2021","Croydon","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Croydon","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Department for Education (excl. agencies)","Department for Education","40","40","[c]","[c]"
"New entrant CS","2021","Darlington","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Darlington","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","100","100","25330","27570"
"New entrant CS","2021","Derby","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Derby","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2021","Devon CC","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Crown Prosecution Service","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","240","220","24110","21010"
"New entrant CS","2021","Devon CC","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","HM Prison and Probation Service","Ministry of Justice","160","160","22950","22850"
"New entrant CS","2021","Devon CC","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Met Office","Department for Business, Energy and Industrial Strategy","130","120","33950","30930"
"New entrant CS","2021","Devon CC","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Devon CC","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","Dorset CC","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dorset CC","HM Land Registry","HM Land Registry","30","30","[c]","[c]"
"New entrant CS","2021","Dorset CC","HM Prison and Probation Service","Ministry of Justice","70","70","24090","22850"
"New entrant CS","2021","Dorset CC","Ministry of Defence (excl. agencies)","Ministry of Defence","40","40","[c]","[c]"
"New entrant CS","2021","Dudley","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","100","90","24990","27570"
"New entrant CS","2021","Dudley","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dudley","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Crown Office and Procurator Fiscal Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Forestry and Land Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","National Records of Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Scottish Forestry","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Scottish Government (excl. agencies)","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Dumfries and Galloway","Scottish Prison Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","90","80","21620","21010"
"New entrant CS","2021","Durham CC","HM Courts and Tribunals Service","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","HM Land Registry","HM Land Registry","70","70","25650","22350"
"New entrant CS","2021","Durham CC","HM Prison and Probation Service","Ministry of Justice","150","150","22590","22850"
"New entrant CS","2021","Durham CC","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Home Office (incl. agencies)","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Ministry of Defence (excl. agencies)","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","National Savings and Investments","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Durham CC","Valuation Office Agency","HM Revenue and Customs","70","70","22180","20880"
"New entrant CS","2021","Ealing","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","150","150","30530","31060"
"New entrant CS","2021","Ealing","HM Prison and Probation Service","Ministry of Justice","[c]","[c]","[c]","[c]"
