"Status","Year","Sexual_orientation","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Ministry of Defence","360","340","24670","21580"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cornwall and Isles of Scilly","Ministry of Justice","100","90","26730","22260"
"In post","2021","Heterosexual / straight","Cumbria","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Department for Environment, Food and Rural Affairs","490","440","27060","24920"
"In post","2021","Heterosexual / straight","Cumbria","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Department for Work and Pensions","170","150","27220","27570"
"In post","2021","Heterosexual / straight","Cumbria","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cumbria","Ministry of Defence","300","290","32700","28870"
"In post","2021","Heterosexual / straight","Cumbria","Ministry of Justice","280","250","27390","24800"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Attorney General's Departments","190","180","36960","30130"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","80","70","35490","34500"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department for Education","230","220","41450","37100"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","90","90","35110","31470"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department for Transport","260","250","35600","31860"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department for Work and Pensions","1720","1550","28730","27570"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Department of Health and Social Care","120","110","40810","33180"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","HM Land Registry","320","290","33780","27130"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","HM Revenue and Customs","1950","1830","34750","31810"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Ministry of Defence","180","180","29410","25680"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Ministry of Justice","2470","2290","27410","24440"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","National Crime Agency","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Office for Standards in Education","140","130","45330","39850"
"In post","2021","Heterosexual / straight","Derbyshire and Nottinghamshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Attorney General's Departments","80","80","39080","34480"
"In post","2021","Heterosexual / straight","Devon","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Department for Business, Energy and Industrial Strategy","50","50","29260","22220"
"In post","2021","Heterosexual / straight","Devon","Department for Environment, Food and Rural Affairs","360","330","30300","25910"
"In post","2021","Heterosexual / straight","Devon","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Department for Transport","70","70","34400","31380"
"In post","2021","Heterosexual / straight","Devon","Department for Work and Pensions","1330","1150","26140","27570"
"In post","2021","Heterosexual / straight","Devon","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","HM Land Registry","530","480","35930","33840"
"In post","2021","Heterosexual / straight","Devon","HM Revenue and Customs","250","230","27350","21250"
"In post","2021","Heterosexual / straight","Devon","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Home Office","70","70","30240","25310"
"In post","2021","Heterosexual / straight","Devon","Ministry of Defence","1030","990","29760","25680"
"In post","2021","Heterosexual / straight","Devon","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Devon","Ministry of Justice","1000","920","28460","25380"
"In post","2021","Heterosexual / straight","Devon","National Crime Agency","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Department for Environment, Food and Rural Affairs","110","100","34150","30420"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Department for Transport","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Department for Work and Pensions","600","540","26630","27570"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Dorset and Somerset","HM Land Registry","140","120","30720","27130"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Home Office","70","60","27790","26770"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Ministry of Defence","1610","1540","31180","29290"
"In post","2021","Heterosexual / straight","Dorset and Somerset","Ministry of Justice","980","910","27890","25850"
"In post","2021","Heterosexual / straight","Dorset and Somerset","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Attorney General's Departments","80","80","35280","28430"
"In post","2021","Heterosexual / straight","East Anglia","Cabinet Office","50","50","39340","33300"
"In post","2021","Heterosexual / straight","East Anglia","Department for Business, Energy and Industrial Strategy","70","70","35660","34160"
"In post","2021","Heterosexual / straight","East Anglia","Department for Education","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Department for Environment, Food and Rural Affairs","370","350","34830","30230"
"In post","2021","Heterosexual / straight","East Anglia","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Department for Transport","120","110","29030","27680"
"In post","2021","Heterosexual / straight","East Anglia","Department for Work and Pensions","1240","1110","27320","27570"
"In post","2021","Heterosexual / straight","East Anglia","Department of Health and Social Care","210","190","41040","31370"
"In post","2021","Heterosexual / straight","East Anglia","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","HM Land Registry","170","160","32790","29760"
"In post","2021","Heterosexual / straight","East Anglia","HM Revenue and Customs","410","380","30730","28130"
"In post","2021","Heterosexual / straight","East Anglia","HM Treasury","60","50","31840","29320"
"In post","2021","Heterosexual / straight","East Anglia","Home Office","660","590","24980","21430"
"In post","2021","Heterosexual / straight","East Anglia","Ministry of Defence","1800","1730","30190","26930"
"In post","2021","Heterosexual / straight","East Anglia","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Ministry of Justice","3120","2940","29110","27750"
"In post","2021","Heterosexual / straight","East Anglia","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Anglia","Office for Standards in Education","80","80","62190","64500"
"In post","2021","Heterosexual / straight","East Anglia","Other Cabinet Office Agencies","120","110","36070","34800"
"In post","2021","Heterosexual / straight","East Wales","Attorney General's Departments","210","190","40840","38180"
"In post","2021","Heterosexual / straight","East Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Department for Business, Energy and Industrial Strategy","1640","1530","35510","30660"
"In post","2021","Heterosexual / straight","East Wales","Department for Environment, Food and Rural Affairs","90","80","31030","26130"
"In post","2021","Heterosexual / straight","East Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Department for Transport","100","90","31130","26780"
"In post","2021","Heterosexual / straight","East Wales","Department for Work and Pensions","1470","1350","27100","27570"
"In post","2021","Heterosexual / straight","East Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","ESTYN","100","90","58240","74730"
"In post","2021","Heterosexual / straight","East Wales","Food Standards Agency","90","80","40440","37910"
"In post","2021","Heterosexual / straight","East Wales","HM Revenue and Customs","2400","2230","29410","25560"
"In post","2021","Heterosexual / straight","East Wales","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Home Office","440","410","27470","25040"
"In post","2021","Heterosexual / straight","East Wales","Ministry of Defence","550","530","26430","22500"
"In post","2021","Heterosexual / straight","East Wales","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Ministry of Justice","1840","1740","28640","25300"
"In post","2021","Heterosexual / straight","East Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Other Cabinet Office Agencies","80","70","34900","34800"
"In post","2021","Heterosexual / straight","East Wales","United Kingdom Statistics Authority","1590","1510","35730","34220"
"In post","2021","Heterosexual / straight","East Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Wales","Welsh Government","2580","2430","42400","37410"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Attorney General's Departments","50","50","38910","31720"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Department for Transport","80","80","34830","28120"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Department for Work and Pensions","780","660","26060","27570"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","HM Land Registry","210","190","29550","27130"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs","50","40","32800","30550"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Home Office","190","180","26980","25310"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Ministry of Defence","390","380","26540","26670"
"In post","2021","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","Ministry of Justice","1470","1370","28360","26580"
"In post","2021","Heterosexual / straight","Eastern Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Eastern Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Eastern Scotland","Competition and Markets Authority","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Eastern Scotland","Department for Business, Energy and Industrial Strategy","50","50","26390","23490"
"In post","2021","Heterosexual / straight","Eastern Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Eastern Scotland","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Eastern Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Eastern Scotland","Department for Transport","80","70","30030","27680"
"In post","2021","Heterosexual / straight","Eastern Scotland","Department for Work and Pensions","2200","1970","25650","27570"
"In post","2021","Heterosexual / straight","Eastern Scotland","HM Revenue and Customs","1210","1140","29970","26270"
"In post","2021","Heterosexual / straight","Eastern Scotland","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Eastern Scotland","Home Office","120","110","27900","25440"
"In post","2021","Heterosexual / straight","Eastern Scotland","Ministry of Defence","580","570","29460","26350"
"In post","2021","Heterosexual / straight","Eastern Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Eastern Scotland","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Eastern Scotland","Scotland Office","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Eastern Scotland","Scottish Government","6570","6280","40850","35110"
"In post","2021","Heterosexual / straight","Eastern Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Attorney General's Departments","140","130","40910","35630"
"In post","2021","Heterosexual / straight","Essex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Department for Transport","60","60","34150","26780"
"In post","2021","Heterosexual / straight","Essex","Department for Work and Pensions","1110","1020","29710","29290"
"In post","2021","Heterosexual / straight","Essex","Department of Health and Social Care","60","50","44380","38200"
"In post","2021","Heterosexual / straight","Essex","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","HM Revenue and Customs","560","510","34560","31810"
"In post","2021","Heterosexual / straight","Essex","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Essex","Home Office","660","600","27350","25440"
"In post","2021","Heterosexual / straight","Essex","Ministry of Defence","470","450","33120","27880"
"In post","2021","Heterosexual / straight","Essex","Ministry of Justice","650","600","28210","26550"
"In post","2021","Heterosexual / straight","Essex","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","130","120","41030","38180"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","50","50","45890","39740"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","150","140","40910","37700"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","150","140","44650","37270"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","640","600","39420","36520"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","370","350","34670","31040"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","1340","1190","27380","27570"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","790","740","35860","30170"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","HM Land Registry","140","120","32310","27130"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","840","790","36110","31810"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","160","150","27200","25310"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","13820","13340","37800","35130"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","610","570","45220","47660"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","1610","1500","28570","25830"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","320","300","36360","35950"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","220","210","44850","39850"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Attorney General's Departments","290","260","40710","38000"
"In post","2021","Heterosexual / straight","Greater Manchester","Cabinet Office","110","110","42610","37300"
"In post","2021","Heterosexual / straight","Greater Manchester","Department for Business, Energy and Industrial Strategy","200","200","33950","34270"
"In post","2021","Heterosexual / straight","Greater Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Department for Education","820","800","40660","36780"
"In post","2021","Heterosexual / straight","Greater Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Department for Transport","90","90","27780","26780"
"In post","2021","Heterosexual / straight","Greater Manchester","Department for Work and Pensions","3220","2960","27750","27570"
"In post","2021","Heterosexual / straight","Greater Manchester","Department of Health and Social Care","280","250","34480","28590"
"In post","2021","Heterosexual / straight","Greater Manchester","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","HM Revenue and Customs","3090","2920","33800","31810"
"In post","2021","Heterosexual / straight","Greater Manchester","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Home Office","1200","1150","30410","26160"
"In post","2021","Heterosexual / straight","Greater Manchester","Ministry of Defence","370","350","27970","25750"
"In post","2021","Heterosexual / straight","Greater Manchester","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Ministry of Justice","2320","2170","28220","24800"
"In post","2021","Heterosexual / straight","Greater Manchester","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Office for Standards in Education","390","370","40700","32010"
"In post","2021","Heterosexual / straight","Greater Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Greater Manchester","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Attorney General's Departments","190","180","42150","39750"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Department for Transport","630","610","40130","33350"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Department for Work and Pensions","940","820","27020","27570"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","HM Revenue and Customs","550","490","29660","26990"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Home Office","400","380","28770","26410"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Ministry of Defence","5120","4950","34140","33300"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","Ministry of Justice","1180","1090","27930","25790"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","National Crime Agency","60","50","37070","36410"
"In post","2021","Heterosexual / straight","Hampshire and Isle of Wight","United Kingdom Statistics Authority","1690","1380","28600","23520"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Department for Environment, Food and Rural Affairs","270","250","34570","30230"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Department for Transport","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Department for Work and Pensions","620","540","25810","27570"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Home Office","100","100","25130","21430"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","480","460","25840","21620"
"In post","2021","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","1300","1240","29090","25790"
"In post","2021","Heterosexual / straight","Highlands and Islands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
