"Status","Year","Profession_of_post","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Policy","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Transport (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Work and Pensions (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Work and Pensions (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Work and Pensions (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Work and Pensions (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department of Health and Social Care (excl. agencies)","20-29","70","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department of Health and Social Care (excl. agencies)","30-39","40","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department of Health and Social Care (excl. agencies)","50-59","30","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department of Health and Social Care (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Department of Health and Social Care (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Driver and Vehicle Licensing Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Driver and Vehicle Licensing Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Driver and Vehicle Licensing Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Education and Skills Funding Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Education and Skills Funding Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Education and Skills Funding Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Government Legal Department","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","HM Prison and Probation Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","HM Revenue and Customs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","HM Revenue and Customs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","HM Treasury (excl. agencies)","20-29","60","60","[c]","[c]"
"Leaver CS","2022","Policy","HM Treasury (excl. agencies)","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Policy","HM Treasury (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","HM Treasury (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","HM Treasury (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Home Office","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Policy","Home Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Maritime and Coastguard Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Maritime and Coastguard Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Maritime and Coastguard Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Maritime and Coastguard Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Maritime and Coastguard Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Maritime and Coastguard Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Medicines and Healthcare Products Regulatory Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Medicines and Healthcare Products Regulatory Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Medicines and Healthcare Products Regulatory Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Ministry of Defence (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Ministry of Defence (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Ministry of Defence (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","National Infrastructure Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","National Infrastructure Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","National Infrastructure Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Northern Ireland Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office for Standards in Education, Children's Services and Skills","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Serious Fraud Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Serious Fraud Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Standards and Testing Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Teaching Regulation Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Debt Management Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Space Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Space Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Space Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Space Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Space Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Space Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Veterinary Medicines Directorate","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Veterinary Medicines Directorate","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Government (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Government (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Government (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Government (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Welsh Revenue Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Wilton Park","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Advisory, Conciliation and Arbitration Service","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Animal and Plant Health Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Companies House","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Companies House","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Commercial Service","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Prosecution Service","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","20-29","60","60","26620","25310"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Equipment and Support","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Defence Science and Technology Laboratory","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Education (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Licensing Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Licensing Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Licensing Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Estyn","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","FCDO Services","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","FCDO Services","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","FCDO Services","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","FCDO Services","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Government Property Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Government Property Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","HM Revenue and Customs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Home Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Intellectual Property Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Met Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","40-49","40","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Ministry of Defence (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Savings and Investments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Savings and Investments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Savings and Investments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","National Savings and Investments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office for Standards in Education, Children's Services and Skills","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Queen Elizabeth II Centre","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Rural Payments Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Rural Payments Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Rural Payments Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Prison Service","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Scottish Prison Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Submarine Delivery Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","The Insolvency Service","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Debt Management Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Space Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Space Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Valuation Office Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Valuation Office Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Valuation Office Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Valuation Office Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Welsh Government (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Welsh Government (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
