"Status","Year","Profession_of_post","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Commercial Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Office and Procurator Fiscal Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Crown Prosecution Service","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Electronics and Components Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Electronics and Components Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Equipment and Support","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Equipment and Support","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Equipment and Support","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Equipment and Support","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Defence Science and Technology Laboratory","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","20-29","40","40","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","50","50","54030","54790"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","20-29","80","80","33130","29360"
"In post","2021","Communications","Department for Education (excl. agencies)","30-39","60","60","40410","37420"
"In post","2021","Communications","Department for Education (excl. agencies)","40-49","50","50","43060","42320"
"In post","2021","Communications","Department for Education (excl. agencies)","50-59","40","30","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Education (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","50","50","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","80","70","43280","39670"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","90","80","44470","37840"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","40","40","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","20-29","50","50","33330","32120"
"In post","2021","Communications","Department for International Trade","30-39","40","40","[c]","[c]"
"In post","2021","Communications","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","20-29","30","30","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","30-39","50","50","49920","47980"
"In post","2021","Communications","Department for Transport (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department for Transport (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","20-29","60","60","33150","27390"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","30-39","50","50","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","40-49","40","40","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Department of Health and Social Care (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Licensing Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","40-49","30","30","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","40-49","30","30","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Education and Skills Funding Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","ESTYN","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","FCDO Services","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","20-29","40","40","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","30-39","50","50","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","40-49","40","40","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Actuary's Department","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Legal Department","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Government Property Agency","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Prison and Probation Service","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","30-39","50","40","[c]","[c]"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","40-49","80","70","46950","41150"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","50-59","70","70","45060","41760"
"In post","2021","Communications","HM Revenue and Customs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Communications","HM Treasury (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
