"Status","Year","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","East Wales","Flintshire and Wrexham","330","290","27360","21700"
"Leaver CS","2021","East Wales","Monmouthshire and Newport","240","210","31140","25450"
"Leaver CS","2021","East Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","160","140","29650","27570"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","190","160","27320","26950"
"Leaver CS","2021","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","110","90","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Angus and Dundee City","90","80","26240","21090"
"Leaver CS","2021","Eastern Scotland","City of Edinburgh","590","540","38200","32930"
"Leaver CS","2021","Eastern Scotland","Clackmannanshire and Fife","80","70","29410","27570"
"Leaver CS","2021","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Eastern Scotland","Falkirk","70","60","28360","24570"
"Leaver CS","2021","Eastern Scotland","Perth and Kinross and Stirling","80","80","31410","30160"
"Leaver CS","2021","Eastern Scotland","West Lothian","210","170","[c]","[c]"
"Leaver CS","2021","Essex","Essex Haven Gateway","90","80","31450","28330"
"Leaver CS","2021","Essex","Essex Thames Gateway","60","50","[c]","[c]"
"Leaver CS","2021","Essex","Heart of Essex","70","70","[c]","[c]"
"Leaver CS","2021","Essex","Southend-on-Sea","80","70","[c]","[c]"
"Leaver CS","2021","Essex","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Essex","West Essex","40","30","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","500","460","37020","33300"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","360","330","34250","27570"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","100","90","30190","27130"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","420","400","33170","28650"
"Leaver CS","2021","Greater Manchester","Greater Manchester North East","90","80","26370","27570"
"Leaver CS","2021","Greater Manchester","Greater Manchester North West","110","100","23600","21010"
"Leaver CS","2021","Greater Manchester","Greater Manchester South East","90","80","25950","21010"
"Leaver CS","2021","Greater Manchester","Greater Manchester South West","230","190","24480","21010"
"Leaver CS","2021","Greater Manchester","Manchester","440","400","34910","27570"
"Leaver CS","2021","Hampshire and Isle of Wight","Central Hampshire","210","190","31300","28650"
"Leaver CS","2021","Hampshire and Isle of Wight","Isle of Wight","50","40","[c]","[c]"
"Leaver CS","2021","Hampshire and Isle of Wight","North Hampshire","70","60","30080","26670"
"Leaver CS","2021","Hampshire and Isle of Wight","Portsmouth","200","180","30830","27570"
"Leaver CS","2021","Hampshire and Isle of Wight","South Hampshire","260","210","26570","23050"
"Leaver CS","2021","Hampshire and Isle of Wight","Southampton","80","70","35580","31040"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Warwickshire","70","60","23630","21890"
"Leaver CS","2021","Herefordshire, Worcestershire and Warwickshire","Worcestershire","170","160","24890","21760"
"Leaver CS","2021","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","60","50","29730","23490"
"Leaver CS","2021","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inner London - East","Hackney and Newham","100","90","29490","29440"
"Leaver CS","2021","Inner London - East","Haringey and Islington","100","100","[c]","[c]"
"Leaver CS","2021","Inner London - East","Lambeth","260","240","44460","39270"
"Leaver CS","2021","Inner London - East","Lewisham and Southwark","110","90","33780","31060"
"Leaver CS","2021","Inner London - East","Tower Hamlets","460","430","46180","40150"
"Leaver CS","2021","Inner London - West","Camden and City of London","430","390","36000","26410"
"Leaver CS","2021","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","70","70","[c]","[c]"
"Leaver CS","2021","Inner London - West","Wandsworth","80","80","[c]","[c]"
"Leaver CS","2021","Inner London - West","Westminster","2500","2190","45000","38700"
"Leaver CS","2021","Kent","East Kent","160","140","26660","25110"
"Leaver CS","2021","Kent","Kent Thames Gateway","100","90","[c]","[c]"
"Leaver CS","2021","Kent","Medway","120","110","[c]","[c]"
"Leaver CS","2021","Kent","Mid Kent","140","120","[c]","[c]"
"Leaver CS","2021","Kent","West Kent","40","40","[c]","[c]"
"Leaver CS","2021","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Blackpool","260","230","26020","21010"
"Leaver CS","2021","Lancashire","Chorley and West Lancashire","90","80","[c]","[c]"
"Leaver CS","2021","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancashire","Lancaster and Wyre","60","60","[c]","[c]"
"Leaver CS","2021","Lancashire","Mid Lancashire","250","210","26920","22350"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Leicester","180","160","26090","22350"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","170","160","27790","26500"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","30","30","[c]","[c]"
"Leaver CS","2021","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","260","230","23380","20100"
"Leaver CS","2021","Lincolnshire","Lincolnshire","330","300","29040","28000"
"Leaver CS","2021","Merseyside","East Merseyside","50","40","[c]","[c]"
"Leaver CS","2021","Merseyside","Liverpool","370","310","26350","23090"
"Leaver CS","2021","Merseyside","Sefton","270","210","31900","27570"
"Leaver CS","2021","Merseyside","Wirral","80","70","25450","22350"
"Leaver CS","2021","North Eastern Scotland","Aberdeen City and Aberdeenshire","150","130","35030","27570"
"Leaver CS","2021","North Yorkshire","North Yorkshire CC","120","100","30930","26220"
"Leaver CS","2021","North Yorkshire","York","140","130","36550","28370"
"Leaver CS","2021","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Belfast","120","100","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Derry City and Strabane","40","30","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","Sunderland","240","170","24250","23010"
"Leaver CS","2021","Northumberland and Tyne and Wear","Tyneside","810","670","26830","21010"
"Leaver CS","2021","Outer London - East and North East","Barking & Dagenham and Havering","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Bexley and Greenwich","130","120","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","Redbridge and Waltham Forest","40","40","[c]","[c]"
"Leaver CS","2021","Outer London - South","Bromley","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - South","Croydon","370","330","36490","29810"
"Leaver CS","2021","Outer London - South","Merton, Kingston upon Thames and Sutton","40","30","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Barnet","150","140","38340","32330"
"Leaver CS","2021","Outer London - West and North West","Brent","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Ealing","110","90","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","Harrow and Hillingdon","130","110","31300","29730"
"Leaver CS","2021","Outer London - West and North West","Hounslow and Richmond upon Thames","140","130","29390","28040"
"Leaver CS","2021","Overseas","Overseas","130","110","42070","38290"
"Leaver CS","2021","Shropshire and Staffordshire","Shropshire CC","80","70","32370","29550"
"Leaver CS","2021","Shropshire and Staffordshire","Staffordshire CC","260","240","26970","25970"
"Leaver CS","2021","Shropshire and Staffordshire","Stoke-on-Trent","80","70","23350","19930"
"Leaver CS","2021","Shropshire and Staffordshire","Telford and Wrekin","80","70","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Barnsley, Doncaster and Rotherham","200","170","25720","25490"
"Leaver CS","2021","South Yorkshire","Sheffield","440","370","30160","25000"
"Leaver CS","2021","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","East Ayrshire and North Ayrshire mainland","50","40","26450","22230"
"Leaver CS","2021","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","South Lanarkshire","160","130","34400","29650"
"Leaver CS","2021","Surrey, East and West Sussex","Brighton and Hove","30","30","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","East Surrey","80","70","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","East Sussex CC","110","90","26190","21010"
"Leaver CS","2021","Surrey, East and West Sussex","West Surrey","180","170","29860","24520"
"Leaver CS","2021","Surrey, East and West Sussex","West Sussex (North East)","50","40","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","West Sussex (South West)","100","90","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Darlington","40","40","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Durham CC","290","240","25290","21430"
"Leaver CS","2021","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","250","200","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","South Teesside","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","690","680","40470","32000"
"Leaver CS","2021","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","120","110","32450","30660"
"Leaver CS","2021","West Central Scotland","Glasgow City","450","390","30520","25870"
"Leaver CS","2021","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","40","30","[c]","[c]"
"Leaver CS","2021","West Central Scotland","North Lanarkshire","110","80","25690","26890"
"Leaver CS","2021","West Midlands","Birmingham","510","450","33470","26560"
"Leaver CS","2021","West Midlands","Coventry","200","180","38400","30200"
"Leaver CS","2021","West Midlands","Dudley","120","90","[c]","[c]"
"Leaver CS","2021","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Solihull","60","50","[c]","[c]"
"Leaver CS","2021","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands","Wolverhampton","170","130","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Bridgend and Neath Port Talbot","50","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Central Valleys","50","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Gwent Valleys","40","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Gwynedd","50","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","Isle of Anglesey","40","40","[c]","[c]"
"Leaver CS","2021","West Wales and The Valleys","South West Wales","60","50","28790","26500"
"Leaver CS","2021","West Wales and The Valleys","Swansea","470","380","24250","21590"
"Leaver CS","2021","West Yorkshire","Bradford","190","160","[c]","[c]"
"Leaver CS","2021","West Yorkshire","Calderdale and Kirklees","70","60","24460","21100"
"Leaver CS","2021","West Yorkshire","Leeds","620","510","31310","27570"
"Leaver CS","2021","West Yorkshire","Wakefield","100","90","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Bedford","150","150","31380","27570"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Central Bedfordshire","50","50","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","320","300","34200","29290"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Luton","80","70","25360","26240"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","310","290","32370","29290"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","200","190","31690","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","290","270","33610","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","500","470","27170","21580"
"Leaver CS","2022","Cheshire","Cheshire East","120","110","27130","26300"
"Leaver CS","2022","Cheshire","Cheshire West and Chester","50","40","[c]","[c]"
"Leaver CS","2022","Cheshire","Warrington","180","160","35970","31970"
"Leaver CS","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","170","150","26340","21260"
"Leaver CS","2022","Cumbria","East Cumbria","80","70","29320","22730"
"Leaver CS","2022","Cumbria","West Cumbria","120","100","30180","27340"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Derby","120","110","25770","21260"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Derbyshire","50","50","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","100","90","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Nottingham","560","500","28720","25480"
"Leaver CS","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","130","110","33290","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","110","100","29570","26700"
"Leaver CS","2022","Devon","Devon CC","490","440","29500","26640"
"Leaver CS","2022","Devon","Plymouth","250","220","30830","27130"
"Leaver CS","2022","Devon","Torbay","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","80","70","26990","27570"
"Leaver CS","2022","Dorset and Somerset","Dorset","220","210","29540","26930"
"Leaver CS","2022","Dorset and Somerset","Somerset CC","230","200","30790","27570"
"Leaver CS","2022","East Anglia","Breckland and South Norfolk","110","100","[c]","[c]"
"Leaver CS","2022","East Anglia","Cambridgeshire CC","460","410","37580","31400"
"Leaver CS","2022","East Anglia","North and West Norfolk","90","80","27590","24960"
"Leaver CS","2022","East Anglia","Norwich and East Norfolk","220","200","28550","27570"
"Leaver CS","2022","East Anglia","Peterborough","130","110","28270","26950"
"Leaver CS","2022","East Anglia","Suffolk CC","460","420","27630","24880"
"Leaver CS","2022","East Wales","Cardiff and Vale of Glamorgan","810","710","34340","27570"
"Leaver CS","2022","East Wales","Flintshire and Wrexham","310","290","28820","21260"
"Leaver CS","2022","East Wales","Monmouthshire and Newport","400","360","30410","25220"
"Leaver CS","2022","East Wales","Powys","40","30","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","210","190","29140","26930"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","160","140","26350","25870"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","60","50","26830","26760"
"Leaver CS","2022","Eastern Scotland","Angus and Dundee City","250","210","26470","21260"
"Leaver CS","2022","Eastern Scotland","City of Edinburgh","910","840","38440","33690"
"Leaver CS","2022","Eastern Scotland","Clackmannanshire and Fife","150","130","29000","27570"
"Leaver CS","2022","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Falkirk","130","110","26140","21640"
"Leaver CS","2022","Eastern Scotland","Perth and Kinross, and Stirling","110","100","30420","27570"
"Leaver CS","2022","Eastern Scotland","West Lothian","80","70","31560","24860"
"Leaver CS","2022","Essex","Essex Haven Gateway","130","120","31000","29290"
"Leaver CS","2022","Essex","Essex Thames Gateway","110","90","27310","26130"
"Leaver CS","2022","Essex","Heart of Essex","180","170","34650","29290"
"Leaver CS","2022","Essex","Southend-on-Sea","110","90","[c]","[c]"
"Leaver CS","2022","Essex","Thurrock","40","30","[c]","[c]"
"Leaver CS","2022","Essex","West Essex","60","50","29080","29200"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","1070","1000","35930","33000"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","580","520","32120","27550"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","140","110","31890","27570"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","80","70","[c]","[c]"
"Leaver CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","760","720","32970","29230"
"Leaver CS","2022","Greater Manchester","Greater Manchester North East","100","90","28900","27570"
"Leaver CS","2022","Greater Manchester","Greater Manchester North West","170","150","24020","21260"
"Leaver CS","2022","Greater Manchester","Greater Manchester South East","130","110","24870","21260"
"Leaver CS","2022","Greater Manchester","Greater Manchester South West","510","450","30730","27230"
"Leaver CS","2022","Greater Manchester","Manchester","700","640","34330","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","Central Hampshire","350","330","34270","30240"
"Leaver CS","2022","Hampshire and Isle of Wight","Isle of Wight","100","90","[c]","[c]"
"Leaver CS","2022","Hampshire and Isle of Wight","North Hampshire","90","80","28170","26670"
"Leaver CS","2022","Hampshire and Isle of Wight","Portsmouth","370","330","31900","27570"
"Leaver CS","2022","Hampshire and Isle of Wight","South Hampshire","470","380","26960","23210"
"Leaver CS","2022","Hampshire and Isle of Wight","Southampton","150","130","33340","27570"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","60","60","30330","27570"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","150","140","24690","23280"
"Leaver CS","2022","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","250","230","27520","26420"
"Leaver CS","2022","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","110","100","28020","26840"
"Leaver CS","2022","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inner London - East","Hackney and Newham","360","330","33240","31060"
"Leaver CS","2022","Inner London - East","Haringey and Islington","210","190","28150","30130"
"Leaver CS","2022","Inner London - East","Lambeth","870","810","43050","37810"
"Leaver CS","2022","Inner London - East","Lewisham and Southwark","340","320","43980","38910"
"Leaver CS","2022","Inner London - East","Tower Hamlets","830","800","48540","41750"
"Leaver CS","2022","Inner London - West","Camden and City of London","190","180","35460","28670"
"Leaver CS","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","130","130","[c]","[c]"
"Leaver CS","2022","Inner London - West","Wandsworth","130","130","[c]","[c]"
"Leaver CS","2022","Inner London - West","Westminster","4480","3790","45210","40210"
"Leaver CS","2022","Kent","East Kent","260","220","28200","25310"
"Leaver CS","2022","Kent","Kent Thames Gateway","190","180","[c]","[c]"
"Leaver CS","2022","Kent","Medway","160","150","30940","29290"
"Leaver CS","2022","Kent","Mid Kent","130","120","39310","29290"
"Leaver CS","2022","Kent","West Kent","60","50","33750","29320"
"Leaver CS","2022","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Lancashire","Blackpool","420","370","26240","21260"
"Leaver CS","2022","Lancashire","Chorley and West Lancashire","140","120","[c]","[c]"
"Leaver CS","2022","Lancashire","East Lancashire","40","30","[c]","[c]"
"Leaver CS","2022","Lancashire","Lancaster and Wyre","100","90","25740","21260"
"Leaver CS","2022","Lancashire","Mid Lancashire","410","350","26370","21600"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Leicester","380","330","25310","21260"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","290","270","33380","26780"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","70","60","26010","21260"
"Leaver CS","2022","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","190","170","25600","22770"
"Leaver CS","2022","Lincolnshire","Lincolnshire CC","290","270","28520","26930"
"Leaver CS","2022","Merseyside","East Merseyside","80","60","27630","26120"
"Leaver CS","2022","Merseyside","Liverpool","720","610","28190","24890"
"Leaver CS","2022","Merseyside","Sefton","380","320","30040","27570"
"Leaver CS","2022","Merseyside","Wirral","170","150","26130","21260"
"Leaver CS","2022","North Eastern Scotland","Aberdeen City and Aberdeenshire","160","150","32590","27570"
"Leaver CS","2022","North Yorkshire","North Yorkshire CC","210","190","30830","27570"
"Leaver CS","2022","North Yorkshire","York","210","190","32870","26670"
"Leaver CS","2022","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Belfast","190","160","28320","24530"
"Leaver CS","2022","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Mid and East Antrim","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Northumberland","40","30","[c]","[c]"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Sunderland","360","280","25740","27570"
"Leaver CS","2022","Northumberland, and Tyne and Wear","Tyneside","1440","1250","28530","21260"
"Leaver CS","2022","Outer London - East and North East","Barking & Dagenham and Havering","60","50","29730","31060"
"Leaver CS","2022","Outer London - East and North East","Bexley and Greenwich","210","200","30970","31060"
"Leaver CS","2022","Outer London - East and North East","Enfield","40","30","[c]","[c]"
"Leaver CS","2022","Outer London - East and North East","Redbridge and Waltham Forest","110","100","28690","31060"
"Leaver CS","2022","Outer London - South","Bromley","70","60","28880","31060"
"Leaver CS","2022","Outer London - South","Croydon","620","570","36270","31020"
"Leaver CS","2022","Outer London - South","Merton, Kingston upon Thames and Sutton","90","80","30340","31060"
"Leaver CS","2022","Outer London - West and North West","Barnet","210","190","36020","31730"
"Leaver CS","2022","Outer London - West and North West","Brent","90","80","30050","31060"
"Leaver CS","2022","Outer London - West and North West","Ealing","60","50","[c]","[c]"
"Leaver CS","2022","Outer London - West and North West","Harrow and Hillingdon","250","200","31430","31060"
"Leaver CS","2022","Outer London - West and North West","Hounslow and Richmond upon Thames","300","280","30400","28670"
"Leaver CS","2022","Overseas","Overseas","140","130","48290","44910"
"Leaver CS","2022","Shropshire and Staffordshire","Shropshire","110","100","30290","27570"
"Leaver CS","2022","Shropshire and Staffordshire","Staffordshire CC","390","370","31350","27570"
"Leaver CS","2022","Shropshire and Staffordshire","Stoke-on-Trent","140","120","23360","20970"
"Leaver CS","2022","Shropshire and Staffordshire","Telford and Wrekin","140","120","29920","27570"
"Leaver CS","2022","South Yorkshire","Barnsley, Doncaster and Rotherham","310","270","25920","21350"
"Leaver CS","2022","South Yorkshire","Sheffield","440","390","31850","27570"
"Leaver CS","2022","Southern Scotland","Dumfries and Galloway","50","40","31970","28980"
"Leaver CS","2022","Southern Scotland","East Ayrshire and North Ayrshire mainland","80","70","25680","25650"
"Leaver CS","2022","Southern Scotland","Scottish Borders","40","40","[c]","[c]"
"Leaver CS","2022","Southern Scotland","South Ayrshire","40","30","[c]","[c]"
"Leaver CS","2022","Southern Scotland","South Lanarkshire","330","270","33150","27570"
"Leaver CS","2022","Surrey, East and West Sussex","Brighton and Hove","80","70","26930","25120"
"Leaver CS","2022","Surrey, East and West Sussex","East Surrey","150","130","42940","39200"
"Leaver CS","2022","Surrey, East and West Sussex","East Sussex CC","230","210","24340","21260"
"Leaver CS","2022","Surrey, East and West Sussex","West Surrey","270","240","32960","29290"
"Leaver CS","2022","Surrey, East and West Sussex","West Sussex (North East)","100","90","29670","27570"
"Leaver CS","2022","Surrey, East and West Sussex","West Sussex (South West)","110","100","28010","27570"
"Leaver CS","2022","Tees Valley and Durham","Darlington","50","50","[c]","[c]"
"Leaver CS","2022","Tees Valley and Durham","Durham","450","380","25950","22010"
"Leaver CS","2022","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","130","110","27090","26120"
"Leaver CS","2022","Tees Valley and Durham","South Teesside","80","70","27100","25120"
"Leaver CS","2022","Unknown","Unknown","1230","1010","31440","26780"
"Leaver CS","2022","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","200","190","31850","27570"
"Leaver CS","2022","West Central Scotland","Glasgow City","720","640","31100","26900"
"Leaver CS","2022","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","70","60","31180","27570"
"Leaver CS","2022","West Central Scotland","North Lanarkshire","230","180","26800","23780"
"Leaver CS","2022","West Midlands","Birmingham","1030","930","33930","27570"
"Leaver CS","2022","West Midlands","Coventry","190","170","37930","33000"
"Leaver CS","2022","West Midlands","Dudley","90","70","24400","21260"
"Leaver CS","2022","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands","Solihull","60","50","28550","27570"
"Leaver CS","2022","West Midlands","Walsall","40","30","[c]","[c]"
"Leaver CS","2022","West Midlands","Wolverhampton","60","50","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","50","40","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Central Valleys","120","100","28770","27570"
"Leaver CS","2022","West Wales and The Valleys","Conwy and Denbighshire","50","50","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Gwent Valleys","60","50","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Gwynedd","60","50","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Wales and The Valleys","South West Wales","120","100","29150","22000"
"Leaver CS","2022","West Wales and The Valleys","Swansea","180","150","29960","26120"
"Leaver CS","2022","West Yorkshire","Bradford","290","250","25020","27160"
"Leaver CS","2022","West Yorkshire","Calderdale and Kirklees","150","130","26440","27000"
"Leaver CS","2022","West Yorkshire","Leeds","1310","1080","32230","27570"
"Leaver CS","2022","West Yorkshire","Wakefield","170","140","29720","27570"
"Leaver Dept.","2021","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
