"Status","Year","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Outer London - South","Merton, Kingston upon Thames and Sutton","30","30","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","Barnet","1140","1050","41930","35420"
"Leaver Dept.","2022","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Outer London - West and North West","Harrow and Hillingdon","90","80","40320","31060"
"Leaver Dept.","2022","Outer London - West and North West","Hounslow and Richmond upon Thames","60","60","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","60","30","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Staffordshire CC","90","80","38320","30280"
"Leaver Dept.","2022","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South Yorkshire","Sheffield","260","250","37860","35310"
"Leaver Dept.","2022","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Southern Scotland","South Lanarkshire","130","130","38370","34290"
"Leaver Dept.","2022","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","East Sussex CC","30","30","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","West Surrey","40","30","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","West Sussex (North East)","50","40","[c]","[c]"
"Leaver Dept.","2022","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","Darlington","40","40","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","Durham","130","120","27110","22040"
"Leaver Dept.","2022","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","30","30","[c]","[c]"
"Leaver Dept.","2022","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","740","540","37380","32000"
"Leaver Dept.","2022","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","30","30","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","Glasgow City","440","430","29350","27570"
"Leaver Dept.","2022","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Central Scotland","North Lanarkshire","90","80","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Birmingham","800","760","34160","27570"
"Leaver Dept.","2022","West Midlands","Coventry","110","110","34300","30090"
"Leaver Dept.","2022","West Midlands","Dudley","30","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Solihull","50","50","28250","25310"
"Leaver Dept.","2022","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Central Valleys","50","50","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Wales and The Valleys","Swansea","50","40","[c]","[c]"
"Leaver Dept.","2022","West Yorkshire","Bradford","70","70","[c]","[c]"
"Leaver Dept.","2022","West Yorkshire","Calderdale and Kirklees","40","40","[c]","[c]"
"Leaver Dept.","2022","West Yorkshire","Leeds","1000","650","36690","31990"
"Leaver Dept.","2022","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Bedford","160","150","25420","27570"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Central Bedfordshire","30","30","[c]","[c]"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Hertfordshire","500","490","28290","29290"
"New entrant CS","2021","Bedfordshire and Hertfordshire","Luton","130","120","24430","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","480","470","30380","29290"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire CC","260","250","28880","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","150","150","25160","27570"
"New entrant CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire","370","340","27840","27570"
"New entrant CS","2021","Cheshire","Cheshire East","90","90","25940","22850"
"New entrant CS","2021","Cheshire","Cheshire West and Chester","130","130","22310","21010"
"New entrant CS","2021","Cheshire","Warrington","450","440","29780","27570"
"New entrant CS","2021","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","180","170","27020","27570"
"New entrant CS","2021","Cumbria","East Cumbria","60","60","26600","21050"
"New entrant CS","2021","Cumbria","West Cumbria","90","90","29360","24620"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Derby","140","130","25810","27570"
"New entrant CS","2021","Derbyshire and Nottinghamshire","East Derbyshire","60","50","26690","27570"
"New entrant CS","2021","Derbyshire and Nottinghamshire","North Nottinghamshire","110","110","24150","22920"
"New entrant CS","2021","Derbyshire and Nottinghamshire","Nottingham","840","820","28280","25560"
"New entrant CS","2021","Derbyshire and Nottinghamshire","South and West Derbyshire","100","90","24950","26370"
"New entrant CS","2021","Derbyshire and Nottinghamshire","South Nottinghamshire","60","50","26500","22850"
"New entrant CS","2021","Devon","Devon CC","690","670","26140","22850"
"New entrant CS","2021","Devon","Plymouth","330","320","26640","22350"
"New entrant CS","2021","Devon","Torbay","40","40","[c]","[c]"
"New entrant CS","2021","Dorset and Somerset","Bournemouth and Poole","110","110","25610","27570"
"New entrant CS","2021","Dorset and Somerset","Dorset CC","190","190","25160","22850"
"New entrant CS","2021","Dorset and Somerset","Somerset","220","210","26020","22920"
"New entrant CS","2021","East Anglia","Breckland and South Norfolk","60","60","[c]","[c]"
"New entrant CS","2021","East Anglia","Cambridgeshire CC","380","370","30070","27340"
"New entrant CS","2021","East Anglia","North and West Norfolk","90","90","25060","24230"
"New entrant CS","2021","East Anglia","Norwich and East Norfolk","240","230","25960","23750"
"New entrant CS","2021","East Anglia","Peterborough","150","140","26130","27570"
"New entrant CS","2021","East Anglia","Suffolk","490","480","25220","25980"
"New entrant CS","2021","East Wales","Cardiff and Vale of Glamorgan","900","870","25690","21010"
"New entrant CS","2021","East Wales","Flintshire and Wrexham","190","190","23280","22850"
"New entrant CS","2021","East Wales","Monmouthshire and Newport","810","790","28900","27570"
"New entrant CS","2021","East Wales","Powys","40","40","[c]","[c]"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","180","180","24390","22850"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","170","170","25590","24880"
"New entrant CS","2021","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","90","80","23020","21430"
"New entrant CS","2021","Eastern Scotland","Angus and Dundee City","140","140","25250","21010"
"New entrant CS","2021","Eastern Scotland","City of Edinburgh","1500","1470","30580","26160"
"New entrant CS","2021","Eastern Scotland","Clackmannanshire and Fife","90","90","26190","26350"
"New entrant CS","2021","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Eastern Scotland","Falkirk","160","150","22430","21010"
"New entrant CS","2021","Eastern Scotland","Perth and Kinross and Stirling","120","120","25960","25980"
"New entrant CS","2021","Eastern Scotland","West Lothian","70","60","23050","21010"
"New entrant CS","2021","Essex","Essex Haven Gateway","120","120","29050","29290"
"New entrant CS","2021","Essex","Essex Thames Gateway","160","160","25940","24180"
"New entrant CS","2021","Essex","Heart of Essex","230","220","27650","27700"
"New entrant CS","2021","Essex","Southend-on-Sea","120","120","29080","29290"
"New entrant CS","2021","Essex","Thurrock","50","50","[c]","[c]"
"New entrant CS","2021","Essex","West Essex","100","100","28730","29290"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","1140","1110","31780","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","880","850","30290","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire","180","180","26130","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","100","90","26920","27570"
"New entrant CS","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","910","850","29820","26670"
"New entrant CS","2021","Greater Manchester","Greater Manchester North East","250","240","26360","27570"
"New entrant CS","2021","Greater Manchester","Greater Manchester North West","190","190","23320","21010"
"New entrant CS","2021","Greater Manchester","Greater Manchester South East","230","230","22740","21010"
"New entrant CS","2021","Greater Manchester","Greater Manchester South West","790","780","26530","24880"
"New entrant CS","2021","Greater Manchester","Manchester","1220","1180","30930","27570"
"New entrant CS","2021","Hampshire and Isle of Wight","Central Hampshire","380","370","28880","26350"
"New entrant CS","2021","Hampshire and Isle of Wight","Isle of Wight","90","90","24300","24120"
"New entrant CS","2021","Hampshire and Isle of Wight","North Hampshire","160","150","28280","27120"
"New entrant CS","2021","Hampshire and Isle of Wight","Portsmouth","440","430","28200","25190"
"New entrant CS","2021","Hampshire and Isle of Wight","South Hampshire","580","550","29020","28290"
"New entrant CS","2021","Hampshire and Isle of Wight","Southampton","220","210","30260","27570"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","60","50","27820","26970"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Warwickshire","100","100","24680","22920"
"New entrant CS","2021","Herefordshire, Worcestershire and Warwickshire","Worcestershire","250","240","25480","22850"
"New entrant CS","2021","Highlands and Islands","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Inverness and Nairn and Moray, Badenoch and Strathspey","130","130","25610","21030"
"New entrant CS","2021","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inner London - East","Hackney and Newham","370","360","29870","31060"
"New entrant CS","2021","Inner London - East","Haringey and Islington","420","410","28220","31030"
"New entrant CS","2021","Inner London - East","Lambeth","1260","1160","37110","32330"
"New entrant CS","2021","Inner London - East","Lewisham and Southwark","310","300","31070","31060"
"New entrant CS","2021","Inner London - East","Tower Hamlets","980","970","39690","33960"
"New entrant CS","2021","Inner London - West","Camden and City of London","340","340","30690","24090"
"New entrant CS","2021","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","210","200","29300","31060"
"New entrant CS","2021","Inner London - West","Wandsworth","180","180","28290","30220"
"New entrant CS","2021","Inner London - West","Westminster","7620","7530","38390","33570"
"New entrant CS","2021","Kent","East Kent","510","500","25970","24880"
"New entrant CS","2021","Kent","Kent Thames Gateway","270","270","26740","27850"
"New entrant CS","2021","Kent","Medway","170","170","26750","27850"
"New entrant CS","2021","Kent","Mid Kent","140","140","28610","29290"
"New entrant CS","2021","Kent","West Kent","50","50","28870","29290"
"New entrant CS","2021","Lancashire","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Lancashire","Blackpool","690","690","23000","21010"
"New entrant CS","2021","Lancashire","Chorley and West Lancashire","110","100","25330","24120"
"New entrant CS","2021","Lancashire","East Lancashire","40","40","[c]","[c]"
"New entrant CS","2021","Lancashire","Lancaster and Wyre","170","170","23040","21010"
"New entrant CS","2021","Lancashire","Mid Lancashire","250","240","24460","22350"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Leicester","410","390","24080","22350"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","190","190","25360","22850"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","110","110","27230","27570"
"New entrant CS","2021","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","170","160","23200","22850"
"New entrant CS","2021","Lincolnshire","Lincolnshire","290","280","26800","25790"
"New entrant CS","2021","Merseyside","East Merseyside","140","140","26890","27570"
"New entrant CS","2021","Merseyside","Liverpool","590","570","26430","21430"
"New entrant CS","2021","Merseyside","Sefton","370","370","26560","24880"
"New entrant CS","2021","Merseyside","Wirral","140","140","23350","22350"
"New entrant CS","2021","North Eastern Scotland","Aberdeen City and Aberdeenshire","190","180","28000","27570"
"New entrant CS","2021","North Yorkshire","North Yorkshire CC","210","200","28000","27570"
"New entrant CS","2021","North Yorkshire","York","350","340","30530","26750"
"New entrant CS","2021","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Belfast","310","300","24170","20140"
"New entrant CS","2021","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Northumberland","40","40","[c]","[c]"
"New entrant CS","2021","Northumberland and Tyne and Wear","Sunderland","340","330","24570","25560"
"New entrant CS","2021","Northumberland and Tyne and Wear","Tyneside","2180","2150","24880","21010"
"New entrant CS","2021","Outer London - East and North East","Barking & Dagenham and Havering","170","170","29510","31060"
"New entrant CS","2021","Outer London - East and North East","Bexley and Greenwich","330","320","28860","30150"
"New entrant CS","2021","Outer London - East and North East","Enfield","140","130","30070","31060"
"New entrant CS","2021","Outer London - East and North East","Redbridge and Waltham Forest","300","290","28500","31060"
"New entrant CS","2021","Outer London - South","Bromley","110","110","28020","31060"
"New entrant CS","2021","Outer London - South","Croydon","760","750","34700","30120"
"New entrant CS","2021","Outer London - South","Merton, Kingston upon Thames and Sutton","210","200","29830","31060"
"New entrant CS","2021","Outer London - West and North West","Barnet","390","370","32700","31060"
"New entrant CS","2021","Outer London - West and North West","Brent","150","150","29420","31060"
"New entrant CS","2021","Outer London - West and North West","Ealing","160","160","30260","31060"
"New entrant CS","2021","Outer London - West and North West","Harrow and Hillingdon","360","360","29350","31060"
"New entrant CS","2021","Outer London - West and North West","Hounslow and Richmond upon Thames","370","360","29070","30720"
"New entrant CS","2021","Overseas","Overseas","40","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Shropshire CC","110","110","26810","27570"
"New entrant CS","2021","Shropshire and Staffordshire","Staffordshire CC","470","460","24660","23700"
"New entrant CS","2021","Shropshire and Staffordshire","Stoke-on-Trent","280","260","22060","18880"
"New entrant CS","2021","Shropshire and Staffordshire","Telford and Wrekin","190","180","32610","27570"
"New entrant CS","2021","South Yorkshire","Barnsley, Doncaster and Rotherham","300","290","23670","22850"
"New entrant CS","2021","South Yorkshire","Sheffield","740","720","28450","25000"
"New entrant CS","2021","Southern Scotland","Dumfries and Galloway","50","50","24390","25140"
"New entrant CS","2021","Southern Scotland","East Ayrshire and North Ayrshire mainland","70","70","23940","23230"
"New entrant CS","2021","Southern Scotland","Scottish Borders","40","40","[c]","[c]"
"New entrant CS","2021","Southern Scotland","South Ayrshire","80","80","26550","27570"
"New entrant CS","2021","Southern Scotland","South Lanarkshire","240","230","21360","20140"
"New entrant CS","2021","Surrey, East and West Sussex","Brighton and Hove","150","140","25810","27570"
"New entrant CS","2021","Surrey, East and West Sussex","East Surrey","160","160","28160","29290"
"New entrant CS","2021","Surrey, East and West Sussex","East Sussex CC","340","330","24040","22920"
"New entrant CS","2021","Surrey, East and West Sussex","West Surrey","380","370","28870","27960"
"New entrant CS","2021","Surrey, East and West Sussex","West Sussex (North East)","190","180","27700","27570"
"New entrant CS","2021","Surrey, East and West Sussex","West Sussex (South West)","130","130","27830","27570"
"New entrant CS","2021","Tees Valley and Durham","Darlington","70","70","29410","25000"
"New entrant CS","2021","Tees Valley and Durham","Durham CC","400","400","23030","21010"
"New entrant CS","2021","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","120","120","23250","22850"
"New entrant CS","2021","Tees Valley and Durham","South Teesside","110","110","22310","21010"
"New entrant CS","2021","Unknown","Unknown","900","880","32720","27570"
"New entrant CS","2021","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","140","140","26650","23540"
"New entrant CS","2021","West Central Scotland","Glasgow City","1200","1170","27480","23450"
"New entrant CS","2021","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","70","60","27800","26160"
"New entrant CS","2021","West Central Scotland","North Lanarkshire","120","110","23640","20760"
"New entrant CS","2021","West Midlands","Birmingham","1320","1280","29180","25560"
"New entrant CS","2021","West Midlands","Coventry","350","340","31580","27570"
"New entrant CS","2021","West Midlands","Dudley","110","110","24580","27570"
"New entrant CS","2021","West Midlands","Sandwell","50","40","[c]","[c]"
"New entrant CS","2021","West Midlands","Solihull","60","50","27790","27570"
"New entrant CS","2021","West Midlands","Walsall","40","40","[c]","[c]"
"New entrant CS","2021","West Midlands","Wolverhampton","80","70","24160","22920"
"New entrant CS","2021","West Wales and The Valleys","Bridgend and Neath Port Talbot","80","70","25510","24240"
"New entrant CS","2021","West Wales and The Valleys","Central Valleys","100","100","24690","22920"
"New entrant CS","2021","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Gwent Valleys","70","70","25540","27570"
"New entrant CS","2021","West Wales and The Valleys","Gwynedd","70","70","21400","21010"
"New entrant CS","2021","West Wales and The Valleys","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","South West Wales","100","100","23560","21050"
"New entrant CS","2021","West Wales and The Valleys","Swansea","560","520","24120","21590"
"New entrant CS","2021","West Yorkshire","Bradford","270","270","25270","25560"
"New entrant CS","2021","West Yorkshire","Calderdale and Kirklees","140","130","26330","27570"
"New entrant CS","2021","West Yorkshire","Leeds","1890","1840","28790","27570"
"New entrant CS","2021","West Yorkshire","Wakefield","200","190","26040","27570"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Bedford","190","180","27570","27570"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Central Bedfordshire","40","30","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","430","420","29870","29290"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Luton","100","90","28500","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","420","420","29790","26350"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","240","230","29940","28140"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","220","210","27540","27570"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","430","410","29110","27330"
"New entrant CS","2022","Cheshire","Cheshire East","230","220","25370","23140"
"New entrant CS","2022","Cheshire","Cheshire West and Chester","80","70","26760","24800"
"New entrant CS","2022","Cheshire","Warrington","280","270","30630","28840"
"New entrant CS","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","250","240","25720","21260"
"New entrant CS","2022","Cumbria","East Cumbria","150","140","27250","23960"
"New entrant CS","2022","Cumbria","West Cumbria","210","200","26230","21300"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Derby","210","190","25130","23170"
"New entrant CS","2022","Derbyshire and Nottinghamshire","East Derbyshire","70","70","27100","26310"
"New entrant CS","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","190","170","25540","24800"
"New entrant CS","2022","Derbyshire and Nottinghamshire","Nottingham","1370","1330","27380","26590"
"New entrant CS","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","130","120","27090","23180"
"New entrant CS","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","160","160","29420","25020"
"New entrant CS","2022","Devon","Devon CC","620","600","27210","23170"
"New entrant CS","2022","Devon","Plymouth","350","340","27050","23540"
"New entrant CS","2022","Devon","Torbay","50","40","[c]","[c]"
"New entrant CS","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","140","130","27260","26030"
"New entrant CS","2022","Dorset and Somerset","Dorset","260","250","25240","23140"
"New entrant CS","2022","Dorset and Somerset","Somerset CC","310","300","28110","24090"
"New entrant CS","2022","East Anglia","Breckland and South Norfolk","80","80","26430","23140"
"New entrant CS","2022","East Anglia","Cambridgeshire CC","440","420","28480","26140"
"New entrant CS","2022","East Anglia","North and West Norfolk","100","100","24150","23140"
"New entrant CS","2022","East Anglia","Norwich and East Norfolk","430","410","25200","23140"
"New entrant CS","2022","East Anglia","Peterborough","140","130","29090","27350"
"New entrant CS","2022","East Anglia","Suffolk CC","570","530","26840","24800"
"New entrant CS","2022","East Wales","Cardiff and Vale of Glamorgan","1260","1230","27950","24500"
"New entrant CS","2022","East Wales","Flintshire and Wrexham","300","290","24440","23140"
"New entrant CS","2022","East Wales","Monmouthshire and Newport","940","900","29880","29540"
"New entrant CS","2022","East Wales","Powys","40","40","[c]","[c]"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","260","260","24630","23140"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","240","230","25030","23140"
"New entrant CS","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","90","90","27050","24840"
"New entrant CS","2022","Eastern Scotland","Angus and Dundee City","680","660","25230","23230"
"New entrant CS","2022","Eastern Scotland","City of Edinburgh","2120","2060","31860","27230"
"New entrant CS","2022","Eastern Scotland","Clackmannanshire and Fife","150","140","25640","23620"
"New entrant CS","2022","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Eastern Scotland","Falkirk","170","160","23840","21640"
"New entrant CS","2022","Eastern Scotland","Perth and Kinross, and Stirling","120","120","25310","21640"
"New entrant CS","2022","Eastern Scotland","West Lothian","50","50","[c]","[c]"
"New entrant CS","2022","Essex","Essex Haven Gateway","130","120","31240","27880"
"New entrant CS","2022","Essex","Essex Thames Gateway","150","140","25240","24250"
"New entrant CS","2022","Essex","Heart of Essex","270","260","27540","25120"
"New entrant CS","2022","Essex","Southend-on-Sea","120","110","28570","26590"
"New entrant CS","2022","Essex","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Essex","West Essex","70","60","29730","29290"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","1310","1280","31170","27570"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","1130","1100","31450","28590"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","200","190","28000","26310"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","80","80","28610","24100"
"New entrant CS","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","1000","970","30000","26350"
"New entrant CS","2022","Greater Manchester","Greater Manchester North East","170","160","26330","24800"
"New entrant CS","2022","Greater Manchester","Greater Manchester North West","270","260","25110","23170"
"New entrant CS","2022","Greater Manchester","Greater Manchester South East","120","110","24970","23170"
"New entrant CS","2022","Greater Manchester","Greater Manchester South West","1430","1380","28180","25480"
"New entrant CS","2022","Greater Manchester","Manchester","1430","1400","30810","27570"
"New entrant CS","2022","Hampshire and Isle of Wight","Central Hampshire","480","470","30550","27010"
"New entrant CS","2022","Hampshire and Isle of Wight","Isle of Wight","120","110","23980","23140"
"New entrant CS","2022","Hampshire and Isle of Wight","North Hampshire","130","120","30390","27250"
"New entrant CS","2022","Hampshire and Isle of Wight","Portsmouth","290","280","28700","24880"
"New entrant CS","2022","Hampshire and Isle of Wight","South Hampshire","580","490","26900","23860"
"New entrant CS","2022","Hampshire and Isle of Wight","Southampton","200","200","31150","26310"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","60","60","26170","26350"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","190","170","28210","27570"
"New entrant CS","2022","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","400","380","26110","23140"
"New entrant CS","2022","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","140","130","27180","27020"
"New entrant CS","2022","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inner London - East","Hackney and Newham","560","550","35260","31060"
"New entrant CS","2022","Inner London - East","Haringey and Islington","320","310","31520","31060"
"New entrant CS","2022","Inner London - East","Lambeth","790","760","38570","32330"
"New entrant CS","2022","Inner London - East","Lewisham and Southwark","320","310","35990","31060"
"New entrant CS","2022","Inner London - East","Tower Hamlets","880","870","40050","34260"
"New entrant CS","2022","Inner London - West","Camden and City of London","230","230","37450","31060"
"New entrant CS","2022","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","170","170","30700","30520"
"New entrant CS","2022","Inner London - West","Wandsworth","190","180","29460","30520"
"New entrant CS","2022","Inner London - West","Westminster","7180","6910","38130","33570"
"New entrant CS","2022","Kent","East Kent","450","420","25730","24250"
"New entrant CS","2022","Kent","Kent Thames Gateway","200","190","26600","28140"
"New entrant CS","2022","Kent","Medway","230","230","27010","27430"
"New entrant CS","2022","Kent","Mid Kent","170","160","27830","24920"
"New entrant CS","2022","Kent","West Kent","50","40","[c]","[c]"
"New entrant CS","2022","Lancashire","Blackburn with Darwen","40","40","[c]","[c]"
"New entrant CS","2022","Lancashire","Blackpool","680","670","25730","21260"
"New entrant CS","2022","Lancashire","Chorley and West Lancashire","210","210","24830","23140"
