"Status","Year","Region_ITL3","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Bristol, City of","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Levelling Up, Housing and Communities","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Transport","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Transport","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Work and Pensions","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Department of Health and Social Care","Operational Delivery","110","100","34500","25660"
"Leaver Dept.","2022","Bristol, City of","Department of Health and Social Care","Science and Engineering","140","130","37460","35610"
"Leaver Dept.","2022","Bristol, City of","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Ministry of Justice","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Office for Standards in Education, Children's Services and Skills","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Office of Rail and Road","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bristol, City of","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bromley","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Buckinghamshire","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Caithness and Sutherland, and Ross and Cromarty","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Department for Work and Pensions","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Calderdale and Kirklees","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department for Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department for Education","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Department of Health and Social Care","Operational Delivery","110","100","35590","25010"
"Leaver Dept.","2022","Cambridgeshire CC","Department of Health and Social Care","Science and Engineering","100","90","36050","31740"
"Leaver Dept.","2022","Cambridgeshire CC","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Ministry of Defence","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cambridgeshire CC","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Chancellor's other departments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","HM Treasury","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","HM Treasury","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","HM Treasury","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Home Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Home Office","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Camden and City of London","Ministry of Justice","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Attorney General's Departments","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Levelling Up, Housing and Communities","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Levelling Up, Housing and Communities","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Levelling Up, Housing and Communities","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Transport","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Work and Pensions","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Work and Pensions","Operational Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department of Health and Social Care","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Department of Health and Social Care","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Estyn","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Estyn","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Food Standards Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","HM Revenue and Customs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","HM Revenue and Customs","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","HM Revenue and Customs","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","HM Treasury","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Home Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Home Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Office of the Secretary of State for Wales","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Welsh Government","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Welsh Government","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Welsh Government","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Welsh Government","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cardiff and Vale of Glamorgan","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Bedfordshire","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Bedfordshire","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Bedfordshire","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Defence","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Defence","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Defence","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Defence","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Defence","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Hampshire","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Department for Work and Pensions","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Food Standards Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Welsh Government","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Welsh Government","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Welsh Government","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Welsh Government","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Welsh Government","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Central Valleys","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Department for Environment, Food and Rural Affairs","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Department for Environment, Food and Rural Affairs","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Department for Work and Pensions","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Department of Health and Social Care","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Home Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Ministry of Defence","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Ministry of Justice","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire East","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","Department for Levelling Up, Housing and Communities","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","Department for Levelling Up, Housing and Communities","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","Department for Work and Pensions","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire West and Chester","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
