"Status","Year","Responsibility_level","Organisation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","AA/AO","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Department for Transport (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Department for Transport (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Department for Work and Pensions (excl. agencies)","Female","2660","2580","21640","21260"
"New entrant CS","2022","AA/AO","Department for Work and Pensions (excl. agencies)","Male","2000","1990","21550","21260"
"New entrant CS","2022","AA/AO","Department of Health and Social Care (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Department of Health and Social Care (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Disclosure Scotland","Male","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Driver and Vehicle Licensing Agency","Female","310","280","20230","21840"
"New entrant CS","2022","AA/AO","Driver and Vehicle Licensing Agency","Male","270","250","20330","21840"
"New entrant CS","2022","AA/AO","Driver and Vehicle Standards Agency","Female","90","80","21790","21840"
"New entrant CS","2022","AA/AO","Driver and Vehicle Standards Agency","Male","100","100","23120","21840"
"New entrant CS","2022","AA/AO","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Education Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Education Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Government Legal Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Government Legal Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Health and Safety Executive","Female","40","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Health and Safety Executive","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Courts and Tribunals Service","Female","950","900","21110","20970"
"New entrant CS","2022","AA/AO","HM Courts and Tribunals Service","Male","440","430","21160","20970"
"New entrant CS","2022","AA/AO","HM Crown Prosecution Service Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Crown Prosecution Service Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Land Registry","Female","190","180","22640","22600"
"New entrant CS","2022","AA/AO","HM Land Registry","Male","90","90","22450","22600"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","Female","2920","2890","23610","23140"
"New entrant CS","2022","AA/AO","HM Prison and Probation Service","Male","2910","2900","24360","23140"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","Female","2190","2060","21300","21250"
"New entrant CS","2022","AA/AO","HM Revenue and Customs (excl. agencies)","Male","1620","1590","21320","21250"
"New entrant CS","2022","AA/AO","HM Treasury (excl. agencies)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Home Office","Female","300","300","22000","21680"
"New entrant CS","2022","AA/AO","Home Office","Male","230","230","21820","21680"
"New entrant CS","2022","AA/AO","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Intellectual Property Office","Female","60","50","21770","21810"
"New entrant CS","2022","AA/AO","Intellectual Property Office","Male","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Legal Aid Agency","Female","50","50","21030","20970"
"New entrant CS","2022","AA/AO","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Maritime and Coastguard Agency","Female","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Maritime and Coastguard Agency","Male","50","50","25500","26840"
"New entrant CS","2022","AA/AO","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Met Office","Female","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Met Office","Male","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","Female","570","540","21420","21170"
"New entrant CS","2022","AA/AO","Ministry of Defence (excl. agencies)","Male","690","680","23310","22630"
"New entrant CS","2022","AA/AO","Ministry of Justice (excl. agencies)","Female","60","60","21230","20970"
"New entrant CS","2022","AA/AO","Ministry of Justice (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Crime Agency","Female","50","40","[c]","[c]"
"New entrant CS","2022","AA/AO","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office for Budget Responsibility","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office for Budget Responsibility","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Public Guardian","Female","90","80","20950","20970"
"New entrant CS","2022","AA/AO","Office of the Public Guardian","Male","80","80","20970","20970"
"New entrant CS","2022","AA/AO","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Public Health England","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Rural Payments Agency","Female","280","260","21240","21300"
"New entrant CS","2022","AA/AO","Rural Payments Agency","Male","200","200","21190","21300"
"New entrant CS","2022","AA/AO","Scottish Courts and Tribunals Service","Female","190","180","21610","22000"
"New entrant CS","2022","AA/AO","Scottish Courts and Tribunals Service","Male","70","70","21460","20950"
"New entrant CS","2022","AA/AO","Scottish Government (excl. agencies)","Female","170","170","23000","24400"
"New entrant CS","2022","AA/AO","Scottish Government (excl. agencies)","Male","140","140","23250","22140"
"New entrant CS","2022","AA/AO","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Scottish Prison Service","Female","170","170","21740","21640"
"New entrant CS","2022","AA/AO","Scottish Prison Service","Male","180","180","22050","21640"
"New entrant CS","2022","AA/AO","Scottish Public Pensions Agency","Female","30","30","[c]","[c]"
"New entrant CS","2022","AA/AO","Scottish Public Pensions Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Social Security Scotland","Female","300","280","21500","21050"
"New entrant CS","2022","AA/AO","Social Security Scotland","Male","220","220","21380","21050"
"New entrant CS","2022","AA/AO","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The National Archives","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Transport Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Transport Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Health Security Agency","Female","200","170","21380","19880"
"New entrant CS","2022","AA/AO","UK Health Security Agency","Male","80","70","21560","21820"
"New entrant CS","2022","AA/AO","UK Hydrographic Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Hydrographic Office","Male","40","40","[c]","[c]"
"New entrant CS","2022","AA/AO","UK Statistics Authority","Female","220","170","19800","19860"
"New entrant CS","2022","AA/AO","UK Statistics Authority","Male","160","130","19910","19860"
"New entrant CS","2022","AA/AO","Valuation Office Agency","Female","140","140","21860","21750"
"New entrant CS","2022","AA/AO","Valuation Office Agency","Male","100","100","21920","21750"
"New entrant CS","2022","AA/AO","Vehicle Certification Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Vehicle Certification Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Veterinary Medicines Directorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Veterinary Medicines Directorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Welsh Government (excl. agencies)","Female","50","50","21890","21300"
"New entrant CS","2022","AA/AO","Welsh Government (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Welsh Revenue Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Welsh Revenue Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Wilton Park","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","AA/AO","Wilton Park","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Accountant in Bankruptcy","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Accountant in Bankruptcy","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Advisory, Conciliation and Arbitration Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Advisory, Conciliation and Arbitration Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Animal and Plant Health Agency","Female","90","90","25800","24920"
"New entrant CS","2022","EO","Animal and Plant Health Agency","Male","70","70","25710","24920"
"New entrant CS","2022","EO","Attorney General's Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Attorney General's Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","Female","130","130","25810","26570"
"New entrant CS","2022","EO","Cabinet Office (excl. agencies)","Male","120","120","25530","25210"
"New entrant CS","2022","EO","Centre for Environment, Fisheries and Aquaculture Science","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Centre for Environment, Fisheries and Aquaculture Science","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Charity Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Companies House","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Companies House","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Criminal Injuries Compensation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Criminal Injuries Compensation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Commercial Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Commercial Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Office and Procurator Fiscal Service","Female","40","40","[c]","[c]"
"New entrant CS","2022","EO","Crown Office and Procurator Fiscal Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Crown Prosecution Service","Female","90","90","26210","25480"
"New entrant CS","2022","EO","Crown Prosecution Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Defence Equipment and Support","Female","170","170","22110","22000"
"New entrant CS","2022","EO","Defence Equipment and Support","Male","260","260","20920","19460"
"New entrant CS","2022","EO","Defence Science and Technology Laboratory","Female","50","40","[c]","[c]"
"New entrant CS","2022","EO","Defence Science and Technology Laboratory","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","90","80","27330","27680"
"New entrant CS","2022","EO","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","60","60","27350","27680"
"New entrant CS","2022","EO","Department for Digital, Culture, Media and Sport","Female","60","60","26000","26180"
"New entrant CS","2022","EO","Department for Digital, Culture, Media and Sport","Male","40","40","[c]","[c]"
"New entrant CS","2022","EO","Department for Education (excl. agencies)","Female","170","170","25690","25000"
"New entrant CS","2022","EO","Department for Education (excl. agencies)","Male","90","80","25710","25000"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","140","140","25740","25170"
"New entrant CS","2022","EO","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","90","90","25540","25040"
"New entrant CS","2022","EO","Department for International Trade","Female","90","90","25960","26250"
"New entrant CS","2022","EO","Department for International Trade","Male","70","70","[c]","[c]"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","Female","80","80","26880","27850"
"New entrant CS","2022","EO","Department for Levelling Up, Housing and Communities (excl. agencies)","Male","60","60","26650","27850"
"New entrant CS","2022","EO","Department for Transport (excl. agencies)","Female","60","60","27190","26130"
"New entrant CS","2022","EO","Department for Transport (excl. agencies)","Male","50","50","26830","26130"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","Female","2930","2810","28230","27570"
"New entrant CS","2022","EO","Department for Work and Pensions (excl. agencies)","Male","1940","1930","28200","27570"
"New entrant CS","2022","EO","Department of Health and Social Care (excl. agencies)","Female","190","130","26490","27270"
"New entrant CS","2022","EO","Department of Health and Social Care (excl. agencies)","Male","70","40","[c]","[c]"
"New entrant CS","2022","EO","Disclosure Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Disclosure Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Licensing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Licensing Agency","Male","30","30","[c]","[c]"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","Female","100","100","26650","26130"
"New entrant CS","2022","EO","Driver and Vehicle Standards Agency","Male","280","270","26480","26130"
"New entrant CS","2022","EO","Education and Skills Funding Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Education and Skills Funding Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Education Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Education Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Food Standards Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Government Actuary's Department","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Government Actuary's Department","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Government Legal Department","Female","80","80","27480","26950"
"New entrant CS","2022","EO","Government Legal Department","Male","50","50","[c]","[c]"
"New entrant CS","2022","EO","Government Property Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Government Property Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Health and Safety Executive","Female","60","60","26350","26370"
"New entrant CS","2022","EO","Health and Safety Executive","Male","40","40","[c]","[c]"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","Female","130","120","26570","25120"
"New entrant CS","2022","EO","HM Courts and Tribunals Service","Male","80","80","26040","25120"
"New entrant CS","2022","EO","HM Land Registry","Female","80","80","27630","27130"
"New entrant CS","2022","EO","HM Land Registry","Male","70","70","27910","27130"
"New entrant CS","2022","EO","HM Prison and Probation Service","Female","130","130","25490","24620"
"New entrant CS","2022","EO","HM Prison and Probation Service","Male","70","60","25960","24620"
"New entrant CS","2022","EO","HM Revenue and Customs (excl. agencies)","Female","1110","1090","27070","26590"
"New entrant CS","2022","EO","HM Revenue and Customs (excl. agencies)","Male","1170","1170","27060","26590"
"New entrant CS","2022","EO","HM Treasury (excl. agencies)","Female","40","40","[c]","[c]"
"New entrant CS","2022","EO","HM Treasury (excl. agencies)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Home Office","Female","710","670","26850","24880"
"New entrant CS","2022","EO","Home Office","Male","780","710","27600","24880"
"New entrant CS","2022","EO","Institute for Apprenticeships and Technical Education","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Institute for Apprenticeships and Technical Education","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Intellectual Property Office","Female","40","30","[c]","[c]"
"New entrant CS","2022","EO","Intellectual Property Office","Male","40","40","[c]","[c]"
"New entrant CS","2022","EO","Legal Aid Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Legal Aid Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Maritime and Coastguard Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Maritime and Coastguard Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Medicines and Healthcare Products Regulatory Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Medicines and Healthcare Products Regulatory Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Met Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Met Office","Male","50","50","[c]","[c]"
"New entrant CS","2022","EO","Ministry of Defence (excl. agencies)","Female","310","290","26990","26350"
"New entrant CS","2022","EO","Ministry of Defence (excl. agencies)","Male","340","330","27650","26350"
"New entrant CS","2022","EO","Ministry of Justice (excl. agencies)","Female","110","110","27310","28310"
"New entrant CS","2022","EO","Ministry of Justice (excl. agencies)","Male","60","60","27230","28310"
"New entrant CS","2022","EO","National Crime Agency","Female","120","110","32690","32260"
"New entrant CS","2022","EO","National Crime Agency","Male","170","170","33660","33080"
"New entrant CS","2022","EO","National Infrastructure Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","National Infrastructure Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","National Records of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","National Records of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","National Savings and Investments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","National Savings and Investments","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office for Standards in Education, Children's Services and Skills","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Gas and Electricity Markets","Female","100","100","26360","25750"
"New entrant CS","2022","EO","Office of Gas and Electricity Markets","Male","100","100","25530","25750"
"New entrant CS","2022","EO","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Public Guardian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Public Guardian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Scottish Charity Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Scottish Charity Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Planning Inspectorate","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Planning Inspectorate","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Public Health England","Female","40","40","[c]","[c]"
"New entrant CS","2022","EO","Public Health England","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Queen Elizabeth II Centre","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Queen Elizabeth II Centre","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Registers of Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Registers of Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Revenue Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Revenue Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Rural Payments Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Rural Payments Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Scottish Courts and Tribunals Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Scottish Courts and Tribunals Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Scottish Fiscal Commission","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Scottish Fiscal Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Scottish Government (excl. agencies)","Female","140","140","27390","27230"
"New entrant CS","2022","EO","Scottish Government (excl. agencies)","Male","100","100","27480","27230"
"New entrant CS","2022","EO","Scottish Housing Regulator","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Scottish Housing Regulator","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Scottish Prison Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Scottish Prison Service","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Serious Fraud Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Serious Fraud Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Social Security Scotland","Female","370","350","27400","27230"
"New entrant CS","2022","EO","Social Security Scotland","Male","210","210","27460","27230"
"New entrant CS","2022","EO","Standards and Testing Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Standards and Testing Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Student Awards Agency for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Student Awards Agency for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Teaching Regulation Agency","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","Teaching Regulation Agency","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","The Insolvency Service","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","EO","The Insolvency Service","Male","[c]","[c]","[c]","[c]"
