"Status","Year","Parent_department","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Ministry of Defence","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","White","AA/AO","50","50","20900","20920"
"Leaver Dept.","2021","Ministry of Defence","White","EO","120","120","24570","25720"
"Leaver Dept.","2021","Ministry of Defence","White","G6/G7","120","120","56640","55870"
"Leaver Dept.","2021","Ministry of Defence","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","White","SEO/HEO","330","330","34790","33300"
"Leaver Dept.","2021","Ministry of Defence","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","White","G6/G7","80","70","55820","53130"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","White","SEO/HEO","100","100","34250","33210"
"Leaver Dept.","2021","Ministry of Justice","Asian","AA/AO","70","70","20210","19930"
"Leaver Dept.","2021","Ministry of Justice","Asian","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Asian","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Black","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","AA/AO","80","80","20140","19930"
"Leaver Dept.","2021","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","White","AA/AO","260","250","19840","19930"
"Leaver Dept.","2021","Ministry of Justice","White","EO","140","140","23840","22570"
"Leaver Dept.","2021","Ministry of Justice","White","G6/G7","70","70","57990","58130"
"Leaver Dept.","2021","Ministry of Justice","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","White","SEO/HEO","250","250","35790","34870"
"Leaver Dept.","2021","Ministry of Justice","White","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","White","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","White","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","White","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","White","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","Chinese","EO","[c]","[c]","[c]","[c]"
