"Status","Year","Disability","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","EO","Berkshire, Buckinghamshire and Oxfordshire","300","270","29190","27920"
"In post","2021","Declared disabled","EO","Cheshire","160","150","28140","27570"
"In post","2021","Declared disabled","EO","Cornwall and Isles of Scilly","80","70","27480","27570"
"In post","2021","Declared disabled","EO","Cumbria","70","60","26450","27570"
"In post","2021","Declared disabled","EO","Derbyshire and Nottinghamshire","540","490","26830","27570"
"In post","2021","Declared disabled","EO","Devon","310","280","27390","27570"
"In post","2021","Declared disabled","EO","Dorset and Somerset","210","190","27490","27570"
"In post","2021","Declared disabled","EO","East Anglia","430","390","27630","27570"
"In post","2021","Declared disabled","EO","East Wales","510","470","26910","27570"
"In post","2021","Declared disabled","EO","East Yorkshire and Northern Lincolnshire","220","200","27460","27570"
"In post","2021","Declared disabled","EO","Eastern Scotland","640","580","28790","27570"
"In post","2021","Declared disabled","EO","Essex","310","280","29180","29290"
"In post","2021","Declared disabled","EO","Gloucestershire, Wiltshire and Bath/Bristol area","700","640","25960","26910"
"In post","2021","Declared disabled","EO","Greater Manchester","690","640","26830","27570"
"In post","2021","Declared disabled","EO","Hampshire and Isle of Wight","460","420","27130","27570"
"In post","2021","Declared disabled","EO","Herefordshire, Worcestershire and Warwickshire","130","120","27060","27570"
"In post","2021","Declared disabled","EO","Highlands and Islands","90","80","28510","27570"
"In post","2021","Declared disabled","EO","Inner London - East","510","480","30870","31060"
"In post","2021","Declared disabled","EO","Inner London - West","880","840","29580","29560"
"In post","2021","Declared disabled","EO","Kent","380","350","28850","29290"
"In post","2021","Declared disabled","EO","Lancashire","680","610","27260","27570"
"In post","2021","Declared disabled","EO","Leicestershire, Rutland and Northamptonshire","230","210","27050","27570"
"In post","2021","Declared disabled","EO","Lincolnshire","120","110","27710","27570"
"In post","2021","Declared disabled","EO","Merseyside","760","660","26700","27570"
"In post","2021","Declared disabled","EO","North Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Declared disabled","EO","North Yorkshire","110","100","27190","27570"
"In post","2021","Declared disabled","EO","Northern Ireland","90","80","26500","25900"
"In post","2021","Declared disabled","EO","Northumberland and Tyne and Wear","640","570","26870","27570"
"In post","2021","Declared disabled","EO","Outer London - East and North East","260","230","31180","31060"
"In post","2021","Declared disabled","EO","Outer London - South","370","340","29910","29570"
"In post","2021","Declared disabled","EO","Outer London - West and North West","430","380","30220","31060"
"In post","2021","Declared disabled","EO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","EO","Shropshire and Staffordshire","370","330","27540","27570"
"In post","2021","Declared disabled","EO","South Yorkshire","370","330","26960","27570"
"In post","2021","Declared disabled","EO","Southern Scotland","170","150","26680","27570"
"In post","2021","Declared disabled","EO","Surrey, East and West Sussex","370","330","28110","27570"
"In post","2021","Declared disabled","EO","Tees Valley and Durham","360","310","27530","27570"
"In post","2021","Declared disabled","EO","Unknown","100","90","27990","27570"
"In post","2021","Declared disabled","EO","West Central Scotland","550","490","27710","27570"
"In post","2021","Declared disabled","EO","West Midlands","780","690","26890","27570"
"In post","2021","Declared disabled","EO","West Wales and The Valleys","500","440","27250","27570"
"In post","2021","Declared disabled","EO","West Yorkshire","590","530","26900","27570"
"In post","2021","Declared disabled","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","60","50","58730","56540"
"In post","2021","Declared disabled","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Derbyshire and Nottinghamshire","100","90","57290","52590"
"In post","2021","Declared disabled","G6/G7","Devon","30","30","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","East Anglia","50","50","57650","54540"
"In post","2021","Declared disabled","G6/G7","East Wales","170","160","57760","57130"
"In post","2021","Declared disabled","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Eastern Scotland","190","180","60830","61010"
"In post","2021","Declared disabled","G6/G7","Essex","30","30","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","390","370","55960","54540"
"In post","2021","Declared disabled","G6/G7","Greater Manchester","170","170","55530","52580"
"In post","2021","Declared disabled","G6/G7","Hampshire and Isle of Wight","150","140","54250","51820"
"In post","2021","Declared disabled","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Inner London - East","240","230","60670","59160"
"In post","2021","Declared disabled","G6/G7","Inner London - West","1620","1570","60030","58600"
"In post","2021","Declared disabled","G6/G7","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Lancashire","60","60","54830","52670"
"In post","2021","Declared disabled","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Merseyside","130","120","55170","52590"
"In post","2021","Declared disabled","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","North Yorkshire","60","60","57180","55610"
"In post","2021","Declared disabled","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Northumberland and Tyne and Wear","110","100","54340","52580"
"In post","2021","Declared disabled","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Outer London - South","130","120","63690","61640"
"In post","2021","Declared disabled","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Overseas","90","90","60260","58330"
"In post","2021","Declared disabled","G6/G7","Shropshire and Staffordshire","50","40","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","South Yorkshire","110","100","55400","52280"
"In post","2021","Declared disabled","G6/G7","Southern Scotland","40","40","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","West Central Scotland","70","70","57760","56120"
"In post","2021","Declared disabled","G6/G7","West Midlands","130","120","55540","52580"
"In post","2021","Declared disabled","G6/G7","West Wales and The Valleys","40","30","[c]","[c]"
"In post","2021","Declared disabled","G6/G7","West Yorkshire","150","140","55500","52580"
"In post","2021","Declared disabled","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Inner London - East","30","30","[c]","[c]"
"In post","2021","Declared disabled","SCS","Inner London - West","250","240","88470","79370"
"In post","2021","Declared disabled","SCS","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SEO/HEO","Bedfordshire and Hertfordshire","100","90","38770","37640"
"In post","2021","Declared disabled","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","230","220","37530","35700"
"In post","2021","Declared disabled","SEO/HEO","Cheshire","60","50","36870","36740"
"In post","2021","Declared disabled","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SEO/HEO","Cumbria","40","40","[c]","[c]"
"In post","2021","Declared disabled","SEO/HEO","Derbyshire and Nottinghamshire","340","320","35360","33350"
"In post","2021","Declared disabled","SEO/HEO","Devon","190","180","37030","35310"
"In post","2021","Declared disabled","SEO/HEO","Dorset and Somerset","140","130","37120","35320"
"In post","2021","Declared disabled","SEO/HEO","East Anglia","320","300","36310","34190"
"In post","2021","Declared disabled","SEO/HEO","East Wales","480","450","35520","34490"
"In post","2021","Declared disabled","SEO/HEO","East Yorkshire and Northern Lincolnshire","50","40","[c]","[c]"
"In post","2021","Declared disabled","SEO/HEO","Eastern Scotland","500","470","38290","38370"
"In post","2021","Declared disabled","SEO/HEO","Essex","100","100","37630","36310"
"In post","2021","Declared disabled","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","1220","1170","36070","35900"
"In post","2021","Declared disabled","SEO/HEO","Greater Manchester","480","450","34950","33190"
"In post","2021","Declared disabled","SEO/HEO","Hampshire and Isle of Wight","470","450","35430","34290"
"In post","2021","Declared disabled","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","60","60","35630","34550"
"In post","2021","Declared disabled","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","SEO/HEO","Inner London - East","350","340","39630","38660"
"In post","2021","Declared disabled","SEO/HEO","Inner London - West","1900","1860","38300","37640"
"In post","2021","Declared disabled","SEO/HEO","Kent","170","160","37760","36710"
"In post","2021","Declared disabled","SEO/HEO","Lancashire","300","280","34810","33840"
"In post","2021","Declared disabled","SEO/HEO","Leicestershire, Rutland and Northamptonshire","80","80","36460","34290"
"In post","2021","Declared disabled","SEO/HEO","Lincolnshire","80","70","35900","34290"
"In post","2021","Declared disabled","SEO/HEO","Merseyside","400","370","35180","33840"
"In post","2021","Declared disabled","SEO/HEO","North Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Declared disabled","SEO/HEO","North Yorkshire","120","120","35320","33400"
"In post","2021","Declared disabled","SEO/HEO","Northern Ireland","80","70","34230","31870"
"In post","2021","Declared disabled","SEO/HEO","Northumberland and Tyne and Wear","420","390","33910","31990"
"In post","2021","Declared disabled","SEO/HEO","Outer London - East and North East","40","40","[c]","[c]"
"In post","2021","Declared disabled","SEO/HEO","Outer London - South","340","320","39730","39030"
"In post","2021","Declared disabled","SEO/HEO","Outer London - West and North West","160","150","38150","36950"
"In post","2021","Declared disabled","SEO/HEO","Overseas","90","90","36420","34770"
"In post","2021","Declared disabled","SEO/HEO","Shropshire and Staffordshire","210","200","37350","36380"
"In post","2021","Declared disabled","SEO/HEO","South Yorkshire","290","270","35050","34290"
"In post","2021","Declared disabled","SEO/HEO","Southern Scotland","110","110","34880","33930"
"In post","2021","Declared disabled","SEO/HEO","Surrey, East and West Sussex","150","140","36780","35000"
"In post","2021","Declared disabled","SEO/HEO","Tees Valley and Durham","150","140","35600","34320"
"In post","2021","Declared disabled","SEO/HEO","Unknown","50","50","[c]","[c]"
"In post","2021","Declared disabled","SEO/HEO","West Central Scotland","370","350","36860","34430"
"In post","2021","Declared disabled","SEO/HEO","West Midlands","440","410","34840","33150"
"In post","2021","Declared disabled","SEO/HEO","West Wales and The Valleys","210","200","36900","36630"
"In post","2021","Declared disabled","SEO/HEO","West Yorkshire","430","410","35130","34290"
"In post","2021","Declared disabled","Unknown","Bedfordshire and Hertfordshire","50","50","26500","24020"
"In post","2021","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","80","80","29760","30210"
"In post","2021","Declared disabled","Unknown","Cheshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Derbyshire and Nottinghamshire","120","110","29920","28200"
"In post","2021","Declared disabled","Unknown","Devon","60","50","32510","32050"
"In post","2021","Declared disabled","Unknown","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","East Anglia","70","70","30910","30550"
"In post","2021","Declared disabled","Unknown","East Wales","70","70","31190","30210"
"In post","2021","Declared disabled","Unknown","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Essex","50","40","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","230","220","36250","33140"
"In post","2021","Declared disabled","Unknown","Greater Manchester","120","110","30740","31420"
"In post","2021","Declared disabled","Unknown","Hampshire and Isle of Wight","60","60","31950","31420"
"In post","2021","Declared disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","50","50","29660","29200"
"In post","2021","Declared disabled","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Inner London - East","120","120","33830","32090"
"In post","2021","Declared disabled","Unknown","Inner London - West","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Kent","60","60","30010","28200"
"In post","2021","Declared disabled","Unknown","Lancashire","70","60","29310","28200"
"In post","2021","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","60","50","29640","30210"
"In post","2021","Declared disabled","Unknown","Lincolnshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Merseyside","90","80","30590","30210"
"In post","2021","Declared disabled","Unknown","North Yorkshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Northumberland and Tyne and Wear","80","80","29420","28200"
"In post","2021","Declared disabled","Unknown","Outer London - East and North East","60","50","32330","28690"
"In post","2021","Declared disabled","Unknown","Outer London - South","30","30","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Outer London - West and North West","50","50","34820","35310"
"In post","2021","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Shropshire and Staffordshire","60","60","31550","31420"
"In post","2021","Declared disabled","Unknown","South Yorkshire","70","60","31250","31800"
"In post","2021","Declared disabled","Unknown","Surrey, East and West Sussex","60","50","28820","27260"
"In post","2021","Declared disabled","Unknown","Tees Valley and Durham","60","60","30620","28200"
"In post","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","West Midlands","130","120","30260","30210"
"In post","2021","Declared disabled","Unknown","West Wales and The Valleys","120","110","29250","28200"
"In post","2021","Declared disabled","Unknown","West Yorkshire","120","110","31280","30210"
"In post","2021","Declared non-disabled","AA/AO","Bedfordshire and Hertfordshire","870","810","24570","22980"
"In post","2021","Declared non-disabled","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","2280","2170","25060","22920"
"In post","2021","Declared non-disabled","AA/AO","Cheshire","760","680","22990","21010"
"In post","2021","Declared non-disabled","AA/AO","Cornwall and Isles of Scilly","490","440","20810","21010"
"In post","2021","Declared non-disabled","AA/AO","Cumbria","750","660","21630","21050"
"In post","2021","Declared non-disabled","AA/AO","Derbyshire and Nottinghamshire","2330","2100","22160","21010"
"In post","2021","Declared non-disabled","AA/AO","Devon","2000","1780","22180","21010"
"In post","2021","Declared non-disabled","AA/AO","Dorset and Somerset","1140","1060","22340","21010"
"In post","2021","Declared non-disabled","AA/AO","East Anglia","3340","3050","23150","21430"
"In post","2021","Declared non-disabled","AA/AO","East Wales","3540","3210","21620","21010"
"In post","2021","Declared non-disabled","AA/AO","East Yorkshire and Northern Lincolnshire","1460","1320","23770","21710"
"In post","2021","Declared non-disabled","AA/AO","Eastern Scotland","2860","2630","21680","21010"
"In post","2021","Declared non-disabled","AA/AO","Essex","1040","930","23750","22890"
"In post","2021","Declared non-disabled","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","2520","2330","22130","21010"
"In post","2021","Declared non-disabled","AA/AO","Greater Manchester","3520","3170","21170","21010"
"In post","2021","Declared non-disabled","AA/AO","Hampshire and Isle of Wight","2670","2330","22060","20920"
"In post","2021","Declared non-disabled","AA/AO","Herefordshire, Worcestershire and Warwickshire","1240","1160","22600","21050"
"In post","2021","Declared non-disabled","AA/AO","Highlands and Islands","610","570","22470","21150"
"In post","2021","Declared non-disabled","AA/AO","Inner London - East","1620","1480","25480","25110"
"In post","2021","Declared non-disabled","AA/AO","Inner London - West","2780","2640","25610","24490"
"In post","2021","Declared non-disabled","AA/AO","Kent","1960","1840","25120","24180"
"In post","2021","Declared non-disabled","AA/AO","Lancashire","3970","3530","21760","21010"
"In post","2021","Declared non-disabled","AA/AO","Leicestershire, Rutland and Northamptonshire","1850","1650","22030","21010"
"In post","2021","Declared non-disabled","AA/AO","Lincolnshire","900","840","22230","21010"
"In post","2021","Declared non-disabled","AA/AO","Merseyside","4660","4070","21090","21430"
"In post","2021","Declared non-disabled","AA/AO","North Eastern Scotland","250","230","26080","22230"
"In post","2021","Declared non-disabled","AA/AO","North Yorkshire","900","840","22250","20920"
"In post","2021","Declared non-disabled","AA/AO","Northern Ireland","960","890","20850","20310"
"In post","2021","Declared non-disabled","AA/AO","Northumberland and Tyne and Wear","5500","4630","20750","21010"
"In post","2021","Declared non-disabled","AA/AO","Outer London - East and North East","910","840","26450","25110"
"In post","2021","Declared non-disabled","AA/AO","Outer London - South","1420","1280","24280","25630"
"In post","2021","Declared non-disabled","AA/AO","Outer London - West and North West","1380","1260","25520","25110"
"In post","2021","Declared non-disabled","AA/AO","Overseas","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","AA/AO","Shropshire and Staffordshire","2080","1900","22690","21030"
"In post","2021","Declared non-disabled","AA/AO","South Yorkshire","2210","1930","21950","21430"
"In post","2021","Declared non-disabled","AA/AO","Southern Scotland","1070","910","21550","21010"
"In post","2021","Declared non-disabled","AA/AO","Surrey, East and West Sussex","1970","1800","24330","21740"
"In post","2021","Declared non-disabled","AA/AO","Tees Valley and Durham","3050","2690","22740","21430"
"In post","2021","Declared non-disabled","AA/AO","Unknown","180","150","22340","21010"
"In post","2021","Declared non-disabled","AA/AO","West Central Scotland","4120","3650","21760","21010"
"In post","2021","Declared non-disabled","AA/AO","West Midlands","3450","3020","20900","20880"
"In post","2021","Declared non-disabled","AA/AO","West Wales and The Valleys","4880","4220","21060","21590"
"In post","2021","Declared non-disabled","AA/AO","West Yorkshire","3020","2680","22220","21010"
"In post","2021","Declared non-disabled","EO","Bedfordshire and Hertfordshire","1170","1070","28920","29290"
"In post","2021","Declared non-disabled","EO","Berkshire, Buckinghamshire and Oxfordshire","1650","1570","28900","27570"
"In post","2021","Declared non-disabled","EO","Cheshire","730","690","28650","27570"
"In post","2021","Declared non-disabled","EO","Cornwall and Isles of Scilly","460","420","27280","27570"
"In post","2021","Declared non-disabled","EO","Cumbria","450","400","26080","26030"
"In post","2021","Declared non-disabled","EO","Derbyshire and Nottinghamshire","2290","2090","26760","27570"
"In post","2021","Declared non-disabled","EO","Devon","1650","1500","26890","27570"
"In post","2021","Declared non-disabled","EO","Dorset and Somerset","1130","1020","27400","27570"
"In post","2021","Declared non-disabled","EO","East Anglia","2320","2150","27390","27570"
"In post","2021","Declared non-disabled","EO","East Wales","3620","3360","26950","27570"
"In post","2021","Declared non-disabled","EO","East Yorkshire and Northern Lincolnshire","1190","1090","27700","27570"
"In post","2021","Declared non-disabled","EO","Eastern Scotland","2510","2340","27680","27570"
"In post","2021","Declared non-disabled","EO","Essex","1650","1500","28730","29290"
"In post","2021","Declared non-disabled","EO","Gloucestershire, Wiltshire and Bath/Bristol area","4150","3860","25820","26670"
"In post","2021","Declared non-disabled","EO","Greater Manchester","3950","3710","26630","27570"
"In post","2021","Declared non-disabled","EO","Hampshire and Isle of Wight","2510","2340","27020","26700"
"In post","2021","Declared non-disabled","EO","Herefordshire, Worcestershire and Warwickshire","820","760","26960","27570"
"In post","2021","Declared non-disabled","EO","Highlands and Islands","460","430","28640","27570"
"In post","2021","Declared non-disabled","EO","Inner London - East","2830","2670","30490","31060"
"In post","2021","Declared non-disabled","EO","Inner London - West","5030","4880","29360","29300"
"In post","2021","Declared non-disabled","EO","Kent","2660","2440","28140","27370"
"In post","2021","Declared non-disabled","EO","Lancashire","3120","2820","27450","27570"
"In post","2021","Declared non-disabled","EO","Leicestershire, Rutland and Northamptonshire","1280","1190","27250","27570"
"In post","2021","Declared non-disabled","EO","Lincolnshire","530","490","27680","27570"
"In post","2021","Declared non-disabled","EO","Merseyside","4550","4150","26260","26150"
"In post","2021","Declared non-disabled","EO","North Eastern Scotland","330","300","28290","27570"
"In post","2021","Declared non-disabled","EO","North Yorkshire","740","700","27390","26750"
"In post","2021","Declared non-disabled","EO","Northern Ireland","600","560","26470","25560"
