"Status","Year","Disability","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","East Wales","80","70","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Eastern Scotland","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Greater Manchester","90","90","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Inner London - West","70","60","23760","23670"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Lancashire","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Merseyside","80","80","21040","21010"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Northumberland and Tyne and Wear","120","110","20780","21010"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Outer London - South","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Shropshire and Staffordshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Tees Valley and Durham","60","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","West Central Scotland","80","80","20340","20760"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","West Midlands","90","90","20420","19930"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","West Wales and The Valleys","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","West Yorkshire","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","East Wales","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Eastern Scotland","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Gloucestershire, Wiltshire and Bath/Bristol area","100","100","24690","25660"
"Leaver Dept.","2021","Declared non-disabled","EO","Greater Manchester","90","90","26460","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Inner London - East","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Inner London - West","330","310","28220","27760"
"Leaver Dept.","2021","Declared non-disabled","EO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Merseyside","90","80","25370","24890"
"Leaver Dept.","2021","Declared non-disabled","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Northumberland and Tyne and Wear","80","80","26440","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Outer London - South","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Outer London - West and North West","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","South Yorkshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","West Central Scotland","70","70","26570","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","West Midlands","80","80","25290","25190"
"Leaver Dept.","2021","Declared non-disabled","EO","West Wales and The Valleys","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","EO","West Yorkshire","60","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","80","70","54600","54420"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Inner London - East","90","90","59460","58260"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Inner London - West","820","770","57790","55650"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Outer London - South","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Inner London - West","170","160","87680","78070"
"Leaver Dept.","2021","Declared non-disabled","SCS","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","East Wales","60","60","35430","35790"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","220","220","33020","32710"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Greater Manchester","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Inner London - East","120","120","38900","37580"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Inner London - West","1100","1020","36570","35070"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Merseyside","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Northumberland and Tyne and Wear","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Outer London - South","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","South Yorkshire","50","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","Unknown","170","170","32870","32000"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","West Central Scotland","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","West Midlands","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","West Wales and The Valleys","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","West Yorkshire","60","60","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","West Midlands","[c]","[c]","[c]","[c]"
