"Status","Year","Responsibility_level","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Berkshire","Department for Environment, Food and Rural Affairs","80","70","21100","21050"
"In post","2021","AA/AO","Berkshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Berkshire","Department for Work and Pensions","80","60","24110","24180"
"In post","2021","AA/AO","Berkshire","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2021","AA/AO","Berkshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Berkshire","Ministry of Defence","660","650","30000","27680"
"In post","2021","AA/AO","Berkshire","Ministry of Justice","70","60","21100","22080"
"In post","2021","AA/AO","Berkshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bexley and Greenwich","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bexley and Greenwich","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bexley and Greenwich","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","AA/AO","Bexley and Greenwich","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bexley and Greenwich","Ministry of Defence","40","30","[c]","[c]"
"In post","2021","AA/AO","Bexley and Greenwich","Ministry of Justice","780","750","28960","30060"
"In post","2021","AA/AO","Birmingham","Attorney General's Departments","110","100","21760","21950"
"In post","2021","AA/AO","Birmingham","Department for Business, Energy and Industrial Strategy","170","160","20570","20880"
"In post","2021","AA/AO","Birmingham","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Birmingham","Department for Work and Pensions","550","460","20620","21010"
"In post","2021","AA/AO","Birmingham","Department of Health and Social Care","80","80","20310","19630"
"In post","2021","AA/AO","Birmingham","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Birmingham","HM Revenue and Customs","770","700","20470","20140"
"In post","2021","AA/AO","Birmingham","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Birmingham","Ministry of Defence","90","80","20360","20920"
"In post","2021","AA/AO","Birmingham","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Birmingham","Ministry of Justice","1720","1580","21370","19930"
"In post","2021","AA/AO","Birmingham","National Crime Agency","30","30","[c]","[c]"
"In post","2021","AA/AO","Birmingham","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Birmingham","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Birmingham","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackburn with Darwen","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackburn with Darwen","Department for Work and Pensions","110","90","20880","21010"
"In post","2021","AA/AO","Blackburn with Darwen","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackburn with Darwen","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","AA/AO","Blackpool","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackpool","Department for Work and Pensions","1710","1540","20870","21010"
"In post","2021","AA/AO","Blackpool","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Blackpool","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bournemouth and Poole","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bournemouth and Poole","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","AA/AO","Bournemouth and Poole","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bournemouth and Poole","Ministry of Defence","70","70","20580","20520"
"In post","2021","AA/AO","Bournemouth and Poole","Ministry of Justice","80","70","19020","19570"
"In post","2021","AA/AO","Bradford","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bradford","Department for Work and Pensions","350","300","20730","21010"
"In post","2021","AA/AO","Bradford","HM Revenue and Customs","830","700","20560","20140"
"In post","2021","AA/AO","Bradford","Ministry of Justice","140","120","18960","18890"
"In post","2021","AA/AO","Breckland and South Norfolk","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Breckland and South Norfolk","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Breckland and South Norfolk","Ministry of Justice","290","270","24400","23970"
"In post","2021","AA/AO","Brent","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","AA/AO","Brent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brent","Ministry of Justice","100","90","22730","23500"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","Department for Work and Pensions","180","160","20950","21010"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","Ministry of Justice","80","70","19410","19570"
"In post","2021","AA/AO","Bridgend and Neath Port Talbot","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Brighton and Hove","Ministry of Justice","90","80","19380","19930"
"In post","2021","AA/AO","Bristol, City of","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bristol, City of","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bristol, City of","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bristol, City of","Department for Environment, Food and Rural Affairs","60","50","21150","21050"
"In post","2021","AA/AO","Bristol, City of","Department for Transport","70","60","21750","21590"
"In post","2021","AA/AO","Bristol, City of","Department for Work and Pensions","260","220","20920","21010"
"In post","2021","AA/AO","Bristol, City of","Department of Health and Social Care","80","70","20600","19630"
"In post","2021","AA/AO","Bristol, City of","HM Revenue and Customs","150","140","20690","20140"
"In post","2021","AA/AO","Bristol, City of","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","AA/AO","Bristol, City of","Ministry of Housing, Communities and Local Government","160","150","21550","21270"
"In post","2021","AA/AO","Bristol, City of","Ministry of Justice","450","420","22430","21180"
"In post","2021","AA/AO","Bristol, City of","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","AA/AO","Bristol, City of","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Bromley","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2021","AA/AO","Bromley","Ministry of Justice","110","90","21550","21310"
"In post","2021","AA/AO","Buckinghamshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Buckinghamshire CC","Ministry of Defence","180","170","22060","22920"
"In post","2021","AA/AO","Buckinghamshire CC","Ministry of Justice","360","350","27090","27850"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Caithness and Sutherland and Ross and Cromarty","Scottish Government","60","50","23300","22920"
"In post","2021","AA/AO","Calderdale and Kirklees","Department for Work and Pensions","120","100","20800","21010"
"In post","2021","AA/AO","Calderdale and Kirklees","HM Revenue and Customs","70","60","20880","21100"
"In post","2021","AA/AO","Calderdale and Kirklees","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Calderdale and Kirklees","Ministry of Justice","40","30","[c]","[c]"
"In post","2021","AA/AO","Cambridgeshire CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cambridgeshire CC","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cambridgeshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cambridgeshire CC","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cambridgeshire CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cambridgeshire CC","Department of Health and Social Care","60","50","21570","21570"
"In post","2021","AA/AO","Cambridgeshire CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cambridgeshire CC","Ministry of Defence","160","160","22800","21130"
"In post","2021","AA/AO","Cambridgeshire CC","Ministry of Justice","850","790","26350","27920"
"In post","2021","AA/AO","Cambridgeshire CC","Office for Standards in Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Camden and City of London","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Camden and City of London","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Camden and City of London","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Camden and City of London","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Camden and City of London","HM Revenue and Customs","110","100","25110","25630"
"In post","2021","AA/AO","Camden and City of London","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Camden and City of London","Home Office","30","30","[c]","[c]"
"In post","2021","AA/AO","Camden and City of London","Ministry of Defence","70","70","29410","25790"
"In post","2021","AA/AO","Camden and City of London","Ministry of Justice","620","580","22610","22680"
"In post","2021","AA/AO","Camden and City of London","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Camden and City of London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Attorney General's Departments","50","50","21840","21950"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Department for Business, Energy and Industrial Strategy","440","380","21620","22490"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Department for Work and Pensions","250","220","21030","21010"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","HM Revenue and Customs","1480","1310","20480","20140"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Home Office","40","40","[c]","[c]"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Ministry of Defence","130","130","20730","20920"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Ministry of Justice","520","480","22260","20600"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cardiff and Vale of Glamorgan","Welsh Government","400","370","23330","23830"
"In post","2021","AA/AO","Causeway Coast and Glens","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Causeway Coast and Glens","Ministry of Defence","70","70","20410","20310"
"In post","2021","AA/AO","Central Bedfordshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Bedfordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Bedfordshire","Ministry of Defence","130","130","20390","20920"
"In post","2021","AA/AO","Central Hampshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Hampshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Hampshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Hampshire","Ministry of Defence","510","500","21150","20920"
"In post","2021","AA/AO","Central Hampshire","Ministry of Justice","280","270","27110","29440"
"In post","2021","AA/AO","Central Valleys","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Valleys","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Valleys","Department for Work and Pensions","180","160","20780","21010"
"In post","2021","AA/AO","Central Valleys","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Central Valleys","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","AA/AO","Central Valleys","Welsh Government","130","120","23510","23830"
"In post","2021","AA/AO","Cheshire East","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2021","AA/AO","Cheshire East","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire East","Ministry of Justice","220","200","24800","23970"
"In post","2021","AA/AO","Cheshire West and Chester","Department for Work and Pensions","120","110","21010","21010"
"In post","2021","AA/AO","Cheshire West and Chester","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cheshire West and Chester","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","AA/AO","Chorley and West Lancashire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chorley and West Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chorley and West Lancashire","Ministry of Justice","710","660","25630","25340"
"In post","2021","AA/AO","Chorley and West Lancashire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Department for Business, Energy and Industrial Strategy","70","70","20940","20880"
"In post","2021","AA/AO","City of Edinburgh","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","HM Revenue and Customs","890","840","20330","20140"
"In post","2021","AA/AO","City of Edinburgh","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Ministry of Defence","120","120","20440","20920"
"In post","2021","AA/AO","City of Edinburgh","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","City of Edinburgh","Scottish Government","1980","1880","23210","22820"
"In post","2021","AA/AO","City of Edinburgh","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Clackmannanshire and Fife","Department for Work and Pensions","130","110","20710","21010"
"In post","2021","AA/AO","Clackmannanshire and Fife","Ministry of Defence","130","130","22590","20920"
"In post","2021","AA/AO","Clackmannanshire and Fife","Scottish Government","220","200","23170","22430"
"In post","2021","AA/AO","Conwy and Denbighshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Conwy and Denbighshire","Welsh Government","70","60","23530","23830"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Department for Work and Pensions","330","280","20880","21010"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Ministry of Defence","290","270","20760","20920"
"In post","2021","AA/AO","Cornwall and Isles of Scilly","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","AA/AO","Coventry","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","Department for Work and Pensions","140","110","20890","21010"
"In post","2021","AA/AO","Coventry","HM Land Registry","70","70","22350","22350"
"In post","2021","AA/AO","Coventry","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","Ministry of Justice","40","30","[c]","[c]"
"In post","2021","AA/AO","Coventry","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Coventry","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Croydon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Croydon","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","AA/AO","Croydon","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","AA/AO","Croydon","HM Land Registry","70","70","25820","25850"
"In post","2021","AA/AO","Croydon","HM Revenue and Customs","380","350","24670","24120"
"In post","2021","AA/AO","Croydon","Home Office","940","830","24920","25630"
"In post","2021","AA/AO","Croydon","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Croydon","Ministry of Justice","250","230","22470","22080"
"In post","2021","AA/AO","Darlington","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Darlington","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","AA/AO","Derby","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derby","Department for Work and Pensions","350","290","20810","21010"
"In post","2021","AA/AO","Derby","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","AA/AO","Derby","Ministry of Justice","90","80","19090","19570"
"In post","2021","AA/AO","Derry City and Strabane","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Derry City and Strabane","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Department for Business, Energy and Industrial Strategy","120","110","22120","21080"
"In post","2021","AA/AO","Devon CC","Department for Environment, Food and Rural Affairs","200","180","21060","21050"
"In post","2021","AA/AO","Devon CC","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Department for Work and Pensions","640","510","20820","21010"
"In post","2021","AA/AO","Devon CC","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Devon CC","Ministry of Defence","240","220","20080","19560"
"In post","2021","AA/AO","Devon CC","Ministry of Justice","730","670","24480","23380"
"In post","2021","AA/AO","Devon CC","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","HM Land Registry","100","100","22350","22350"
"In post","2021","AA/AO","Dorset CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dorset CC","Ministry of Defence","210","200","20750","20920"
"In post","2021","AA/AO","Dorset CC","Ministry of Justice","640","610","25290","24920"
"In post","2021","AA/AO","Dorset CC","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dudley","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dudley","Department for Work and Pensions","450","370","20790","21010"
"In post","2021","AA/AO","Dudley","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2021","AA/AO","Dudley","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dudley","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Dumfries and Galloway","Scottish Government","220","200","24170","22920"
"In post","2021","AA/AO","Durham CC","Department for Work and Pensions","430","360","20870","21010"
"In post","2021","AA/AO","Durham CC","HM Land Registry","260","250","22350","22350"
"In post","2021","AA/AO","Durham CC","HM Revenue and Customs","570","510","20670","20660"
"In post","2021","AA/AO","Durham CC","Home Office","610","480","21060","21430"
"In post","2021","AA/AO","Durham CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Durham CC","Ministry of Justice","1460","1330","25980","25400"
"In post","2021","AA/AO","Ealing","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2021","AA/AO","Ealing","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Ealing","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Department for Work and Pensions","170","140","20690","21010"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Ministry of Defence","40","30","[c]","[c]"
"In post","2021","AA/AO","East Ayrshire and North Ayrshire mainland","Scottish Government","80","70","21970","22230"
"In post","2021","AA/AO","East Cumbria","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Department for Environment, Food and Rural Affairs","240","210","21060","21050"
"In post","2021","AA/AO","East Cumbria","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","East Cumbria","Ministry of Defence","50","50","24180","20060"
"In post","2021","AA/AO","East Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
