"Status","Year","Region_ITL1","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","2150","1870","38040","33840"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","65+","700","560","34770","30220"
"In post","2022","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","16-19","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","20-29","800","800","29380","28980"
"In post","2022","Unknown","Unknown","30-39","670","650","36750","32700"
"In post","2022","Unknown","Unknown","40-49","660","640","39170","33570"
"In post","2022","Unknown","Unknown","50-59","870","840","39420","34290"
"In post","2022","Unknown","Unknown","60-64","230","210","37480","33570"
"In post","2022","Unknown","Unknown","65+","50","50","33920","30780"
"In post","2022","Wales","East Wales","16-19","50","50","21020","21250"
"In post","2022","Wales","East Wales","20-29","3530","3480","27530","26410"
"In post","2022","Wales","East Wales","30-39","5240","5010","33450","30710"
"In post","2022","Wales","East Wales","40-49","4820","4550","37670","33370"
"In post","2022","Wales","East Wales","50-59","5280","4980","35830","30660"
"In post","2022","Wales","East Wales","60-64","1440","1190","32190","27570"
"In post","2022","Wales","East Wales","65+","490","360","33250","27570"
"In post","2022","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","West Wales and The Valleys","16-19","90","70","19770","18310"
"In post","2022","Wales","West Wales and The Valleys","20-29","1980","1920","24310","22600"
"In post","2022","Wales","West Wales and The Valleys","30-39","3970","3670","27620","26130"
"In post","2022","Wales","West Wales and The Valleys","40-49","4320","4000","30830","27570"
"In post","2022","Wales","West Wales and The Valleys","50-59","4650","4300","31370","27570"
"In post","2022","Wales","West Wales and The Valleys","60-64","1570","1200","29010","26670"
"In post","2022","Wales","West Wales and The Valleys","65+","470","330","27840","22600"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20-29","530","520","24720","24260"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","30-39","770","720","27830","26350"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","40-49","970","910","31510","27570"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","50-59","1410","1330","30140","27570"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","60-64","380","320","28790","26670"
"In post","2022","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","65+","140","110","27490","26510"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","20-29","1190","1170","25710","24920"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","30-39","1620","1540","29990","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","40-49","1970","1860","33210","28200"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","50-59","2970","2790","32790","28200"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","60-64","900","740","30240","27570"
"In post","2022","West Midlands (England)","Shropshire and Staffordshire","65+","260","200","30380","27570"
"In post","2022","West Midlands (England)","West Midlands","16-19","50","50","22280","21260"
"In post","2022","West Midlands (England)","West Midlands","20-29","3370","3310","27020","26130"
"In post","2022","West Midlands (England)","West Midlands","30-39","4690","4430","31060","27570"
"In post","2022","West Midlands (England)","West Midlands","40-49","4710","4370","34070","28200"
"In post","2022","West Midlands (England)","West Midlands","50-59","5320","4920","32610","27570"
"In post","2022","West Midlands (England)","West Midlands","60-64","1540","1270","30330","27570"
"In post","2022","West Midlands (England)","West Midlands","65+","400","290","29100","27000"
"In post","2022","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","20-29","710","690","24460","24090"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","30-39","890","820","28110","26880"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","40-49","1030","960","29550","27570"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","50-59","1740","1600","29720","27570"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","60-64","470","370","28770","27570"
"In post","2022","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","65+","110","80","27640","27130"
"In post","2022","Yorkshire and The Humber","North Yorkshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","North Yorkshire","20-29","600","600","27070","26370"
"In post","2022","Yorkshire and The Humber","North Yorkshire","30-39","800","760","33360","31540"
"In post","2022","Yorkshire and The Humber","North Yorkshire","40-49","1090","1040","36280","33000"
"In post","2022","Yorkshire and The Humber","North Yorkshire","50-59","1570","1490","33780","29360"
"In post","2022","Yorkshire and The Humber","North Yorkshire","60-64","460","410","29990","26700"
"In post","2022","Yorkshire and The Humber","North Yorkshire","65+","140","110","28500","25060"
"In post","2022","Yorkshire and The Humber","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","South Yorkshire","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","South Yorkshire","20-29","1490","1460","27340","25000"
"In post","2022","Yorkshire and The Humber","South Yorkshire","30-39","2460","2300","32350","28340"
"In post","2022","Yorkshire and The Humber","South Yorkshire","40-49","2550","2340","34810","30820"
"In post","2022","Yorkshire and The Humber","South Yorkshire","50-59","3010","2770","33410","28200"
"In post","2022","Yorkshire and The Humber","South Yorkshire","60-64","750","570","29130","27570"
"In post","2022","Yorkshire and The Humber","South Yorkshire","65+","210","150","27630","26000"
"In post","2022","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","West Yorkshire","16-19","70","70","22160","21250"
"In post","2022","Yorkshire and The Humber","West Yorkshire","20-29","3840","3770","27730","26610"
"In post","2022","Yorkshire and The Humber","West Yorkshire","30-39","4260","4020","32460","27680"
"In post","2022","Yorkshire and The Humber","West Yorkshire","40-49","4420","4110","35280","31650"
"In post","2022","Yorkshire and The Humber","West Yorkshire","50-59","5020","4690","35090","30780"
"In post","2022","Yorkshire and The Humber","West Yorkshire","60-64","1260","980","30980","27570"
"In post","2022","Yorkshire and The Humber","West Yorkshire","65+","290","210","30300","27570"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","20-29","130","120","21680","21010"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","30-39","90","80","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","40-49","100","90","29340","27350"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","50-59","140","120","30270","26890"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","60-64","100","80","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","65+","90","60","24200","21010"
"Leaver CS","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","20-29","110","110","22490","19950"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","30-39","80","80","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","40-49","100","80","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","50-59","170","160","26760","26380"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","60-64","100","80","27340","26500"
"Leaver CS","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","65+","80","60","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","20-29","30","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","30-39","40","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","40-49","40","40","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","50-59","120","110","29490","29930"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","60-64","60","50","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Lincolnshire","65+","40","30","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","20-29","70","70","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","30-39","60","60","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","40-49","50","50","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","50-59","150","140","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","60-64","80","70","[c]","[c]"
"Leaver CS","2021","East of England","Bedfordshire and Hertfordshire","65+","50","40","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","East Anglia","20-29","150","150","22910","21090"
"Leaver CS","2021","East of England","East Anglia","30-39","140","120","27930","27570"
"Leaver CS","2021","East of England","East Anglia","40-49","130","120","30640","27570"
"Leaver CS","2021","East of England","East Anglia","50-59","260","240","33450","27570"
"Leaver CS","2021","East of England","East Anglia","60-64","160","130","35280","28910"
"Leaver CS","2021","East of England","East Anglia","65+","150","110","29900","26160"
"Leaver CS","2021","East of England","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Essex","20-29","50","40","[c]","[c]"
"Leaver CS","2021","East of England","Essex","30-39","60","50","[c]","[c]"
"Leaver CS","2021","East of England","Essex","40-49","50","40","[c]","[c]"
"Leaver CS","2021","East of England","Essex","50-59","80","70","33480","29290"
"Leaver CS","2021","East of England","Essex","60-64","70","60","[c]","[c]"
"Leaver CS","2021","East of England","Essex","65+","40","30","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - East","20-29","280","270","30600","27520"
"Leaver CS","2021","London","Inner London - East","30-39","240","230","42620","39880"
"Leaver CS","2021","London","Inner London - East","40-49","140","130","47770","41190"
"Leaver CS","2021","London","Inner London - East","50-59","180","170","50060","40980"
"Leaver CS","2021","London","Inner London - East","60-64","100","90","50230","40170"
"Leaver CS","2021","London","Inner London - East","65+","80","60","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Inner London - West","20-29","970","900","29440","27500"
"Leaver CS","2021","London","Inner London - West","30-39","590","540","46560","49280"
"Leaver CS","2021","London","Inner London - West","40-49","370","340","56180","54910"
"Leaver CS","2021","London","Inner London - West","50-59","520","470","56340","53550"
"Leaver CS","2021","London","Inner London - West","60-64","350","300","54180","49200"
"Leaver CS","2021","London","Inner London - West","65+","220","170","43730","36390"
"Leaver CS","2021","London","Inner London - West","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","20-29","50","50","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","30-39","40","40","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","40-49","40","30","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","50-59","50","40","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","60-64","30","30","[c]","[c]"
"Leaver CS","2021","London","Outer London - East and North East","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","20-29","90","90","28160","27760"
"Leaver CS","2021","London","Outer London - South","30-39","60","60","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","40-49","50","50","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","50-59","90","80","42550","34250"
"Leaver CS","2021","London","Outer London - South","60-64","70","60","[c]","[c]"
"Leaver CS","2021","London","Outer London - South","65+","70","50","30070","25780"
"Leaver CS","2021","London","Outer London - West and North West","20-29","120","110","26530","26000"
"Leaver CS","2021","London","Outer London - West and North West","30-39","100","90","34210","31060"
"Leaver CS","2021","London","Outer London - West and North West","40-49","70","60","34830","31060"
"Leaver CS","2021","London","Outer London - West and North West","50-59","110","100","38770","31060"
"Leaver CS","2021","London","Outer London - West and North West","60-64","80","60","37840","31680"
"Leaver CS","2021","London","Outer London - West and North West","65+","90","60","30750","29280"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","20-29","160","150","22440","21010"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","30-39","120","110","24020","21010"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","40-49","100","90","29130","24250"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","50-59","210","180","28390","26120"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","60-64","260","190","30420","26380"
"Leaver CS","2021","North East (England)","Northumberland and Tyne and Wear","65+","210","140","23860","21010"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","20-29","90","80","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","30-39","70","60","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","40-49","90","80","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","50-59","170","140","30320","26600"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","60-64","120","90","[c]","[c]"
"Leaver CS","2021","North East (England)","Tees Valley and Durham","65+","80","50","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","20-29","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","50-59","50","50","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","60-64","40","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Cheshire","65+","30","20","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","50-59","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Cumbria","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Greater Manchester","20-29","190","190","24770","23530"
"Leaver CS","2021","North West (England)","Greater Manchester","30-39","150","140","28680","27570"
"Leaver CS","2021","North West (England)","Greater Manchester","40-49","100","90","29870","27230"
"Leaver CS","2021","North West (England)","Greater Manchester","50-59","210","190","33820","27370"
"Leaver CS","2021","North West (England)","Greater Manchester","60-64","170","140","34020","27570"
"Leaver CS","2021","North West (England)","Greater Manchester","65+","140","100","27430","21350"
"Leaver CS","2021","North West (England)","Lancashire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","20-29","100","100","22120","21010"
"Leaver CS","2021","North West (England)","Lancashire","30-39","70","60","[c]","[c]"
"Leaver CS","2021","North West (England)","Lancashire","40-49","90","80","25320","21010"
"Leaver CS","2021","North West (England)","Lancashire","50-59","190","170","28240","26890"
"Leaver CS","2021","North West (England)","Lancashire","60-64","150","120","28400","26930"
"Leaver CS","2021","North West (England)","Lancashire","65+","120","80","25170","21010"
"Leaver CS","2021","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","20-29","140","130","22240","21430"
"Leaver CS","2021","North West (England)","Merseyside","30-39","80","70","25090","22720"
"Leaver CS","2021","North West (England)","Merseyside","40-49","70","60","[c]","[c]"
"Leaver CS","2021","North West (England)","Merseyside","50-59","180","160","32770","27360"
"Leaver CS","2021","North West (England)","Merseyside","60-64","150","110","30850","27240"
"Leaver CS","2021","North West (England)","Merseyside","65+","160","110","25230","21430"
"Leaver CS","2021","Northern Ireland","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","40-49","30","30","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","50-59","70","60","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","60-64","40","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","40-49","40","30","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","50-59","30","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Overseas","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Eastern Scotland","20-29","140","130","24460","22820"
"Leaver CS","2021","Scotland","Eastern Scotland","30-39","190","160","31850","28870"
"Leaver CS","2021","Scotland","Eastern Scotland","40-49","150","130","35880","30540"
"Leaver CS","2021","Scotland","Eastern Scotland","50-59","260","240","38000","33650"
"Leaver CS","2021","Scotland","Eastern Scotland","60-64","220","190","39590","33650"
"Leaver CS","2021","Scotland","Eastern Scotland","65+","140","110","32710","27570"
"Leaver CS","2021","Scotland","Highlands and Islands","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Highlands and Islands","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","North Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","North Eastern Scotland","50-59","60","50","[c]","[c]"
"Leaver CS","2021","Scotland","North Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","North Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","30-39","40","30","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","50-59","60","50","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","60-64","60","50","[c]","[c]"
"Leaver CS","2021","Scotland","Southern Scotland","65+","50","40","[c]","[c]"
"Leaver CS","2021","Scotland","West Central Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","West Central Scotland","20-29","100","90","24020","21850"
"Leaver CS","2021","Scotland","West Central Scotland","30-39","90","80","29160","26180"
"Leaver CS","2021","Scotland","West Central Scotland","40-49","90","70","28650","25200"
"Leaver CS","2021","Scotland","West Central Scotland","50-59","160","140","33910","33020"
"Leaver CS","2021","Scotland","West Central Scotland","60-64","150","120","34380","28220"
"Leaver CS","2021","Scotland","West Central Scotland","65+","130","90","27910","22230"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","20-29","150","150","22580","21100"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30-39","110","100","32900","29290"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","40-49","90","90","34780","29290"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","50-59","150","140","35250","29930"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","60-64","110","100","34470","30630"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","65+","90","70","30200","26780"
"Leaver CS","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","20-29","150","140","23290","20920"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","30-39","110","100","31370","29540"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","40-49","100","90","32920","28650"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","50-59","170","160","31300","27570"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","60-64","170","140","31690","27570"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","65+","160","120","28690","22660"
"Leaver CS","2021","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","20-29","100","100","20750","17710"
"Leaver CS","2021","South East (England)","Kent","30-39","80","80","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","40-49","80","70","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","50-59","150","130","29650","27240"
"Leaver CS","2021","South East (England)","Kent","60-64","80","70","[c]","[c]"
"Leaver CS","2021","South East (England)","Kent","65+","60","40","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","20-29","100","100","24830","24270"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","30-39","90","80","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","40-49","80","70","[c]","[c]"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","50-59","100","90","32730","27720"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","60-64","80","70","34900","28260"
"Leaver CS","2021","South East (England)","Surrey, East and West Sussex","65+","90","70","27290","24500"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon","20-29","100","100","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon","30-39","80","70","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon","40-49","80","70","[c]","[c]"
"Leaver CS","2021","South West (England)","Devon","50-59","160","150","29670","26670"
"Leaver CS","2021","South West (England)","Devon","60-64","90","80","26670","21830"
"Leaver CS","2021","South West (England)","Devon","65+","100","70","25940","22220"
"Leaver CS","2021","South West (England)","Dorset and Somerset","20-29","60","60","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset and Somerset","30-39","40","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset and Somerset","40-49","40","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Dorset and Somerset","50-59","70","70","28930","26930"
"Leaver CS","2021","South West (England)","Dorset and Somerset","60-64","70","60","33860","33840"
"Leaver CS","2021","South West (England)","Dorset and Somerset","65+","60","50","29050","27070"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","350","340","24340","22420"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","210","200","33200","31500"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","140","130","39200","33300"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","280","260","39660","36810"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","240","200","42170","38750"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","65+","180","150","34160","31640"
"Leaver CS","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","20-29","200","200","28450","28000"
"Leaver CS","2021","Unknown","Unknown","30-39","130","130","39400","32000"
"Leaver CS","2021","Unknown","Unknown","40-49","90","90","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","50-59","150","140","54550","39180"
"Leaver CS","2021","Unknown","Unknown","60-64","80","80","42080","36580"
"Leaver CS","2021","Unknown","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","East Wales","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","East Wales","20-29","240","230","23060","21010"
"Leaver CS","2021","Wales","East Wales","30-39","170","160","32960","29200"
"Leaver CS","2021","Wales","East Wales","40-49","110","100","[c]","[c]"
"Leaver CS","2021","Wales","East Wales","50-59","320","270","34590","27570"
"Leaver CS","2021","Wales","East Wales","60-64","200","160","40250","29200"
"Leaver CS","2021","Wales","East Wales","65+","140","100","31810","25490"
"Leaver CS","2021","Wales","East Wales","Unknown","[c]","[c]","[c]","[c]"
