"Status","Year","Sex","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","G6/G7","Unknown","4130","4060","59230","56970"
"In post","2021","Male","G6/G7","White","23380","22890","59360","57530"
"In post","2021","Male","SCS","Asian","150","140","92470","89810"
"In post","2021","Male","SCS","Black","40","40","[c]","[c]"
"In post","2021","Male","SCS","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","SCS","Mixed","70","70","84890","78420"
"In post","2021","Male","SCS","Other ethnicity","40","30","[c]","[c]"
"In post","2021","Male","SCS","Undeclared","120","120","90720","84580"
"In post","2021","Male","SCS","Unknown","610","600","93080","80920"
"In post","2021","Male","SCS","White","2850","2800","92610","83860"
"In post","2021","Male","SEO/HEO","Asian","3520","3450","37220","36160"
"In post","2021","Male","SEO/HEO","Black","1460","1440","37760","36620"
"In post","2021","Male","SEO/HEO","Chinese","170","170","37280","36160"
"In post","2021","Male","SEO/HEO","Mixed","1010","990","37290","36650"
"In post","2021","Male","SEO/HEO","Other ethnicity","330","320","38480","37450"
"In post","2021","Male","SEO/HEO","Undeclared","3910","3790","37750","37320"
"In post","2021","Male","SEO/HEO","Unknown","8450","8290","36120","35050"
"In post","2021","Male","SEO/HEO","White","44220","43140","37500","36740"
"In post","2021","Male","Unknown","Asian","200","190","31070","30210"
"In post","2021","Male","Unknown","Black","220","210","30820","28200"
"In post","2021","Male","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Mixed","100","100","31670","30210"
"In post","2021","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Male","Unknown","Undeclared","300","290","38320","37170"
"In post","2021","Male","Unknown","Unknown","2100","2070","36560","33570"
"In post","2021","Male","Unknown","White","3310","3220","35960","34320"
"In post","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","EO","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","G6/G7","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SCS","White","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","SEO/HEO","White","[c]","[c]","[c]","[c]"
"In post","2022","Female","AA/AO","Asian","4870","4060","22520","21410"
"In post","2022","Female","AA/AO","Black","2500","2260","23800","23720"
"In post","2022","Female","AA/AO","Mixed","1160","1030","22880","21430"
"In post","2022","Female","AA/AO","Other ethnicity","290","250","23100","22080"
"In post","2022","Female","AA/AO","Undeclared","2210","1840","22190","21300"
"In post","2022","Female","AA/AO","Unknown","12080","10790","22320","21300"
"In post","2022","Female","AA/AO","White","54440","46530","22140","21260"
"In post","2022","Female","EO","Asian","6110","5530","28450","27570"
"In post","2022","Female","EO","Black","3820","3610","29280","29290"
"In post","2022","Female","EO","Mixed","1440","1340","28170","27570"
"In post","2022","Female","EO","Other ethnicity","430","400","28780","28310"
"In post","2022","Female","EO","Undeclared","2570","2280","28320","27570"
"In post","2022","Female","EO","Unknown","8030","7520","27770","27270"
"In post","2022","Female","EO","White","52480","46920","27540","27570"
"In post","2022","Female","G6/G7","Asian","2060","1990","58330","56140"
"In post","2022","Female","G6/G7","Black","930","910","57610","55210"
"In post","2022","Female","G6/G7","Mixed","810","770","58200","56370"
"In post","2022","Female","G6/G7","Other ethnicity","210","200","59220","57460"
"In post","2022","Female","G6/G7","Undeclared","920","880","59030","57150"
"In post","2022","Female","G6/G7","Unknown","4410","4230","59020","56860"
"In post","2022","Female","G6/G7","White","24590","23240","58570","56130"
"In post","2022","Female","SCS","Asian","180","170","91070","83230"
"In post","2022","Female","SCS","Black","60","60","88810","79140"
"In post","2022","Female","SCS","Mixed","80","70","82740","78530"
"In post","2022","Female","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Female","SCS","Undeclared","70","70","86020","80000"
"In post","2022","Female","SCS","Unknown","440","430","92250","83230"
"In post","2022","Female","SCS","White","2560","2440","87550","80000"
"In post","2022","Female","SEO/HEO","Asian","4920","4750","37100","36520"
"In post","2022","Female","SEO/HEO","Black","2780","2730","37500","36980"
"In post","2022","Female","SEO/HEO","Mixed","1490","1440","36760","35880"
"In post","2022","Female","SEO/HEO","Other ethnicity","410","390","37720","37100"
"In post","2022","Female","SEO/HEO","Undeclared","2220","2080","37320","36750"
"In post","2022","Female","SEO/HEO","Unknown","8850","8540","35850","34340"
"In post","2022","Female","SEO/HEO","White","52200","49180","36770","35950"
"In post","2022","Female","Unknown","Asian","570","530","29190","27980"
"In post","2022","Female","Unknown","Black","840","800","31520","28690"
"In post","2022","Female","Unknown","Mixed","420","390","30650","28690"
"In post","2022","Female","Unknown","Other ethnicity","70","70","30930","28690"
"In post","2022","Female","Unknown","Undeclared","290","260","31630","31420"
"In post","2022","Female","Unknown","Unknown","2810","2540","28340","26310"
"In post","2022","Female","Unknown","White","10440","9640","30500","28200"
"In post","2022","Male","AA/AO","Asian","3640","3460","22850","21260"
"In post","2022","Male","AA/AO","Black","1650","1590","25720","24310"
"In post","2022","Male","AA/AO","Mixed","860","830","24420","22570"
"In post","2022","Male","AA/AO","Other ethnicity","270","270","24970","23350"
"In post","2022","Male","AA/AO","Undeclared","2430","2300","23750","21680"
"In post","2022","Male","AA/AO","Unknown","10720","10360","23390","21640"
"In post","2022","Male","AA/AO","White","40050","38230","23880","21680"
"In post","2022","Male","EO","Asian","4710","4610","28210","27570"
"In post","2022","Male","EO","Black","1850","1810","29250","29080"
"In post","2022","Male","EO","Mixed","880","860","28450","27570"
"In post","2022","Male","EO","Other ethnicity","290","290","28490","27570"
"In post","2022","Male","EO","Undeclared","3040","2880","28780","27570"
"In post","2022","Male","EO","Unknown","7910","7690","28260","27230"
"In post","2022","Male","EO","White","37710","36260","28180","27570"
"In post","2022","Male","G6/G7","Asian","1770","1740","59430","57460"
"In post","2022","Male","G6/G7","Black","550","550","58740","56800"
"In post","2022","Male","G6/G7","Mixed","670","660","58860","57010"
"In post","2022","Male","G6/G7","Other ethnicity","230","220","59870","57310"
"In post","2022","Male","G6/G7","Undeclared","1970","1930","59490","57610"
"In post","2022","Male","G6/G7","Unknown","4690","4630","60070","57510"
"In post","2022","Male","G6/G7","White","25630","25100","59570","57480"
"In post","2022","Male","SCS","Asian","150","150","92080","86480"
"In post","2022","Male","SCS","Black","40","40","[c]","[c]"
"In post","2022","Male","SCS","Mixed","70","70","87110","79620"
"In post","2022","Male","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Undeclared","130","130","88340","80870"
"In post","2022","Male","SCS","Unknown","490","480","99380","93000"
"In post","2022","Male","SCS","White","2890","2840","92310","83800"
"In post","2022","Male","SEO/HEO","Asian","4400","4330","37540","36650"
"In post","2022","Male","SEO/HEO","Black","1720","1700","38050","37510"
"In post","2022","Male","SEO/HEO","Mixed","1170","1150","37660","37000"
"In post","2022","Male","SEO/HEO","Other ethnicity","360","360","38550","37560"
"In post","2022","Male","SEO/HEO","Undeclared","4030","3900","38210","37610"
"In post","2022","Male","SEO/HEO","Unknown","9280","9120","36540","35290"
"In post","2022","Male","SEO/HEO","White","47700","46600","37810","37100"
"In post","2022","Male","Unknown","Asian","270","260","31540","28200"
"In post","2022","Male","Unknown","Black","360","350","31810","28690"
"In post","2022","Male","Unknown","Mixed","140","140","31430","28200"
"In post","2022","Male","Unknown","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Male","Unknown","Undeclared","310","300","36860","35930"
"In post","2022","Male","Unknown","Unknown","2770","2670","34570","32550"
"In post","2022","Male","Unknown","White","4130","3990","34770","31950"
"In post","2022","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Asian","320","270","21690","21010"
"Leaver CS","2021","Female","AA/AO","Black","150","140","22630","22680"
"Leaver CS","2021","Female","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Mixed","100","90","21310","21010"
"Leaver CS","2021","Female","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Undeclared","270","210","20620","20180"
"Leaver CS","2021","Female","AA/AO","Unknown","1490","1310","20960","21010"
"Leaver CS","2021","Female","AA/AO","White","4260","3420","20820","21010"
"Leaver CS","2021","Female","EO","Asian","170","140","27770","27570"
"Leaver CS","2021","Female","EO","Black","80","70","28270","28050"
"Leaver CS","2021","Female","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Mixed","50","50","[c]","[c]"
"Leaver CS","2021","Female","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Undeclared","150","120","27590","27150"
"Leaver CS","2021","Female","EO","Unknown","720","630","27020","27570"
"Leaver CS","2021","Female","EO","White","2160","1750","27020","27570"
"Leaver CS","2021","Female","G6/G7","Asian","50","40","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Unknown","240","200","61360","58740"
"Leaver CS","2021","Female","G6/G7","White","730","640","60010","57380"
"Leaver CS","2021","Female","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","SCS","White","130","110","92860","87630"
"Leaver CS","2021","Female","SEO/HEO","Asian","110","100","36740","36340"
"Leaver CS","2021","Female","SEO/HEO","Black","70","60","37150","35750"
"Leaver CS","2021","Female","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Mixed","40","30","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Undeclared","130","110","36650","35610"
"Leaver CS","2021","Female","SEO/HEO","Unknown","470","410","35460","34550"
"Leaver CS","2021","Female","SEO/HEO","White","1770","1560","36680","36030"
"Leaver CS","2021","Female","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","340","310","[c]","[c]"
"Leaver CS","2021","Female","Unknown","White","360","310","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Asian","210","200","21700","21010"
"Leaver CS","2021","Male","AA/AO","Black","110","110","22680","22220"
"Leaver CS","2021","Male","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Mixed","70","70","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","AA/AO","Undeclared","220","200","21740","20180"
"Leaver CS","2021","Male","AA/AO","Unknown","1370","1300","21430","21010"
"Leaver CS","2021","Male","AA/AO","White","3260","2970","21680","21010"
"Leaver CS","2021","Male","EO","Asian","150","140","27800","27570"
"Leaver CS","2021","Male","EO","Black","50","50","[c]","[c]"
"Leaver CS","2021","Male","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","EO","Mixed","40","40","[c]","[c]"
"Leaver CS","2021","Male","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","EO","Undeclared","170","150","28730","27570"
"Leaver CS","2021","Male","EO","Unknown","660","600","27340","27570"
"Leaver CS","2021","Male","EO","White","1730","1550","27690","27570"
"Leaver CS","2021","Male","G6/G7","Asian","40","40","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","G6/G7","Undeclared","90","80","59610","57680"
"Leaver CS","2021","Male","G6/G7","Unknown","300","260","59990","57780"
"Leaver CS","2021","Male","G6/G7","White","910","810","61500","59260"
"Leaver CS","2021","Male","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SCS","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Male","SCS","White","180","160","101270","96920"
"Leaver CS","2021","Male","SEO/HEO","Asian","100","90","37140","37210"
"Leaver CS","2021","Male","SEO/HEO","Black","50","50","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Mixed","40","30","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","SEO/HEO","Undeclared","230","210","37450","36100"
"Leaver CS","2021","Male","SEO/HEO","Unknown","560","510","36890","35900"
"Leaver CS","2021","Male","SEO/HEO","White","1880","1710","37980","37100"
"Leaver CS","2021","Male","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Unknown","310","300","35460","32400"
"Leaver CS","2021","Male","Unknown","White","160","140","38570","35530"
"Leaver CS","2021","Unknown","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Asian","460","390","21960","21300"
"Leaver CS","2022","Female","AA/AO","Black","260","230","22610","22530"
"Leaver CS","2022","Female","AA/AO","Mixed","170","160","21520","21260"
"Leaver CS","2022","Female","AA/AO","Other ethnicity","50","40","[c]","[c]"
"Leaver CS","2022","Female","AA/AO","Undeclared","260","210","21140","21010"
"Leaver CS","2022","Female","AA/AO","Unknown","2100","1890","21350","21260"
"Leaver CS","2022","Female","AA/AO","White","6040","5000","21290","21260"
"Leaver CS","2022","Female","EO","Asian","410","360","28200","27570"
"Leaver CS","2022","Female","EO","Black","340","320","29220","29520"
"Leaver CS","2022","Female","EO","Mixed","160","160","27790","27570"
"Leaver CS","2022","Female","EO","Other ethnicity","40","40","[c]","[c]"
"Leaver CS","2022","Female","EO","Undeclared","210","170","27800","27570"
"Leaver CS","2022","Female","EO","Unknown","900","790","27290","27570"
"Leaver CS","2022","Female","EO","White","3850","3230","27390","27570"
"Leaver CS","2022","Female","G6/G7","Asian","100","90","58470","55380"
"Leaver CS","2022","Female","G6/G7","Black","60","50","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","G6/G7","Undeclared","70","60","58040","56950"
"Leaver CS","2022","Female","G6/G7","Unknown","340","260","60610","57190"
"Leaver CS","2022","Female","G6/G7","White","1390","1220","59270","56330"
"Leaver CS","2022","Female","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","SCS","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Female","SCS","White","220","190","95300","92500"
"Leaver CS","2022","Female","SEO/HEO","Asian","270","250","37070","36770"
"Leaver CS","2022","Female","SEO/HEO","Black","190","180","37610","36500"
"Leaver CS","2022","Female","SEO/HEO","Mixed","100","90","36690","35480"
"Leaver CS","2022","Female","SEO/HEO","Other ethnicity","40","30","[c]","[c]"
"Leaver CS","2022","Female","SEO/HEO","Undeclared","170","150","36750","36530"
"Leaver CS","2022","Female","SEO/HEO","Unknown","720","590","36290","35640"
"Leaver CS","2022","Female","SEO/HEO","White","2850","2510","37100","36540"
"Leaver CS","2022","Female","Unknown","Asian","40","30","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Black","80","70","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Female","Unknown","Unknown","530","420","[c]","[c]"
"Leaver CS","2022","Female","Unknown","White","770","680","36120","28200"
"Leaver CS","2022","Male","AA/AO","Asian","380","350","22060","21260"
"Leaver CS","2022","Male","AA/AO","Black","170","160","22500","22570"
"Leaver CS","2022","Male","AA/AO","Mixed","130","120","21630","21260"
"Leaver CS","2022","Male","AA/AO","Other ethnicity","30","30","[c]","[c]"
"Leaver CS","2022","Male","AA/AO","Undeclared","310","280","22780","21260"
"Leaver CS","2022","Male","AA/AO","Unknown","1990","1900","22100","21260"
"Leaver CS","2022","Male","AA/AO","White","5060","4680","22270","21260"
"Leaver CS","2022","Male","EO","Asian","310","290","28220","27570"
"Leaver CS","2022","Male","EO","Black","170","160","28880","28670"
"Leaver CS","2022","Male","EO","Mixed","110","100","28300","27570"
"Leaver CS","2022","Male","EO","Other ethnicity","40","30","[c]","[c]"
"Leaver CS","2022","Male","EO","Undeclared","250","210","28640","27570"
"Leaver CS","2022","Male","EO","Unknown","900","840","27290","27570"
"Leaver CS","2022","Male","EO","White","2920","2660","27960","27570"
"Leaver CS","2022","Male","G6/G7","Asian","120","110","59910","58460"
"Leaver CS","2022","Male","G6/G7","Black","60","50","57690","54700"
"Leaver CS","2022","Male","G6/G7","Mixed","40","40","[c]","[c]"
"Leaver CS","2022","Male","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","G6/G7","Undeclared","140","130","59000","58550"
"Leaver CS","2022","Male","G6/G7","Unknown","440","380","60390","57430"
"Leaver CS","2022","Male","G6/G7","White","1470","1340","61280","59630"
"Leaver CS","2022","Male","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Male","SCS","Mixed","[c]","[c]","[c]","[c]"
