"Status","Year","Profession_of_post","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Communications","Unknown","London","180","170","37390","32560"
"New entrant CS","2021","Communications","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","London","220","210","50010","46000"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","North West (England)","50","50","39920","37000"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","South East (England)","70","70","41350","35900"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","South West (England)","150","150","36660","33000"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","Wales","100","100","34150","30320"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","West Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Declared non-disabled","Yorkshire and The Humber","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","East of England","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","London","330","320","47010","43000"
"New entrant CS","2021","Digital, Data and Technology","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","North West (England)","100","100","40480","36500"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Unknown","South East (England)","60","50","38520","31810"
"New entrant CS","2021","Digital, Data and Technology","Unknown","South West (England)","130","120","33340","27130"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Wales","100","100","36040","32020"
"New entrant CS","2021","Digital, Data and Technology","Unknown","West Midlands (England)","80","70","38570","36500"
"New entrant CS","2021","Digital, Data and Technology","Unknown","Yorkshire and The Humber","70","70","39880","37450"
"New entrant CS","2021","Economics","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared non-disabled","London","220","220","32440","31800"
"New entrant CS","2021","Economics","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","London","140","140","33300","32700"
"New entrant CS","2021","Economics","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","London","110","110","42900","35820"
"New entrant CS","2021","Finance","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","South East (England)","50","50","34760","31870"
"New entrant CS","2021","Finance","Declared non-disabled","South West (England)","80","80","31060","25000"
"New entrant CS","2021","Finance","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","London","110","110","39490","32940"
"New entrant CS","2021","Finance","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","Yorkshire and The Humber","60","60","33610","28970"
"New entrant CS","2021","Human Resources","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","London","30","30","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","London","120","110","38230","34000"
"New entrant CS","2021","Human Resources","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","North West (England)","60","50","26860","20950"
"New entrant CS","2021","Human Resources","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","South West (England)","80","70","31860","26740"
"New entrant CS","2021","Human Resources","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","London","90","90","37650","32120"
"New entrant CS","2021","Human Resources","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","North West (England)","60","60","33360","30130"
"New entrant CS","2021","Human Resources","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Undeclared","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","London","60","60","50540","53360"
"New entrant CS","2021","Intelligence Analysis","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Declared disabled","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
