"Status","Year","Age","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2022","30-39","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Legal","Welsh Government (excl. agencies)","50","50","[c]","[c]"
"In post","2022","30-39","Legal","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Medicine","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Medicine","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Medicine","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Medicine","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Medicine","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Medicine","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Medicine","Ministry of Defence (excl. agencies)","410","360","40680","39030"
"In post","2022","30-39","Medicine","UK Health Security Agency","70","60","69250","71630"
"In post","2022","30-39","Medicine","Welsh Government (excl. agencies)","50","40","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Advisory, Conciliation and Arbitration Service","190","180","29370","30950"
"In post","2022","30-39","Operational Delivery","Animal and Plant Health Agency","370","350","26880","24920"
"In post","2022","30-39","Operational Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Charity Commission","60","60","30930","29160"
"In post","2022","30-39","Operational Delivery","Companies House","90","80","24610","22740"
"In post","2022","30-39","Operational Delivery","Criminal Injuries Compensation Authority","80","80","26870","25120"
"In post","2022","30-39","Operational Delivery","Crown Commercial Service","50","40","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Crown Office and Procurator Fiscal Service","330","310","28000","27230"
"In post","2022","30-39","Operational Delivery","Crown Prosecution Service","410","370","26340","25480"
"In post","2022","30-39","Operational Delivery","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Defence Science and Technology Laboratory","90","90","36160","34330"
"In post","2022","30-39","Operational Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","140","140","50650","53380"
"In post","2022","30-39","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Department for Education (excl. agencies)","170","160","41210","36780"
"In post","2022","30-39","Operational Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","90","90","37750","36340"
"In post","2022","30-39","Operational Delivery","Department for Transport (excl. agencies)","40","30","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Department for Work and Pensions (excl. agencies)","10980","10060","26470","27570"
"In post","2022","30-39","Operational Delivery","Department of Health and Social Care (excl. agencies)","180","180","45000","41310"
"In post","2022","30-39","Operational Delivery","Driver and Vehicle Licensing Agency","1230","1060","22320","21840"
"In post","2022","30-39","Operational Delivery","Driver and Vehicle Standards Agency","530","510","27330","26580"
"In post","2022","30-39","Operational Delivery","Education and Skills Funding Agency","170","160","37090","36500"
"In post","2022","30-39","Operational Delivery","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Food Standards Agency","80","80","31860","30350"
"In post","2022","30-39","Operational Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","120","120","35810","34980"
"In post","2022","30-39","Operational Delivery","Health and Safety Executive","280","270","39120","39390"
"In post","2022","30-39","Operational Delivery","HM Courts and Tribunals Service","2490","2240","25040","21490"
"In post","2022","30-39","Operational Delivery","HM Land Registry","780","730","25710","22600"
"In post","2022","30-39","Operational Delivery","HM Prison and Probation Service","13660","13030","28970","27700"
"In post","2022","30-39","Operational Delivery","HM Revenue and Customs (excl. agencies)","5640","5280","27740","26820"
"In post","2022","30-39","Operational Delivery","HM Treasury (excl. agencies)","30","30","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Home Office","5860","5500","27340","25220"
"In post","2022","30-39","Operational Delivery","Institute for Apprenticeships and Technical Education","50","50","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Intellectual Property Office","170","160","26270","24030"
"In post","2022","30-39","Operational Delivery","Legal Aid Agency","310","290","25830","25120"
"In post","2022","30-39","Operational Delivery","Maritime and Coastguard Agency","190","180","35720","33930"
"In post","2022","30-39","Operational Delivery","Medicines and Healthcare Products Regulatory Agency","40","40","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Met Office","50","50","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Ministry of Justice (excl. agencies)","390","380","39600","36020"
"In post","2022","30-39","Operational Delivery","National Crime Agency","1160","1140","38010","36410"
"In post","2022","30-39","Operational Delivery","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Office for Standards in Education, Children's Services and Skills","60","50","29970","28790"
"In post","2022","30-39","Operational Delivery","Office of Gas and Electricity Markets","70","70","31040","29040"
"In post","2022","30-39","Operational Delivery","Office of Qualifications and Examinations Regulation","30","30","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Office of Rail and Road","30","30","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Office of the Public Guardian","490","450","23320","20970"
"In post","2022","30-39","Operational Delivery","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Planning Inspectorate","40","30","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Registers of Scotland","170","170","31270","30840"
"In post","2022","30-39","Operational Delivery","Rural Payments Agency","460","420","24400","21300"
"In post","2022","30-39","Operational Delivery","Scottish Courts and Tribunals Service","380","350","27630","27080"
"In post","2022","30-39","Operational Delivery","Scottish Prison Service","920","900","30620","32170"
"In post","2022","30-39","Operational Delivery","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Submarine Delivery Agency","70","70","30980","30240"
"In post","2022","30-39","Operational Delivery","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","The Insolvency Service","220","210","26290","23810"
"In post","2022","30-39","Operational Delivery","The National Archives","40","40","[c]","[c]"
"In post","2022","30-39","Operational Delivery","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","UK Export Finance","50","40","[c]","[c]"
"In post","2022","30-39","Operational Delivery","UK Health Security Agency","810","750","39680","36820"
"In post","2022","30-39","Operational Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","UK Statistics Authority","570","510","30110","30210"
"In post","2022","30-39","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Valuation Office Agency","260","240","28390","22040"
"In post","2022","30-39","Operational Delivery","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Welsh Government (excl. agencies)","280","270","32990","29430"
"In post","2022","30-39","Operational Delivery","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Defence Science and Technology Laboratory","140","140","43860","47010"
"In post","2022","30-39","Operational Research","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2022","30-39","Operational Research","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"In post","2022","30-39","Operational Research","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Operational Research","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Defence Equipment and Support","690","650","30470","28660"
"In post","2022","30-39","Other","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2022","30-39","Other","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Department for International Trade","40","40","[c]","[c]"
"In post","2022","30-39","Other","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Department for Work and Pensions (excl. agencies)","1450","1330","26030","27570"
"In post","2022","30-39","Other","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Foreign, Commonwealth and Development Office (excl. agencies)","70","70","55940","55620"
"In post","2022","30-39","Other","Government Actuary's Department","70","60","64670","65470"
"In post","2022","30-39","Other","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Government Legal Department","100","90","31230","27580"
"In post","2022","30-39","Other","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","HM Revenue and Customs (excl. agencies)","80","80","46120","40520"
"In post","2022","30-39","Other","Home Office","380","360","36490","35050"
"In post","2022","30-39","Other","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Medicines and Healthcare Products Regulatory Agency","80","80","44290","41010"
"In post","2022","30-39","Other","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Ministry of Defence (excl. agencies)","1210","1150","26460","21380"
"In post","2022","30-39","Other","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Office for Standards in Education, Children's Services and Skills","60","60","33130","25880"
"In post","2022","30-39","Other","Office of Gas and Electricity Markets","220","210","45840","43650"
"In post","2022","30-39","Other","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Royal Fleet Auxiliary","390","390","37370","34460"
"In post","2022","30-39","Other","Scottish Prison Service","160","150","31340","29900"
"In post","2022","30-39","Other","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Other","Welsh Government (excl. agencies)","120","120","38830","38160"
"In post","2022","30-39","Planning","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning","Department for Levelling Up, Housing and Communities (excl. agencies)","30","30","[c]","[c]"
"In post","2022","30-39","Planning","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Planning Inspectors","Planning Inspectorate","60","50","48420","47660"
"In post","2022","30-39","Policy","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Department for Business, Energy and Industrial Strategy (excl. agencies)","1310","1270","50980","53380"
"In post","2022","30-39","Policy","Department for Digital, Culture, Media and Sport","450","450","50990","51730"
"In post","2022","30-39","Policy","Department for Education (excl. agencies)","920","870","47180","49860"
"In post","2022","30-39","Policy","Department for Environment, Food and Rural Affairs (excl. agencies)","1100","1060","43450","39420"
"In post","2022","30-39","Policy","Department for International Trade","70","70","52210","51970"
"In post","2022","30-39","Policy","Department for Levelling Up, Housing and Communities (excl. agencies)","590","580","50050","53130"
"In post","2022","30-39","Policy","Department for Transport (excl. agencies)","340","330","51460","54110"
"In post","2022","30-39","Policy","Department for Work and Pensions (excl. agencies)","200","190","45070","40310"
"In post","2022","30-39","Policy","Department of Health and Social Care (excl. agencies)","300","290","51650","53360"
"In post","2022","30-39","Policy","Driver and Vehicle Licensing Agency","30","30","[c]","[c]"
"In post","2022","30-39","Policy","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Education and Skills Funding Agency","60","60","45110","40500"
"In post","2022","30-39","Policy","Food Standards Agency","80","80","40080","37630"
"In post","2022","30-39","Policy","Foreign, Commonwealth and Development Office (excl. agencies)","1140","1130","48560","51500"
"In post","2022","30-39","Policy","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","HM Prison and Probation Service","50","50","43570","43600"
"In post","2022","30-39","Policy","HM Revenue and Customs (excl. agencies)","190","190","57300","62120"
"In post","2022","30-39","Policy","HM Treasury (excl. agencies)","480","470","56770","57530"
"In post","2022","30-39","Policy","Home Office","790","770","50880","57430"
"In post","2022","30-39","Policy","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Maritime and Coastguard Agency","60","50","38440","38650"
"In post","2022","30-39","Policy","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Ministry of Defence (excl. agencies)","360","350","47330","45200"
"In post","2022","30-39","Policy","Ministry of Justice (excl. agencies)","200","200","49830","45330"
"In post","2022","30-39","Policy","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Northern Ireland Office","30","30","[c]","[c]"
"In post","2022","30-39","Policy","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","UK Space Agency","30","30","[c]","[c]"
"In post","2022","30-39","Policy","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Welsh Government (excl. agencies)","380","360","39560","38160"
"In post","2022","30-39","Policy","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Policy","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Competition and Markets Authority","120","120","57640","55860"
"In post","2022","30-39","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Defence Equipment and Support","600","570","37570","37290"
"In post","2022","30-39","Project Delivery","Defence Science and Technology Laboratory","120","120","39400","38070"
"In post","2022","30-39","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Department for Digital, Culture, Media and Sport","60","60","49470","51730"
"In post","2022","30-39","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","50","50","[c]","[c]"
"In post","2022","30-39","Project Delivery","Department for Transport (excl. agencies)","120","120","49740","54110"
"In post","2022","30-39","Project Delivery","Department for Work and Pensions (excl. agencies)","120","110","32990","31990"
"In post","2022","30-39","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","110","110","45130","45470"
"In post","2022","30-39","Project Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","HM Land Registry","40","40","[c]","[c]"
"In post","2022","30-39","Project Delivery","HM Revenue and Customs (excl. agencies)","540","520","43010","40520"
"In post","2022","30-39","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Home Office","390","380","44210","41950"
"In post","2022","30-39","Project Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Met Office","70","70","39090","39650"
"In post","2022","30-39","Project Delivery","Ministry of Defence (excl. agencies)","630","610","42440","40580"
"In post","2022","30-39","Project Delivery","Ministry of Justice (excl. agencies)","80","80","40700","41750"
"In post","2022","30-39","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Rural Payments Agency","30","30","[c]","[c]"
"In post","2022","30-39","Project Delivery","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Submarine Delivery Agency","120","110","40180","39860"
"In post","2022","30-39","Project Delivery","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","UK Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","UK Space Agency","40","40","[c]","[c]"
"In post","2022","30-39","Project Delivery","UK Statistics Authority","80","80","41800","36840"
"In post","2022","30-39","Project Delivery","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Department for Education (excl. agencies)","120","120","46780","49860"
"In post","2022","30-39","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","37000","35900"
"In post","2022","30-39","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Property","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
