"Status","Year","Age","Profession_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","30-39","Digital, Data and Technology","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","UK Statistics Authority","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Digital, Data and Technology","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Department of Health and Social Care (excl. agencies)","40","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","30-39","Finance","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Finance","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Geography","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Ministry of Defence (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Human Resources","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Inspector of Education and Training","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Intelligence Analysis","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Internal Audit","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","Department for International Trade","40","40","[c]","[c]"
"New entrant CS","2022","30-39","International Trade","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Knowledge and Information Management","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Crown Prosecution Service","80","80","46270","48080"
"New entrant CS","2022","30-39","Legal","Government Legal Department","90","80","48660","50500"
"New entrant CS","2022","30-39","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","HM Revenue and Customs (excl. agencies)","50","50","40500","37610"
"New entrant CS","2022","30-39","Legal","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Legal","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","Ministry of Defence (excl. agencies)","100","80","43990","35000"
"New entrant CS","2022","30-39","Medicine","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Medicine","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Animal and Plant Health Agency","80","80","25540","24920"
"New entrant CS","2022","30-39","Operational Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Crown Office and Procurator Fiscal Service","70","60","24590","21050"
"New entrant CS","2022","30-39","Operational Delivery","Crown Prosecution Service","50","50","22870","22200"
"New entrant CS","2022","30-39","Operational Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Department for Work and Pensions (excl. agencies)","1710","1660","26010","27570"
"New entrant CS","2022","30-39","Operational Delivery","Department of Health and Social Care (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Driver and Vehicle Licensing Agency","120","100","21190","21840"
"New entrant CS","2022","30-39","Operational Delivery","Driver and Vehicle Standards Agency","110","110","25020","26130"
"New entrant CS","2022","30-39","Operational Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Health and Safety Executive","50","50","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","HM Courts and Tribunals Service","330","310","23370","20970"
"New entrant CS","2022","30-39","Operational Delivery","HM Land Registry","90","90","24430","22600"
"New entrant CS","2022","30-39","Operational Delivery","HM Prison and Probation Service","3280","3120","26160","24770"
"New entrant CS","2022","30-39","Operational Delivery","HM Revenue and Customs (excl. agencies)","880","840","24280","21250"
"New entrant CS","2022","30-39","Operational Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Home Office","380","370","25190","24880"
"New entrant CS","2022","30-39","Operational Delivery","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Intellectual Property Office","30","30","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Ministry of Justice (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","National Crime Agency","110","110","35090","34140"
"New entrant CS","2022","30-39","Operational Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Office of the Public Guardian","60","50","22200","20970"
"New entrant CS","2022","30-39","Operational Delivery","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Public Health England","40","30","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Rural Payments Agency","120","120","21750","21300"
"New entrant CS","2022","30-39","Operational Delivery","Scottish Courts and Tribunals Service","50","40","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Scottish Prison Service","90","90","22450","21640"
"New entrant CS","2022","30-39","Operational Delivery","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","UK Health Security Agency","340","310","38220","36330"
"New entrant CS","2022","30-39","Operational Delivery","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","UK Statistics Authority","90","80","27540","23880"
"New entrant CS","2022","30-39","Operational Delivery","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Valuation Office Agency","60","60","22280","22010"
"New entrant CS","2022","30-39","Operational Delivery","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Delivery","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Operational Research","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Defence Equipment and Support","70","60","28610","26500"
"New entrant CS","2022","30-39","Other","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other","Department for Work and Pensions (excl. agencies)","120","120","23040","21260"
