"Status","Year","Region_ITL3","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Angus and Dundee City","60-64","Male","70","60","26560","21270"
"In post","2021","Angus and Dundee City","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Angus and Dundee City","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","20-29","Female","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","30-39","Female","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","30-39","Male","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","40-49","Female","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","40-49","Male","40","30","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","50-59","Female","30","30","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","50-59","Male","60","60","24450","20310"
"In post","2021","Antrim and Newtownabbey","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","20-29","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","30-39","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","30-39","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","40-49","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","40-49","Male","50","50","[c]","[c]"
"In post","2021","Ards and North Down","50-59","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","50-59","Male","80","80","23140","20310"
"In post","2021","Ards and North Down","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","40-49","Female","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","40-49","Male","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","50-59","Female","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","50-59","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","20-29","Female","50","50","29390","31060"
"In post","2021","Barking & Dagenham and Havering","20-29","Male","40","40","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","30-39","Female","60","50","29910","31060"
"In post","2021","Barking & Dagenham and Havering","30-39","Male","40","40","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","40-49","Female","90","70","29680","31060"
"In post","2021","Barking & Dagenham and Havering","40-49","Male","50","50","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","50-59","Female","150","130","30800","31060"
"In post","2021","Barking & Dagenham and Havering","50-59","Male","60","60","31210","31060"
"In post","2021","Barking & Dagenham and Havering","60-64","Female","30","20","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","20-29","Female","230","220","30550","31060"
"In post","2021","Barnet","20-29","Male","110","100","30320","31060"
"In post","2021","Barnet","30-39","Female","230","220","38060","33350"
"In post","2021","Barnet","30-39","Male","110","110","40350","36650"
"In post","2021","Barnet","40-49","Female","240","220","43000","38930"
"In post","2021","Barnet","40-49","Male","130","130","47960","45790"
"In post","2021","Barnet","50-59","Female","250","230","40270","32090"
"In post","2021","Barnet","50-59","Male","190","190","43460","41060"
"In post","2021","Barnet","60-64","Female","80","70","42320","31880"
"In post","2021","Barnet","60-64","Male","50","50","52330","46000"
"In post","2021","Barnet","65+","Female","30","30","[c]","[c]"
"In post","2021","Barnet","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","20-29","Female","240","230","24440","22920"
"In post","2021","Barnsley, Doncaster and Rotherham","20-29","Male","170","170","25100","25790"
"In post","2021","Barnsley, Doncaster and Rotherham","30-39","Female","320","280","26300","26300"
"In post","2021","Barnsley, Doncaster and Rotherham","30-39","Male","230","230","27760","26810"
"In post","2021","Barnsley, Doncaster and Rotherham","40-49","Female","450","370","27600","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","40-49","Male","240","230","28820","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","50-59","Female","620","540","26090","26580"
"In post","2021","Barnsley, Doncaster and Rotherham","50-59","Male","370","350","31740","31200"
"In post","2021","Barnsley, Doncaster and Rotherham","60-64","Female","160","120","24830","23240"
"In post","2021","Barnsley, Doncaster and Rotherham","60-64","Male","120","90","28030","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","65+","Female","40","20","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","16-19","Male","80","80","17940","17780"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","Female","1180","1150","27270","26670"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","20-29","Male","1640","1630","28070","27540"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","Female","1440","1300","34880","33300"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","30-39","Male","1710","1700","37730","37370"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","Female","1230","1130","38990","36740"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","40-49","Male","1650","1640","44010","41060"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","Female","1190","1120","37980","33640"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","50-59","Male","2180","2150","46550","42720"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","Female","240","200","34990","33000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","60-64","Male","590","520","44410","41430"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","Female","60","50","30570","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","65+","Male","150","130","40030","40440"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","20-29","Female","90","90","26590","27570"
"In post","2021","Bedford","20-29","Male","70","70","28030","29050"
"In post","2021","Bedford","30-39","Female","90","80","27790","27570"
"In post","2021","Bedford","30-39","Male","80","70","30390","29920"
"In post","2021","Bedford","40-49","Female","100","90","30060","27570"
"In post","2021","Bedford","40-49","Male","80","80","32110","30780"
"In post","2021","Bedford","50-59","Female","140","130","30990","27670"
"In post","2021","Bedford","50-59","Male","110","100","35610","31780"
"In post","2021","Bedford","60-64","Female","40","30","[c]","[c]"
"In post","2021","Bedford","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","20-29","Female","190","180","23490","20140"
"In post","2021","Belfast","20-29","Male","200","190","23130","20140"
"In post","2021","Belfast","30-39","Female","350","320","28870","25560"
"In post","2021","Belfast","30-39","Male","380","380","28000","25560"
"In post","2021","Belfast","40-49","Female","380","340","29010","25560"
"In post","2021","Belfast","40-49","Male","340","330","29400","25560"
"In post","2021","Belfast","50-59","Female","400","360","31470","28130"
"In post","2021","Belfast","50-59","Male","350","340","33030","31020"
"In post","2021","Belfast","60-64","Female","80","60","26950","25560"
"In post","2021","Belfast","60-64","Male","70","60","29110","27370"
"In post","2021","Belfast","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","65+","Male","40","30","[c]","[c]"
"In post","2021","Belfast","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","20-29","Female","180","180","28010","26610"
"In post","2021","Berkshire","20-29","Male","240","240","29370","27680"
"In post","2021","Berkshire","30-39","Female","250","240","33760","30890"
"In post","2021","Berkshire","30-39","Male","350","350","35630","33300"
"In post","2021","Berkshire","40-49","Female","330","300","34230","29290"
"In post","2021","Berkshire","40-49","Male","340","340","37730","37490"
"In post","2021","Berkshire","50-59","Female","420","400","33370","30070"
"In post","2021","Berkshire","50-59","Male","480","470","38200","38890"
"In post","2021","Berkshire","60-64","Female","130","110","32700","29290"
"In post","2021","Berkshire","60-64","Male","120","110","34720","33300"
"In post","2021","Berkshire","65+","Female","50","40","29530","25630"
"In post","2021","Berkshire","65+","Male","50","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","20-29","Female","200","190","29220","31060"
"In post","2021","Bexley and Greenwich","20-29","Male","130","130","30260","31060"
"In post","2021","Bexley and Greenwich","30-39","Female","190","180","31500","31060"
"In post","2021","Bexley and Greenwich","30-39","Male","200","200","32900","33180"
"In post","2021","Bexley and Greenwich","40-49","Female","200","190","31260","31060"
"In post","2021","Bexley and Greenwich","40-49","Male","160","150","33490","33180"
"In post","2021","Bexley and Greenwich","50-59","Female","260","240","30960","30330"
"In post","2021","Bexley and Greenwich","50-59","Male","260","260","34640","34750"
"In post","2021","Bexley and Greenwich","60-64","Female","70","50","28480","26610"
"In post","2021","Bexley and Greenwich","60-64","Male","70","60","34470","33950"
"In post","2021","Bexley and Greenwich","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","20-29","Female","1000","970","25030","23140"
"In post","2021","Birmingham","20-29","Male","800","790","25950","24880"
"In post","2021","Birmingham","30-39","Female","1460","1330","29480","27470"
"In post","2021","Birmingham","30-39","Male","1290","1270","30480","27570"
"In post","2021","Birmingham","40-49","Female","1610","1430","33350","27570"
"In post","2021","Birmingham","40-49","Male","1100","1080","34390","30820"
"In post","2021","Birmingham","50-59","Female","1890","1710","31510","27570"
"In post","2021","Birmingham","50-59","Male","1360","1320","36060","31810"
"In post","2021","Birmingham","60-64","Female","520","400","29090","27090"
"In post","2021","Birmingham","60-64","Male","350","310","34020","27570"
"In post","2021","Birmingham","65+","Female","110","80","27460","26000"
"In post","2021","Birmingham","65+","Male","100","80","32540","27770"
"In post","2021","Birmingham","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","20-29","Female","30","30","[c]","[c]"
"In post","2021","Blackburn with Darwen","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","30-39","Female","50","40","25450","27570"
"In post","2021","Blackburn with Darwen","30-39","Male","60","50","25640","27570"
"In post","2021","Blackburn with Darwen","40-49","Female","100","80","27410","27570"
"In post","2021","Blackburn with Darwen","40-49","Male","60","60","27460","27570"
"In post","2021","Blackburn with Darwen","50-59","Female","80","70","27110","27570"
"In post","2021","Blackburn with Darwen","50-59","Male","50","50","[c]","[c]"
"In post","2021","Blackburn with Darwen","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","20-29","Female","290","290","24470","21010"
"In post","2021","Blackpool","20-29","Male","290","290","24430","21010"
"In post","2021","Blackpool","30-39","Female","390","350","27290","27570"
"In post","2021","Blackpool","30-39","Male","310","300","27800","27570"
"In post","2021","Blackpool","40-49","Female","870","770","29420","27570"
"In post","2021","Blackpool","40-49","Male","490","480","30830","27570"
"In post","2021","Blackpool","50-59","Female","1280","1140","29670","27570"
"In post","2021","Blackpool","50-59","Male","640","620","33480","27570"
"In post","2021","Blackpool","60-64","Female","280","210","26440","26120"
"In post","2021","Blackpool","60-64","Male","160","130","30990","27570"
"In post","2021","Blackpool","65+","Female","90","70","24320","21010"
"In post","2021","Blackpool","65+","Male","40","30","[c]","[c]"
"In post","2021","Blackpool","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","20-29","Female","40","30","[c]","[c]"
"In post","2021","Bournemouth and Poole","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","30-39","Female","60","50","26360","27570"
"In post","2021","Bournemouth and Poole","30-39","Male","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","40-49","Female","100","90","27230","27570"
"In post","2021","Bournemouth and Poole","40-49","Male","60","60","28480","27570"
"In post","2021","Bournemouth and Poole","50-59","Female","150","130","28380","27570"
"In post","2021","Bournemouth and Poole","50-59","Male","120","120","26910","27370"
"In post","2021","Bournemouth and Poole","60-64","Female","50","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","60-64","Male","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","20-29","Female","230","220","23610","21010"
"In post","2021","Bradford","20-29","Male","250","240","23640","20750"
"In post","2021","Bradford","30-39","Female","330","280","26320","25560"
"In post","2021","Bradford","30-39","Male","280","270","27330","25560"
"In post","2021","Bradford","40-49","Female","410","330","27380","25560"
"In post","2021","Bradford","40-49","Male","280","260","28420","25560"
"In post","2021","Bradford","50-59","Female","650","560","28530","25650"
"In post","2021","Bradford","50-59","Male","330","310","30230","27570"
"In post","2021","Bradford","60-64","Female","210","150","25780","21440"
"In post","2021","Bradford","60-64","Male","80","60","27850","26580"
"In post","2021","Bradford","65+","Female","30","20","[c]","[c]"
"In post","2021","Bradford","65+","Male","30","20","[c]","[c]"
"In post","2021","Breckland and South Norfolk","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","20-29","Female","40","40","[c]","[c]"
"In post","2021","Breckland and South Norfolk","20-29","Male","60","60","24050","23970"
"In post","2021","Breckland and South Norfolk","30-39","Female","60","50","28390","26810"
"In post","2021","Breckland and South Norfolk","30-39","Male","70","70","28710","26810"
"In post","2021","Breckland and South Norfolk","40-49","Female","40","40","[c]","[c]"
"In post","2021","Breckland and South Norfolk","40-49","Male","60","60","29890","28220"
"In post","2021","Breckland and South Norfolk","50-59","Female","60","50","27120","25790"
"In post","2021","Breckland and South Norfolk","50-59","Male","80","80","33190","31650"
"In post","2021","Breckland and South Norfolk","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brent","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","20-29","Female","70","70","29250","31060"
"In post","2021","Brent","20-29","Male","40","40","[c]","[c]"
"In post","2021","Brent","30-39","Female","60","50","29720","31060"
"In post","2021","Brent","30-39","Male","30","30","[c]","[c]"
"In post","2021","Brent","40-49","Female","80","70","30990","31060"
"In post","2021","Brent","40-49","Male","40","40","[c]","[c]"
"In post","2021","Brent","50-59","Female","140","130","32140","30130"
"In post","2021","Brent","50-59","Male","70","60","36800","31880"
"In post","2021","Brent","60-64","Female","30","30","[c]","[c]"
"In post","2021","Brent","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brent","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brent","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","20-29","Female","60","50","25080","27570"
"In post","2021","Bridgend and Neath Port Talbot","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","30-39","Female","100","90","25890","27570"
"In post","2021","Bridgend and Neath Port Talbot","30-39","Male","40","40","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","40-49","Female","130","110","28360","27570"
"In post","2021","Bridgend and Neath Port Talbot","40-49","Male","40","40","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","50-59","Female","150","130","26700","27570"
"In post","2021","Bridgend and Neath Port Talbot","50-59","Male","70","70","30960","27570"
"In post","2021","Bridgend and Neath Port Talbot","60-64","Female","60","40","24100","21010"
"In post","2021","Bridgend and Neath Port Talbot","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bridgend and Neath Port Talbot","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","20-29","Female","60","50","25310","26970"
"In post","2021","Brighton and Hove","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","30-39","Female","70","60","29020","27570"
"In post","2021","Brighton and Hove","30-39","Male","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","40-49","Female","110","90","33910","27570"
"In post","2021","Brighton and Hove","40-49","Male","50","50","[c]","[c]"
"In post","2021","Brighton and Hove","50-59","Female","140","120","33460","27570"
"In post","2021","Brighton and Hove","50-59","Male","80","80","33320","28200"
"In post","2021","Brighton and Hove","60-64","Female","40","30","[c]","[c]"
"In post","2021","Brighton and Hove","60-64","Male","40","30","[c]","[c]"
"In post","2021","Brighton and Hove","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Brighton and Hove","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bristol, City of","20-29","Female","650","630","27440","25560"
"In post","2021","Bristol, City of","20-29","Male","460","450","28590","26050"
"In post","2021","Bristol, City of","30-39","Female","860","770","34280","31810"
"In post","2021","Bristol, City of","30-39","Male","710","700","36280","31940"
"In post","2021","Bristol, City of","40-49","Female","870","760","37380","32670"
"In post","2021","Bristol, City of","40-49","Male","750","730","40230","36410"
"In post","2021","Bristol, City of","50-59","Female","880","800","36940","31810"
"In post","2021","Bristol, City of","50-59","Male","840","820","39700","34290"
"In post","2021","Bristol, City of","60-64","Female","200","160","33950","27570"
"In post","2021","Bristol, City of","60-64","Male","200","170","39920","34320"
"In post","2021","Bristol, City of","65+","Female","60","40","33610","26580"
"In post","2021","Bristol, City of","65+","Male","120","90","43850","35000"
"In post","2021","Bromley","20-29","Female","40","40","[c]","[c]"
"In post","2021","Bromley","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","30-39","Female","50","40","[c]","[c]"
"In post","2021","Bromley","30-39","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","40-49","Female","60","50","30010","30920"
"In post","2021","Bromley","40-49","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","50-59","Female","130","120","29980","31060"
"In post","2021","Bromley","50-59","Male","60","60","29990","30650"
"In post","2021","Bromley","60-64","Female","40","30","[c]","[c]"
"In post","2021","Bromley","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bromley","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","20-29","Female","170","170","27790","27850"
"In post","2021","Buckinghamshire CC","20-29","Male","90","90","28080","28000"
"In post","2021","Buckinghamshire CC","30-39","Female","190","180","32060","28670"
"In post","2021","Buckinghamshire CC","30-39","Male","140","140","31600","31180"
"In post","2021","Buckinghamshire CC","40-49","Female","210","190","33490","29530"
"In post","2021","Buckinghamshire CC","40-49","Male","150","150","35030","33520"
"In post","2021","Buckinghamshire CC","50-59","Female","300","280","31490","28670"
"In post","2021","Buckinghamshire CC","50-59","Male","220","220","37320","34250"
"In post","2021","Buckinghamshire CC","60-64","Female","80","70","29500","27570"
"In post","2021","Buckinghamshire CC","60-64","Male","70","60","32940","33300"
"In post","2021","Buckinghamshire CC","65+","Female","30","30","[c]","[c]"
"In post","2021","Buckinghamshire CC","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Buckinghamshire CC","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","20-29","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","20-29","Male","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","30-39","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","30-39","Male","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","40-49","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","40-49","Male","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","50-59","Female","40","40","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","50-59","Male","40","40","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","60-64","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","60-64","Male","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","65+","Female","[c]","[c]","[c]","[c]"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","65+","Male","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","16-19","Female","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","16-19","Male","[c]","[c]","[c]","[c]"
"In post","2021","Calderdale and Kirklees","20-29","Female","60","60","25550","27570"
"In post","2021","Calderdale and Kirklees","20-29","Male","50","50","[c]","[c]"
"In post","2021","Calderdale and Kirklees","30-39","Female","140","110","26460","27570"
"In post","2021","Calderdale and Kirklees","30-39","Male","70","70","27630","27570"
"In post","2021","Calderdale and Kirklees","40-49","Female","170","140","26720","27570"
"In post","2021","Calderdale and Kirklees","40-49","Male","90","80","27040","27570"
"In post","2021","Calderdale and Kirklees","50-59","Female","250","220","27690","27570"
"In post","2021","Calderdale and Kirklees","50-59","Male","100","100","28780","27570"
