"Status","Year","Region_ITL1","Profession_of_post","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","London","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Barnet","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Croydon","120","110","[c]","[c]"
"Leaver CS","2022","London","Unknown","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Hackney and Newham","250","230","[c]","[c]"
"Leaver CS","2022","London","Unknown","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Tower Hamlets","170","160","53400","54700"
"Leaver CS","2022","London","Unknown","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Westminster","950","680","47680","42470"
"Leaver CS","2022","London","Veterinarian","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Veterinarian","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Commercial","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Communications","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Counter Fraud","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Digital, Data and Technology","Tyneside","70","60","44290","40730"
"Leaver CS","2022","North East (England)","Economics","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Finance","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Human Resources","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Inspector of Education and Training","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Intelligence Analysis","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Internal Audit","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Knowledge and Information Management","Tyneside","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Legal","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Medicine","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Durham","360","310","25120","21750"
"Leaver CS","2022","North East (England)","Operational Delivery","Hartlepool and Stockton-on-Tees","110","90","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Operational Delivery","South Teesside","60","50","25260","22200"
"Leaver CS","2022","North East (England)","Operational Delivery","Sunderland","70","60","26270","27570"
"Leaver CS","2022","North East (England)","Operational Delivery","Tyneside","620","550","25650","21260"
"Leaver CS","2022","North East (England)","Other","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Sunderland","30","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Other","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Planning Inspectors","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Policy","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Project Delivery","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Sunderland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Property","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Psychology","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Science and Engineering","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Security","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Social Research","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Statistics","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Tax","Tyneside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Durham","60","50","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Sunderland","250","190","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Tyneside","620","520","26310","21260"
"Leaver CS","2022","North West (England)","Commercial","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Commercial","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Communications","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Counter Fraud","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Blackpool","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Manchester","50","50","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Digital, Data and Technology","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Finance","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Human Resources","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Inspector of Education and Training","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Intelligence Analysis","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Internal Audit","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Knowledge and Information Management","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Legal","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Medicine","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Medicine","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Medicine","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Blackpool","290","250","23110","21260"
"Leaver CS","2022","North West (England)","Operational Delivery","Cheshire East","80","70","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Cheshire West and Chester","40","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Chorley and West Lancashire","120","110","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","East Cumbria","60","50","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","East Lancashire","40","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","East Merseyside","60","40","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Greater Manchester North East","80","70","28120","27570"
"Leaver CS","2022","North West (England)","Operational Delivery","Greater Manchester North West","140","130","24030","21260"
"Leaver CS","2022","North West (England)","Operational Delivery","Greater Manchester South East","100","90","24340","21260"
"Leaver CS","2022","North West (England)","Operational Delivery","Greater Manchester South West","120","110","24360","22080"
"Leaver CS","2022","North West (England)","Operational Delivery","Lancaster and Wyre","70","60","[c]","[c]"
"Leaver CS","2022","North West (England)","Operational Delivery","Liverpool","400","330","25400","24880"
"Leaver CS","2022","North West (England)","Operational Delivery","Manchester","350","310","28230","25880"
"Leaver CS","2022","North West (England)","Operational Delivery","Mid Lancashire","230","190","24230","21300"
"Leaver CS","2022","North West (England)","Operational Delivery","Sefton","190","160","27490","24890"
"Leaver CS","2022","North West (England)","Operational Delivery","Warrington","130","120","35050","31980"
"Leaver CS","2022","North West (England)","Operational Delivery","West Cumbria","80","70","25190","25060"
"Leaver CS","2022","North West (England)","Operational Delivery","Wirral","130","110","25580","21410"
"Leaver CS","2022","North West (England)","Other","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Greater Manchester South West","30","30","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Other","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Planning","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Policy","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Project Delivery","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Property","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Psychology","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Psychology","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Psychology","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Psychology","Warrington","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Science and Engineering","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Blackpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Security","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Statistics","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Tax","Liverpool","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Tax","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Tax","Sefton","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Blackpool","50","50","26710","21260"
"Leaver CS","2022","North West (England)","Unknown","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Greater Manchester South West","310","270","[c]","[c]"
