"Status","Year","Region_ITL3","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Finance","310","310","42660","39000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Human Resources","180","180","38950","32780"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","No function","430","410","33040","31650"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Project Delivery","5600","5510","40250","39360"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Property","170","170","41020","38240"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Security","100","100","28140","20490"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","Unknown","640","630","36730","33300"
"In post","2021","Bedford","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","No function","260","240","28900","27850"
"In post","2021","Bedford","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Female","Unknown","180","160","28240","27570"
"In post","2021","Bedford","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","No function","230","220","32900","30400"
"In post","2021","Bedford","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Male","Unknown","120","110","28250","27570"
"In post","2021","Belfast","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Counter Fraud","190","170","30930","28130"
"In post","2021","Belfast","Female","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","No function","900","810","28290","25560"
"In post","2021","Belfast","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Female","Unknown","240","210","24820","21880"
"In post","2021","Belfast","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Counter Fraud","210","200","31510","31810"
"In post","2021","Belfast","Male","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","No function","820","800","29030","25560"
"In post","2021","Belfast","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Male","Unknown","250","240","25320","24880"
"In post","2021","Berkshire","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Berkshire","Female","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Digital, Data & Technology","50","40","[c]","[c]"
"In post","2021","Berkshire","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Grants Management","80","70","26330","21050"
"In post","2021","Berkshire","Female","Human Resources","30","30","[c]","[c]"
"In post","2021","Berkshire","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Legal","120","110","43140","40800"
"In post","2021","Berkshire","Female","No function","390","360","31930","29240"
"In post","2021","Berkshire","Female","Project Delivery","30","30","[c]","[c]"
"In post","2021","Berkshire","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Female","Security","60","60","32520","28750"
"In post","2021","Berkshire","Female","Unknown","470","430","29200","29290"
"In post","2021","Berkshire","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","Counter Fraud","50","40","[c]","[c]"
"In post","2021","Berkshire","Male","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","Digital, Data & Technology","80","80","41300","37330"
"In post","2021","Berkshire","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","Grants Management","70","70","31530","26520"
"In post","2021","Berkshire","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","Legal","40","40","[c]","[c]"
"In post","2021","Berkshire","Male","No function","310","300","35220","32520"
"In post","2021","Berkshire","Male","Project Delivery","50","50","48360","45820"
"In post","2021","Berkshire","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Male","Security","580","570","35160","39070"
"In post","2021","Berkshire","Male","Unknown","290","280","31970","29290"
"In post","2021","Bexley and Greenwich","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Female","No function","570","540","30080","28720"
"In post","2021","Bexley and Greenwich","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Female","Unknown","320","290","31150","31060"
"In post","2021","Bexley and Greenwich","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","No function","650","630","33130","33180"
"In post","2021","Bexley and Greenwich","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Male","Unknown","160","160","31640","31060"
"In post","2021","Birmingham","Female","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Commercial","40","40","[c]","[c]"
"In post","2021","Birmingham","Female","Communications","120","110","31760","28130"
"In post","2021","Birmingham","Female","Counter Fraud","300","270","30900","28130"
"In post","2021","Birmingham","Female","Debt","250","210","21990","20140"
"In post","2021","Birmingham","Female","Digital, Data & Technology","80","80","41430","37740"
"In post","2021","Birmingham","Female","Finance","50","40","[c]","[c]"
"In post","2021","Birmingham","Female","Human Resources","90","80","41550","39490"
"In post","2021","Birmingham","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Legal","400","360","37600","31810"
"In post","2021","Birmingham","Female","No function","3460","3160","29760","25080"
"In post","2021","Birmingham","Female","Project Delivery","160","160","40860","38630"
"In post","2021","Birmingham","Female","Property","120","100","32260","29550"
"In post","2021","Birmingham","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Female","Unknown","1500","1290","26840","27570"
"In post","2021","Birmingham","Male","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Commercial","40","40","[c]","[c]"
"In post","2021","Birmingham","Male","Communications","130","130","30970","29400"
"In post","2021","Birmingham","Male","Counter Fraud","290","280","34240","31810"
"In post","2021","Birmingham","Male","Debt","170","160","21450","20140"
"In post","2021","Birmingham","Male","Digital, Data & Technology","160","160","41270","37000"
"In post","2021","Birmingham","Male","Finance","50","50","39510","37750"
"In post","2021","Birmingham","Male","Human Resources","30","30","[c]","[c]"
"In post","2021","Birmingham","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","Male","Legal","220","210","41340","38000"
"In post","2021","Birmingham","Male","No function","2680","2610","31870","26780"
"In post","2021","Birmingham","Male","Project Delivery","140","140","45630","42020"
"In post","2021","Birmingham","Male","Property","130","130","36890","32290"
"In post","2021","Birmingham","Male","Security","30","30","[c]","[c]"
"In post","2021","Birmingham","Male","Unknown","900","860","27580","27570"
"In post","2021","Blackburn with Darwen","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Female","No function","80","70","25610","22920"
"In post","2021","Blackburn with Darwen","Female","Unknown","210","180","26540","27570"
"In post","2021","Blackburn with Darwen","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","No function","50","50","[c]","[c]"
"In post","2021","Blackburn with Darwen","Male","Unknown","150","140","26610","27570"
"In post","2021","Blackpool","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","No function","120","110","27640","23840"
"In post","2021","Blackpool","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Female","Unknown","3040","2680","28040","27570"
"In post","2021","Blackpool","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","No function","40","40","[c]","[c]"
"In post","2021","Blackpool","Male","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Security","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Male","Unknown","1860","1800","29880","27570"
"In post","2021","Bournemouth and Poole","Female","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","No function","160","130","25750","22260"
"In post","2021","Bournemouth and Poole","Female","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Female","Unknown","240","200","27100","27570"
"In post","2021","Bournemouth and Poole","Male","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Male","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
