"Status","Year","Responsibility_level","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","EO","Bedfordshire and Hertfordshire","Female","940","850","28730","29290"
"In post","2021","EO","Bedfordshire and Hertfordshire","Male","670","630","29440","29290"
"In post","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Female","1350","1250","28360","27570"
"In post","2021","EO","Berkshire, Buckinghamshire and Oxfordshire","Male","1060","1040","30460","28670"
"In post","2021","EO","Cheshire","Female","820","770","28970","27570"
"In post","2021","EO","Cheshire","Male","610","600","30330","28840"
"In post","2021","EO","Cornwall and Isles of Scilly","Female","350","310","27370","27570"
"In post","2021","EO","Cornwall and Isles of Scilly","Male","270","260","27020","27570"
"In post","2021","EO","Cumbria","Female","360","310","26150","26350"
"In post","2021","EO","Cumbria","Male","220","210","26150","25990"
"In post","2021","EO","Derbyshire and Nottinghamshire","Female","2070","1830","26600","27540"
"In post","2021","EO","Derbyshire and Nottinghamshire","Male","1480","1430","26950","27130"
"In post","2021","EO","Devon","Female","1230","1060","27020","27570"
"In post","2021","EO","Devon","Male","1120","1080","27020","27380"
"In post","2021","EO","Dorset and Somerset","Female","860","750","27010","27570"
"In post","2021","EO","Dorset and Somerset","Male","750","720","27750","27570"
"In post","2021","EO","East Anglia","Female","1770","1570","27020","27570"
"In post","2021","EO","East Anglia","Male","1520","1470","28100","27570"
"In post","2021","EO","East Wales","Female","3030","2740","26430","26930"
"In post","2021","EO","East Wales","Male","2470","2400","27060","27460"
"In post","2021","EO","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","East Yorkshire and Northern Lincolnshire","Female","790","680","27310","27570"
"In post","2021","EO","East Yorkshire and Northern Lincolnshire","Male","880","840","28140","27370"
"In post","2021","EO","Eastern Scotland","Female","2770","2530","28190","27570"
"In post","2021","EO","Eastern Scotland","Male","2420","2330","29530","28410"
"In post","2021","EO","Essex","Female","1330","1190","28620","29290"
"In post","2021","EO","Essex","Male","950","890","28810","28340"
"In post","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Female","3240","2910","25810","26670"
"In post","2021","EO","Gloucestershire, Wiltshire and Bath/Bristol area","Male","2760","2680","26120","26670"
"In post","2021","EO","Greater Manchester","Female","3130","2860","26520","27570"
"In post","2021","EO","Greater Manchester","Male","2670","2590","26610","26480"
"In post","2021","EO","Hampshire and Isle of Wight","Female","1960","1770","26580","26670"
"In post","2021","EO","Hampshire and Isle of Wight","Male","1780","1730","27440","26780"
"In post","2021","EO","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Female","580","520","26930","27570"
"In post","2021","EO","Herefordshire, Worcestershire and Warwickshire","Male","510","500","27370","27570"
"In post","2021","EO","Highlands and Islands","Female","380","350","28220","27570"
"In post","2021","EO","Highlands and Islands","Male","310","300","29630","29140"
"In post","2021","EO","Inner London - East","Female","2740","2550","30620","31060"
"In post","2021","EO","Inner London - East","Male","1740","1700","31080","31060"
"In post","2021","EO","Inner London - West","Female","4730","4530","29160","29080"
"In post","2021","EO","Inner London - West","Male","3150","3120","29500","29460"
"In post","2021","EO","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","EO","Kent","Female","1790","1610","28300","29050"
"In post","2021","EO","Kent","Male","1790","1690","28380","27370"
"In post","2021","EO","Lancashire","Female","2680","2340","27270","27570"
"In post","2021","EO","Lancashire","Male","1700","1630","27800","27570"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Female","1040","930","27040","27570"
"In post","2021","EO","Leicestershire, Rutland and Northamptonshire","Male","780","760","27690","27570"
"In post","2021","EO","Lincolnshire","Female","390","360","27270","27570"
"In post","2021","EO","Lincolnshire","Male","360","340","28400","27570"
"In post","2021","EO","Merseyside","Female","3870","3410","26240","26160"
"In post","2021","EO","Merseyside","Male","2320","2230","26290","26000"
"In post","2021","EO","North Eastern Scotland","Female","320","290","28410","27570"
"In post","2021","EO","North Eastern Scotland","Male","280","270","30280","29190"
"In post","2021","EO","North Yorkshire","Female","550","500","27000","26750"
"In post","2021","EO","North Yorkshire","Male","490","480","27780","26750"
"In post","2021","EO","Northern Ireland","Female","500","450","26610","25560"
"In post","2021","EO","Northern Ireland","Male","480","470","26510","25560"
"In post","2021","EO","Northumberland and Tyne and Wear","Female","3310","2910","26580","27570"
"In post","2021","EO","Northumberland and Tyne and Wear","Male","2230","2130","26400","26120"
"In post","2021","EO","Outer London - East and North East","Female","1080","970","30950","31060"
"In post","2021","EO","Outer London - East and North East","Male","640","620","31700","31060"
"In post","2021","EO","Outer London - South","Female","1970","1800","29900","29570"
"In post","2021","EO","Outer London - South","Male","1250","1230","30070","29570"
"In post","2021","EO","Outer London - West and North West","Female","2170","1970","29970","30500"
"In post","2021","EO","Outer London - West and North West","Male","1850","1710","29880","30160"
"In post","2021","EO","Overseas","Female","130","120","27990","27160"
"In post","2021","EO","Overseas","Male","150","150","28040","27370"
"In post","2021","EO","Shropshire and Staffordshire","Female","1330","1190","27130","27570"
"In post","2021","EO","Shropshire and Staffordshire","Male","1140","1100","28210","27570"
"In post","2021","EO","South Yorkshire","Female","1660","1420","26820","27570"
"In post","2021","EO","South Yorkshire","Male","1070","1030","27340","27370"
"In post","2021","EO","Southern Scotland","Female","1100","950","26950","27570"
"In post","2021","EO","Southern Scotland","Male","790","750","26810","27150"
"In post","2021","EO","Surrey, East and West Sussex","Female","1780","1570","27940","27570"
"In post","2021","EO","Surrey, East and West Sussex","Male","1220","1130","28650","27570"
"In post","2021","EO","Tees Valley and Durham","Female","1450","1270","27130","27570"
"In post","2021","EO","Tees Valley and Durham","Male","930","880","28110","27570"
"In post","2021","EO","Unknown","Female","360","330","28060","27570"
"In post","2021","EO","Unknown","Male","230","220","28000","27570"
"In post","2021","EO","West Central Scotland","Female","2800","2510","27300","27570"
"In post","2021","EO","West Central Scotland","Male","2390","2280","28740","27570"
"In post","2021","EO","West Midlands","Female","3560","3150","26710","27570"
"In post","2021","EO","West Midlands","Male","2240","2160","26910","27570"
"In post","2021","EO","West Wales and The Valleys","Female","2400","2140","27250","27570"
"In post","2021","EO","West Wales and The Valleys","Male","1510","1460","27530","27570"
"In post","2021","EO","West Yorkshire","Female","2840","2520","26720","27570"
"In post","2021","EO","West Yorkshire","Male","2240","2170","27150","27570"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Female","170","160","59770","58690"
"In post","2021","G6/G7","Bedfordshire and Hertfordshire","Male","160","150","61000","59730"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Female","350","320","59640","57120"
"In post","2021","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","Male","410","390","60220","57440"
"In post","2021","G6/G7","Cheshire","Female","100","100","56030","55740"
"In post","2021","G6/G7","Cheshire","Male","100","100","57940","55740"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Female","40","40","[c]","[c]"
"In post","2021","G6/G7","Cumbria","Male","40","40","[c]","[c]"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Female","560","530","56410","53150"
"In post","2021","G6/G7","Derbyshire and Nottinghamshire","Male","580","560","58010","53330"
"In post","2021","G6/G7","Devon","Female","310","280","53710","49810"
"In post","2021","G6/G7","Devon","Male","530","510","55660","52580"
"In post","2021","G6/G7","Dorset and Somerset","Female","80","80","58990","55310"
"In post","2021","G6/G7","Dorset and Somerset","Male","120","120","59160","55460"
"In post","2021","G6/G7","East Anglia","Female","340","320","58110","54620"
"In post","2021","G6/G7","East Anglia","Male","390","380","58760","54990"
"In post","2021","G6/G7","East Wales","Female","1160","1090","57160","56620"
"In post","2021","G6/G7","East Wales","Male","1250","1220","58220","57920"
"In post","2021","G6/G7","East Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Female","50","40","[c]","[c]"
"In post","2021","G6/G7","East Yorkshire and Northern Lincolnshire","Male","40","40","[c]","[c]"
"In post","2021","G6/G7","Eastern Scotland","Female","1380","1290","61490","61010"
"In post","2021","G6/G7","Eastern Scotland","Male","1180","1150","62110","61010"
"In post","2021","G6/G7","Essex","Female","150","130","56870","52580"
"In post","2021","G6/G7","Essex","Male","140","140","60860","54850"
"In post","2021","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Female","1910","1800","55310","54180"
"In post","2021","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","Male","3200","3120","56600","54940"
"In post","2021","G6/G7","Greater Manchester","Female","1030","980","56260","52580"
"In post","2021","G6/G7","Greater Manchester","Male","1070","1050","57100","52580"
"In post","2021","G6/G7","Hampshire and Isle of Wight","Female","680","640","55070","53230"
"In post","2021","G6/G7","Hampshire and Isle of Wight","Male","1180","1150","56430","54540"
"In post","2021","G6/G7","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Herefordshire, Worcestershire and Warwickshire","Female","50","50","[c]","[c]"
"In post","2021","G6/G7","Herefordshire, Worcestershire and Warwickshire","Male","50","50","59800","59080"
"In post","2021","G6/G7","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Inner London - East","Female","1850","1750","60980","59160"
"In post","2021","G6/G7","Inner London - East","Male","1910","1870","62490","59940"
"In post","2021","G6/G7","Inner London - West","Female","11130","10560","59610","57680"
"In post","2021","G6/G7","Inner London - West","Male","10570","10430","60640","58750"
"In post","2021","G6/G7","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Kent","Female","110","100","56760","52820"
"In post","2021","G6/G7","Kent","Male","170","170","55070","52280"
"In post","2021","G6/G7","Lancashire","Female","390","370","54800","52580"
"In post","2021","G6/G7","Lancashire","Male","380","370","58420","55610"
"In post","2021","G6/G7","Leicestershire, Rutland and Northamptonshire","Female","110","100","56530","53190"
"In post","2021","G6/G7","Leicestershire, Rutland and Northamptonshire","Male","90","80","60900","55610"
"In post","2021","G6/G7","Lincolnshire","Female","40","30","[c]","[c]"
"In post","2021","G6/G7","Lincolnshire","Male","40","40","[c]","[c]"
"In post","2021","G6/G7","Merseyside","Female","730","690","54840","52580"
"In post","2021","G6/G7","Merseyside","Male","690","680","56620","53430"
"In post","2021","G6/G7","North Eastern Scotland","Female","60","50","62970","61010"
"In post","2021","G6/G7","North Eastern Scotland","Male","70","70","69230","61850"
"In post","2021","G6/G7","North Yorkshire","Female","360","330","59010","55610"
"In post","2021","G6/G7","North Yorkshire","Male","330","320","58010","55610"
"In post","2021","G6/G7","Northern Ireland","Female","110","110","55590","52580"
"In post","2021","G6/G7","Northern Ireland","Male","130","120","56140","52580"
"In post","2021","G6/G7","Northumberland and Tyne and Wear","Female","760","730","53920","52580"
"In post","2021","G6/G7","Northumberland and Tyne and Wear","Male","910","900","54950","52580"
"In post","2021","G6/G7","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","G6/G7","Outer London - South","Female","710","680","62900","59980"
"In post","2021","G6/G7","Outer London - South","Male","880","860","63910","61280"
"In post","2021","G6/G7","Outer London - West and North West","Female","280","270","58510","55920"
"In post","2021","G6/G7","Outer London - West and North West","Male","280","270","60080","58440"
"In post","2021","G6/G7","Overseas","Female","550","550","59480","58030"
"In post","2021","G6/G7","Overseas","Male","780","780","60220","58030"
"In post","2021","G6/G7","Shropshire and Staffordshire","Female","250","240","57140","53450"
"In post","2021","G6/G7","Shropshire and Staffordshire","Male","250","240","59160","54540"
"In post","2021","G6/G7","South Yorkshire","Female","580","550","54950","52070"
"In post","2021","G6/G7","South Yorkshire","Male","580","570","56500","53120"
"In post","2021","G6/G7","Southern Scotland","Female","250","240","54720","52580"
"In post","2021","G6/G7","Southern Scotland","Male","240","230","56450","53910"
"In post","2021","G6/G7","Surrey, East and West Sussex","Female","240","220","58670","54990"
"In post","2021","G6/G7","Surrey, East and West Sussex","Male","230","230","58680","56540"
"In post","2021","G6/G7","Tees Valley and Durham","Female","190","180","55780","52200"
"In post","2021","G6/G7","Tees Valley and Durham","Male","170","170","56830","52580"
"In post","2021","G6/G7","Unknown","Female","110","100","56820","54700"
"In post","2021","G6/G7","Unknown","Male","90","90","58380","55000"
"In post","2021","G6/G7","West Central Scotland","Female","730","700","60150","61010"
"In post","2021","G6/G7","West Central Scotland","Male","680","670","60770","61010"
"In post","2021","G6/G7","West Midlands","Female","910","860","55830","52580"
"In post","2021","G6/G7","West Midlands","Male","850","840","57380","53500"
"In post","2021","G6/G7","West Wales and The Valleys","Female","340","320","60650","60830"
"In post","2021","G6/G7","West Wales and The Valleys","Male","470","460","62150","60830"
"In post","2021","G6/G7","West Yorkshire","Female","990","930","55020","52580"
"In post","2021","G6/G7","West Yorkshire","Male","930","910","56310","52760"
"In post","2021","SCS","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Berkshire, Buckinghamshire and Oxfordshire","Female","30","30","[c]","[c]"
"In post","2021","SCS","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Derbyshire and Nottinghamshire","Female","40","40","[c]","[c]"
"In post","2021","SCS","Derbyshire and Nottinghamshire","Male","40","30","[c]","[c]"
"In post","2021","SCS","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","East Anglia","Male","40","40","[c]","[c]"
"In post","2021","SCS","East Wales","Female","100","100","84330","78460"
"In post","2021","SCS","East Wales","Male","160","150","89330","80100"
"In post","2021","SCS","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Eastern Scotland","Female","100","100","90610","83230"
"In post","2021","SCS","Eastern Scotland","Male","120","110","90760","83230"
"In post","2021","SCS","Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Female","110","110","90920","86320"
"In post","2021","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","Male","190","190","99580","92370"
"In post","2021","SCS","Greater Manchester","Female","70","60","85320","81330"
"In post","2021","SCS","Greater Manchester","Male","80","70","88170","81120"
"In post","2021","SCS","Hampshire and Isle of Wight","Female","40","40","[c]","[c]"
"In post","2021","SCS","Hampshire and Isle of Wight","Male","50","50","[c]","[c]"
"In post","2021","SCS","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Inner London - East","Female","330","290","98830","93570"
"In post","2021","SCS","Inner London - East","Male","350","330","99050","94560"
"In post","2021","SCS","Inner London - West","Female","1860","1770","86190","78060"
"In post","2021","SCS","Inner London - West","Male","2030","2010","92010","81490"
"In post","2021","SCS","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Lancashire","Female","30","30","[c]","[c]"
"In post","2021","SCS","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Merseyside","Female","40","40","[c]","[c]"
"In post","2021","SCS","Merseyside","Male","50","50","[c]","[c]"
"In post","2021","SCS","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Northumberland and Tyne and Wear","Female","40","40","[c]","[c]"
"In post","2021","SCS","Northumberland and Tyne and Wear","Male","50","50","92390","88790"
"In post","2021","SCS","Outer London - South","Female","40","40","[c]","[c]"
"In post","2021","SCS","Outer London - South","Male","30","30","[c]","[c]"
"In post","2021","SCS","Outer London - West and North West","Female","30","30","[c]","[c]"
"In post","2021","SCS","Outer London - West and North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Overseas","Female","110","110","84260","75880"
"In post","2021","SCS","Overseas","Male","180","180","87050","78410"
"In post","2021","SCS","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","South Yorkshire","Female","40","30","[c]","[c]"
"In post","2021","SCS","South Yorkshire","Male","40","40","[c]","[c]"
"In post","2021","SCS","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Southern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Central Scotland","Female","30","30","[c]","[c]"
"In post","2021","SCS","West Central Scotland","Male","40","40","[c]","[c]"
"In post","2021","SCS","West Midlands","Female","90","80","96020","87320"
"In post","2021","SCS","West Midlands","Male","80","80","97280","89500"
"In post","2021","SCS","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","SCS","West Yorkshire","Female","80","70","85010","76560"
"In post","2021","SCS","West Yorkshire","Male","90","80","88290","79880"
"In post","2021","SEO/HEO","Bedfordshire and Hertfordshire","Female","500","470","38470","37640"
"In post","2021","SEO/HEO","Bedfordshire and Hertfordshire","Male","510","500","38800","37800"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Female","1090","1030","37160","35900"
"In post","2021","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","Male","1190","1160","39240","38160"
"In post","2021","SEO/HEO","Cheshire","Female","410","390","38230","36740"
"In post","2021","SEO/HEO","Cheshire","Male","440","430","40550","40210"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","Female","100","90","34680","33300"
"In post","2021","SEO/HEO","Cornwall and Isles of Scilly","Male","120","110","36450","35480"
"In post","2021","SEO/HEO","Cumbria","Female","180","160","34320","33040"
"In post","2021","SEO/HEO","Cumbria","Male","140","140","35560","35840"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Female","1770","1650","35360","33350"
"In post","2021","SEO/HEO","Derbyshire and Nottinghamshire","Male","1460","1420","35670","33610"
"In post","2021","SEO/HEO","Devon","Female","1010","920","36570","36330"
"In post","2021","SEO/HEO","Devon","Male","1400","1360","38420","38450"
"In post","2021","SEO/HEO","Dorset and Somerset","Female","560","520","35630","33840"
"In post","2021","SEO/HEO","Dorset and Somerset","Male","870","840","37210","35340"
"In post","2021","SEO/HEO","East Anglia","Female","1360","1280","35680","33840"
"In post","2021","SEO/HEO","East Anglia","Male","1570","1520","36420","34610"
