"Status","Year","Responsibility_level","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","No function","Cabinet Office (excl. agencies)","110","110","24160","24490"
"In post","2021","AA/AO","No function","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Companies House","380","330","21730","22490"
"In post","2021","AA/AO","No function","Criminal Injuries Compensation Authority","110","100","20260","20650"
"In post","2021","AA/AO","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Crown Office and Procurator Fiscal Service","690","620","21920","22220"
"In post","2021","AA/AO","No function","Defence Science and Technology Laboratory","90","90","18410","17710"
"In post","2021","AA/AO","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","23740","24900"
"In post","2021","AA/AO","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","60","60","24160","24370"
"In post","2021","AA/AO","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Department for Transport (excl. agencies)","140","120","28650","32720"
"In post","2021","AA/AO","No function","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Driver and Vehicle Licensing Agency","3860","3250","20550","21590"
"In post","2021","AA/AO","No function","Driver and Vehicle Standards Agency","1040","970","24750","25630"
"In post","2021","AA/AO","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Foreign, Commonwealth and Development Office (excl. agencies)","300","290","26240","24750"
"In post","2021","AA/AO","No function","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Health and Safety Executive","240","210","22150","22160"
"In post","2021","AA/AO","No function","HM Courts and Tribunals Service","10430","9170","19980","19930"
"In post","2021","AA/AO","No function","HM Land Registry","1770","1670","22490","22350"
"In post","2021","AA/AO","No function","HM Prison and Probation Service","28270","26740","26340","25450"
"In post","2021","AA/AO","No function","HM Revenue and Customs (excl. agencies)","14690","12660","20630","20140"
"In post","2021","AA/AO","No function","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Insolvency Service","630","590","21190","20880"
"In post","2021","AA/AO","No function","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Legal Aid Agency","430","400","19650","19930"
"In post","2021","AA/AO","No function","Maritime and Coastguard Agency","280","260","24400","26590"
"In post","2021","AA/AO","No function","Met Office","70","70","24620","24660"
"In post","2021","AA/AO","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Ministry of Justice (excl. agencies)","180","170","21460","21770"
"In post","2021","AA/AO","No function","National Crime Agency","250","230","23950","24220"
"In post","2021","AA/AO","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Office for Standards in Education, Children's Services and Skills","200","180","21240","21160"
"In post","2021","AA/AO","No function","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"In post","2021","AA/AO","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Office of the Public Guardian","850","770","19750","19930"
"In post","2021","AA/AO","No function","Planning Inspectorate","160","150","21530","21270"
"In post","2021","AA/AO","No function","Public Health England","870","760","21150","20170"
"In post","2021","AA/AO","No function","Registers of Scotland","340","320","24000","24130"
"In post","2021","AA/AO","No function","Scottish Prison Service","1230","1160","23540","24450"
"In post","2021","AA/AO","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","The National Archives","60","60","20970","20650"
"In post","2021","AA/AO","No function","UK Hydrographic Office","70","70","20360","20170"
"In post","2021","AA/AO","No function","UK Intellectual Property Office","160","150","20840","21140"
"In post","2021","AA/AO","No function","United Kingdom Statistics Authority","1380","960","19640","19520"
"In post","2021","AA/AO","No function","Vehicle Certification Agency","40","40","[c]","[c]"
"In post","2021","AA/AO","No function","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Defence Electronics and Components Agency","80","70","19690","19810"
"In post","2021","AA/AO","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","40","40","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Forestry and Land Scotland","40","40","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","HM Revenue and Customs (excl. agencies)","90","70","21780","21440"
"In post","2021","AA/AO","Project Delivery","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Ministry of Defence (excl. agencies)","180","170","21270","20920"
"In post","2021","AA/AO","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Scottish Forestry","40","40","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Project Delivery","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","60","50","21330","21050"
"In post","2021","AA/AO","Property","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Forestry and Land Scotland","400","380","25540","26530"
"In post","2021","AA/AO","Property","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Ministry of Defence (excl. agencies)","730","700","18560","17980"
"In post","2021","AA/AO","Property","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Scottish Prison Service","170","170","25520","27450"
"In post","2021","AA/AO","Property","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Valuation Office Agency","840","760","21270","21100"
"In post","2021","AA/AO","Property","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Property","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Cabinet Office (excl. agencies)","240","220","20930","20920"
"In post","2021","AA/AO","Security","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Driver and Vehicle Licensing Agency","60","60","25220","25390"
"In post","2021","AA/AO","Security","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","FCDO Services","80","80","25850","23340"
"In post","2021","AA/AO","Security","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","HM Prison and Probation Service","60","60","29130","27510"
"In post","2021","AA/AO","Security","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","Ministry of Defence (excl. agencies)","5020","4930","27010","21770"
"In post","2021","AA/AO","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Security","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Accountant in Bankruptcy","30","30","[c]","[c]"
"In post","2021","AA/AO","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Department for Work and Pensions (excl. agencies)","29320","25100","21170","21010"
"In post","2021","AA/AO","Unknown","Disclosure Scotland","190","170","21940","22230"
"In post","2021","AA/AO","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Education Scotland","40","40","[c]","[c]"
"In post","2021","AA/AO","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Home Office (incl. agencies)","8330","7380","21990","21430"
"In post","2021","AA/AO","Unknown","Medicines and Healthcare Products Regulatory Agency","40","30","[c]","[c]"
"In post","2021","AA/AO","Unknown","Ministry of Defence (excl. agencies)","8240","7870","21030","20920"
"In post","2021","AA/AO","Unknown","National Records of Scotland","160","140","22560","22230"
"In post","2021","AA/AO","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Scottish Government (excl. agencies)","920","880","23730","23340"
"In post","2021","AA/AO","Unknown","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Unknown","Scottish Public Pensions Agency","140","120","24020","24110"
"In post","2021","AA/AO","Unknown","Social Security Scotland","400","380","21090","20060"
"In post","2021","AA/AO","Unknown","Student Awards Agency for Scotland","120","110","21800","22230"
