"Status","Year","Region_ITL1","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","Leeds","50","50","27680","27570"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Undeclared","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Barnsley, Doncaster and Rotherham","90","90","23110","22850"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Bradford","100","100","24920","20140"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","East Riding of Yorkshire","60","50","24950","22280"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Kingston upon Hull, City of","90","80","25060","22350"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Leeds","900","880","29700","25560"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","North and North East Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","North Yorkshire CC","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Sheffield","340","330","29600","25000"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","Wakefield","90","90","26730","24240"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","York","70","60","25050","21050"
"New entrant CS","2022","East Midlands (England)","Declared disabled","Derby","30","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Declared disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Declared disabled","Leicester","50","50","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Declared disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Declared disabled","Lincolnshire CC","50","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Declared disabled","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Declared disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Declared disabled","Nottingham","130","120","26990","26590"
"New entrant CS","2022","East Midlands (England)","Declared disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Declared disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Declared disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Declared non-disabled","Derby","100","100","24290","21260"
"New entrant CS","2022","East Midlands (England)","Declared non-disabled","East Derbyshire","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Declared non-disabled","Leicester","250","240","24500","22600"
"New entrant CS","2022","East Midlands (England)","Declared non-disabled","Leicestershire CC and Rutland","160","160","25230","23140"
"New entrant CS","2022","East Midlands (England)","Declared non-disabled","Lincolnshire CC","300","290","27100","25000"
"New entrant CS","2022","East Midlands (England)","Declared non-disabled","North Northamptonshire","80","70","23820","21260"
"New entrant CS","2022","East Midlands (England)","Declared non-disabled","North Nottinghamshire","90","90","25090","24090"
"New entrant CS","2022","East Midlands (England)","Declared non-disabled","Nottingham","710","690","27320","26590"
"New entrant CS","2022","East Midlands (England)","Declared non-disabled","South and West Derbyshire","90","80","28320","24520"
"New entrant CS","2022","East Midlands (England)","Declared non-disabled","South Nottinghamshire","100","100","28800","24380"
"New entrant CS","2022","East Midlands (England)","Declared non-disabled","West Northamptonshire","100","100","26550","24220"
"New entrant CS","2022","East Midlands (England)","Undeclared","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","Lincolnshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","Nottingham","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","Derby","70","60","26200","26130"
"New entrant CS","2022","East Midlands (England)","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","Leicester","130","120","24030","21260"
"New entrant CS","2022","East Midlands (England)","Unknown","Leicestershire CC and Rutland","110","100","25590","23140"
"New entrant CS","2022","East Midlands (England)","Unknown","Lincolnshire CC","90","80","27260","26350"
"New entrant CS","2022","East Midlands (England)","Unknown","North Northamptonshire","40","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","North Nottinghamshire","70","60","25820","24780"
"New entrant CS","2022","East Midlands (England)","Unknown","Nottingham","500","480","27620","26590"
"New entrant CS","2022","East Midlands (England)","Unknown","South and West Derbyshire","30","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","South Nottinghamshire","50","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Unknown","West Northamptonshire","60","50","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Cambridgeshire CC","40","30","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Hertfordshire CC","50","50","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Norwich and East Norfolk","50","50","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Suffolk CC","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared disabled","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared non-disabled","Bedford","90","90","27380","28140"
"New entrant CS","2022","East of England","Declared non-disabled","Breckland and South Norfolk","50","50","[c]","[c]"
"New entrant CS","2022","East of England","Declared non-disabled","Cambridgeshire CC","270","260","28770","26140"
"New entrant CS","2022","East of England","Declared non-disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared non-disabled","Essex Haven Gateway","70","60","32680","29290"
"New entrant CS","2022","East of England","Declared non-disabled","Essex Thames Gateway","100","100","24970","24250"
"New entrant CS","2022","East of England","Declared non-disabled","Heart of Essex","140","140","29710","26140"
"New entrant CS","2022","East of England","Declared non-disabled","Hertfordshire CC","250","240","30350","29290"
"New entrant CS","2022","East of England","Declared non-disabled","Luton","50","40","[c]","[c]"
"New entrant CS","2022","East of England","Declared non-disabled","North and West Norfolk","60","50","23820","23140"
"New entrant CS","2022","East of England","Declared non-disabled","Norwich and East Norfolk","290","280","24650","23140"
"New entrant CS","2022","East of England","Declared non-disabled","Peterborough","80","70","29370","27570"
"New entrant CS","2022","East of England","Declared non-disabled","Southend-on-Sea","50","50","29000","25560"
"New entrant CS","2022","East of England","Declared non-disabled","Suffolk CC","350","330","26520","24800"
"New entrant CS","2022","East of England","Declared non-disabled","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Declared non-disabled","West Essex","30","30","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Hertfordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","Suffolk CC","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Undeclared","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","Bedford","80","70","27710","26310"
"New entrant CS","2022","East of England","Unknown","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","Cambridgeshire CC","130","120","28390","26140"
"New entrant CS","2022","East of England","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","Essex Haven Gateway","60","50","29830","25000"
"New entrant CS","2022","East of England","Unknown","Essex Thames Gateway","30","30","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","Heart of Essex","110","110","24950","24800"
"New entrant CS","2022","East of England","Unknown","Hertfordshire CC","120","110","29460","27930"
"New entrant CS","2022","East of England","Unknown","Luton","40","30","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","North and West Norfolk","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","Norwich and East Norfolk","80","70","27140","25480"
"New entrant CS","2022","East of England","Unknown","Peterborough","50","40","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","Southend-on-Sea","50","50","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","Suffolk CC","160","140","27640","24800"
"New entrant CS","2022","East of England","Unknown","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Unknown","West Essex","30","30","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Croydon","40","40","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Hackney and Newham","40","30","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Lambeth","70","60","37040","32330"
"New entrant CS","2022","London","Declared disabled","Lewisham and Southwark","40","40","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Redbridge and Waltham Forest","30","30","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Tower Hamlets","70","70","34370","34260"
"New entrant CS","2022","London","Declared disabled","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared disabled","Westminster","480","470","36660","33210"
"New entrant CS","2022","London","Declared non-disabled","Barking & Dagenham and Havering","80","80","31720","31060"
"New entrant CS","2022","London","Declared non-disabled","Barnet","290","260","31170","26880"
"New entrant CS","2022","London","Declared non-disabled","Bexley and Greenwich","120","110","29610","30290"
"New entrant CS","2022","London","Declared non-disabled","Brent","70","60","31950","31060"
"New entrant CS","2022","London","Declared non-disabled","Bromley","80","70","31320","31060"
"New entrant CS","2022","London","Declared non-disabled","Camden and City of London","100","100","39660","34260"
"New entrant CS","2022","London","Declared non-disabled","Croydon","270","270","33510","30750"
"New entrant CS","2022","London","Declared non-disabled","Ealing","50","40","[c]","[c]"
"New entrant CS","2022","London","Declared non-disabled","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Declared non-disabled","Hackney and Newham","320","320","35110","31060"
"New entrant CS","2022","London","Declared non-disabled","Haringey and Islington","160","150","31900","31060"
"New entrant CS","2022","London","Declared non-disabled","Harrow and Hillingdon","80","70","29560","31060"
"New entrant CS","2022","London","Declared non-disabled","Hounslow and Richmond upon Thames","190","190","32370","31020"
"New entrant CS","2022","London","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","110","110","31270","30520"
"New entrant CS","2022","London","Declared non-disabled","Lambeth","450","420","38150","32330"
"New entrant CS","2022","London","Declared non-disabled","Lewisham and Southwark","170","170","38280","32560"
"New entrant CS","2022","London","Declared non-disabled","Merton, Kingston upon Thames and Sutton","70","70","32530","31060"
"New entrant CS","2022","London","Declared non-disabled","Redbridge and Waltham Forest","170","170","29530","27960"
"New entrant CS","2022","London","Declared non-disabled","Tower Hamlets","590","590","41000","34260"
"New entrant CS","2022","London","Declared non-disabled","Wandsworth","80","80","29010","30520"
"New entrant CS","2022","London","Declared non-disabled","Westminster","3270","3230","38590","34020"
"New entrant CS","2022","London","Undeclared","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Undeclared","Westminster","260","260","37040","34020"
"New entrant CS","2022","London","Unknown","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","Barnet","70","60","31840","28650"
"New entrant CS","2022","London","Unknown","Bexley and Greenwich","140","140","28270","29020"
"New entrant CS","2022","London","Unknown","Brent","40","30","[c]","[c]"
"New entrant CS","2022","London","Unknown","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","Camden and City of London","110","100","36740","28650"
"New entrant CS","2022","London","Unknown","Croydon","560","560","34720","30600"
"New entrant CS","2022","London","Unknown","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Unknown","Hackney and Newham","190","180","35440","31060"
"New entrant CS","2022","London","Unknown","Haringey and Islington","130","130","30760","30520"
"New entrant CS","2022","London","Unknown","Harrow and Hillingdon","120","110","29870","28650"
"New entrant CS","2022","London","Unknown","Hounslow and Richmond upon Thames","220","220","28570","28650"
"New entrant CS","2022","London","Unknown","Kensington & Chelsea and Hammersmith & Fulham","40","40","[c]","[c]"
"New entrant CS","2022","London","Unknown","Lambeth","260","260","39400","32330"
"New entrant CS","2022","London","Unknown","Lewisham and Southwark","90","90","34480","29390"
"New entrant CS","2022","London","Unknown","Merton, Kingston upon Thames and Sutton","50","40","[c]","[c]"
"New entrant CS","2022","London","Unknown","Redbridge and Waltham Forest","50","40","[c]","[c]"
"New entrant CS","2022","London","Unknown","Tower Hamlets","200","190","39380","33400"
"New entrant CS","2022","London","Unknown","Wandsworth","90","90","29400","30520"
"New entrant CS","2022","London","Unknown","Westminster","3160","2950","37950","32790"
"New entrant CS","2022","North East (England)","Declared disabled","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Declared disabled","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Declared disabled","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Declared disabled","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Declared disabled","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Declared disabled","Sunderland","40","30","[c]","[c]"
"New entrant CS","2022","North East (England)","Declared disabled","Tyneside","180","170","25840","21300"
"New entrant CS","2022","North East (England)","Declared non-disabled","Darlington","110","110","32970","30190"
"New entrant CS","2022","North East (England)","Declared non-disabled","Durham","320","310","24830","23140"
"New entrant CS","2022","North East (England)","Declared non-disabled","Hartlepool and Stockton-on-Tees","180","170","24980","23170"
"New entrant CS","2022","North East (England)","Declared non-disabled","Northumberland","50","50","[c]","[c]"
"New entrant CS","2022","North East (England)","Declared non-disabled","South Teesside","60","50","26830","27570"
"New entrant CS","2022","North East (England)","Declared non-disabled","Sunderland","250","240","23620","21260"
"New entrant CS","2022","North East (England)","Declared non-disabled","Tyneside","1530","1500","26590","22430"
"New entrant CS","2022","North East (England)","Undeclared","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Undeclared","Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Undeclared","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Undeclared","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Undeclared","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Undeclared","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Undeclared","Tyneside","80","80","26010","21260"
"New entrant CS","2022","North East (England)","Unknown","Darlington","110","110","32470","29360"
"New entrant CS","2022","North East (England)","Unknown","Durham","250","240","23870","22600"
"New entrant CS","2022","North East (England)","Unknown","Hartlepool and Stockton-on-Tees","50","40","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","South Teesside","30","30","[c]","[c]"
"New entrant CS","2022","North East (England)","Unknown","Sunderland","120","110","24020","21250"
"New entrant CS","2022","North East (England)","Unknown","Tyneside","720","700","26590","24880"
"New entrant CS","2022","North West (England)","Declared disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","Blackpool","80","80","23520","21260"
"New entrant CS","2022","North West (England)","Declared disabled","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","Greater Manchester South West","70","70","28490","24880"
"New entrant CS","2022","North West (England)","Declared disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","Liverpool","100","100","27160","25480"
"New entrant CS","2022","North West (England)","Declared disabled","Manchester","100","100","30670","27570"
"New entrant CS","2022","North West (England)","Declared disabled","Mid Lancashire","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","Sefton","70","60","26450","25630"
"New entrant CS","2022","North West (England)","Declared disabled","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared disabled","Wirral","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared non-disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared non-disabled","Blackpool","460","450","26100","21260"
"New entrant CS","2022","North West (England)","Declared non-disabled","Cheshire East","150","140","25190","21730"
"New entrant CS","2022","North West (England)","Declared non-disabled","Cheshire West and Chester","40","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared non-disabled","Chorley and West Lancashire","120","120","24710","23140"
"New entrant CS","2022","North West (England)","Declared non-disabled","East Cumbria","100","90","27780","23170"
"New entrant CS","2022","North West (England)","Declared non-disabled","East Lancashire","30","30","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared non-disabled","East Merseyside","90","80","28820","27570"
"New entrant CS","2022","North West (England)","Declared non-disabled","Greater Manchester North East","80","80","25490","23170"
"New entrant CS","2022","North West (England)","Declared non-disabled","Greater Manchester North West","170","170","24100","23140"
"New entrant CS","2022","North West (England)","Declared non-disabled","Greater Manchester South East","60","60","24400","21260"
"New entrant CS","2022","North West (England)","Declared non-disabled","Greater Manchester South West","710","690","27190","25300"
"New entrant CS","2022","North West (England)","Declared non-disabled","Lancaster and Wyre","50","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Declared non-disabled","Liverpool","890","870","25290","22380"
"New entrant CS","2022","North West (England)","Declared non-disabled","Manchester","730","720","30900","27570"
"New entrant CS","2022","North West (England)","Declared non-disabled","Mid Lancashire","270","260","26710","23140"
"New entrant CS","2022","North West (England)","Declared non-disabled","Sefton","290","290","27580","26370"
"New entrant CS","2022","North West (England)","Declared non-disabled","Warrington","90","90","31630","27570"
"New entrant CS","2022","North West (England)","Declared non-disabled","West Cumbria","150","150","24810","21300"
"New entrant CS","2022","North West (England)","Declared non-disabled","Wirral","160","160","24530","21260"
"New entrant CS","2022","North West (England)","Undeclared","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Liverpool","50","50","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Manchester","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Undeclared","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Unknown","Blackpool","120","120","26220","21260"
"New entrant CS","2022","North West (England)","Unknown","Cheshire East","60","60","24940","23140"
"New entrant CS","2022","North West (England)","Unknown","Cheshire West and Chester","30","30","[c]","[c]"
