"Status","Year","Sexual_orientation","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Cabinet Office","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Milton Keynes","50","50","32070","33300"
"In post","2021","Heterosexual / straight","Cabinet Office","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Norwich and East Norfolk","50","50","39700","33250"
"In post","2021","Heterosexual / straight","Cabinet Office","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Sheffield","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Tower Hamlets","550","540","53400","54700"
"In post","2021","Heterosexual / straight","Cabinet Office","Tyneside","310","290","28350","23850"
"In post","2021","Heterosexual / straight","Cabinet Office","Unknown","140","140","41870","35900"
"In post","2021","Heterosexual / straight","Cabinet Office","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","Westminster","2610","2560","51480","53330"
"In post","2021","Heterosexual / straight","Cabinet Office","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Cabinet Office","York","220","210","30270","29200"
"In post","2021","Heterosexual / straight","Chancellor's other departments","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chancellor's other departments","Camden and City of London","160","150","66860","61760"
"In post","2021","Heterosexual / straight","Chancellor's other departments","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chancellor's other departments","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chancellor's other departments","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Chancellor's other departments","Westminster","110","110","51860","47480"
"In post","2021","Heterosexual / straight","Charity Commission","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Charity Commission","Sefton","170","160","32590","29160"
"In post","2021","Heterosexual / straight","Charity Commission","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Charity Commission","Westminster","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Competition and Markets Authority","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Competition and Markets Authority","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Competition and Markets Authority","City of Edinburgh","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Competition and Markets Authority","Tower Hamlets","640","610","60050","56360"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","80","70","49200","40200"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Birmingham","360","340","36120","34280"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Bristol, City of","80","70","36930","34500"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","830","770","32270","27460"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","City of Edinburgh","50","50","26390","23490"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Glasgow City","70","60","31930","30950"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Hackney and Newham","130","120","44030","43070"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Hounslow and Richmond upon Thames","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Leeds","100","90","34210","31640"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Manchester","200","200","33950","34270"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Medway","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","810","770","38800","38870"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Nottingham","80","70","35490","34500"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Suffolk","60","50","34340","31240"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Swindon","70","70","45290","49080"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Tyneside","110","100","32460","30950"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Westminster","3620","3540","49850","53380"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","York","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Westminster","1210","1180","49960","51730"
"In post","2021","Heterosexual / straight","Department for Education","Bristol, City of","150","140","44650","37270"
"In post","2021","Heterosexual / straight","Department for Education","Cambridgeshire CC","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Education","Coventry","820","800","40780","36780"
"In post","2021","Heterosexual / straight","Department for Education","Croydon","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Education","Darlington","580","560","38000","36620"
"In post","2021","Heterosexual / straight","Department for Education","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Education","Leeds","70","70","47050","49860"
"In post","2021","Heterosexual / straight","Department for Education","Manchester","820","800","40660","36780"
"In post","2021","Heterosexual / straight","Department for Education","Nottingham","230","220","41450","37100"
"In post","2021","Heterosexual / straight","Department for Education","Sheffield","1030","980","40830","36960"
"In post","2021","Heterosexual / straight","Department for Education","Tyneside","50","50","40810","36960"
"In post","2021","Heterosexual / straight","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Education","Westminster","1660","1600","50450","53420"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Berkshire","230","220","38120","35900"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Bristol, City of","590","560","40060","36970"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Cambridgeshire CC","60","50","35110","30040"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Cardiff and Vale of Glamorgan","70","70","30130","24920"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Central Hampshire","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Cheshire East","90","90","34080","29180"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","60","60","33690","29180"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Devon CC","360","330","30300","25910"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Dorset CC","60","60","33750","30220"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","East Cumbria","330","290","27680","24920"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Gloucestershire","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Gwynedd","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Heart of Essex","40","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Hounslow and Richmond upon Thames","40","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Leeds","60","60","40160","36970"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
