"Status","Year","Region_ITL2","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Inner London - East","Counter Fraud","Legal","40","30","[c]","[c]"
"In post","2021","Inner London - East","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Counter Fraud","Tax","50","40","[c]","[c]"
"In post","2021","Inner London - East","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Debt","Operational Delivery","240","220","27340","25630"
"In post","2021","Inner London - East","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Digital, Data & Technology","Digital, Data and Technology","590","580","49670","44930"
"In post","2021","Inner London - East","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Digital, Data & Technology","Unknown","680","670","52580","54700"
"In post","2021","Inner London - East","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Finance","Finance","330","320","48720","44670"
"In post","2021","Inner London - East","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Human Resources","Human Resources","370","350","48440","43880"
"In post","2021","Inner London - East","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Human Resources","Unknown","50","50","[c]","[c]"
"In post","2021","Inner London - East","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Legal","Legal","380","360","60170","59160"
"In post","2021","Inner London - East","Legal","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Inner London - East","Legal","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","No function","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","No function","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2021","Inner London - East","No function","Economics","30","30","[c]","[c]"
"In post","2021","Inner London - East","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","No function","Knowledge and Information Management","170","160","44240","41310"
"In post","2021","Inner London - East","No function","Medicine","100","80","106120","104140"
"In post","2021","Inner London - East","No function","Operational Delivery","5320","5090","38100","35180"
"In post","2021","Inner London - East","No function","Other","380","350","46980","38000"
"In post","2021","Inner London - East","No function","Policy","160","150","47930","41820"
"In post","2021","Inner London - East","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","No function","Science and Engineering","240","200","51640","45780"
"In post","2021","Inner London - East","No function","Tax","690","650","40270","36240"
"In post","2021","Inner London - East","No function","Unknown","150","150","42250","36160"
"In post","2021","Inner London - East","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Project Delivery","Operational Delivery","80","80","39860","39530"
"In post","2021","Inner London - East","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Project Delivery","Policy","230","210","55440","59160"
"In post","2021","Inner London - East","Project Delivery","Project Delivery","660","630","54640","52580"
"In post","2021","Inner London - East","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Property","Operational Delivery","60","60","41130","32660"
"In post","2021","Inner London - East","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Property","Property","250","240","41020","36160"
"In post","2021","Inner London - East","Property","Unknown","30","30","[c]","[c]"
"In post","2021","Inner London - East","Security","Security","70","60","38070","36580"
"In post","2021","Inner London - East","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Intelligence Analysis","50","50","34830","29970"
"In post","2021","Inner London - East","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Medicine","170","160","64340","67750"
"In post","2021","Inner London - East","Unknown","Operational Delivery","460","440","32770","29130"
"In post","2021","Inner London - East","Unknown","Other","350","340","47210","41080"
"In post","2021","Inner London - East","Unknown","Policy","40","40","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Science and Engineering","140","130","49170","41080"
"In post","2021","Inner London - East","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","Unknown","Unknown","2970","2770","30270","31060"
"In post","2021","Inner London - West","Analysis","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Analysis","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Analysis","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Analysis","Digital, Data and Technology","80","70","46870","45250"
"In post","2021","Inner London - West","Analysis","Economics","890","880","46090","39640"
"In post","2021","Inner London - West","Analysis","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Analysis","Intelligence Analysis","180","180","54060","53360"
"In post","2021","Inner London - West","Analysis","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Analysis","Operational Delivery","60","60","40630","32540"
"In post","2021","Inner London - West","Analysis","Operational Research","160","160","50000","48870"
"In post","2021","Inner London - West","Analysis","Other","190","180","64510","57250"
"In post","2021","Inner London - West","Analysis","Policy","210","200","50730","47920"
"In post","2021","Inner London - West","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Analysis","Social Research","240","230","45180","42280"
"In post","2021","Inner London - West","Analysis","Statistics","610","590","46510","42470"
"In post","2021","Inner London - West","Analysis","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Analysis","Unknown","50","40","[c]","[c]"
"In post","2021","Inner London - West","Commercial","Commercial","450","440","50030","43840"
"In post","2021","Inner London - West","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Commercial","Knowledge and Information Management","100","100","38150","35770"
"In post","2021","Inner London - West","Commercial","Operational Delivery","230","230","52690","47000"
"In post","2021","Inner London - West","Commercial","Other","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Commercial","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Commercial","Unknown","640","630","78280","69150"
"In post","2021","Inner London - West","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Communications","Communications","1520","1490","46230","42500"
"In post","2021","Inner London - West","Communications","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Communications","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Communications","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Communications","Operational Delivery","60","60","48490","36480"
"In post","2021","Inner London - West","Communications","Other","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Communications","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Communications","Unknown","340","340","48050","43080"
"In post","2021","Inner London - West","Counter Fraud","Counter Fraud","280","280","44820","40000"
"In post","2021","Inner London - West","Counter Fraud","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Counter Fraud","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Counter Fraud","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","Inner London - West","Counter Fraud","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Counter Fraud","Legal","610","590","36650","36160"
"In post","2021","Inner London - West","Counter Fraud","Operational Delivery","250","230","33770","32520"
"In post","2021","Inner London - West","Counter Fraud","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Counter Fraud","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Counter Fraud","Tax","190","180","44140","36880"
"In post","2021","Inner London - West","Counter Fraud","Unknown","90","90","48600","54700"
"In post","2021","Inner London - West","Debt","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Digital, Data and Technology","1450","1420","48910","45430"
"In post","2021","Inner London - West","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Operational Delivery","70","70","45270","40050"
"In post","2021","Inner London - West","Digital, Data & Technology","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Digital, Data & Technology","Unknown","250","250","51020","54700"
"In post","2021","Inner London - West","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Finance","Economics","70","70","44860","40650"
"In post","2021","Inner London - West","Finance","Finance","1590","1550","49710","45200"
"In post","2021","Inner London - West","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Finance","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Finance","Operational Delivery","100","90","41220","36160"
"In post","2021","Inner London - West","Finance","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Finance","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Finance","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Finance","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Finance","Unknown","130","120","49380","41820"
"In post","2021","Inner London - West","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Human Resources","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Human Resources","Human Resources","1450","1410","46360","41900"
"In post","2021","Inner London - West","Human Resources","Operational Delivery","70","70","39460","36800"
"In post","2021","Inner London - West","Human Resources","Other","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Human Resources","Policy","40","30","[c]","[c]"
"In post","2021","Inner London - West","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Human Resources","Unknown","490","480","47230","41820"
"In post","2021","Inner London - West","Internal Audit","Internal Audit","180","170","54730","53070"
"In post","2021","Inner London - West","Internal Audit","Other","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Internal Audit","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Legal","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Legal","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Legal","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Legal","Legal","3280","3070","59590","59940"
"In post","2021","Inner London - West","Legal","Operational Delivery","850","790","30470","27760"
"In post","2021","Inner London - West","Legal","Other","310","290","30070","27580"
"In post","2021","Inner London - West","Legal","Policy","30","30","[c]","[c]"
"In post","2021","Inner London - West","Legal","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Legal","Unknown","120","120","66990","67770"
"In post","2021","Inner London - West","No function","Commercial","100","100","52220","54110"
"In post","2021","Inner London - West","No function","Communications","90","90","44070","40220"
"In post","2021","Inner London - West","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","No function","Counter Fraud","40","30","[c]","[c]"
"In post","2021","Inner London - West","No function","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2021","Inner London - West","No function","Economics","380","370","48580","52290"
"In post","2021","Inner London - West","No function","Finance","160","160","49030","46300"
"In post","2021","Inner London - West","No function","Human Resources","40","30","[c]","[c]"
"In post","2021","Inner London - West","No function","Inspector of Education and Training","230","230","66190","64500"
"In post","2021","Inner London - West","No function","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","Inner London - West","No function","International Trade","1040","1030","47690","44030"
"In post","2021","Inner London - West","No function","Knowledge and Information Management","170","170","43460","38180"
"In post","2021","Inner London - West","No function","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","No function","Operational Delivery","5760","5570","35390","30850"
"In post","2021","Inner London - West","No function","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","No function","Other","660","650","41170","34280"
"In post","2021","Inner London - West","No function","Planning","90","90","46190","42140"
"In post","2021","Inner London - West","No function","Policy","14500","14190","48470","46100"
"In post","2021","Inner London - West","No function","Project Delivery","100","100","44320","40050"
"In post","2021","Inner London - West","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","No function","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","No function","Science and Engineering","230","230","48120","43360"
"In post","2021","Inner London - West","No function","Security","180","180","45930","43360"
"In post","2021","Inner London - West","No function","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","No function","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","No function","Tax","400","370","51230","43510"
"In post","2021","Inner London - West","No function","Unknown","3560","3520","44190","35110"
"In post","2021","Inner London - West","No function","Veterinarian","40","30","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Economics","60","60","52580","55340"
"In post","2021","Inner London - West","Project Delivery","Finance","30","30","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Operational Delivery","270","260","40860","38600"
"In post","2021","Inner London - West","Project Delivery","Other","160","160","61970","64840"
"In post","2021","Inner London - West","Project Delivery","Policy","1110","1060","54940","55620"
"In post","2021","Inner London - West","Project Delivery","Project Delivery","1820","1790","49950","45200"
"In post","2021","Inner London - West","Project Delivery","Property","90","80","56380","64590"
"In post","2021","Inner London - West","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Security","40","40","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Project Delivery","Unknown","190","180","70000","64500"
"In post","2021","Inner London - West","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Property","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Property","Operational Delivery","70","70","42840","36800"
"In post","2021","Inner London - West","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Property","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Property","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Property","Property","390","380","49360","45330"
"In post","2021","Inner London - West","Property","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Property","Unknown","40","40","[c]","[c]"
"In post","2021","Inner London - West","Security","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Security","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Security","Intelligence Analysis","150","140","46250","39240"
"In post","2021","Inner London - West","Security","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Security","Other","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Security","Security","600","600","40360","37330"
"In post","2021","Inner London - West","Security","Unknown","170","170","44880","38580"
"In post","2021","Inner London - West","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Communications","160","150","49750","44220"
"In post","2021","Inner London - West","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Digital, Data and Technology","210","200","61100","57740"
"In post","2021","Inner London - West","Unknown","Economics","130","130","45620","35610"
"In post","2021","Inner London - West","Unknown","Finance","60","60","63690","57680"
"In post","2021","Inner London - West","Unknown","Human Resources","100","90","51810","43180"
"In post","2021","Inner London - West","Unknown","Intelligence Analysis","290","290","44490","44500"
"In post","2021","Inner London - West","Unknown","Knowledge and Information Management","40","30","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Operational Delivery","930","870","38240","31520"
"In post","2021","Inner London - West","Unknown","Operational Research","50","50","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Other","880","860","35980","30500"
"In post","2021","Inner London - West","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Policy","2650","2580","51870","47480"
"In post","2021","Inner London - West","Unknown","Project Delivery","310","300","51310","45070"
"In post","2021","Inner London - West","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Science and Engineering","120","120","57540","57430"
"In post","2021","Inner London - West","Unknown","Security","90","80","37350","35070"
"In post","2021","Inner London - West","Unknown","Social Research","90","80","48820","43560"
"In post","2021","Inner London - West","Unknown","Statistics","60","50","44740","42280"
"In post","2021","Inner London - West","Unknown","Unknown","3180","3060","43680","37610"
"In post","2021","Kent","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Counter Fraud","Legal","130","120","30020","28130"
"In post","2021","Kent","Counter Fraud","Operational Delivery","50","50","28920","28130"
"In post","2021","Kent","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Finance","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Human Resources","Human Resources","50","50","[c]","[c]"
"In post","2021","Kent","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Human Resources","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Legal","Legal","90","80","49410","50520"
"In post","2021","Kent","Legal","Operational Delivery","70","60","26440","25780"
"In post","2021","Kent","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kent","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Kent","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Kent","No function","Operational Delivery","3210","3050","30020","30400"
"In post","2021","Kent","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Kent","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","Kent","No function","Psychology","50","50","[c]","[c]"
"In post","2021","Kent","No function","Science and Engineering","200","190","39780","37800"
"In post","2021","Kent","No function","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Kent","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Project Delivery","Operational Delivery","30","30","[c]","[c]"
"In post","2021","Kent","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Project Delivery","Project Delivery","40","40","[c]","[c]"
"In post","2021","Kent","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Project Delivery","Security","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Property","Property","80","70","32430","31700"
"In post","2021","Kent","Security","Security","70","70","31630","31580"
"In post","2021","Kent","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Intelligence Analysis","240","230","28400","27370"
"In post","2021","Kent","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Operational Delivery","2050","1860","26900","25310"
"In post","2021","Kent","Unknown","Other","140","130","24080","21580"
"In post","2021","Kent","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Unknown","Unknown","1750","1640","28920","29290"
"In post","2021","Lancashire","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Commercial","Unknown","30","30","[c]","[c]"
