"Status","Year","Region_ITL2","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Lancashire","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Counter Fraud","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Digital, Data & Technology","Digital, Data and Technology","50","50","32560","31810"
"In post","2021","Lancashire","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Finance","Finance","70","70","37810","33410"
"In post","2021","Lancashire","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Human Resources","Human Resources","210","190","27640","26670"
"In post","2021","Lancashire","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Internal Audit","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Legal","Legal","140","130","49370","51470"
"In post","2021","Lancashire","Legal","Operational Delivery","170","150","27170","27350"
"In post","2021","Lancashire","Legal","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","No function","Operational Delivery","4280","3880","27200","25560"
"In post","2021","Lancashire","No function","Other","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","No function","Property","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","No function","Psychology","100","90","35210","30450"
"In post","2021","Lancashire","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","No function","Tax","140","120","27130","20140"
"In post","2021","Lancashire","No function","Unknown","150","140","23150","20140"
"In post","2021","Lancashire","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Project Delivery","Operational Delivery","80","70","27600","25690"
"In post","2021","Lancashire","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Project Delivery","Policy","50","50","40240","38630"
"In post","2021","Lancashire","Project Delivery","Project Delivery","300","280","39200","38550"
"In post","2021","Lancashire","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Property","Property","80","80","33860","32330"
"In post","2021","Lancashire","Security","Security","50","50","26580","21440"
"In post","2021","Lancashire","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Unknown","Medicine","30","30","[c]","[c]"
"In post","2021","Lancashire","Unknown","Operational Delivery","50","50","25380","22130"
"In post","2021","Lancashire","Unknown","Other","80","80","22510","21130"
"In post","2021","Lancashire","Unknown","Policy","30","30","[c]","[c]"
"In post","2021","Lancashire","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Unknown","Unknown","7690","6960","27270","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Analysis","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Commercial","Commercial","40","40","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Communications","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","Digital, Data and Technology","70","70","33810","31190"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Legal","Legal","130","110","47570","48830"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Legal","Operational Delivery","60","60","25650","22710"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Operational Delivery","3260","2990","26140","23840"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Psychology","60","60","34260","31180"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Science and Engineering","60","50","41240","38890"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Tax","100","90","30560","31810"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","No function","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Project Delivery","Project Delivery","40","40","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Project Delivery","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Property","Property","100","90","23220","18800"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Intelligence Analysis","40","40","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Medicine","120","110","40040","37890"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Operational Delivery","170","160","27480","26160"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Other","160","150","23110","20920"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Unknown","1650","1460","25530","27570"
"In post","2021","Lincolnshire","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","Finance","Finance","30","30","[c]","[c]"
"In post","2021","Lincolnshire","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
