"Status","Year","Responsibility_level","Ethnicity","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","SCS","Black","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Black","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chinese","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Mixed","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other ethnicity","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Inner London - West","160","160","86440","73350"
"New entrant CS","2021","SCS","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Inner London - East","30","20","[c]","[c]"
"New entrant CS","2021","SCS","White","Inner London - West","80","80","96090","89950"
"New entrant CS","2021","SCS","White","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","White","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Greater Manchester","50","50","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Inner London - East","90","90","36650","36240"
"New entrant CS","2021","SEO/HEO","Asian","Inner London - West","270","270","36050","34550"
"New entrant CS","2021","SEO/HEO","Asian","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Outer London - West and North West","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","West Midlands","50","50","32890","31000"
"New entrant CS","2021","SEO/HEO","Asian","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Asian","West Yorkshire","30","30","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Inner London - East","90","80","37940","38890"
"New entrant CS","2021","SEO/HEO","Black","Inner London - West","180","180","35910","34170"
"New entrant CS","2021","SEO/HEO","Black","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Black","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SEO/HEO","Chinese","Inner London - West","[c]","[c]","[c]","[c]"
