"Status","Year","Disability","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","London","180","170","49060","41320"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","North East (England)","60","50","37290","36780"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","North West (England)","90","90","37370","33350"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Yorkshire and The Humber","120","110","37740","36500"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","London","250","240","41990","38750"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","40","30","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","100","90","40660","36780"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","70","70","37590","35900"
"In post","2021","Declared disabled","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","London","170","170","44700","38540"
"In post","2021","Declared disabled","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","London","170","170","47100","44250"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","East Midlands (England)","860","750","25800","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","East of England","850","760","27990","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","London","1540","1420","33160","31060"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","North East (England)","1530","1330","25890","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","North West (England)","2940","2580","26020","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Scotland","1380","1200","25050","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","South East (England)","1180","1030","27320","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","South West (England)","1030","880","25880","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Unknown","140","130","30200","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Wales","950","840","25750","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","West Midlands (England)","1320","1150","25960","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","1500","1290","28000","27570"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","London","80","80","49290","40650"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","50","50","42130","38040"
"In post","2021","Declared disabled","Disclosure Scotland","Scotland","30","30","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Wales","660","540","24060","21590"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East Midlands (England)","90","80","31070","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","East of England","40","30","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","London","50","50","31220","30780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","North West (England)","40","30","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","South East (England)","60","60","29410","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","South West (England)","50","40","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Wales","30","30","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","South East (England)","60","60","34870","30720"
"In post","2021","Declared disabled","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","London","400","390","45930","38940"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","160","160","49630","53000"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","120","110","36410","33930"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Scotland","40","40","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","London","180","170","53010","52040"
"In post","2021","Declared disabled","Government Legal Department","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","North West (England)","130","120","36160","33450"
"In post","2021","Declared disabled","Health and Safety Executive","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","East Midlands (England)","200","170","21880","19830"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","East of England","130","110","22850","20100"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","London","450","420","28250","23500"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","North East (England)","110","90","22910","20100"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","North West (England)","290","250","23310","20650"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Scotland","40","30","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","South East (England)","180","160","22960","20650"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","South West (England)","120","110","22330","20100"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Wales","130","120","21680","20100"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","West Midlands (England)","280","260","21990","19930"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Yorkshire and The Humber","160","140","22510","20100"
"In post","2021","Declared disabled","HM Land Registry","East Midlands (England)","70","60","30630","27130"
"In post","2021","Declared disabled","HM Land Registry","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","North East (England)","60","50","28310","27130"
"In post","2021","Declared disabled","HM Land Registry","North West (England)","80","70","28510","27130"
"In post","2021","Declared disabled","HM Land Registry","South West (England)","120","100","31060","27130"
"In post","2021","Declared disabled","HM Land Registry","Wales","50","40","29010","27130"
