"Status","Year","Region_ITL2","Responsibility_level","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Bedfordshire and Hertfordshire","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","Department for Work and Pensions","120","120","38380","37500"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","Department of Health and Social Care","160","150","38120","40450"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","Home Office","60","60","34190","32740"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","Ministry of Defence","340","340","39710","37850"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","Ministry of Justice","140","130","37900","36100"
"In post","2021","Bedfordshire and Hertfordshire","SEO/HEO","National Crime Agency","50","50","43530","43710"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Bedfordshire and Hertfordshire","Unknown","Ministry of Justice","290","270","27920","24020"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Cabinet Office","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Department for Environment, Food and Rural Affairs","80","70","21100","21050"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Department for Work and Pensions","200","170","22540","22160"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Foreign, Commonwealth and Development Office","230","220","24070","24750"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","HM Revenue and Customs","130","120","20860","20140"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Home Office","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Ministry of Defence","1310","1270","25670","21870"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Ministry of Justice","1470","1390","27050","27850"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Department for Environment, Food and Rural Affairs","70","70","25760","25470"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Department for Transport","70","60","27280","26700"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Department for Work and Pensions","850","790","28630","28550"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Foreign, Commonwealth and Development Office","240","230","27950","27130"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","HM Revenue and Customs","140","130","27750","28110"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Ministry of Defence","480","470","30330","28350"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Ministry of Justice","410","390","30820","32040"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","National Crime Agency","70","70","36870","37560"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Attorney General's Departments","60","50","59990","62120"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Department for Environment, Food and Rural Affairs","90","90","52840","49960"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Department for International Trade","60","60","55130","51970"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Department of Health and Social Care","130","120","58170","53380"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Foreign, Commonwealth and Development Office","160","150","61530","57760"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Ministry of Defence","150","140","63560","58500"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Cabinet Office","60","50","34060","33300"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Department for Environment, Food and Rural Affairs","160","150","34950","35900"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Department for International Trade","50","50","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Department for Work and Pensions","90","90","36010","35120"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Department of Health and Social Care","150","130","37120","38320"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Foreign, Commonwealth and Development Office","370","360","40210","40330"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HM Revenue and Customs","170","160","36560","35580"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Ministry of Defence","760","740","38410","35920"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Ministry of Justice","340","320","40040","38160"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","National Crime Agency","30","30","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Foreign, Commonwealth and Development Office","40","40","[c]","[c]"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Ministry of Defence","80","80","40580","40620"
"In post","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Ministry of Justice","370","340","28540","24940"
"In post","2021","Cheshire","AA/AO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","AA/AO","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2021","Cheshire","AA/AO","Department for Work and Pensions","350","310","20810","21010"
"In post","2021","Cheshire","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","AA/AO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","AA/AO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","AA/AO","Ministry of Justice","710","660","24700","23970"
"In post","2021","Cheshire","AA/AO","National Crime Agency","80","70","21780","20800"
"In post","2021","Cheshire","EO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","EO","Department for Environment, Food and Rural Affairs","60","60","25390","25190"
"In post","2021","Cheshire","EO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","EO","Department for Work and Pensions","540","500","27480","27570"
"In post","2021","Cheshire","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","EO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","EO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","EO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","EO","Ministry of Justice","150","140","29550","30140"
"In post","2021","Cheshire","EO","National Crime Agency","620","610","32030","32770"
"In post","2021","Cheshire","G6/G7","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6/G7","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6/G7","Department for Environment, Food and Rural Affairs","90","90","51420","48990"
"In post","2021","Cheshire","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6/G7","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6/G7","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6/G7","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","G6/G7","National Crime Agency","50","50","61810","60610"
"In post","2021","Cheshire","SCS","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Department for Environment, Food and Rural Affairs","100","100","33750","35900"
"In post","2021","Cheshire","SEO/HEO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Department for Work and Pensions","70","60","35730","33170"
"In post","2021","Cheshire","SEO/HEO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Ministry of Housing, Communities and Local Government","40","30","[c]","[c]"
"In post","2021","Cheshire","SEO/HEO","Ministry of Justice","170","160","40420","38160"
"In post","2021","Cheshire","SEO/HEO","National Crime Agency","440","430","41590","40210"
"In post","2021","Cheshire","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cheshire","Unknown","Ministry of Justice","190","180","29460","29530"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Department for Work and Pensions","330","280","20880","21010"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Ministry of Defence","290","270","20760","20920"
"In post","2021","Cornwall and Isles of Scilly","AA/AO","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Department for Work and Pensions","440","400","27530","27570"
"In post","2021","Cornwall and Isles of Scilly","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","EO","Ministry of Defence","100","100","26450","26670"
"In post","2021","Cornwall and Isles of Scilly","EO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","G6/G7","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Department for Work and Pensions","60","50","33880","33180"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Ministry of Defence","70","60","35770","33630"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","SEO/HEO","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Unknown","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Department for Environment, Food and Rural Affairs","550","490","21000","21050"
"In post","2021","Cumbria","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","AA/AO","Department for Work and Pensions","60","50","20890","21010"
"In post","2021","Cumbria","AA/AO","Ministry of Defence","100","90","25460","22810"
"In post","2021","Cumbria","AA/AO","Ministry of Justice","200","180","23170","21550"
"In post","2021","Cumbria","EO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Department for Environment, Food and Rural Affairs","210","190","25400","25190"
"In post","2021","Cumbria","EO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Department for Work and Pensions","180","160","27430","27570"
"In post","2021","Cumbria","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","EO","Ministry of Defence","90","90","23560","21310"
"In post","2021","Cumbria","EO","Ministry of Justice","60","50","27670","27380"
"In post","2021","Cumbria","G6/G7","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","G6/G7","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Department for Environment, Food and Rural Affairs","180","170","33980","31640"
"In post","2021","Cumbria","SEO/HEO","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Department for Work and Pensions","30","30","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","Cumbria","SEO/HEO","Ministry of Justice","50","50","[c]","[c]"
"In post","2021","Cumbria","Unknown","Ministry of Defence","150","150","42610","41000"
"In post","2021","Cumbria","Unknown","Ministry of Justice","90","80","29580","28200"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Attorney General's Departments","70","70","21320","21950"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Department for Transport","50","50","22920","21590"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Department for Work and Pensions","760","650","20870","21010"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","HM Land Registry","120","110","22330","22350"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","HM Revenue and Customs","650","580","20470","20140"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Ministry of Defence","150","140","23410","21130"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Ministry of Justice","1870","1720","23150","21710"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","AA/AO","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Attorney General's Departments","60","50","26840","26220"
"In post","2021","Derbyshire and Nottinghamshire","EO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Department for Education","40","40","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Department for Transport","150","140","26760","26700"
"In post","2021","Derbyshire and Nottinghamshire","EO","Department for Work and Pensions","1420","1270","27480","27570"
"In post","2021","Derbyshire and Nottinghamshire","EO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
