"Status","Year","Region_ITL2","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Merseyside","Commercial","50-59","100","100","45760","40120"
"In post","2021","Merseyside","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Communications","40-49","30","30","[c]","[c]"
"In post","2021","Merseyside","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Counter Fraud","20-29","60","60","28450","25560"
"In post","2021","Merseyside","Counter Fraud","30-39","130","130","32260","31810"
"In post","2021","Merseyside","Counter Fraud","40-49","140","130","34450","31810"
"In post","2021","Merseyside","Counter Fraud","50-59","180","170","33850","31810"
"In post","2021","Merseyside","Counter Fraud","60-64","50","40","30390","28130"
"In post","2021","Merseyside","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Debt","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Debt","20-29","60","60","20700","20140"
"In post","2021","Merseyside","Debt","30-39","50","50","21760","20140"
"In post","2021","Merseyside","Debt","40-49","70","70","23740","21440"
"In post","2021","Merseyside","Debt","50-59","90","80","24650","21440"
"In post","2021","Merseyside","Debt","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Debt","65+","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Digital, Data & Technology","20-29","40","40","[c]","[c]"
"In post","2021","Merseyside","Digital, Data & Technology","30-39","60","60","35950","32000"
"In post","2021","Merseyside","Digital, Data & Technology","40-49","80","80","39680","37960"
"In post","2021","Merseyside","Digital, Data & Technology","50-59","90","80","39530","36360"
"In post","2021","Merseyside","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Finance","30-39","30","30","[c]","[c]"
"In post","2021","Merseyside","Finance","40-49","60","60","36710","33280"
"In post","2021","Merseyside","Finance","50-59","100","100","34070","27940"
"In post","2021","Merseyside","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Human Resources","20-29","50","50","26180","25480"
"In post","2021","Merseyside","Human Resources","30-39","70","70","33080","31140"
"In post","2021","Merseyside","Human Resources","40-49","80","70","37110","32960"
"In post","2021","Merseyside","Human Resources","50-59","100","100","37740","32990"
"In post","2021","Merseyside","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Legal","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Legal","20-29","70","70","26060","23470"
"In post","2021","Merseyside","Legal","30-39","80","70","40070","38760"
"In post","2021","Merseyside","Legal","40-49","100","90","41540","37840"
"In post","2021","Merseyside","Legal","50-59","140","130","42630","43460"
"In post","2021","Merseyside","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","No function","16-19","30","30","[c]","[c]"
"In post","2021","Merseyside","No function","20-29","810","790","24170","22350"
"In post","2021","Merseyside","No function","30-39","1300","1220","28350","25560"
"In post","2021","Merseyside","No function","40-49","1440","1330","30380","25560"
"In post","2021","Merseyside","No function","50-59","1880","1710","30690","26860"
"In post","2021","Merseyside","No function","60-64","600","460","28220","23840"
"In post","2021","Merseyside","No function","65+","190","140","26950","21440"
"In post","2021","Merseyside","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Project Delivery","20-29","70","70","31690","31810"
"In post","2021","Merseyside","Project Delivery","30-39","130","120","36950","38550"
"In post","2021","Merseyside","Project Delivery","40-49","180","180","40610","38630"
"In post","2021","Merseyside","Project Delivery","50-59","200","190","41920","38630"
"In post","2021","Merseyside","Project Delivery","60-64","40","30","[c]","[c]"
"In post","2021","Merseyside","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Property","40-49","40","40","[c]","[c]"
"In post","2021","Merseyside","Property","50-59","50","40","[c]","[c]"
"In post","2021","Merseyside","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Security","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Security","65+","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Merseyside","Unknown","20-29","1400","1350","24110","24880"
"In post","2021","Merseyside","Unknown","30-39","2150","1980","26070","24890"
"In post","2021","Merseyside","Unknown","40-49","2330","2130","27030","25400"
"In post","2021","Merseyside","Unknown","50-59","2690","2420","26890","26070"
"In post","2021","Merseyside","Unknown","60-64","860","670","24950","22080"
"In post","2021","Merseyside","Unknown","65+","250","180","23620","21430"
"In post","2021","Merseyside","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Digital, Data & Technology","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Digital, Data & Technology","50-59","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Human Resources","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Legal","30-39","30","30","[c]","[c]"
"In post","2021","North Eastern Scotland","Legal","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Legal","50-59","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","No function","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","No function","20-29","100","90","25200","24450"
"In post","2021","North Eastern Scotland","No function","30-39","140","140","34450","31660"
"In post","2021","North Eastern Scotland","No function","40-49","160","160","47560","34660"
"In post","2021","North Eastern Scotland","No function","50-59","220","210","44960","33650"
"In post","2021","North Eastern Scotland","No function","60-64","40","30","[c]","[c]"
"In post","2021","North Eastern Scotland","No function","65+","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Property","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Property","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Property","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Property","50-59","30","30","[c]","[c]"
"In post","2021","North Eastern Scotland","Property","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Security","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Security","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Security","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Security","50-59","30","30","[c]","[c]"
"In post","2021","North Eastern Scotland","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","Unknown","20-29","90","90","28330","27570"
"In post","2021","North Eastern Scotland","Unknown","30-39","200","190","32230","29190"
"In post","2021","North Eastern Scotland","Unknown","40-49","210","200","35990","30650"
"In post","2021","North Eastern Scotland","Unknown","50-59","260","240","34340","27570"
"In post","2021","North Eastern Scotland","Unknown","60-64","80","60","31560","27570"
"In post","2021","North Eastern Scotland","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Analysis","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Analysis","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Analysis","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Analysis","50-59","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Commercial","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Commercial","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Counter Fraud","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Counter Fraud","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Counter Fraud","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Counter Fraud","50-59","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Counter Fraud","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Counter Fraud","65+","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Digital, Data & Technology","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Digital, Data & Technology","30-39","30","30","[c]","[c]"
"In post","2021","North Yorkshire","Digital, Data & Technology","40-49","50","50","42540","39050"
"In post","2021","North Yorkshire","Digital, Data & Technology","50-59","50","50","36060","33300"
"In post","2021","North Yorkshire","Digital, Data & Technology","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Finance","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Finance","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Finance","40-49","50","50","41350","37620"
"In post","2021","North Yorkshire","Finance","50-59","50","50","[c]","[c]"
"In post","2021","North Yorkshire","Finance","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Grants Management","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Grants Management","30-39","50","40","[c]","[c]"
"In post","2021","North Yorkshire","Grants Management","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Grants Management","50-59","40","40","[c]","[c]"
"In post","2021","North Yorkshire","Grants Management","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Grants Management","65+","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Human Resources","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Human Resources","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Human Resources","40-49","30","30","[c]","[c]"
"In post","2021","North Yorkshire","Human Resources","50-59","30","30","[c]","[c]"
"In post","2021","North Yorkshire","Human Resources","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Legal","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Legal","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Legal","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Legal","40-49","50","50","51250","54770"
"In post","2021","North Yorkshire","Legal","50-59","120","110","56370","55610"
"In post","2021","North Yorkshire","Legal","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","No function","20-29","220","220","27130","26370"
"In post","2021","North Yorkshire","No function","30-39","310","290","34330","31660"
"In post","2021","North Yorkshire","No function","40-49","350","330","39930","36970"
"In post","2021","North Yorkshire","No function","50-59","410","390","40250","35900"
"In post","2021","North Yorkshire","No function","60-64","110","90","37930","30500"
"In post","2021","North Yorkshire","No function","65+","30","30","[c]","[c]"
"In post","2021","North Yorkshire","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Project Delivery","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Project Delivery","40-49","40","40","[c]","[c]"
"In post","2021","North Yorkshire","Project Delivery","50-59","70","70","36330","33300"
"In post","2021","North Yorkshire","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Project Delivery","65+","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","Property","20-29","[c]","[c]","[c]","[c]"
