"Status","Year","Sex","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Westminster","Government Internal Audit Agency","90","90","54140","53070"
"In post","2022","Male","Westminster","Government Legal Department","850","830","54870","52040"
"In post","2022","Male","Westminster","Government Property Agency","70","70","53440","54700"
"In post","2022","Male","Westminster","HM Courts and Tribunals Service","600","590","37210","34260"
"In post","2022","Male","Westminster","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","HM Prison and Probation Service","260","250","56260","55300"
"In post","2022","Male","Westminster","HM Revenue and Customs (excl. agencies)","590","580","60660","62120"
"In post","2022","Male","Westminster","HM Treasury (excl. agencies)","1000","990","49610","52500"
"In post","2022","Male","Westminster","Home Office","1910","1890","50130","43880"
"In post","2022","Male","Westminster","Institute for Apprenticeships and Technical Education","50","50","[c]","[c]"
"In post","2022","Male","Westminster","Intellectual Property Office","30","30","[c]","[c]"
"In post","2022","Male","Westminster","Legal Aid Agency","60","60","47090","45500"
"In post","2022","Male","Westminster","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Ministry of Defence (excl. agencies)","1720","1700","46750","44500"
"In post","2022","Male","Westminster","Ministry of Justice (excl. agencies)","970","960","48660","42980"
"In post","2022","Male","Westminster","National Savings and Investments","70","70","58500","49920"
"In post","2022","Male","Westminster","Northern Ireland Office","40","40","[c]","[c]"
"In post","2022","Male","Westminster","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Office for Standards in Education, Children's Services and Skills","80","80","48310","42850"
"In post","2022","Male","Westminster","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Queen Elizabeth II Centre","30","30","[c]","[c]"
"In post","2022","Male","Westminster","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Serious Fraud Office","260","250","48390","42050"
"In post","2022","Male","Westminster","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","UK Export Finance","260","260","56860","52500"
"In post","2022","Male","Westminster","UK Health Security Agency","310","300","54040","53360"
"In post","2022","Male","Westminster","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","UK Space Agency","70","70","49830","40220"
"In post","2022","Male","Westminster","UK Statistics Authority","150","150","47290","41340"
"In post","2022","Male","Westminster","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Male","Westminster","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Male","Wiltshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Defence Equipment and Support","30","30","[c]","[c]"
"In post","2022","Male","Wiltshire","Defence Science and Technology Laboratory","1780","1750","41700","38460"
"In post","2022","Male","Wiltshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Department for Work and Pensions (excl. agencies)","70","60","28270","27570"
"In post","2022","Male","Wiltshire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","HM Prison and Probation Service","180","180","30190","28700"
"In post","2022","Male","Wiltshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Ministry of Defence (excl. agencies)","1540","1510","36700","33300"
"In post","2022","Male","Wiltshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wiltshire","UK Health Security Agency","250","240","42350","37760"
"In post","2022","Male","Wiltshire","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Department for Work and Pensions (excl. agencies)","430","400","24480","21260"
"In post","2022","Male","Wirral","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","HM Land Registry","200","190","29660","27130"
"In post","2022","Male","Wirral","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wirral","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","Department for Levelling Up, Housing and Communities (excl. agencies)","90","80","36710","36340"
"In post","2022","Male","Wolverhampton","Department for Work and Pensions (excl. agencies)","210","190","25510","27570"
"In post","2022","Male","Wolverhampton","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2022","Male","Wolverhampton","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wolverhampton","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","Animal and Plant Health Agency","70","60","32360","29660"
"In post","2022","Male","Worcestershire CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","50","50","45440","40610"
"In post","2022","Male","Worcestershire CC","Department for Work and Pensions (excl. agencies)","100","90","26920","27570"
"In post","2022","Male","Worcestershire CC","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2022","Male","Worcestershire CC","HM Prison and Probation Service","680","660","29310","27120"
"In post","2022","Male","Worcestershire CC","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","Rural Payments Agency","60","60","26020","24920"
"In post","2022","Male","Worcestershire CC","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","Worcestershire CC","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Animal and Plant Health Agency","40","40","[c]","[c]"
"In post","2022","Male","York","Cabinet Office (excl. agencies)","250","240","33580","32000"
"In post","2022","Male","York","Crown Prosecution Service","60","60","43540","38180"
"In post","2022","Male","York","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Department for Environment, Food and Rural Affairs (excl. agencies)","260","260","40060","36630"
"In post","2022","Male","York","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Department for Work and Pensions (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Male","York","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Food Standards Agency","60","60","40780","37910"
"In post","2022","Male","York","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Health and Safety Executive","90","90","35340","31710"
"In post","2022","Male","York","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","HM Prison and Probation Service","80","80","30450","28200"
"In post","2022","Male","York","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Ministry of Defence (excl. agencies)","110","110","28570","25190"
"In post","2022","Male","York","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Rural Payments Agency","90","90","26720","24920"
"In post","2022","Male","York","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","York","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mid Lancashire","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Monmouthshire and Newport","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","South Hampshire","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Westminster","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Westminster","UK Statistics Authority","[c]","[c]","[c]","[c]"
