"Status","Year","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Gloucestershire, Wiltshire and Bath/Bristol area","120","110","28900","25320"
"In post","2021","Animal and Plant Health Agency","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Herefordshire, Worcestershire and Warwickshire","160","150","29810","26600"
"In post","2021","Animal and Plant Health Agency","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Kent","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lancashire","70","60","30790","26520"
"In post","2021","Animal and Plant Health Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","North Yorkshire","190","180","29070","25330"
"In post","2021","Animal and Plant Health Agency","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Outer London - West and North West","80","80","33930","31800"
"In post","2021","Animal and Plant Health Agency","Shropshire and Staffordshire","110","100","29190","24920"
"In post","2021","Animal and Plant Health Agency","Southern Scotland","50","50","30950","26520"
"In post","2021","Animal and Plant Health Agency","Surrey, East and West Sussex","590","560","33200","28600"
"In post","2021","Animal and Plant Health Agency","West Wales and The Valleys","210","190","27660","25150"
"In post","2021","Animal and Plant Health Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Inner London - West","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","120","110","35550","33300"
"In post","2021","Cabinet Office (excl. agencies)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","East Anglia","110","110","47220","40250"
"In post","2021","Cabinet Office (excl. agencies)","East Wales","60","60","38710","30620"
"In post","2021","Cabinet Office (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","170","170","55360","52600"
"In post","2021","Cabinet Office (excl. agencies)","Greater Manchester","270","270","45320","38650"
"In post","2021","Cabinet Office (excl. agencies)","Hampshire and Isle of Wight","90","90","51790","51480"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - East","900","880","52110","54700"
"In post","2021","Cabinet Office (excl. agencies)","Inner London - West","5550","5480","49460","40600"
"In post","2021","Cabinet Office (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lancashire","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Merseyside","130","120","49120","49700"
"In post","2021","Cabinet Office (excl. agencies)","North Yorkshire","450","420","29430","26670"
"In post","2021","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Northumberland and Tyne and Wear","400","380","28460","23850"
"In post","2021","Cabinet Office (excl. agencies)","Outer London - South","50","50","43890","32000"
"In post","2021","Cabinet Office (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","South Yorkshire","100","100","46980","49700"
"In post","2021","Cabinet Office (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","600","600","36250","32000"
"In post","2021","Cabinet Office (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Midlands","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","West Yorkshire","190","180","47020","40250"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Dorset and Somerset","140","130","33130","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","East Anglia","460","440","34620","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Dorset and Somerset","50","50","35580","30350"
"In post","2021","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","70","70","42950","37910"
"In post","2021","Charity Commission","Merseyside","310","290","32780","29160"
"In post","2021","Companies House","East Wales","1030","950","31130","27460"
"In post","2021","Companies House","Eastern Scotland","40","40","[c]","[c]"
"In post","2021","Companies House","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Eastern Scotland","50","50","56490","55860"
"In post","2021","Competition and Markets Authority","Inner London - East","790","760","60810","56630"
"In post","2021","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","West Central Scotland","300","280","26120","22640"
"In post","2021","Crown Commercial Service","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","East Anglia","170","160","35020","33340"
"In post","2021","Crown Commercial Service","East Wales","110","110","33670","31680"
"In post","2021","Crown Commercial Service","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Inner London - East","70","70","50350","49300"
"In post","2021","Crown Commercial Service","Merseyside","400","390","38230","34800"
"In post","2021","Crown Commercial Service","West Midlands","30","30","[c]","[c]"
"In post","2021","Crown Commercial Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Eastern Scotland","770","720","36840","31720"
"In post","2021","Crown Office and Procurator Fiscal Service","Highlands and Islands","80","70","34120","23480"
"In post","2021","Crown Office and Procurator Fiscal Service","North Eastern Scotland","100","90","33070","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","Southern Scotland","270","240","35120","29040"
"In post","2021","Crown Office and Procurator Fiscal Service","West Central Scotland","820","750","35310","30500"
"In post","2021","Crown Prosecution Service","Bedfordshire and Hertfordshire","170","150","42490","40000"
"In post","2021","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","140","130","43310","40000"
"In post","2021","Crown Prosecution Service","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Cumbria","40","30","[c]","[c]"
"In post","2021","Crown Prosecution Service","Derbyshire and Nottinghamshire","270","260","37450","30370"
"In post","2021","Crown Prosecution Service","Devon","100","90","39950","36240"
"In post","2021","Crown Prosecution Service","East Anglia","120","110","36490","28430"
"In post","2021","Crown Prosecution Service","East Wales","290","270","41190","38760"
"In post","2021","Crown Prosecution Service","East Yorkshire and Northern Lincolnshire","70","70","38580","28430"
"In post","2021","Crown Prosecution Service","Essex","190","170","41150","35020"
"In post","2021","Crown Prosecution Service","Gloucestershire, Wiltshire and Bath/Bristol area","160","150","40250","37780"
"In post","2021","Crown Prosecution Service","Greater Manchester","360","330","40750","38000"
"In post","2021","Crown Prosecution Service","Hampshire and Isle of Wight","260","240","42870","39750"
"In post","2021","Crown Prosecution Service","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Inner London - West","1570","1480","45210","40530"
"In post","2021","Crown Prosecution Service","Kent","130","120","39410","30110"
"In post","2021","Crown Prosecution Service","Lancashire","180","170","40040","38000"
"In post","2021","Crown Prosecution Service","Leicestershire, Rutland and Northamptonshire","160","140","39390","38470"
"In post","2021","Crown Prosecution Service","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Merseyside","360","350","37570","30930"
"In post","2021","Crown Prosecution Service","North Yorkshire","310","280","46790","53350"
"In post","2021","Crown Prosecution Service","Northumberland and Tyne and Wear","240","220","37990","32370"
"In post","2021","Crown Prosecution Service","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Outer London - South","50","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Shropshire and Staffordshire","70","60","41790","48080"
"In post","2021","Crown Prosecution Service","South Yorkshire","140","120","35940","28430"
"In post","2021","Crown Prosecution Service","Surrey, East and West Sussex","170","160","42360","36240"
"In post","2021","Crown Prosecution Service","Tees Valley and Durham","100","90","38060","32370"
"In post","2021","Crown Prosecution Service","West Midlands","490","460","39800","38000"
"In post","2021","Crown Prosecution Service","West Wales and The Valleys","70","70","41350","38180"
"In post","2021","Crown Prosecution Service","West Yorkshire","410","380","39720","37780"
"In post","2021","Crown Prosecution Service Inspectorate","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","Inner London - West","110","110","58680","51550"
"In post","2021","Defence Electronics and Components Agency","East Wales","380","360","28840","28750"
"In post","2021","Defence Electronics and Components Agency","Shropshire and Staffordshire","60","60","25720","25950"
"In post","2021","Defence Equipment and Support","Bedfordshire and Hertfordshire","60","60","36410","35370"
"In post","2021","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","130","130","35840","34260"
"In post","2021","Defence Equipment and Support","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Cumbria","100","90","23950","21660"
"In post","2021","Defence Equipment and Support","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Devon","100","90","26980","22540"
"In post","2021","Defence Equipment and Support","Dorset and Somerset","370","350","34640","33740"
"In post","2021","Defence Equipment and Support","East Anglia","160","150","34080","33250"
"In post","2021","Defence Equipment and Support","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Eastern Scotland","70","70","34510","32350"
"In post","2021","Defence Equipment and Support","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","8180","7900","38070","35630"
"In post","2021","Defence Equipment and Support","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Hampshire and Isle of Wight","330","320","27470","25070"
"In post","2021","Defence Equipment and Support","Herefordshire, Worcestershire and Warwickshire","140","140","24030","21430"
"In post","2021","Defence Equipment and Support","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Lincolnshire","210","200","35900","34880"
"In post","2021","Defence Equipment and Support","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","Outer London - West and North West","180","170","24050","21530"
"In post","2021","Defence Equipment and Support","Overseas","40","40","[c]","[c]"
"In post","2021","Defence Equipment and Support","Shropshire and Staffordshire","60","60","30360","26940"
"In post","2021","Defence Equipment and Support","Southern Scotland","250","240","25160","23910"
"In post","2021","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","West Central Scotland","180","170","31890","30000"
"In post","2021","Defence Equipment and Support","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Defence Equipment and Support","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","2670","2580","39860","37320"
"In post","2021","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","1440","1380","41690","42860"
"In post","2021","Defence Science and Technology Laboratory","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Defence Science and Technology Laboratory","Kent","260","240","38760","37320"
"In post","2021","Defence Science and Technology Laboratory","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Wales","80","70","34620","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","4830","4740","49520","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","North Eastern Scotland","100","90","50000","45620"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","60","60","43510","40220"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","150","150","40000","36740"
"In post","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Greater Manchester","40","40","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Inner London - West","1710","1680","49440","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","220","210","41850","37100"
"In post","2021","Department for Education (excl. agencies)","East Anglia","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","140","130","46090","42220"
"In post","2021","Department for Education (excl. agencies)","Greater Manchester","930","910","40660","36780"
"In post","2021","Department for Education (excl. agencies)","Inner London - West","2130","2050","50210","53420"
"In post","2021","Department for Education (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","Outer London - South","40","40","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","South Yorkshire","1080","1040","40920","36960"
"In post","2021","Department for Education (excl. agencies)","Tees Valley and Durham","540","520","38190","36780"
"In post","2021","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education (excl. agencies)","West Midlands","480","460","39870","36780"
"In post","2021","Department for Education (excl. agencies)","West Yorkshire","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","190","190","40770","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire","170","170","43090","47550"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Cumbria","80","70","36740","35900"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Derbyshire and Nottinghamshire","60","50","41520","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon","110","100","37800","36560"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset and Somerset","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Anglia","160","150","38090","36750"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","780","740","40650","36970"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","140","130","44230","38040"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","2480","2410","45270","39830"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Lancashire","30","30","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","550","530","39250","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland and Tyne and Wear","190","180","39460","36520"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Surrey, East and West Sussex","110","100","44190","39420"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands","40","40","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","West Yorkshire","70","70","41580","37930"
"In post","2021","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","120","110","47060","51860"
"In post","2021","Department for International Trade","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Inner London - West","2320","2290","45240","38950"
"In post","2021","Department for International Trade","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","160","160","56610","54470"
"In post","2021","Department for International Trade","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Hampshire and Isle of Wight","120","110","60520","75640"
"In post","2021","Department for Transport (excl. agencies)","Inner London - East","90","70","33020","32740"
"In post","2021","Department for Transport (excl. agencies)","Inner London - West","2980","2930","48780","44030"
"In post","2021","Department for Transport (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","Surrey, East and West Sussex","130","120","35540","32180"
"In post","2021","Department for Transport (excl. agencies)","West Midlands","60","60","34990","30730"
"In post","2021","Department for Transport (excl. agencies)","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2021","Department for Transport (excl. agencies)","West Yorkshire","40","40","[c]","[c]"
