"Status","Year","Organisation","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","No function","360","350","87170","78010"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Project Delivery","80","80","81700","77650"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Communications","50","40","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Digital, Data & Technology","120","120","37250","33930"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Finance","110","100","37650","38500"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Human Resources","110","110","37850","37560"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Internal Audit","30","30","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","No function","1420","1400","37330","36550"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Project Delivery","410","390","37620","38600"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Security","180","170","36880","34950"
"In post","2022","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","Unknown","70","70","38210","37810"
"In post","2022","Forestry and Land Scotland","AA/AO","Unknown","460","440","25960","25940"
"In post","2022","Forestry and Land Scotland","EO","Unknown","270","260","31900","31060"
"In post","2022","Forestry and Land Scotland","G6/G7","Unknown","40","40","[c]","[c]"
"In post","2022","Forestry and Land Scotland","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Forestry and Land Scotland","SEO/HEO","Unknown","250","240","41180","39520"
"In post","2022","Government Actuary's Department","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","AA/AO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","AA/AO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","EO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","EO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","G6/G7","Analysis","120","110","86270","80750"
"In post","2022","Government Actuary's Department","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","SCS","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","SEO/HEO","Analysis","50","50","40160","38670"
"In post","2022","Government Actuary's Department","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Actuary's Department","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","G6/G7","Internal Audit","130","130","57410","56370"
"In post","2022","Government Internal Audit Agency","G6/G7","No function","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SEO/HEO","Internal Audit","190","180","41070","40960"
"In post","2022","Government Internal Audit Agency","SEO/HEO","No function","[c]","[c]","[c]","[c]"
"In post","2022","Government Internal Audit Agency","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","AA/AO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","AA/AO","Legal","40","40","[c]","[c]"
"In post","2022","Government Legal Department","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","EO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","EO","Legal","310","300","28440","27430"
"In post","2022","Government Legal Department","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","G6/G7","Legal","1710","1560","59300","59840"
"In post","2022","Government Legal Department","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","SCS","Legal","200","190","82820","78360"
"In post","2022","Government Legal Department","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Government Legal Department","SEO/HEO","Legal","200","200","38720","42390"
"In post","2022","Government Legal Department","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","G6/G7","Property","150","150","59360","57650"
"In post","2022","Government Property Agency","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","Government Property Agency","SEO/HEO","Property","110","110","36940","37300"
"In post","2022","Health and Safety Executive","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","AA/AO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","AA/AO","No function","240","210","22260","22410"
"In post","2022","Health and Safety Executive","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","AA/AO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","EO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","EO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","EO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","EO","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","Health and Safety Executive","EO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","EO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","EO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","EO","No function","410","390","27570","26410"
"In post","2022","Health and Safety Executive","EO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","EO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","G6/G7","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","G6/G7","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","G6/G7","Human Resources","30","30","[c]","[c]"
"In post","2022","Health and Safety Executive","G6/G7","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","G6/G7","No function","420","400","61390","58500"
"In post","2022","Health and Safety Executive","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","G6/G7","Property","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SCS","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SCS","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SCS","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SCS","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SCS","No function","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SEO/HEO","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","Health and Safety Executive","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SEO/HEO","Human Resources","40","40","[c]","[c]"
"In post","2022","Health and Safety Executive","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SEO/HEO","No function","1150","1090","45150","41480"
"In post","2022","Health and Safety Executive","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"In post","2022","Health and Safety Executive","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"In post","2022","HM Courts and Tribunals Service","AA/AO","Analysis","[c]","[c]","[c]","[c]"
