"Status","Year","Region_ITL1","Region_ITL3","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","West Midlands (England)","Sandwell","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Shropshire CC","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Solihull","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Staffordshire CC","Shropshire and Staffordshire","40","30","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Stoke-on-Trent","Shropshire and Staffordshire","30","30","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Telford and Wrekin","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Walsall","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Warwickshire","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Wolverhampton","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Worcestershire","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Bradford","West Yorkshire","50","40","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Calderdale and Kirklees","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Leeds","West Yorkshire","260","230","33780","30600"
"Leaver Dept.","2021","Yorkshire and The Humber","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","North Yorkshire CC","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","Sheffield","South Yorkshire","140","140","34670","31990"
"Leaver Dept.","2021","Yorkshire and The Humber","Wakefield","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Yorkshire and The Humber","York","North Yorkshire","100","90","36610","32860"
"Leaver Dept.","2022","East Midlands (England)","Derby","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","East Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicester","Leicestershire, Rutland and Northamptonshire","50","50","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","40","30","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Lincolnshire CC","Lincolnshire","40","30","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","North Nottinghamshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","Nottingham","Derbyshire and Nottinghamshire","400","380","33750","28590"
"Leaver Dept.","2022","East Midlands (England)","South and West Derbyshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","South Nottinghamshire","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Midlands (England)","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Bedford","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Breckland and South Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Cambridgeshire CC","East Anglia","290","260","39710","32880"
"Leaver Dept.","2022","East of England","Central Bedfordshire","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Essex Haven Gateway","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Essex Thames Gateway","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Heart of Essex","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Hertfordshire CC","Bedfordshire and Hertfordshire","70","70","36710","31060"
"Leaver Dept.","2022","East of England","Luton","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","North and West Norfolk","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Norwich and East Norfolk","East Anglia","40","40","[c]","[c]"
"Leaver Dept.","2022","East of England","Peterborough","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Southend-on-Sea","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","Suffolk CC","East Anglia","80","80","40390","34340"
"Leaver Dept.","2022","East of England","Thurrock","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East of England","West Essex","Essex","70","60","43740","32320"
"Leaver Dept.","2022","London","Barking & Dagenham and Havering","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Barnet","Outer London - West and North West","1140","1050","41930","35420"
"Leaver Dept.","2022","London","Bexley and Greenwich","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Brent","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Bromley","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Camden and City of London","Inner London - West","80","80","33050","28670"
"Leaver Dept.","2022","London","Croydon","Outer London - South","300","300","38590","33650"
"Leaver Dept.","2022","London","Ealing","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Enfield","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Hackney and Newham","Inner London - East","150","140","33220","31060"
"Leaver Dept.","2022","London","Haringey and Islington","Inner London - East","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Harrow and Hillingdon","Outer London - West and North West","90","80","40320","31060"
"Leaver Dept.","2022","London","Hounslow and Richmond upon Thames","Outer London - West and North West","60","60","[c]","[c]"
"Leaver Dept.","2022","London","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Lambeth","Inner London - East","1650","1510","47070","40070"
"Leaver Dept.","2022","London","Lewisham and Southwark","Inner London - East","240","230","47620","41310"
"Leaver Dept.","2022","London","Merton, Kingston upon Thames and Sutton","Outer London - South","30","30","[c]","[c]"
"Leaver Dept.","2022","London","Redbridge and Waltham Forest","Outer London - East and North East","40","40","[c]","[c]"
"Leaver Dept.","2022","London","Tower Hamlets","Inner London - East","370","360","41070","34800"
"Leaver Dept.","2022","London","Wandsworth","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","London","Westminster","Inner London - West","5940","4850","44920","40050"
"Leaver Dept.","2022","North East (England)","Darlington","Tees Valley and Durham","40","40","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Durham","Tees Valley and Durham","130","120","27110","22040"
"Leaver Dept.","2022","North East (England)","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","30","30","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Northumberland","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","South Teesside","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Sunderland","Northumberland, and Tyne and Wear","120","110","28390","27570"
"Leaver Dept.","2022","North East (England)","Tyneside","Northumberland, and Tyne and Wear","660","630","32620","27570"
"Leaver Dept.","2022","North West (England)","Blackburn with Darwen","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Blackpool","Lancashire","90","90","34080","31990"
"Leaver Dept.","2022","North West (England)","Cheshire East","Cheshire","40","40","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cheshire West and Chester","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Chorley and West Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","East Cumbria","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","East Lancashire","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","East Merseyside","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Greater Manchester North East","Greater Manchester","40","40","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Greater Manchester North West","Greater Manchester","40","30","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Greater Manchester South East","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Greater Manchester South West","Greater Manchester","190","190","30120","27570"
"Leaver Dept.","2022","North West (England)","Lancaster and Wyre","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Liverpool","Merseyside","440","420","31100","25940"
"Leaver Dept.","2022","North West (England)","Manchester","Greater Manchester","700","670","34180","28000"
"Leaver Dept.","2022","North West (England)","Mid Lancashire","Lancashire","130","120","34560","28590"
"Leaver Dept.","2022","North West (England)","Sefton","Merseyside","170","160","30330","27570"
"Leaver Dept.","2022","North West (England)","Warrington","Cheshire","50","50","[c]","[c]"
"Leaver Dept.","2022","North West (England)","West Cumbria","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Wirral","Merseyside","60","60","28370","27570"
"Leaver Dept.","2022","Northern Ireland","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Belfast","Northern Ireland","40","40","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Lisburn and Castlereagh","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Overseas","Overseas","60","30","[c]","[c]"
"Leaver Dept.","2022","Scotland","Aberdeen City and Aberdeenshire","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Angus and Dundee City","Eastern Scotland","170","160","24800","26700"
"Leaver Dept.","2022","Scotland","Caithness and Sutherland, and Ross and Cromarty","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","City of Edinburgh","Eastern Scotland","200","200","35400","27570"
"Leaver Dept.","2022","Scotland","Clackmannanshire and Fife","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Dumfries and Galloway","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","East Ayrshire and North Ayrshire mainland","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","West Central Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Scotland","East Lothian and Midlothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Falkirk","Eastern Scotland","50","50","[c]","[c]"
"Leaver Dept.","2022","Scotland","Glasgow City","West Central Scotland","440","430","29350","27570"
"Leaver Dept.","2022","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Na h-Eileanan Siar","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","North Lanarkshire","West Central Scotland","90","80","[c]","[c]"
"Leaver Dept.","2022","Scotland","Orkney Islands","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Perth and Kinross, and Stirling","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Scottish Borders","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","South Ayrshire","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","South Lanarkshire","Southern Scotland","130","130","38370","34290"
"Leaver Dept.","2022","Scotland","West Lothian","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","60","50","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Brighton and Hove","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Buckinghamshire","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Central Hampshire","Hampshire and Isle of Wight","70","70","36920","35180"
"Leaver Dept.","2022","South East (England)","East Kent","Kent","70","70","29610","27980"
"Leaver Dept.","2022","South East (England)","East Surrey","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","East Sussex CC","Surrey, East and West Sussex","30","30","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Isle of Wight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Kent Thames Gateway","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Medway","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Mid Kent","Kent","60","60","51760","47540"
"Leaver Dept.","2022","South East (England)","Milton Keynes","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","North Hampshire","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Oxfordshire CC","Berkshire, Buckinghamshire and Oxfordshire","340","300","43580","40030"
"Leaver Dept.","2022","South East (England)","Portsmouth","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver Dept.","2022","South East (England)","South Hampshire","Hampshire and Isle of Wight","120","110","36310","29540"
"Leaver Dept.","2022","South East (England)","Southampton","Hampshire and Isle of Wight","30","30","[c]","[c]"
"Leaver Dept.","2022","South East (England)","West Kent","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","West Surrey","Surrey, East and West Sussex","40","30","[c]","[c]"
"Leaver Dept.","2022","South East (England)","West Sussex (North East)","Surrey, East and West Sussex","50","40","[c]","[c]"
"Leaver Dept.","2022","South East (England)","West Sussex (South West)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","470","460","35500","33060"
"Leaver Dept.","2022","South West (England)","Bournemouth, Christchurch and Poole","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Bristol, City of","Gloucestershire, Wiltshire and Bath/Bristol area","520","480","37590","30730"
"Leaver Dept.","2022","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Devon CC","Devon","100","100","35700","29280"
"Leaver Dept.","2022","South West (England)","Dorset","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Gloucestershire CC","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Plymouth","Devon","50","50","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Somerset CC","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Swindon","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Torbay","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Wiltshire","Gloucestershire, Wiltshire and Bath/Bristol area","860","810","37430","34530"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","740","540","37380","32000"
"Leaver Dept.","2022","Wales","Bridgend and Neath Port Talbot","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Cardiff and Vale of Glamorgan","East Wales","360","350","33530","27730"
"Leaver Dept.","2022","Wales","Central Valleys","West Wales and The Valleys","50","50","[c]","[c]"
"Leaver Dept.","2022","Wales","Conwy and Denbighshire","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Flintshire and Wrexham","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Gwent Valleys","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Gwynedd","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Isle of Anglesey","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Monmouthshire and Newport","East Wales","190","180","35040","30450"
"Leaver Dept.","2022","Wales","Powys","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","South West Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Swansea","West Wales and The Valleys","50","40","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Birmingham","West Midlands","800","760","34160","27570"
"Leaver Dept.","2022","West Midlands (England)","Coventry","West Midlands","110","110","34300","30090"
"Leaver Dept.","2022","West Midlands (England)","Dudley","West Midlands","30","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Herefordshire, County of","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Sandwell","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Shropshire","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Solihull","West Midlands","50","50","28250","25310"
"Leaver Dept.","2022","West Midlands (England)","Staffordshire CC","Shropshire and Staffordshire","90","80","38320","30280"
"Leaver Dept.","2022","West Midlands (England)","Stoke-on-Trent","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Telford and Wrekin","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Walsall","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Warwickshire CC","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Wolverhampton","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Worcestershire CC","Herefordshire, Worcestershire and Warwickshire","60","60","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Bradford","West Yorkshire","70","70","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Calderdale and Kirklees","West Yorkshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","East Riding of Yorkshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Kingston upon Hull, City of","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Leeds","West Yorkshire","1000","650","36690","31990"
"Leaver Dept.","2022","Yorkshire and The Humber","North and North East Lincolnshire","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","North Yorkshire CC","North Yorkshire","50","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Sheffield","South Yorkshire","260","250","37860","35310"
"Leaver Dept.","2022","Yorkshire and The Humber","Wakefield","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","York","North Yorkshire","170","170","39220","36330"
"New entrant CS","2021","East Midlands (England)","Derby","Derbyshire and Nottinghamshire","140","130","25810","27570"
"New entrant CS","2021","East Midlands (England)","East Derbyshire","Derbyshire and Nottinghamshire","60","50","26690","27570"
"New entrant CS","2021","East Midlands (England)","Leicester","Leicestershire, Rutland and Northamptonshire","410","390","24080","22350"
"New entrant CS","2021","East Midlands (England)","Leicestershire CC and Rutland","Leicestershire, Rutland and Northamptonshire","190","190","25360","22850"
"New entrant CS","2021","East Midlands (England)","Lincolnshire","Lincolnshire","290","280","26800","25790"
"New entrant CS","2021","East Midlands (England)","North Northamptonshire","Leicestershire, Rutland and Northamptonshire","110","110","27230","27570"
"New entrant CS","2021","East Midlands (England)","North Nottinghamshire","Derbyshire and Nottinghamshire","110","110","24150","22920"
"New entrant CS","2021","East Midlands (England)","Nottingham","Derbyshire and Nottinghamshire","840","820","28280","25560"
"New entrant CS","2021","East Midlands (England)","South and West Derbyshire","Derbyshire and Nottinghamshire","100","90","24950","26370"
"New entrant CS","2021","East Midlands (England)","South Nottinghamshire","Derbyshire and Nottinghamshire","60","50","26500","22850"
"New entrant CS","2021","East Midlands (England)","West Northamptonshire","Leicestershire, Rutland and Northamptonshire","170","160","23200","22850"
"New entrant CS","2021","East of England","Bedford","Bedfordshire and Hertfordshire","160","150","25420","27570"
"New entrant CS","2021","East of England","Breckland and South Norfolk","East Anglia","60","60","[c]","[c]"
"New entrant CS","2021","East of England","Cambridgeshire CC","East Anglia","380","370","30070","27340"
"New entrant CS","2021","East of England","Central Bedfordshire","Bedfordshire and Hertfordshire","30","30","[c]","[c]"
"New entrant CS","2021","East of England","Essex Haven Gateway","Essex","120","120","29050","29290"
"New entrant CS","2021","East of England","Essex Thames Gateway","Essex","160","160","25940","24180"
"New entrant CS","2021","East of England","Heart of Essex","Essex","230","220","27650","27700"
"New entrant CS","2021","East of England","Hertfordshire","Bedfordshire and Hertfordshire","500","490","28290","29290"
"New entrant CS","2021","East of England","Luton","Bedfordshire and Hertfordshire","130","120","24430","27570"
"New entrant CS","2021","East of England","North and West Norfolk","East Anglia","90","90","25060","24230"
"New entrant CS","2021","East of England","Norwich and East Norfolk","East Anglia","240","230","25960","23750"
"New entrant CS","2021","East of England","Peterborough","East Anglia","150","140","26130","27570"
"New entrant CS","2021","East of England","Southend-on-Sea","Essex","120","120","29080","29290"
"New entrant CS","2021","East of England","Suffolk","East Anglia","490","480","25220","25980"
"New entrant CS","2021","East of England","Thurrock","Essex","50","50","[c]","[c]"
"New entrant CS","2021","East of England","West Essex","Essex","100","100","28730","29290"
"New entrant CS","2021","London","Barking & Dagenham and Havering","Outer London - East and North East","170","170","29510","31060"
"New entrant CS","2021","London","Barnet","Outer London - West and North West","390","370","32700","31060"
"New entrant CS","2021","London","Bexley and Greenwich","Outer London - East and North East","330","320","28860","30150"
"New entrant CS","2021","London","Brent","Outer London - West and North West","150","150","29420","31060"
"New entrant CS","2021","London","Bromley","Outer London - South","110","110","28020","31060"
"New entrant CS","2021","London","Camden and City of London","Inner London - West","340","340","30690","24090"
"New entrant CS","2021","London","Croydon","Outer London - South","760","750","34700","30120"
"New entrant CS","2021","London","Ealing","Outer London - West and North West","160","160","30260","31060"
"New entrant CS","2021","London","Enfield","Outer London - East and North East","140","130","30070","31060"
"New entrant CS","2021","London","Hackney and Newham","Inner London - East","370","360","29870","31060"
"New entrant CS","2021","London","Haringey and Islington","Inner London - East","420","410","28220","31030"
"New entrant CS","2021","London","Harrow and Hillingdon","Outer London - West and North West","360","360","29350","31060"
"New entrant CS","2021","London","Hounslow and Richmond upon Thames","Outer London - West and North West","370","360","29070","30720"
"New entrant CS","2021","London","Kensington & Chelsea and Hammersmith & Fulham","Inner London - West","210","200","29300","31060"
"New entrant CS","2021","London","Lambeth","Inner London - East","1260","1160","37110","32330"
"New entrant CS","2021","London","Lewisham and Southwark","Inner London - East","310","300","31070","31060"
"New entrant CS","2021","London","Merton, Kingston upon Thames and Sutton","Outer London - South","210","200","29830","31060"
"New entrant CS","2021","London","Redbridge and Waltham Forest","Outer London - East and North East","300","290","28500","31060"
"New entrant CS","2021","London","Tower Hamlets","Inner London - East","980","970","39690","33960"
"New entrant CS","2021","London","Wandsworth","Inner London - West","180","180","28290","30220"
"New entrant CS","2021","London","Westminster","Inner London - West","7620","7530","38390","33570"
"New entrant CS","2021","North East (England)","Darlington","Tees Valley and Durham","70","70","29410","25000"
"New entrant CS","2021","North East (England)","Durham CC","Tees Valley and Durham","400","400","23030","21010"
"New entrant CS","2021","North East (England)","Hartlepool and Stockton-on-Tees","Tees Valley and Durham","120","120","23250","22850"
"New entrant CS","2021","North East (England)","Northumberland","Northumberland and Tyne and Wear","40","40","[c]","[c]"
"New entrant CS","2021","North East (England)","South Teesside","Tees Valley and Durham","110","110","22310","21010"
"New entrant CS","2021","North East (England)","Sunderland","Northumberland and Tyne and Wear","340","330","24570","25560"
"New entrant CS","2021","North East (England)","Tyneside","Northumberland and Tyne and Wear","2180","2150","24880","21010"
"New entrant CS","2021","North West (England)","Blackburn with Darwen","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Blackpool","Lancashire","690","690","23000","21010"
"New entrant CS","2021","North West (England)","Cheshire East","Cheshire","90","90","25940","22850"
"New entrant CS","2021","North West (England)","Cheshire West and Chester","Cheshire","130","130","22310","21010"
"New entrant CS","2021","North West (England)","Chorley and West Lancashire","Lancashire","110","100","25330","24120"
"New entrant CS","2021","North West (England)","East Cumbria","Cumbria","60","60","26600","21050"
"New entrant CS","2021","North West (England)","East Lancashire","Lancashire","40","40","[c]","[c]"
"New entrant CS","2021","North West (England)","East Merseyside","Merseyside","140","140","26890","27570"
"New entrant CS","2021","North West (England)","Greater Manchester North East","Greater Manchester","250","240","26360","27570"
"New entrant CS","2021","North West (England)","Greater Manchester North West","Greater Manchester","190","190","23320","21010"
"New entrant CS","2021","North West (England)","Greater Manchester South East","Greater Manchester","230","230","22740","21010"
"New entrant CS","2021","North West (England)","Greater Manchester South West","Greater Manchester","790","780","26530","24880"
"New entrant CS","2021","North West (England)","Lancaster and Wyre","Lancashire","170","170","23040","21010"
"New entrant CS","2021","North West (England)","Liverpool","Merseyside","590","570","26430","21430"
"New entrant CS","2021","North West (England)","Manchester","Greater Manchester","1220","1180","30930","27570"
"New entrant CS","2021","North West (England)","Mid Lancashire","Lancashire","250","240","24460","22350"
"New entrant CS","2021","North West (England)","Sefton","Merseyside","370","370","26560","24880"
"New entrant CS","2021","North West (England)","Warrington","Cheshire","450","440","29780","27570"
"New entrant CS","2021","North West (England)","West Cumbria","Cumbria","90","90","29360","24620"
"New entrant CS","2021","North West (England)","Wirral","Merseyside","140","140","23350","22350"
"New entrant CS","2021","Northern Ireland","Antrim and Newtownabbey","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Ards and North Down","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Belfast","Northern Ireland","310","300","24170","20140"
