"Status","Year","Disability","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","ESTYN","G6/G7","60","50","73750","74730"
"In post","2021","Declared non-disabled","ESTYN","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","AA/AO","110","110","24760","23280"
"In post","2021","Declared non-disabled","FCDO Services","EO","170","170","28370","26950"
"In post","2021","Declared non-disabled","FCDO Services","G6/G7","190","180","62290","59300"
"In post","2021","Declared non-disabled","FCDO Services","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","FCDO Services","SEO/HEO","380","370","40360","40700"
"In post","2021","Declared non-disabled","FCDO Services","Unknown","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","EO","320","310","27330","26750"
"In post","2021","Declared non-disabled","Food Standards Agency","G6/G7","140","130","55640","55300"
"In post","2021","Declared non-disabled","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Agency","SEO/HEO","330","320","36060","37350"
"In post","2021","Declared non-disabled","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","EO","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Food Standards Scotland","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","280","270","26160","25790"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","EO","460","450","30130","30300"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","1950","1910","59830","58460"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","400","390","86520","78010"
"In post","2021","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","1850","1820","37570","36900"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","AA/AO","430","410","25010","25140"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","EO","230","230","31560","30160"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","G6/G7","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Forestry and Land Scotland","SEO/HEO","200","200","40080","38450"
"In post","2021","Declared non-disabled","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","G6/G7","90","80","89580","83030"
"In post","2021","Declared non-disabled","Government Actuary's Department","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Actuary's Department","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","G6/G7","140","130","57560","56120"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Internal Audit Agency","SEO/HEO","200","180","40650","40570"
"In post","2021","Declared non-disabled","Government Legal Department","AA/AO","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","Government Legal Department","EO","240","230","28620","27580"
"In post","2021","Declared non-disabled","Government Legal Department","G6/G7","1240","1140","58890","55500"
"In post","2021","Declared non-disabled","Government Legal Department","SCS","140","130","84340","80570"
"In post","2021","Declared non-disabled","Government Legal Department","SEO/HEO","190","180","38140","38880"
"In post","2021","Declared non-disabled","Government Property Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","G6/G7","80","80","56990","54700"
"In post","2021","Declared non-disabled","Government Property Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Government Property Agency","SEO/HEO","50","50","36320","36720"
"In post","2021","Declared non-disabled","Health and Safety Executive","AA/AO","210","190","22140","22160"
"In post","2021","Declared non-disabled","Health and Safety Executive","EO","330","310","27940","27470"
"In post","2021","Declared non-disabled","Health and Safety Executive","G6/G7","440","420","60780","57810"
"In post","2021","Declared non-disabled","Health and Safety Executive","SCS","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Health and Safety Executive","SEO/HEO","1020","970","44990","41480"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","AA/AO","7070","6120","20010","19930"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","EO","1990","1860","24040","23680"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","G6/G7","540","530","55700","54710"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","SCS","60","60","85100","77440"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","SEO/HEO","2040","1910","34410","32500"
"In post","2021","Declared non-disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","AA/AO","390","360","22560","22350"
"In post","2021","Declared non-disabled","HM Land Registry","EO","1550","1330","27430","27130"
"In post","2021","Declared non-disabled","HM Land Registry","G6/G7","190","170","63370","61260"
"In post","2021","Declared non-disabled","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","HM Land Registry","SEO/HEO","1550","1390","37270","33840"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","AA/AO","18040","17150","26240","25400"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","EO","4120","3960","30880","31610"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","G6/G7","600","580","73660","70300"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","SCS","70","70","97770","98700"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","SEO/HEO","4460","4260","41080","38160"
"In post","2021","Declared non-disabled","HM Prison and Probation Service","Unknown","8600","7950","30240","30210"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","AA/AO","9470","8150","20790","20140"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","EO","8150","7490","26450","25560"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","G6/G7","4900","4720","57110","52580"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SCS","380","370","84890","78760"
"In post","2021","Declared non-disabled","HM Revenue and Customs (excl. agencies)","SEO/HEO","12220","11630","34770","32030"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","AA/AO","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","EO","160","160","26920","26750"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","G6/G7","630","610","58460","56030"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","SCS","130","120","84320","77000"
"In post","2021","Declared non-disabled","HM Treasury (excl. agencies)","SEO/HEO","490","490","34670","32960"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","AA/AO","6630","5850","22010","21430"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","EO","11640","10650","26920","25960"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","G6/G7","2710","2640","60920","57680"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","SCS","250","240","91690","83650"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","SEO/HEO","7050","6810","36560","35200"
"In post","2021","Declared non-disabled","Home Office (incl. agencies)","Unknown","220","210","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","AA/AO","300","280","21430","20880"
"In post","2021","Declared non-disabled","Insolvency Service","EO","140","130","26300","26290"
"In post","2021","Declared non-disabled","Insolvency Service","G6/G7","90","90","59980","57670"
"In post","2021","Declared non-disabled","Insolvency Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Insolvency Service","SEO/HEO","530","510","39080","39490"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","G6/G7","100","100","55730","53950"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Institute for Apprenticeships and Technical Education","SEO/HEO","70","60","37050","36780"
"In post","2021","Declared non-disabled","Legal Aid Agency","AA/AO","300","270","19830","19930"
"In post","2021","Declared non-disabled","Legal Aid Agency","EO","260","240","23890","22570"
"In post","2021","Declared non-disabled","Legal Aid Agency","G6/G7","80","80","58450","55490"
"In post","2021","Declared non-disabled","Legal Aid Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal Aid Agency","SEO/HEO","250","240","35190","35250"
"In post","2021","Declared non-disabled","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","AA/AO","150","140","24040","21980"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","EO","150","150","28530","26780"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","G6/G7","120","120","60510","57050"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Maritime and Coastguard Agency","SEO/HEO","390","380","40790","39040"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","EO","60","60","27600","27400"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","G6/G7","210","200","59930","54440"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","SCS","70","60","84560","83660"
"In post","2021","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","180","180","38650","40450"
"In post","2021","Declared non-disabled","Met Office","AA/AO","100","100","23460","21430"
"In post","2021","Declared non-disabled","Met Office","EO","170","170","26190","25780"
"In post","2021","Declared non-disabled","Met Office","G6/G7","540","510","52280","48540"
"In post","2021","Declared non-disabled","Met Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Met Office","SEO/HEO","1180","1120","37770","39050"
"In post","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","AA/AO","10210","9820","22430","20920"
"In post","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","EO","5030","4880","28500","26670"
"In post","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","G6/G7","1810","1740","62490","59730"
"In post","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","SCS","220","220","88350","79730"
"In post","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","SEO/HEO","7940","7730","38280","37640"
"In post","2021","Declared non-disabled","Ministry of Defence (excl. agencies)","Unknown","310","310","39320","36850"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","40","30","[c]","[c]"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","180","170","28490","27850"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","760","740","56960","53650"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS","110","100","84720","77040"
"In post","2021","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","780","760","36290","36340"
"In post","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","AA/AO","180","170","21200","20890"
"In post","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","EO","500","480","26020","26410"
"In post","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","G6/G7","1000","970","59060","58130"
"In post","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","SCS","110","110","88780","83260"
"In post","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","SEO/HEO","1790","1750","36530","36560"
"In post","2021","Declared non-disabled","Ministry of Justice (excl. agencies)","Unknown","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","National Crime Agency","AA/AO","60","50","25750","25450"
"In post","2021","Declared non-disabled","National Crime Agency","EO","610","590","34740","34630"
"In post","2021","Declared non-disabled","National Crime Agency","G6/G7","170","170","65140","64410"
"In post","2021","Declared non-disabled","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Crime Agency","SEO/HEO","910","890","45400","44730"
"In post","2021","Declared non-disabled","National Infrastructure Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Infrastructure Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Records of Scotland","AA/AO","60","60","22710","22230"
"In post","2021","Declared non-disabled","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Records of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Records of Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Records of Scotland","SEO/HEO","90","90","39230","39110"
"In post","2021","Declared non-disabled","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","G6/G7","60","60","59230","57240"
"In post","2021","Declared non-disabled","National Savings and Investments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","National Savings and Investments","SEO/HEO","80","80","41180","41720"
"In post","2021","Declared non-disabled","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Northern Ireland Office","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Budget Responsibility","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","180","160","21280","21160"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","EO","150","150","26230","25880"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","530","520","73380","75500"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","590","570","42540","39850"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","AA/AO","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","EO","220","220","25720","25260"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","380","370","60170","59160"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","SCS","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","340","330","36450","35880"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","80","70","35970","36000"
"In post","2021","Declared non-disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","G6/G7","160","150","62480","61880"
"In post","2021","Declared non-disabled","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of Rail and Road","SEO/HEO","80","80","39560","39040"
"In post","2021","Declared non-disabled","Office of the Public Guardian","AA/AO","550","500","19770","19930"
"In post","2021","Declared non-disabled","Office of the Public Guardian","EO","260","240","22310","22570"
"In post","2021","Declared non-disabled","Office of the Public Guardian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Public Guardian","SEO/HEO","130","120","28050","26560"
"In post","2021","Declared non-disabled","Office of the Scottish Charity Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Scottish Charity Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Scottish Charity Regulator","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Office of the Scottish Charity Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","AA/AO","100","90","21630","22560"
"In post","2021","Declared non-disabled","Planning Inspectorate","EO","80","70","26720","26050"
"In post","2021","Declared non-disabled","Planning Inspectorate","G6/G7","310","280","58090","58810"
"In post","2021","Declared non-disabled","Planning Inspectorate","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning Inspectorate","SEO/HEO","120","110","36540","34860"
"In post","2021","Declared non-disabled","Public Health England","AA/AO","630","560","21030","20040"
"In post","2021","Declared non-disabled","Public Health England","EO","630","580","25560","25080"
"In post","2021","Declared non-disabled","Public Health England","G6/G7","1080","1010","57860","54230"
"In post","2021","Declared non-disabled","Public Health England","SCS","280","230","103720","99680"
"In post","2021","Declared non-disabled","Public Health England","SEO/HEO","1860","1700","35770","36330"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Queen Elizabeth II Centre","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","AA/AO","150","150","24130","24130"
"In post","2021","Declared non-disabled","Registers of Scotland","EO","160","160","30040","30080"
"In post","2021","Declared non-disabled","Registers of Scotland","G6/G7","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Registers of Scotland","SEO/HEO","190","190","38990","36780"
"In post","2021","Declared non-disabled","Revenue Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Revenue Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Revenue Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Revenue Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Revenue Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Rural Payments Agency","AA/AO","880","790","21000","21050"
"In post","2021","Declared non-disabled","Rural Payments Agency","EO","560","510","25490","25190"
"In post","2021","Declared non-disabled","Rural Payments Agency","G6/G7","90","90","52830","50100"
"In post","2021","Declared non-disabled","Rural Payments Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Rural Payments Agency","SEO/HEO","410","380","32970","31240"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","AA/AO","60","60","21190","20850"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Fiscal Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Fiscal Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Fiscal Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Fiscal Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Forestry","AA/AO","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Forestry","EO","50","50","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Forestry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Forestry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Forestry","SEO/HEO","60","60","40360","37530"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","AA/AO","420","400","23470","23340"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","EO","630","600","28230","28170"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","G6/G7","1290","1230","62630","61010"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","SCS","130","120","90690","83230"
"In post","2021","Declared non-disabled","Scottish Government (excl. agencies)","SEO/HEO","1910","1830","39100","38540"
"In post","2021","Declared non-disabled","Scottish Housing Regulator","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Housing Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Housing Regulator","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Housing Regulator","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Housing Regulator","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Prison Service","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Public Pensions Agency","AA/AO","50","40","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Public Pensions Agency","EO","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Scottish Public Pensions Agency","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","EO","40","40","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","G6/G7","120","110","60670","58590"
"In post","2021","Declared non-disabled","Serious Fraud Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Serious Fraud Office","SEO/HEO","140","140","37450","38730"
"In post","2021","Declared non-disabled","Serious Fraud Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Security Scotland","AA/AO","200","190","21110","20060"
"In post","2021","Declared non-disabled","Social Security Scotland","EO","190","180","26820","26160"
"In post","2021","Declared non-disabled","Social Security Scotland","G6/G7","70","70","58890","60120"
"In post","2021","Declared non-disabled","Social Security Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Social Security Scotland","SEO/HEO","210","200","35850","33620"
"In post","2021","Declared non-disabled","Standards and Testing Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Standards and Testing Agency","G6/G7","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Standards and Testing Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Standards and Testing Agency","SEO/HEO","60","50","37160","36960"
"In post","2021","Declared non-disabled","Student Awards Agency for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Student Awards Agency for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Student Awards Agency for Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Student Awards Agency for Scotland","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Submarine Delivery Agency","Unknown","1290","1260","41450","39860"
"In post","2021","Declared non-disabled","Teaching Regulation Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Teaching Regulation Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Teaching Regulation Agency","SCS","[c]","[c]","[c]","[c]"
