"Status","Year","Region_ITL3","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North and North East Lincolnshire","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","North and North East Lincolnshire","Ministry of Justice","Yorkshire and The Humber","130","110","26980","22920"
"In post","2021","North and West Norfolk","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2021","North and West Norfolk","Department for Work and Pensions","East of England","120","110","27250","27570"
"In post","2021","North and West Norfolk","Ministry of Defence","East of England","400","390","27390","22880"
"In post","2021","North and West Norfolk","Ministry of Justice","East of England","380","350","28800","27470"
"In post","2021","North Hampshire","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","North Hampshire","Department for Business, Energy and Industrial Strategy","South East (England)","40","40","[c]","[c]"
"In post","2021","North Hampshire","Department for Transport","South East (England)","100","90","56290","73670"
"In post","2021","North Hampshire","Department for Work and Pensions","South East (England)","190","180","29840","27570"
"In post","2021","North Hampshire","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","North Hampshire","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","North Hampshire","Ministry of Defence","South East (England)","530","510","30380","26670"
"In post","2021","North Hampshire","Ministry of Justice","South East (England)","130","110","26680","22920"
"In post","2021","North Lanarkshire","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","North Lanarkshire","Department for Work and Pensions","Scotland","720","610","23980","21010"
"In post","2021","North Lanarkshire","HM Revenue and Customs","Scotland","1560","1350","25230","21440"
"In post","2021","North Lanarkshire","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","North Lanarkshire","Scottish Government","Scotland","510","470","32260","33650"
"In post","2021","North Northamptonshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","North Northamptonshire","Department for Transport","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","North Northamptonshire","Department for Work and Pensions","East Midlands (England)","440","390","25140","27570"
"In post","2021","North Northamptonshire","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","North Northamptonshire","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","Department for Work and Pensions","East Midlands (England)","260","230","27900","27570"
"In post","2021","North Nottinghamshire","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","North Nottinghamshire","Ministry of Defence","East Midlands (England)","50","50","32930","32920"
"In post","2021","North Nottinghamshire","Ministry of Justice","East Midlands (England)","660","630","28760","26810"
"In post","2021","North Yorkshire CC","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire CC","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire CC","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","190","170","33200","30040"
"In post","2021","North Yorkshire CC","Department for Transport","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2021","North Yorkshire CC","Department for Work and Pensions","Yorkshire and The Humber","240","220","28220","27570"
"In post","2021","North Yorkshire CC","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire CC","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire CC","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire CC","Ministry of Defence","Yorkshire and The Humber","1280","1230","29100","26670"
"In post","2021","North Yorkshire CC","Ministry of Justice","Yorkshire and The Humber","140","120","28280","23840"
"In post","2021","North Yorkshire CC","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland","Department for Work and Pensions","North East (England)","200","180","27480","27570"
"In post","2021","Northumberland","Ministry of Defence","North East (England)","100","100","27650","22570"
"In post","2021","Northumberland","Ministry of Justice","North East (England)","60","60","30500","30710"
"In post","2021","Norwich and East Norfolk","Attorney General's Departments","East of England","80","70","35640","28430"
"In post","2021","Norwich and East Norfolk","Cabinet Office","East of England","90","90","46130","40250"
"In post","2021","Norwich and East Norfolk","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Norwich and East Norfolk","Department for Transport","East of England","40","40","[c]","[c]"
"In post","2021","Norwich and East Norfolk","Department for Work and Pensions","East of England","590","510","26920","27570"
"In post","2021","Norwich and East Norfolk","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Norwich and East Norfolk","HM Revenue and Customs","East of England","40","40","[c]","[c]"
"In post","2021","Norwich and East Norfolk","HM Treasury","East of England","70","70","29680","23780"
"In post","2021","Norwich and East Norfolk","Home Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Norwich and East Norfolk","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Norwich and East Norfolk","Ministry of Justice","East of England","650","610","27160","24020"
"In post","2021","Norwich and East Norfolk","National Crime Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Norwich and East Norfolk","Other Cabinet Office Agencies","East of England","170","160","35200","33340"
"In post","2021","Nottingham","Attorney General's Departments","East Midlands (England)","270","250","37300","30130"
"In post","2021","Nottingham","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Nottingham","Department for Business, Energy and Industrial Strategy","East Midlands (England)","180","170","30990","30950"
"In post","2021","Nottingham","Department for Education","East Midlands (England)","290","280","41750","37100"
"In post","2021","Nottingham","Department for Environment, Food and Rural Affairs","East Midlands (England)","110","100","32290","26620"
"In post","2021","Nottingham","Department for International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Nottingham","Department for Transport","East Midlands (England)","300","290","35400","32280"
"In post","2021","Nottingham","Department for Work and Pensions","East Midlands (England)","730","670","26050","27570"
"In post","2021","Nottingham","Department of Health and Social Care","East Midlands (England)","160","150","43540","36330"
"In post","2021","Nottingham","HM Land Registry","East Midlands (England)","560","510","31980","27130"
"In post","2021","Nottingham","HM Revenue and Customs","East Midlands (England)","3470","3270","32740","31810"
"In post","2021","Nottingham","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Nottingham","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Nottingham","Ministry of Housing, Communities and Local Government","East Midlands (England)","50","50","[c]","[c]"
"In post","2021","Nottingham","Ministry of Justice","East Midlands (England)","1570","1450","25450","22430"
"In post","2021","Nottingham","National Crime Agency","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Nottingham","Office for Standards in Education","East Midlands (England)","170","160","44560","39850"
"In post","2021","Nottingham","Other Cabinet Office Agencies","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Cabinet Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Department for International Trade","Overseas","160","160","56610","54470"
"In post","2021","Overseas","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Foreign, Commonwealth and Development Office","Overseas","2280","2270","52030","53470"
"In post","2021","Overseas","Home Office","Overseas","330","320","28290","27370"
"In post","2021","Overseas","Ministry of Defence","Overseas","790","790","42510","40580"
"In post","2021","Overseas","National Crime Agency","Overseas","130","130","66390","64330"
"In post","2021","Overseas","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Oxfordshire","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Oxfordshire","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Oxfordshire","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Oxfordshire","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Oxfordshire","Department for Work and Pensions","South East (England)","260","230","27690","27570"
"In post","2021","Oxfordshire","Department of Health and Social Care","South East (England)","370","320","44390","40030"
"In post","2021","Oxfordshire","Food Standards Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Oxfordshire","HM Revenue and Customs","South East (England)","30","30","[c]","[c]"
"In post","2021","Oxfordshire","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Oxfordshire","Ministry of Defence","South East (England)","1040","1010","30150","26670"
"In post","2021","Oxfordshire","Ministry of Justice","South East (England)","960","900","30140","30400"
"In post","2021","Perth and Kinross and Stirling","Department for Environment, Food and Rural Affairs","Scotland","50","50","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Department for Work and Pensions","Scotland","170","150","27030","27570"
"In post","2021","Perth and Kinross and Stirling","Ministry of Defence","Scotland","110","100","31480","26670"
"In post","2021","Perth and Kinross and Stirling","Scottish Government","Scotland","1010","950","31450","30160"
"In post","2021","Peterborough","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Peterborough","Cabinet Office","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Peterborough","Department for Environment, Food and Rural Affairs","East of England","100","100","38230","36970"
"In post","2021","Peterborough","Department for Transport","East of England","40","30","[c]","[c]"
"In post","2021","Peterborough","Department for Work and Pensions","East of England","240","210","26620","27570"
"In post","2021","Peterborough","HM Land Registry","East of England","280","260","31050","27130"
"In post","2021","Peterborough","HM Revenue and Customs","East of England","40","40","[c]","[c]"
"In post","2021","Peterborough","Home Office","East of England","550","480","24100","21430"
"In post","2021","Peterborough","Ministry of Defence","East of England","160","150","25500","21130"
"In post","2021","Peterborough","Ministry of Justice","East of England","240","220","31440","27700"
"In post","2021","Plymouth","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Plymouth","Department for Business, Energy and Industrial Strategy","South West (England)","50","50","27720","20880"
"In post","2021","Plymouth","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Plymouth","Department for Transport","South West (England)","50","50","37610","30990"
"In post","2021","Plymouth","Department for Work and Pensions","South West (England)","400","350","28680","27570"
"In post","2021","Plymouth","HM Land Registry","South West (England)","920","850","34820","33840"
"In post","2021","Plymouth","HM Revenue and Customs","South West (England)","350","320","24970","21100"
"In post","2021","Plymouth","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Plymouth","Home Office","South West (England)","90","90","28920","25830"
"In post","2021","Plymouth","Ministry of Defence","South West (England)","1040","1000","31420","26670"
"In post","2021","Plymouth","Ministry of Housing, Communities and Local Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Plymouth","Ministry of Justice","South West (England)","170","150","27190","22920"
"In post","2021","Portsmouth","Attorney General's Departments","South East (England)","110","100","38780","30110"
"In post","2021","Portsmouth","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Portsmouth","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Portsmouth","Department for Work and Pensions","South East (England)","330","290","25440","27570"
"In post","2021","Portsmouth","HM Revenue and Customs","South East (England)","1000","880","27510","25560"
"In post","2021","Portsmouth","Home Office","South East (England)","440","420","28880","26410"
"In post","2021","Portsmouth","Ministry of Defence","South East (England)","1820","1760","33250","33300"
"In post","2021","Portsmouth","Ministry of Justice","South East (England)","180","150","26920","22570"
"In post","2021","Powys","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Department for Work and Pensions","Wales","80","80","27310","27570"
"In post","2021","Powys","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Ministry of Defence","Wales","240","230","24750","21130"
"In post","2021","Powys","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Welsh Government","Wales","190","180","34610","28850"
"In post","2021","Redbridge and Waltham Forest","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","Department for Transport","London","50","40","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","Department for Work and Pensions","London","810","740","29180","31060"
"In post","2021","Redbridge and Waltham Forest","Ministry of Defence","London","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","Ministry of Justice","London","190","170","27420","26410"
"In post","2021","Sandwell","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Department for Work and Pensions","West Midlands (England)","350","310","27280","27570"
"In post","2021","Sandwell","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Ministry of Justice","West Midlands (England)","60","60","26430","23840"
"In post","2021","Scottish Borders","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Department for Work and Pensions","Scotland","70","60","27710","27570"
"In post","2021","Scottish Borders","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Scottish Government","Scotland","390","350","29780","27150"
"In post","2021","Sefton","Cabinet Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Charity Commission","North West (England)","310","290","32780","29160"
"In post","2021","Sefton","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Department for Work and Pensions","North West (England)","1780","1640","33360","27570"
"In post","2021","Sefton","HM Revenue and Customs","North West (England)","2610","2340","27330","25560"
"In post","2021","Sefton","HM Treasury","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Home Office","North West (England)","1220","1110","24990","21430"
"In post","2021","Sefton","Ministry of Defence","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Sefton","Ministry of Justice","North West (England)","80","70","29220","28200"
"In post","2021","Sheffield","Attorney General's Departments","Yorkshire and The Humber","140","120","35940","28430"
"In post","2021","Sheffield","Cabinet Office","Yorkshire and The Humber","100","100","46980","49700"
"In post","2021","Sheffield","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Department for Education","Yorkshire and The Humber","1390","1330","40460","36960"
"In post","2021","Sheffield","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Department for Transport","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2021","Sheffield","Department for Work and Pensions","Yorkshire and The Humber","1990","1800","34290","31990"
"In post","2021","Sheffield","Department of Health and Social Care","Yorkshire and The Humber","50","40","[c]","[c]"
"In post","2021","Sheffield","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","HM Revenue and Customs","Yorkshire and The Humber","100","90","36270","32030"
"In post","2021","Sheffield","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Home Office","Yorkshire and The Humber","2510","2310","27710","24890"
"In post","2021","Sheffield","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Ministry of Housing, Communities and Local Government","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Sheffield","Ministry of Justice","Yorkshire and The Humber","450","410","30900","23840"
"In post","2021","Sheffield","National Crime Agency","Yorkshire and The Humber","90","90","35150","34140"
"In post","2021","Sheffield","Other Cabinet Office Agencies","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Department for Environment, Food and Rural Affairs","West Midlands (England)","60","60","34190","29800"
"In post","2021","Shropshire CC","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Department for Work and Pensions","West Midlands (England)","130","120","27640","27570"
"In post","2021","Shropshire CC","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","HM Revenue and Customs","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Ministry of Defence","West Midlands (England)","530","520","28790","29350"
"In post","2021","Shropshire CC","Ministry of Justice","West Midlands (England)","400","380","29020","26810"
"In post","2021","Solihull","Department for Environment, Food and Rural Affairs","West Midlands (England)","40","40","[c]","[c]"
"In post","2021","Solihull","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Solihull","Department for Work and Pensions","West Midlands (England)","130","120","27270","27570"
"In post","2021","Solihull","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Solihull","HM Revenue and Customs","West Midlands (England)","150","140","32590","31810"
"In post","2021","Solihull","Home Office","West Midlands (England)","770","720","27930","25360"
"In post","2021","Somerset","Charity Commission","South West (England)","50","50","35580","30350"
"In post","2021","Somerset","Department for Environment, Food and Rural Affairs","South West (England)","70","60","34230","29940"
"In post","2021","Somerset","Department for Transport","South West (England)","30","30","[c]","[c]"
"In post","2021","Somerset","Department for Work and Pensions","South West (England)","540","470","26230","27570"
"In post","2021","Somerset","Department of Health and Social Care","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Food Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Ministry of Defence","South West (England)","1490","1420","32920","33290"
"In post","2021","Somerset","Ministry of Justice","South West (England)","160","140","25060","22260"
"In post","2021","South and West Derbyshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Department for Work and Pensions","East Midlands (England)","660","590","34980","28210"
"In post","2021","South and West Derbyshire","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Ministry of Justice","East Midlands (England)","470","440","30020","27380"
"In post","2021","South and West Derbyshire","Other Cabinet Office Agencies","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Department for Work and Pensions","Scotland","140","130","27350","27570"
"In post","2021","South Ayrshire","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Scottish Government","Scotland","120","110","29190","26340"
"In post","2021","South Hampshire","Attorney General's Departments","South East (England)","150","140","45830","50520"
"In post","2021","South Hampshire","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Department for Transport","South East (England)","180","180","32590","31470"
"In post","2021","South Hampshire","Department for Work and Pensions","South East (England)","230","200","27600","27570"
"In post","2021","South Hampshire","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Ministry of Defence","South East (England)","920","880","30330","28650"
"In post","2021","South Hampshire","Ministry of Justice","South East (England)","80","70","26340","22920"
"In post","2021","South Hampshire","United Kingdom Statistics Authority","South East (England)","2430","1990","28660","23520"
"In post","2021","South Lanarkshire","Cabinet Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Department for Work and Pensions","Scotland","170","140","27430","27570"
"In post","2021","South Lanarkshire","Foreign, Commonwealth and Development Office","Scotland","970","930","40570","34530"
"In post","2021","South Lanarkshire","HM Revenue and Customs","Scotland","2230","1940","25280","21440"
"In post","2021","South Lanarkshire","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Ministry of Defence","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Scottish Government","Scotland","270","240","33550","29140"
"In post","2021","South Lanarkshire","United Kingdom Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Department for Environment, Food and Rural Affairs","East Midlands (England)","50","40","[c]","[c]"
"In post","2021","South Nottinghamshire","Department for Transport","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","South Nottinghamshire","Department for Work and Pensions","East Midlands (England)","110","90","37870","27570"
"In post","2021","South Nottinghamshire","Ministry of Defence","East Midlands (England)","120","120","26060","22080"
"In post","2021","South Nottinghamshire","Ministry of Justice","East Midlands (England)","430","400","29480","27380"
"In post","2021","South Nottinghamshire","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Attorney General's Departments","North East (England)","100","90","38060","32370"
"In post","2021","South Teesside","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Department for Work and Pensions","North East (England)","630","560","25020","27570"
"In post","2021","South Teesside","Home Office","North East (England)","90","90","25790","25240"
"In post","2021","South Teesside","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Ministry of Justice","North East (England)","290","250","25720","22260"
"In post","2021","South West Wales","Cabinet Office","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Department for Environment, Food and Rural Affairs","Wales","150","140","28340","25190"
"In post","2021","South West Wales","Department for Transport","Wales","40","40","[c]","[c]"
"In post","2021","South West Wales","Department for Work and Pensions","Wales","440","380","25660","27570"
"In post","2021","South West Wales","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","HM Revenue and Customs","Wales","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Home Office","Wales","40","40","[c]","[c]"
"In post","2021","South West Wales","Ministry of Defence","Wales","60","60","23810","20060"
"In post","2021","South West Wales","Ministry of Justice","Wales","120","110","27080","22920"
"In post","2021","South West Wales","Welsh Government","Wales","590","560","35510","34490"
"In post","2021","Southampton","Department for Business, Energy and Industrial Strategy","South East (England)","40","30","[c]","[c]"
"In post","2021","Southampton","Department for Transport","South East (England)","590","560","39110","33350"
"In post","2021","Southampton","Department for Work and Pensions","South East (England)","270","240","26150","27570"
"In post","2021","Southampton","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","HM Revenue and Customs","South East (England)","100","90","33980","32100"
"In post","2021","Southampton","Home Office","South East (England)","80","80","27440","26410"
"In post","2021","Southampton","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Southampton","Ministry of Justice","South East (England)","200","180","25300","21180"
"In post","2021","Southend-on-Sea","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Department for Work and Pensions","East of England","220","200","28800","29290"
"In post","2021","Southend-on-Sea","HM Revenue and Customs","East of England","1030","930","33360","31810"
"In post","2021","Southend-on-Sea","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Southend-on-Sea","Ministry of Justice","East of England","40","40","[c]","[c]"
"In post","2021","Staffordshire CC","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Department for Environment, Food and Rural Affairs","West Midlands (England)","90","80","29500","26300"
"In post","2021","Staffordshire CC","Department for Transport","West Midlands (England)","130","120","27870","26780"
"In post","2021","Staffordshire CC","Department for Work and Pensions","West Midlands (England)","480","430","27560","27570"
"In post","2021","Staffordshire CC","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Ministry of Defence","West Midlands (England)","830","800","33440","33000"
"In post","2021","Staffordshire CC","Ministry of Justice","West Midlands (England)","2370","2240","28990","26580"
"In post","2021","Staffordshire CC","National Crime Agency","West Midlands (England)","50","50","[c]","[c]"
"In post","2021","Stoke-on-Trent","Attorney General's Departments","West Midlands (England)","60","60","41930","48080"
"In post","2021","Stoke-on-Trent","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Department for Work and Pensions","West Midlands (England)","490","430","25650","27570"
"In post","2021","Stoke-on-Trent","Food Standards Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","HM Revenue and Customs","West Midlands (England)","60","60","33600","32100"
"In post","2021","Stoke-on-Trent","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Ministry of Defence","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Ministry of Justice","West Midlands (England)","580","530","21680","18880"
