"Status","Year","Ethnicity","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Heterosexual / straight","Commercial","150","150","41030","37260"
"In post","2021","Black","Heterosexual / straight","Communications","170","160","33180","29720"
"In post","2021","Black","Heterosexual / straight","Counter Fraud","200","190","31470","29570"
"In post","2021","Black","Heterosexual / straight","Debt","100","90","24990","24120"
"In post","2021","Black","Heterosexual / straight","Digital, Data & Technology","320","310","38940","35960"
"In post","2021","Black","Heterosexual / straight","Finance","310","310","39940","36820"
"In post","2021","Black","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Human Resources","280","270","37810","34370"
"In post","2021","Black","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Heterosexual / straight","Legal","510","500","40320","33930"
"In post","2021","Black","Heterosexual / straight","No function","4880","4720","32080","29750"
"In post","2021","Black","Heterosexual / straight","Project Delivery","600","590","38890","36440"
"In post","2021","Black","Heterosexual / straight","Property","120","110","36450","33740"
"In post","2021","Black","Heterosexual / straight","Security","100","100","30760","27630"
"In post","2021","Black","Heterosexual / straight","Unknown","5040","4810","30650","29290"
"In post","2021","Black","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","No function","130","130","32950","28030"
"In post","2021","Black","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","LGBO","Unknown","120","120","30410","29540"
"In post","2021","Black","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","No function","300","280","32260","30220"
"In post","2021","Black","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Undeclared","Unknown","340","320","30060","28850"
"In post","2021","Black","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Counter Fraud","40","40","[c]","[c]"
"In post","2021","Black","Unknown","Debt","40","40","[c]","[c]"
"In post","2021","Black","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Black","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Legal","90","80","44950","43460"
"In post","2021","Black","Unknown","No function","510","480","32730","30200"
"In post","2021","Black","Unknown","Project Delivery","30","30","[c]","[c]"
"In post","2021","Black","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","660","590","29240","30330"
"In post","2021","Chinese","Heterosexual / straight","Analysis","50","50","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Finance","40","40","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Legal","50","40","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","No function","330","320","36170","32030"
"In post","2021","Chinese","Heterosexual / straight","Project Delivery","40","40","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Heterosexual / straight","Unknown","290","270","31850","28670"
"In post","2021","Chinese","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","No function","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","No function","40","40","[c]","[c]"
"In post","2021","Chinese","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2021","Chinese","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","No function","60","60","40890","35610"
"In post","2021","Chinese","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Analysis","150","150","43160","38510"
"In post","2021","Mixed","Heterosexual / straight","Commercial","80","70","41050","36260"
"In post","2021","Mixed","Heterosexual / straight","Communications","130","120","36790","32900"
"In post","2021","Mixed","Heterosexual / straight","Counter Fraud","90","90","34600","31000"
"In post","2021","Mixed","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Digital, Data & Technology","160","160","43180","40490"
"In post","2021","Mixed","Heterosexual / straight","Finance","130","120","41840","38000"
"In post","2021","Mixed","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Human Resources","140","130","40570","35060"
"In post","2021","Mixed","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Heterosexual / straight","Legal","260","250","46700","50520"
"In post","2021","Mixed","Heterosexual / straight","No function","2540","2440","34730","31650"
"In post","2021","Mixed","Heterosexual / straight","Project Delivery","360","350","41910","38600"
"In post","2021","Mixed","Heterosexual / straight","Property","80","80","33680","32780"
"In post","2021","Mixed","Heterosexual / straight","Security","80","70","36080","33200"
"In post","2021","Mixed","Heterosexual / straight","Unknown","2160","2030","31260","27570"
"In post","2021","Mixed","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","No function","280","270","35240","31800"
"In post","2021","Mixed","LGBO","Project Delivery","40","40","[c]","[c]"
"In post","2021","Mixed","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","LGBO","Unknown","230","220","31770","27570"
"In post","2021","Mixed","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","No function","240","230","34750","31650"
"In post","2021","Mixed","Undeclared","Project Delivery","30","30","[c]","[c]"
"In post","2021","Mixed","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Undeclared","Unknown","200","180","30440","27570"
"In post","2021","Mixed","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","Mixed","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Legal","40","40","[c]","[c]"
"In post","2021","Mixed","Unknown","No function","210","200","35990","31810"
"In post","2021","Mixed","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","210","180","28900","27570"
"In post","2021","Other ethnicity","Heterosexual / straight","Analysis","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Heterosexual / straight","Digital, Data & Technology","60","60","45080","40040"
"In post","2021","Other ethnicity","Heterosexual / straight","Finance","50","40","[c]","[c]"
"In post","2021","Other ethnicity","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Heterosexual / straight","Human Resources","40","40","[c]","[c]"
"In post","2021","Other ethnicity","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Heterosexual / straight","Legal","90","80","49370","51160"
"In post","2021","Other ethnicity","Heterosexual / straight","No function","720","680","36310","32770"
"In post","2021","Other ethnicity","Heterosexual / straight","Project Delivery","110","110","43180","39800"
"In post","2021","Other ethnicity","Heterosexual / straight","Property","30","30","[c]","[c]"
"In post","2021","Other ethnicity","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Heterosexual / straight","Unknown","590","550","31560","28670"
"In post","2021","Other ethnicity","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","No function","70","70","37770","33210"
"In post","2021","Other ethnicity","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","LGBO","Unknown","50","50","32480","30170"
"In post","2021","Other ethnicity","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Legal","40","30","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","No function","80","80","37350","34000"
"In post","2021","Other ethnicity","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Undeclared","Unknown","120","120","37570","31060"
"In post","2021","Other ethnicity","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","No function","110","100","36670","31650"
"In post","2021","Other ethnicity","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Unknown","100","80","29340","27570"
"In post","2021","Undeclared","Heterosexual / straight","Analysis","40","40","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Commercial","40","40","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Counter Fraud","50","50","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Digital, Data & Technology","70","70","42100","38630"
"In post","2021","Undeclared","Heterosexual / straight","Finance","40","40","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Human Resources","40","40","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Legal","80","70","44100","38640"
"In post","2021","Undeclared","Heterosexual / straight","No function","1200","1140","32360","29000"
"In post","2021","Undeclared","Heterosexual / straight","Project Delivery","100","100","41260","40100"
"In post","2021","Undeclared","Heterosexual / straight","Property","40","30","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Security","40","40","[c]","[c]"
"In post","2021","Undeclared","Heterosexual / straight","Unknown","1100","1010","30250","27570"
"In post","2021","Undeclared","LGBO","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","No function","130","120","30690","28500"
"In post","2021","Undeclared","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","LGBO","Unknown","90","90","29030","27570"
"In post","2021","Undeclared","Undeclared","Analysis","160","160","44560","41780"
"In post","2021","Undeclared","Undeclared","Commercial","220","210","40190","36300"
"In post","2021","Undeclared","Undeclared","Communications","150","150","34240","31810"
"In post","2021","Undeclared","Undeclared","Counter Fraud","420","390","36560","31950"
"In post","2021","Undeclared","Undeclared","Debt","90","80","25080","21440"
"In post","2021","Undeclared","Undeclared","Digital, Data & Technology","450","430","41770","39010"
"In post","2021","Undeclared","Undeclared","Finance","280","260","40790","36790"
"In post","2021","Undeclared","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Human Resources","210","200","36150","32300"
"In post","2021","Undeclared","Undeclared","Internal Audit","30","30","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Legal","230","210","47240","46530"
"In post","2021","Undeclared","Undeclared","No function","4300","4040","35210","31810"
"In post","2021","Undeclared","Undeclared","Project Delivery","1250","1210","41910","40050"
"In post","2021","Undeclared","Undeclared","Property","360","340","36850","33300"
"In post","2021","Undeclared","Undeclared","Security","390","390","34800","36460"
"In post","2021","Undeclared","Undeclared","Unknown","4680","4360","31950","27570"
