"Status","Year","Profession_of_post","Sexual_orientation","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Human Resources","LGBO","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","LGBO","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Department of Health and Social Care (excl. agencies)","50","30","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Undeclared","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","UK Health Security Agency","60","60","47100","46580"
"New entrant CS","2022","Human Resources","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","Unknown","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Heterosexual / straight","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Heterosexual / straight","Office for Standards in Education, Children's Services and Skills","150","140","58080","51360"
"New entrant CS","2022","Inspector of Education and Training","LGBO","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","LGBO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Undeclared","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Heterosexual / straight","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Heterosexual / straight","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Heterosexual / straight","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Heterosexual / straight","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Heterosexual / straight","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Heterosexual / straight","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
