"Status","Year","Region_ITL2","Organisation","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Shropshire and Staffordshire","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Courts and Tribunals Service","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Prison and Probation Service","Heterosexual / straight","100","90","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Prison and Probation Service","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Home Office (incl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","Heterosexual / straight","50","50","32930","31910"
"Leaver CS","2021","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Public Health England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Shropshire and Staffordshire","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Department for Education (excl. agencies)","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","80","70","26930","26120"
"Leaver CS","2021","South Yorkshire","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Department for Work and Pensions (excl. agencies)","Unknown","60","50","27420","26120"
"Leaver CS","2021","South Yorkshire","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Education and Skills Funding Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Government Internal Audit Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Government Internal Audit Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","HM Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","HM Prison and Probation Service","Heterosexual / straight","70","70","[c]","[c]"
"Leaver CS","2021","South Yorkshire","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","HM Prison and Probation Service","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","South Yorkshire","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","HM Revenue and Customs (excl. agencies)","Unknown","170","130","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Home Office (incl. agencies)","Heterosexual / straight","60","50","24840","21430"
"Leaver CS","2021","South Yorkshire","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Legal Aid Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Legal Aid Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Ministry of Justice (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Ministry of Justice (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Standards and Testing Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Standards and Testing Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South Yorkshire","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Accountant in Bankruptcy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Accountant in Bankruptcy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Accountant in Bankruptcy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Crown Office and Procurator Fiscal Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Crown Office and Procurator Fiscal Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Crown Office and Procurator Fiscal Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Defence Equipment and Support","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Defence Equipment and Support","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Department for International Development","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Department for International Development","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Department for International Development","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Forestry and Land Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Forestry and Land Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","HM Revenue and Customs (excl. agencies)","Unknown","100","80","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Home Office (incl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","National Records of Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","National Records of Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Forestry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Forestry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Government (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Government (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Prison Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Prison Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Public Pensions Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Public Pensions Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","Scottish Public Pensions Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Southern Scotland","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Animal and Plant Health Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Animal and Plant Health Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Animal and Plant Health Agency","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Department for Transport (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Department for Transport (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","70","60","24990","23590"
"Leaver CS","2021","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Department for Work and Pensions (excl. agencies)","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Health and Safety Executive","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Health and Safety Executive","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","HM Courts and Tribunals Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","HM Courts and Tribunals Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","HM Courts and Tribunals Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","HM Prison and Probation Service","Heterosexual / straight","90","80","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","HM Prison and Probation Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","HM Prison and Probation Service","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Home Office (incl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Home Office (incl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Insolvency Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Insolvency Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Public Health England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Public Health England","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Public Health England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Valuation Office Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Valuation Office Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Vehicle Certification Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Vehicle Certification Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Veterinary Medicines Directorate","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Veterinary Medicines Directorate","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Wilton Park","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Wilton Park","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Wilton Park","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Surrey, East and West Sussex","Wilton Park","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Crown Prosecution Service","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Crown Prosecution Service","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Department for Education (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Department for Work and Pensions (excl. agencies)","Unknown","30","20","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Driver and Vehicle Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Driver and Vehicle Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Tees Valley and Durham","Education and Skills Funding Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
