"Status","Year","Profession_of_post","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Other","Tees Valley and Durham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","Unknown","Unknown","160","160","20820","16190"
"New entrant CS","2022","Other","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Central Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Central Scotland","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Central Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Central Scotland","No function","130","130","25460","22540"
"New entrant CS","2022","Other","West Central Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Central Scotland","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Midlands","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Midlands","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Midlands","Debt","40","40","[c]","[c]"
"New entrant CS","2022","Other","West Midlands","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Midlands","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Wales and The Valleys","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Wales and The Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Wales and The Valleys","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Wales and The Valleys","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Other","West Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Yorkshire","Debt","50","40","[c]","[c]"
"New entrant CS","2022","Other","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Yorkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Other","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","East Wales","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Greater Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Inner London - West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Tees Valley and Durham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","West Midlands","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","West Yorkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Bedfordshire and Hertfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Derbyshire and Nottinghamshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Devon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","East Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Greater Manchester","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Herefordshire, Worcestershire and Warwickshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","North Yorkshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Northumberland, and Tyne and Wear","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outer London - South","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Outer London - West and North West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Shropshire and Staffordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Surrey, East and West Sussex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Tees Valley and Durham","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","West Wales and The Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Bedfordshire and Hertfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Berkshire, Buckinghamshire and Oxfordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Cheshire","No function","40","40","[c]","[c]"
"New entrant CS","2022","Policy","Cornwall and Isles of Scilly","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Cumbria","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Derbyshire and Nottinghamshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Derbyshire and Nottinghamshire","No function","40","40","[c]","[c]"
"New entrant CS","2022","Policy","Derbyshire and Nottinghamshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Devon","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Devon","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Dorset and Somerset","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","East Anglia","No function","30","30","[c]","[c]"
"New entrant CS","2022","Policy","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","East Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","East Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","East Wales","No function","50","40","[c]","[c]"
"New entrant CS","2022","Policy","East Wales","Unknown","50","50","35360","33100"
"New entrant CS","2022","Policy","East Yorkshire and Northern Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Essex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","No function","200","200","35720","32870"
"New entrant CS","2022","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Greater Manchester","No function","210","200","33940","30360"
"New entrant CS","2022","Policy","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Hampshire and Isle of Wight","No function","30","30","[c]","[c]"
"New entrant CS","2022","Policy","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Herefordshire, Worcestershire and Warwickshire","No function","40","40","[c]","[c]"
"New entrant CS","2022","Policy","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Inner London - East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Inner London - East","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Inner London - West","Analysis","40","30","[c]","[c]"
"New entrant CS","2022","Policy","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Inner London - West","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Inner London - West","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Inner London - West","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Inner London - West","No function","1960","1910","37610","33570"
"New entrant CS","2022","Policy","Inner London - West","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Inner London - West","Unknown","180","180","39410","36650"
"New entrant CS","2022","Policy","Kent","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Kent","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Lancashire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Leicestershire, Rutland and Northamptonshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Merseyside","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","North Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","North Yorkshire","No function","90","90","35410","30340"
"New entrant CS","2022","Policy","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Northumberland, and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Northumberland, and Tyne and Wear","No function","60","60","33870","30660"
"New entrant CS","2022","Policy","Northumberland, and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Outer London - East and North East","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Outer London - South","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Outer London - West and North West","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Shropshire and Staffordshire","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","South Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","South Yorkshire","No function","70","70","31020","25000"
"New entrant CS","2022","Policy","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Southern Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Surrey, East and West Sussex","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Surrey, East and West Sussex","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Tees Valley and Durham","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Tees Valley and Durham","No function","80","80","35120","29360"
"New entrant CS","2022","Policy","Tees Valley and Durham","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","West Central Scotland","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","West Central Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","West Midlands","No function","220","210","34170","30190"
"New entrant CS","2022","Policy","West Wales and The Valleys","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","West Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","West Yorkshire","No function","60","60","36370","30960"
"New entrant CS","2022","Policy","West Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cheshire","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cornwall and Isles of Scilly","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Cumbria","Project Delivery","[c]","[c]","[c]","[c]"
