"Status","Year","Ethnicity","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","260","250","35070","33790"
"In post","2021","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester","AA/AO","170","150","20720","20650"
"In post","2021","Black","Greater Manchester","EO","170","170","26630","27570"
"In post","2021","Black","Greater Manchester","G6/G7","30","30","[c]","[c]"
"In post","2021","Black","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Greater Manchester","SEO/HEO","120","110","34760","33000"
"In post","2021","Black","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","AA/AO","60","50","21050","20140"
"In post","2021","Black","Hampshire and Isle of Wight","EO","50","40","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Black","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inner London - East","AA/AO","640","600","26190","25110"
"In post","2021","Black","Inner London - East","EO","1000","960","30720","31060"
"In post","2021","Black","Inner London - East","G6/G7","170","160","59290","58700"
"In post","2021","Black","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inner London - East","SEO/HEO","500","490","38560","37640"
"In post","2021","Black","Inner London - East","Unknown","210","210","31760","27730"
"In post","2021","Black","Inner London - West","AA/AO","900","840","25740","24490"
"In post","2021","Black","Inner London - West","EO","1100","1070","29480","29510"
"In post","2021","Black","Inner London - West","G6/G7","690","680","58440","56730"
"In post","2021","Black","Inner London - West","SCS","50","50","85800","78330"
"In post","2021","Black","Inner London - West","SEO/HEO","1550","1540","37800","36660"
"In post","2021","Black","Inner London - West","Unknown","50","40","[c]","[c]"
"In post","2021","Black","Kent","AA/AO","50","50","[c]","[c]"
"In post","2021","Black","Kent","EO","90","90","29370","29290"
"In post","2021","Black","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kent","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","AA/AO","90","80","21680","21010"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","EO","50","40","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","AA/AO","40","40","[c]","[c]"
"In post","2021","Black","Merseyside","EO","40","40","[c]","[c]"
"In post","2021","Black","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","AA/AO","50","50","20690","21010"
"In post","2021","Black","Northumberland and Tyne and Wear","EO","30","30","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","AA/AO","190","180","26540","25110"
"In post","2021","Black","Outer London - East and North East","EO","340","320","31240","31060"
"In post","2021","Black","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Black","Outer London - East and North East","Unknown","70","70","33990","34770"
"In post","2021","Black","Outer London - South","AA/AO","360","330","24450","25630"
"In post","2021","Black","Outer London - South","EO","640","600","29910","29570"
"In post","2021","Black","Outer London - South","G6/G7","90","90","61450","60110"
"In post","2021","Black","Outer London - South","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - South","SEO/HEO","440","430","38750","36570"
"In post","2021","Black","Outer London - South","Unknown","50","50","33480","32090"
"In post","2021","Black","Outer London - West and North West","AA/AO","200","190","25540","25110"
"In post","2021","Black","Outer London - West and North West","EO","460","430","30190","31060"
"In post","2021","Black","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Outer London - West and North West","SEO/HEO","130","120","37910","36650"
"In post","2021","Black","Outer London - West and North West","Unknown","70","70","33390","30430"
"In post","2021","Black","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","AA/AO","40","40","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","EO","40","40","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","AA/AO","50","50","21570","21430"
"In post","2021","Black","South Yorkshire","EO","50","50","26180","25480"
"In post","2021","Black","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","AA/AO","90","90","27920","26030"
"In post","2021","Black","Surrey, East and West Sussex","EO","80","70","28660","27570"
"In post","2021","Black","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","AA/AO","40","40","[c]","[c]"
"In post","2021","Black","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands","AA/AO","360","320","20880","20650"
"In post","2021","Black","West Midlands","EO","320","300","26520","27570"
"In post","2021","Black","West Midlands","G6/G7","40","40","[c]","[c]"
"In post","2021","Black","West Midlands","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Midlands","SEO/HEO","190","180","35020","32090"
"In post","2021","Black","West Midlands","Unknown","120","110","29090","28200"
"In post","2021","Black","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Yorkshire","AA/AO","100","90","21500","21010"
"In post","2021","Black","West Yorkshire","EO","120","110","26830","27570"
"In post","2021","Black","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Black","West Yorkshire","SEO/HEO","70","70","34030","31990"
"In post","2021","Black","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cumbria","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Devon","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Devon","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
