"Status","Year","Sex","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Bexley and Greenwich","Unknown","90","80","33190","34100"
"In post","2021","Female","Birmingham","AA/AO","2120","1840","20770","20180"
"In post","2021","Female","Birmingham","EO","1960","1750","26520","27570"
"In post","2021","Female","Birmingham","G6/G7","580","540","56790","53350"
"In post","2021","Female","Birmingham","SCS","60","50","101480","93050"
"In post","2021","Female","Birmingham","SEO/HEO","1560","1470","35420","33300"
"In post","2021","Female","Birmingham","Unknown","330","290","29760","28200"
"In post","2021","Female","Blackburn with Darwen","AA/AO","100","80","20480","21010"
"In post","2021","Female","Blackburn with Darwen","EO","120","100","27360","27570"
"In post","2021","Female","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackburn with Darwen","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackburn with Darwen","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackburn with Darwen","Unknown","50","40","[c]","[c]"
"In post","2021","Female","Blackpool","AA/AO","1110","950","20790","21010"
"In post","2021","Female","Blackpool","EO","1200","1040","27400","27570"
"In post","2021","Female","Blackpool","G6/G7","210","200","53470","49700"
"In post","2021","Female","Blackpool","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Blackpool","SEO/HEO","630","590","34380","33720"
"In post","2021","Female","Blackpool","Unknown","50","50","28600","28200"
"In post","2021","Female","Bournemouth and Poole","AA/AO","100","90","19990","20100"
"In post","2021","Female","Bournemouth and Poole","EO","190","160","27020","27570"
"In post","2021","Female","Bournemouth and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bournemouth and Poole","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Female","Bournemouth and Poole","Unknown","80","70","28890","26570"
"In post","2021","Female","Bradford","AA/AO","800","620","20460","20140"
"In post","2021","Female","Bradford","EO","600","510","26650","27570"
"In post","2021","Female","Bradford","G6/G7","90","90","55390","52580"
"In post","2021","Female","Bradford","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bradford","SEO/HEO","280","260","33720","31870"
"In post","2021","Female","Bradford","Unknown","90","80","30010","28200"
"In post","2021","Female","Breckland and South Norfolk","AA/AO","120","110","23340","22850"
"In post","2021","Female","Breckland and South Norfolk","EO","60","60","27210","27570"
"In post","2021","Female","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Breckland and South Norfolk","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Breckland and South Norfolk","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Female","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brent","AA/AO","120","100","23460","23500"
"In post","2021","Female","Brent","EO","170","160","30690","31060"
"In post","2021","Female","Brent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brent","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Female","Brent","Unknown","60","50","32700","28690"
"In post","2021","Female","Bridgend and Neath Port Talbot","AA/AO","180","150","20470","21010"
"In post","2021","Female","Bridgend and Neath Port Talbot","EO","210","180","27510","27570"
"In post","2021","Female","Bridgend and Neath Port Talbot","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bridgend and Neath Port Talbot","SEO/HEO","50","50","35000","34290"
"In post","2021","Female","Bridgend and Neath Port Talbot","Unknown","50","50","32600","30210"
"In post","2021","Female","Brighton and Hove","AA/AO","90","80","20700","20650"
"In post","2021","Female","Brighton and Hove","EO","170","160","27470","27570"
"In post","2021","Female","Brighton and Hove","G6/G7","40","40","[c]","[c]"
"In post","2021","Female","Brighton and Hove","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Brighton and Hove","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Female","Brighton and Hove","Unknown","70","50","28620","28200"
"In post","2021","Female","Bristol, City of","AA/AO","770","670","21170","21010"
"In post","2021","Female","Bristol, City of","EO","790","690","26450","26780"
"In post","2021","Female","Bristol, City of","G6/G7","640","590","55850","52630"
"In post","2021","Female","Bristol, City of","SCS","40","40","[c]","[c]"
"In post","2021","Female","Bristol, City of","SEO/HEO","1170","1070","35230","34290"
"In post","2021","Female","Bristol, City of","Unknown","120","110","28590","28200"
"In post","2021","Female","Bromley","AA/AO","100","90","22380","22450"
"In post","2021","Female","Bromley","EO","170","150","31010","31060"
"In post","2021","Female","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Bromley","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Female","Bromley","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","AA/AO","320","300","23970","22920"
"In post","2021","Female","Buckinghamshire CC","EO","290","270","28260","27570"
"In post","2021","Female","Buckinghamshire CC","G6/G7","40","40","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Buckinghamshire CC","SEO/HEO","250","230","38310","35300"
"In post","2021","Female","Buckinghamshire CC","Unknown","80","70","29590","30210"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","AA/AO","50","40","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","EO","50","50","28290","27570"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Caithness and Sutherland and Ross and Cromarty","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","AA/AO","160","120","20490","21010"
"In post","2021","Female","Calderdale and Kirklees","EO","370","320","27260","27570"
"In post","2021","Female","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Calderdale and Kirklees","SEO/HEO","60","60","33980","32830"
"In post","2021","Female","Calderdale and Kirklees","Unknown","100","90","28680","28200"
"In post","2021","Female","Cambridgeshire CC","AA/AO","510","460","23050","21570"
"In post","2021","Female","Cambridgeshire CC","EO","350","320","27130","26930"
"In post","2021","Female","Cambridgeshire CC","G6/G7","150","140","60950","57680"
"In post","2021","Female","Cambridgeshire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cambridgeshire CC","SEO/HEO","510","480","37030","34530"
"In post","2021","Female","Cambridgeshire CC","Unknown","80","80","29870","30210"
"In post","2021","Female","Camden and City of London","AA/AO","480","440","23180","22680"
"In post","2021","Female","Camden and City of London","EO","500","460","29470","29570"
"In post","2021","Female","Camden and City of London","G6/G7","230","220","65430","59240"
"In post","2021","Female","Camden and City of London","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Camden and City of London","SEO/HEO","540","520","38010","36160"
"In post","2021","Female","Camden and City of London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cardiff and Vale of Glamorgan","AA/AO","1890","1610","21190","21010"
"In post","2021","Female","Cardiff and Vale of Glamorgan","EO","1810","1630","26740","27230"
"In post","2021","Female","Cardiff and Vale of Glamorgan","G6/G7","690","650","59240","60830"
"In post","2021","Female","Cardiff and Vale of Glamorgan","SCS","80","80","86810","80470"
"In post","2021","Female","Cardiff and Vale of Glamorgan","SEO/HEO","1840","1720","36770","37410"
"In post","2021","Female","Cardiff and Vale of Glamorgan","Unknown","200","190","31150","30210"
"In post","2021","Female","Causeway Coast and Glens","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Causeway Coast and Glens","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","AA/AO","70","70","20650","20920"
"In post","2021","Female","Central Bedfordshire","EO","70","60","27720","26930"
"In post","2021","Female","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Female","Central Bedfordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","AA/AO","400","370","22160","20920"
"In post","2021","Female","Central Hampshire","EO","410","380","26640","26670"
"In post","2021","Female","Central Hampshire","G6/G7","260","250","53010","53320"
"In post","2021","Female","Central Hampshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Hampshire","SEO/HEO","770","740","35720","33630"
"In post","2021","Female","Central Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","AA/AO","260","220","21490","21010"
"In post","2021","Female","Central Valleys","EO","370","330","27730","27570"
"In post","2021","Female","Central Valleys","G6/G7","80","80","61940","60830"
"In post","2021","Female","Central Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Central Valleys","SEO/HEO","350","320","39510","37410"
"In post","2021","Female","Central Valleys","Unknown","80","70","29530","28750"
"In post","2021","Female","Cheshire East","AA/AO","190","170","23810","21710"
"In post","2021","Female","Cheshire East","EO","150","130","27400","27570"
"In post","2021","Female","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire East","SEO/HEO","70","70","38540","37100"
"In post","2021","Female","Cheshire East","Unknown","40","30","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","AA/AO","90","80","20560","21010"
"In post","2021","Female","Cheshire West and Chester","EO","120","100","27160","27570"
"In post","2021","Female","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cheshire West and Chester","Unknown","60","60","29250","28200"
"In post","2021","Female","Chorley and West Lancashire","AA/AO","300","270","23860","23240"
"In post","2021","Female","Chorley and West Lancashire","EO","170","150","28630","27570"
"In post","2021","Female","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Chorley and West Lancashire","SEO/HEO","110","110","38520","38150"
"In post","2021","Female","Chorley and West Lancashire","Unknown","50","40","[c]","[c]"
"In post","2021","Female","City of Edinburgh","AA/AO","1660","1530","22030","21490"
"In post","2021","Female","City of Edinburgh","EO","1340","1250","28040","27570"
"In post","2021","Female","City of Edinburgh","G6/G7","1240","1160","61460","61010"
"In post","2021","Female","City of Edinburgh","SCS","90","90","90940","83230"
"In post","2021","Female","City of Edinburgh","SEO/HEO","2410","2270","37930","36780"
"In post","2021","Female","City of Edinburgh","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","AA/AO","280","250","21770","21010"
"In post","2021","Female","Clackmannanshire and Fife","EO","290","260","28560","27570"
"In post","2021","Female","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Clackmannanshire and Fife","SEO/HEO","80","70","37550","34150"
"In post","2021","Female","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","AA/AO","80","70","22440","23830"
"In post","2021","Female","Conwy and Denbighshire","EO","110","100","27730","27570"
"In post","2021","Female","Conwy and Denbighshire","G6/G7","30","30","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Conwy and Denbighshire","SEO/HEO","170","160","40260","37410"
"In post","2021","Female","Conwy and Denbighshire","Unknown","60","50","29350","25560"
"In post","2021","Female","Cornwall and Isles of Scilly","AA/AO","410","340","20780","21010"
"In post","2021","Female","Cornwall and Isles of Scilly","EO","350","310","27370","27570"
"In post","2021","Female","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Cornwall and Isles of Scilly","SEO/HEO","100","90","34680","33300"
"In post","2021","Female","Cornwall and Isles of Scilly","Unknown","30","30","[c]","[c]"
"In post","2021","Female","Coventry","AA/AO","190","160","20840","21010"
"In post","2021","Female","Coventry","EO","370","330","26840","27130"
"In post","2021","Female","Coventry","G6/G7","300","290","54270","50630"
"In post","2021","Female","Coventry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Coventry","SEO/HEO","530","510","34720","33840"
"In post","2021","Female","Coventry","Unknown","50","50","[c]","[c]"
"In post","2021","Female","Croydon","AA/AO","1090","950","24600","25630"
"In post","2021","Female","Croydon","EO","1570","1440","29650","29370"
"In post","2021","Female","Croydon","G6/G7","710","680","62920","60050"
"In post","2021","Female","Croydon","SCS","40","40","[c]","[c]"
"In post","2021","Female","Croydon","SEO/HEO","1860","1770","38960","36920"
"In post","2021","Female","Croydon","Unknown","80","70","34980","34100"
"In post","2021","Female","Darlington","AA/AO","70","60","20370","20590"
"In post","2021","Female","Darlington","EO","120","110","26290","26000"
"In post","2021","Female","Darlington","G6/G7","100","100","53560","50630"
"In post","2021","Female","Darlington","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Darlington","SEO/HEO","260","240","34290","36500"
"In post","2021","Female","Darlington","Unknown","40","40","[c]","[c]"
"In post","2021","Female","Derby","AA/AO","310","250","20500","21010"
"In post","2021","Female","Derby","EO","190","170","26960","27570"
"In post","2021","Female","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derby","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derby","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Female","Derby","Unknown","100","90","29200","28200"
"In post","2021","Female","Derry City and Strabane","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Derry City and Strabane","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon CC","AA/AO","1050","880","21310","21010"
"In post","2021","Female","Devon CC","EO","700","610","26850","27570"
"In post","2021","Female","Devon CC","G6/G7","250","230","52530","48830"
"In post","2021","Female","Devon CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Devon CC","SEO/HEO","650","590","36390","36460"
"In post","2021","Female","Devon CC","Unknown","60","60","31950","30210"
"In post","2021","Female","Dorset CC","AA/AO","430","400","22590","21710"
"In post","2021","Female","Dorset CC","EO","260","230","27220","27130"
"In post","2021","Female","Dorset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dorset CC","SEO/HEO","200","180","35770","33840"
"In post","2021","Female","Dorset CC","Unknown","40","30","[c]","[c]"
"In post","2021","Female","Dudley","AA/AO","370","290","20650","21010"
"In post","2021","Female","Dudley","EO","330","280","27240","27570"
"In post","2021","Female","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dudley","SEO/HEO","60","50","34920","34290"
"In post","2021","Female","Dudley","Unknown","40","40","[c]","[c]"
"In post","2021","Female","Dumfries and Galloway","AA/AO","120","100","22920","22230"
"In post","2021","Female","Dumfries and Galloway","EO","100","90","29090","27570"
"In post","2021","Female","Dumfries and Galloway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Dumfries and Galloway","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Female","Durham CC","AA/AO","1830","1550","22110","21430"
"In post","2021","Female","Durham CC","EO","740","650","27110","27130"
"In post","2021","Female","Durham CC","G6/G7","50","50","59820","58610"
"In post","2021","Female","Durham CC","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Durham CC","SEO/HEO","420","390","35960","33840"
"In post","2021","Female","Durham CC","Unknown","110","110","29900","30210"
"In post","2021","Female","Ealing","AA/AO","40","40","[c]","[c]"
"In post","2021","Female","Ealing","EO","230","220","31250","31060"
"In post","2021","Female","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Ealing","Unknown","30","30","[c]","[c]"
"In post","2021","Female","East Ayrshire and North Ayrshire mainland","AA/AO","200","160","21270","21010"
"In post","2021","Female","East Ayrshire and North Ayrshire mainland","EO","240","210","26890","27570"
"In post","2021","Female","East Ayrshire and North Ayrshire mainland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Ayrshire and North Ayrshire mainland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Ayrshire and North Ayrshire mainland","SEO/HEO","70","60","35650","33890"
"In post","2021","Female","East Cumbria","AA/AO","200","170","21000","21050"
"In post","2021","Female","East Cumbria","EO","180","150","25590","26120"
"In post","2021","Female","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Cumbria","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Cumbria","SEO/HEO","100","90","34440","33350"
"In post","2021","Female","East Cumbria","Unknown","40","40","[c]","[c]"
"In post","2021","Female","East Derbyshire","AA/AO","80","70","20380","20180"
"In post","2021","Female","East Derbyshire","EO","140","110","27260","27570"
"In post","2021","Female","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Derbyshire","Unknown","40","40","[c]","[c]"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","430","370","23320","21010"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","270","250","28930","27570"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","SEO/HEO","110","100","37280","35310"
"In post","2021","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Kent","AA/AO","550","490","22770","23520"
"In post","2021","Female","East Kent","EO","1100","970","27520","27370"
"In post","2021","Female","East Kent","G6/G7","50","50","57140","52820"
"In post","2021","Female","East Kent","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Kent","SEO/HEO","270","260","34560","33450"
"In post","2021","Female","East Kent","Unknown","80","70","29250","27260"
"In post","2021","Female","East Lancashire","AA/AO","110","90","20290","21010"
"In post","2021","Female","East Lancashire","EO","130","110","27340","27570"
"In post","2021","Female","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lancashire","Unknown","60","50","26900","23840"
"In post","2021","Female","East Lothian and Midlothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","EO","50","40","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Lothian and Midlothian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Merseyside","AA/AO","210","170","20390","20180"
"In post","2021","Female","East Merseyside","EO","340","300","27350","27570"
"In post","2021","Female","East Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Merseyside","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Merseyside","SEO/HEO","70","60","34800","34290"
"In post","2021","Female","East Merseyside","Unknown","90","80","29390","28200"
"In post","2021","Female","East Riding of Yorkshire","AA/AO","400","370","23160","21650"
"In post","2021","Female","East Riding of Yorkshire","EO","160","140","27640","27570"
"In post","2021","Female","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Riding of Yorkshire","SEO/HEO","80","70","36800","34810"
"In post","2021","Female","East Riding of Yorkshire","Unknown","40","30","[c]","[c]"
"In post","2021","Female","East Surrey","AA/AO","240","220","29220","29920"
"In post","2021","Female","East Surrey","EO","140","130","30690","29290"
"In post","2021","Female","East Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Surrey","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Surrey","SEO/HEO","90","90","40800","40230"
"In post","2021","Female","East Surrey","Unknown","30","30","[c]","[c]"
"In post","2021","Female","East Sussex CC","AA/AO","510","420","21480","21010"
"In post","2021","Female","East Sussex CC","EO","490","420","27180","27570"
"In post","2021","Female","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","East Sussex CC","SEO/HEO","110","100","34760","32860"
"In post","2021","Female","East Sussex CC","Unknown","50","40","[c]","[c]"
"In post","2021","Female","Enfield","AA/AO","40","40","[c]","[c]"
"In post","2021","Female","Enfield","EO","160","150","30950","31060"
"In post","2021","Female","Enfield","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex Haven Gateway","AA/AO","170","150","22930","21430"
"In post","2021","Female","Essex Haven Gateway","EO","260","240","29170","29290"
"In post","2021","Female","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex Haven Gateway","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex Haven Gateway","SEO/HEO","110","100","37590","35480"
"In post","2021","Female","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex Thames Gateway","AA/AO","260","220","23440","24180"
"In post","2021","Female","Essex Thames Gateway","EO","290","250","29550","29290"
"In post","2021","Female","Essex Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Essex Thames Gateway","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Female","Essex Thames Gateway","Unknown","90","80","27170","23840"
"In post","2021","Female","Falkirk","AA/AO","620","500","21280","21010"
"In post","2021","Female","Falkirk","EO","400","350","28350","27570"
"In post","2021","Female","Falkirk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Falkirk","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Falkirk","SEO/HEO","110","100","37430","35310"
"In post","2021","Female","Fermanagh and Omagh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Flintshire and Wrexham","AA/AO","520","470","21610","21010"
"In post","2021","Female","Flintshire and Wrexham","EO","300","270","27320","27570"
"In post","2021","Female","Flintshire and Wrexham","G6/G7","40","40","[c]","[c]"
"In post","2021","Female","Flintshire and Wrexham","SCS","[c]","[c]","[c]","[c]"
