"Status","Year","Profession_of_post","Region_ITL3","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Somerset","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South and West Derbyshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Hampshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Hampshire","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Lanarkshire","Foreign, Commonwealth and Development Office","70","70","40370","39630"
"In post","2021","Commercial","South Nottinghamshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Nottinghamshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Teesside","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Southend-on-Sea","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Staffordshire CC","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Staffordshire CC","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Staffordshire CC","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Commercial","Stoke-on-Trent","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Stoke-on-Trent","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Suffolk","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Suffolk","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Swansea","Department for Transport","160","150","33180","31040"
"In post","2021","Commercial","Swansea","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Swindon","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Telford and Wrekin","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Telford and Wrekin","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Torbay","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tower Hamlets","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tower Hamlets","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tower Hamlets","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tower Hamlets","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tower Hamlets","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tyneside","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tyneside","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tyneside","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tyneside","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wakefield","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wakefield","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wakefield","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Walsall","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wandsworth","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Warrington","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Warrington","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Warrington","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Warwickshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Lothian","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Northamptonshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Surrey","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Surrey","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Sussex (North East)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Sussex (North East)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Sussex (South West)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Sussex (South West)","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","Department for Education","30","30","[c]","[c]"
"In post","2021","Commercial","Westminster","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","Department for Transport","90","90","51000","54110"
"In post","2021","Commercial","Westminster","Department of Health and Social Care","110","100","55070","53360"
"In post","2021","Commercial","Westminster","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Commercial","Westminster","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","Ministry of Justice","170","160","51430","46550"
"In post","2021","Commercial","Westminster","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Westminster","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wiltshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wiltshire","Ministry of Defence","170","160","33670","34800"
"In post","2021","Commercial","Wiltshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wirral","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Wirral","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Worcestershire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Worcestershire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","York","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","York","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","York","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","York","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Barnet","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Barnsley, Doncaster and Rotherham","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence","60","60","37470","36030"
