"Status","Year","Responsibility_level","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Declared non-disabled","50","50","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Revenue and Customs","Unknown","80","70","58460","53100"
"New entrant CS","2021","G6/G7","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Home Office","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Home Office","Unknown","180","180","59310","57430"
"New entrant CS","2021","G6/G7","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","Declared non-disabled","170","160","60470","56390"
"New entrant CS","2021","G6/G7","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Defence","Unknown","70","60","68150","68480"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Declared non-disabled","50","50","53400","53130"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice","Declared non-disabled","100","100","56720","55000"
"New entrant CS","2021","G6/G7","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Ministry of Justice","Unknown","90","80","58980","56870"
"New entrant CS","2021","G6/G7","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","National Crime Agency","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office for Standards in Education","Declared non-disabled","50","50","73060","75500"
"New entrant CS","2021","G6/G7","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government","Declared non-disabled","70","70","56330","56120"
"New entrant CS","2021","G6/G7","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Scottish Government","Unknown","150","140","55520","48930"
"New entrant CS","2021","G6/G7","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Declared non-disabled","40","30","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","United Kingdom Statistics Authority","Unknown","50","50","53100","52100"
"New entrant CS","2021","G6/G7","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","G6/G7","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Cabinet Office","Unknown","160","160","82260","71500"
"New entrant CS","2021","SCS","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department of Health and Social Care","Declared non-disabled","60","40","92270","86780"
"New entrant CS","2021","SCS","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Department of Health and Social Care","Unknown","50","50","99310","88000"
"New entrant CS","2021","SCS","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Home Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Home Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Defence","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Housing, Communities and Local Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Justice","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","SCS","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
