"Status","Year","Region_ITL2","Sex","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cornwall and Isles of Scilly","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Undeclared","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Female","Unknown","90","80","26220","21010"
"In post","2021","Cornwall and Isles of Scilly","Female","White","780","670","26190","26670"
"In post","2021","Cornwall and Isles of Scilly","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Undeclared","40","40","[c]","[c]"
"In post","2021","Cornwall and Isles of Scilly","Male","Unknown","80","80","27100","26350"
"In post","2021","Cornwall and Isles of Scilly","Male","White","590","570","26940","26670"
"In post","2021","Cumbria","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Female","Undeclared","30","30","[c]","[c]"
"In post","2021","Cumbria","Female","Unknown","180","160","24860","21050"
"In post","2021","Cumbria","Female","White","1020","870","26800","25100"
"In post","2021","Cumbria","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Cumbria","Male","Undeclared","60","60","33560","30070"
"In post","2021","Cumbria","Male","Unknown","140","140","26860","22550"
"In post","2021","Cumbria","Male","White","680","660","30300","26810"
"In post","2021","Derbyshire and Nottinghamshire","Female","Asian","370","320","29360","27570"
"In post","2021","Derbyshire and Nottinghamshire","Female","Black","190","180","26850","25830"
"In post","2021","Derbyshire and Nottinghamshire","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Mixed","130","120","29920","27130"
"In post","2021","Derbyshire and Nottinghamshire","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Female","Undeclared","230","200","30930","27570"
"In post","2021","Derbyshire and Nottinghamshire","Female","Unknown","880","810","27500","25560"
"In post","2021","Derbyshire and Nottinghamshire","Female","White","5100","4560","30740","27570"
"In post","2021","Derbyshire and Nottinghamshire","Male","Asian","280","270","30550","27570"
"In post","2021","Derbyshire and Nottinghamshire","Male","Black","120","120","27970","27570"
"In post","2021","Derbyshire and Nottinghamshire","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Mixed","80","80","31010","27570"
"In post","2021","Derbyshire and Nottinghamshire","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Derbyshire and Nottinghamshire","Male","Undeclared","270","260","31900","28910"
"In post","2021","Derbyshire and Nottinghamshire","Male","Unknown","930","900","29530","25560"
"In post","2021","Derbyshire and Nottinghamshire","Male","White","3660","3520","32910","28130"
"In post","2021","Devon","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Mixed","50","40","[c]","[c]"
"In post","2021","Devon","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Female","Undeclared","160","140","27850","26030"
"In post","2021","Devon","Female","Unknown","490","430","26520","22350"
"In post","2021","Devon","Female","White","3610","3150","29730","27570"
"In post","2021","Devon","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Mixed","50","50","33870","31620"
"In post","2021","Devon","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Devon","Male","Undeclared","260","250","34820","33100"
"In post","2021","Devon","Male","Unknown","610","590","31250","27570"
"In post","2021","Devon","Male","White","3670","3540","33270","30980"
"In post","2021","Dorset and Somerset","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Female","Undeclared","80","70","28580","27130"
"In post","2021","Dorset and Somerset","Female","Unknown","210","190","28330","26740"
"In post","2021","Dorset and Somerset","Female","White","2160","1910","28390","27570"
"In post","2021","Dorset and Somerset","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","Male","Undeclared","170","170","32730","31990"
"In post","2021","Dorset and Somerset","Male","Unknown","310","300","30490","27520"
"In post","2021","Dorset and Somerset","Male","White","2160","2090","30790","28310"
"In post","2021","East Anglia","Female","Asian","200","160","25310","21430"
"In post","2021","East Anglia","Female","Black","70","60","31320","27570"
"In post","2021","East Anglia","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Mixed","110","100","27700","27570"
"In post","2021","East Anglia","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Female","Undeclared","200","180","30280","27570"
"In post","2021","East Anglia","Female","Unknown","490","440","29110","25560"
"In post","2021","East Anglia","Female","White","5280","4750","29010","27560"
"In post","2021","East Anglia","Male","Asian","170","160","29310","25310"
"In post","2021","East Anglia","Male","Black","50","50","33730","29200"
"In post","2021","East Anglia","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Mixed","80","70","30730","27850"
"In post","2021","East Anglia","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","Male","Undeclared","370","350","31600","29150"
"In post","2021","East Anglia","Male","Unknown","610","590","28800","26730"
"In post","2021","East Anglia","Male","White","4790","4620","31680","29270"
"In post","2021","East Wales","Female","Asian","160","150","29730","25720"
"In post","2021","East Wales","Female","Black","80","70","28070","25560"
"In post","2021","East Wales","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Female","Mixed","170","160","31460","27570"
"In post","2021","East Wales","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Female","Undeclared","230","210","32770","27570"
"In post","2021","East Wales","Female","Unknown","1480","1360","27650","24570"
"In post","2021","East Wales","Female","White","8810","7970","32140","27570"
"In post","2021","East Wales","Male","Asian","170","170","31010","25560"
"In post","2021","East Wales","Male","Black","80","80","30620","27570"
"In post","2021","East Wales","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Male","Mixed","110","110","33180","29540"
"In post","2021","East Wales","Male","Other ethnicity","50","40","[c]","[c]"
"In post","2021","East Wales","Male","Undeclared","390","370","34840","31810"
"In post","2021","East Wales","Male","Unknown","1550","1520","30290","25560"
"In post","2021","East Wales","Male","White","7000","6780","34630","29890"
"In post","2021","East Wales","Unknown","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Undeclared","60","50","28010","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","Unknown","190","170","25500","23970"
"In post","2021","East Yorkshire and Northern Lincolnshire","Female","White","2040","1770","26790","26930"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Undeclared","110","110","29840","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","Unknown","230","220","26020","24920"
"In post","2021","East Yorkshire and Northern Lincolnshire","Male","White","1970","1880","29290","27380"
"In post","2021","Eastern Scotland","Female","Asian","110","100","31640","27570"
"In post","2021","Eastern Scotland","Female","Black","60","50","30790","27570"
"In post","2021","Eastern Scotland","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Female","Mixed","60","60","37880","33450"
"In post","2021","Eastern Scotland","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Female","Undeclared","240","210","31970","27570"
"In post","2021","Eastern Scotland","Female","Unknown","2560","2360","30290","26160"
"In post","2021","Eastern Scotland","Female","White","7650","7000","34790","29190"
"In post","2021","Eastern Scotland","Male","Asian","80","80","33190","27570"
"In post","2021","Eastern Scotland","Male","Black","30","30","[c]","[c]"
"In post","2021","Eastern Scotland","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Male","Mixed","60","60","37770","30650"
"In post","2021","Eastern Scotland","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Male","Undeclared","400","370","35930","33650"
"In post","2021","Eastern Scotland","Male","Unknown","2420","2330","31780","29350"
"In post","2021","Eastern Scotland","Male","White","6110","5930","36410","31990"
"In post","2021","Essex","Female","Asian","120","110","32830","29290"
"In post","2021","Essex","Female","Black","170","160","29130","29290"
"In post","2021","Essex","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Female","Mixed","50","50","31270","29290"
"In post","2021","Essex","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Female","Undeclared","130","120","28970","27370"
"In post","2021","Essex","Female","Unknown","300","270","28850","25850"
"In post","2021","Essex","Female","White","2430","2160","29570","29290"
"In post","2021","Essex","Male","Asian","100","90","37170","29290"
"In post","2021","Essex","Male","Black","80","80","30680","29290"
"In post","2021","Essex","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Male","Mixed","50","40","[c]","[c]"
"In post","2021","Essex","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Essex","Male","Undeclared","180","170","32530","30890"
"In post","2021","Essex","Male","Unknown","280","270","29930","28130"
"In post","2021","Essex","Male","White","1680","1590","32560","29290"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Asian","320","290","33390","28590"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Black","250","240","31390","28610"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Mixed","230","210","32610","28900"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Other ethnicity","60","60","30610","27530"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","530","490","35520","33300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","1050","970","32930","28130"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Female","White","11190","10260","34130","31250"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Asian","370","360","35720","32860"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Black","240","240","34220","33150"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Mixed","220","210","35950","33000"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Other ethnicity","60","60","38160","37320"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","1170","1140","40430","38820"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","1340","1310","35020","31250"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Male","White","12240","11950","39080","36500"
"In post","2021","Greater Manchester","Female","Asian","640","570","27770","25560"
"In post","2021","Greater Manchester","Female","Black","300","280","28260","27370"
"In post","2021","Greater Manchester","Female","Chinese","40","40","[c]","[c]"
"In post","2021","Greater Manchester","Female","Mixed","200","190","28420","25560"
"In post","2021","Greater Manchester","Female","Other ethnicity","30","30","[c]","[c]"
"In post","2021","Greater Manchester","Female","Undeclared","370","330","29950","27570"
"In post","2021","Greater Manchester","Female","Unknown","1290","1210","28510","25560"
"In post","2021","Greater Manchester","Female","White","7870","7160","30790","27570"
"In post","2021","Greater Manchester","Male","Asian","730","710","29840","27570"
"In post","2021","Greater Manchester","Male","Black","220","210","28700","27470"
"In post","2021","Greater Manchester","Male","Chinese","40","40","[c]","[c]"
"In post","2021","Greater Manchester","Male","Mixed","120","120","31300","27570"
"In post","2021","Greater Manchester","Male","Other ethnicity","50","50","[c]","[c]"
"In post","2021","Greater Manchester","Male","Undeclared","420","400","33360","30830"
"In post","2021","Greater Manchester","Male","Unknown","1500","1460","29990","25790"
"In post","2021","Greater Manchester","Male","White","5900","5700","32620","27570"
"In post","2021","Hampshire and Isle of Wight","Female","Asian","160","140","28300","26670"
"In post","2021","Hampshire and Isle of Wight","Female","Black","100","90","28560","27570"
"In post","2021","Hampshire and Isle of Wight","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Female","Mixed","90","80","28890","26670"
"In post","2021","Hampshire and Isle of Wight","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Female","Undeclared","290","260","30890","27570"
"In post","2021","Hampshire and Isle of Wight","Female","Unknown","700","610","28950","24800"
"In post","2021","Hampshire and Isle of Wight","Female","White","6200","5540","30550","27570"
"In post","2021","Hampshire and Isle of Wight","Male","Asian","140","130","32790","27570"
"In post","2021","Hampshire and Isle of Wight","Male","Black","70","60","29160","27200"
"In post","2021","Hampshire and Isle of Wight","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Male","Mixed","90","90","35000","31650"
"In post","2021","Hampshire and Isle of Wight","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Male","Undeclared","570","550","36990","35200"
"In post","2021","Hampshire and Isle of Wight","Male","Unknown","820","760","31770","27750"
"In post","2021","Hampshire and Isle of Wight","Male","White","6020","5750","33940","31470"
"In post","2021","Hampshire and Isle of Wight","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Asian","110","90","25530","25040"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Mixed","30","30","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","60","60","27930","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","190","170","25620","23990"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Female","White","1730","1570","27400","25600"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Asian","90","80","27410","25400"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Black","40","40","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Mixed","30","30","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","80","80","30100","29980"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","180","180","26980","24920"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Male","White","1410","1380","29440","27570"
"In post","2021","Highlands and Islands","Female","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Female","Unknown","130","120","26500","24680"
"In post","2021","Highlands and Islands","Female","White","850","770","28100","27570"
"In post","2021","Highlands and Islands","Male","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Male","Black","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Male","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Male","Undeclared","50","40","[c]","[c]"
"In post","2021","Highlands and Islands","Male","Unknown","110","100","29050","26590"
"In post","2021","Highlands and Islands","Male","White","780","760","29830","27570"
"In post","2021","Inner London - East","Female","Asian","1450","1320","35940","31060"
"In post","2021","Inner London - East","Female","Black","1720","1640","32740","31060"
"In post","2021","Inner London - East","Female","Chinese","70","70","42930","40450"
"In post","2021","Inner London - East","Female","Mixed","390","380","37300","31880"
"In post","2021","Inner London - East","Female","Other ethnicity","160","150","39650","32590"
"In post","2021","Inner London - East","Female","Undeclared","520","470","37610","31880"
"In post","2021","Inner London - East","Female","Unknown","990","930","38400","32260"
"In post","2021","Inner London - East","Female","White","4330","4060","45700","40170"
"In post","2021","Inner London - East","Male","Asian","1070","1050","38590","32520"
"In post","2021","Inner London - East","Male","Black","810","790","35030","31730"
"In post","2021","Inner London - East","Male","Chinese","40","40","[c]","[c]"
"In post","2021","Inner London - East","Male","Mixed","220","210","39880","35050"
"In post","2021","Inner London - East","Male","Other ethnicity","110","100","47130","40170"
"In post","2021","Inner London - East","Male","Undeclared","410","390","44040","37710"
"In post","2021","Inner London - East","Male","Unknown","1010","990","42250","36160"
"In post","2021","Inner London - East","Male","White","3890","3790","48530","43150"
"In post","2021","Inner London - West","Female","Asian","3560","3390","40880","36160"
"In post","2021","Inner London - West","Female","Black","2940","2840","36570","32960"
"In post","2021","Inner London - West","Female","Chinese","210","210","46230","41780"
"In post","2021","Inner London - West","Female","Mixed","1170","1130","43330","38750"
"In post","2021","Inner London - West","Female","Other ethnicity","420","400","43370","37600"
"In post","2021","Inner London - West","Female","Undeclared","930","890","44290","40050"
"In post","2021","Inner London - West","Female","Unknown","5900","5730","44170","38600"
"In post","2021","Inner London - West","Female","White","17180","16390","49280","47980"
"In post","2021","Inner London - West","Male","Asian","2440","2410","41950","36650"
"In post","2021","Inner London - West","Male","Black","1390","1380","37810","34550"
"In post","2021","Inner London - West","Male","Chinese","150","150","42560","40050"
"In post","2021","Inner London - West","Male","Mixed","880","870","45740","40840"
"In post","2021","Inner London - West","Male","Other ethnicity","290","280","46570","40600"
"In post","2021","Inner London - West","Male","Undeclared","1400","1380","48280","44910"
"In post","2021","Inner London - West","Male","Unknown","5200","5160","46800","40480"
"In post","2021","Inner London - West","Male","White","17060","16860","50890","50000"
"In post","2021","Inner London - West","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Female","Asian","90","80","29190","29290"
"In post","2021","Kent","Female","Black","110","110","31870","29290"
"In post","2021","Kent","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Female","Mixed","60","60","29960","29290"
"In post","2021","Kent","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Female","Undeclared","190","170","28660","27370"
"In post","2021","Kent","Female","Unknown","330","310","27550","25560"
"In post","2021","Kent","Female","White","3430","3100","28700","27370"
"In post","2021","Kent","Male","Asian","70","70","29800","29290"
"In post","2021","Kent","Male","Black","70","70","31270","29290"
"In post","2021","Kent","Male","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Male","Mixed","50","50","31600","29290"
"In post","2021","Kent","Male","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Kent","Male","Undeclared","320","300","31140","28600"
"In post","2021","Kent","Male","Unknown","410","400","29550","29200"
"In post","2021","Kent","Male","White","3340","3200","30560","29290"
"In post","2021","Lancashire","Female","Asian","400","330","24420","21010"
"In post","2021","Lancashire","Female","Black","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Female","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Female","Mixed","80","70","27960","26970"
"In post","2021","Lancashire","Female","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","Female","Undeclared","260","220","28000","27130"
"In post","2021","Lancashire","Female","Unknown","710","630","26120","22850"
"In post","2021","Lancashire","Female","White","6770","5970","28030","27570"
"In post","2021","Lancashire","Male","Asian","570","540","25130","21440"
