"Status","Year","Region_ITL2","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Devon","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","40-49","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Devon","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","50-59","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Devon","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","20-29","Heterosexual / straight","60","60","25880","25010"
"Leaver Dept.","2022","East Anglia","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","30-39","Heterosexual / straight","70","60","32390","30460"
"Leaver Dept.","2022","East Anglia","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","40-49","Heterosexual / straight","80","70","38880","33300"
"Leaver Dept.","2022","East Anglia","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","50-59","Heterosexual / straight","70","60","47230","38200"
"Leaver Dept.","2022","East Anglia","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","20-29","Heterosexual / straight","70","70","28830","27570"
"Leaver Dept.","2022","East Wales","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","20-29","Unknown","80","80","28840","29250"
"Leaver Dept.","2022","East Wales","30-39","Heterosexual / straight","110","100","35050","31500"
"Leaver Dept.","2022","East Wales","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","30-39","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","East Wales","40-49","Heterosexual / straight","70","70","36780","33440"
"Leaver Dept.","2022","East Wales","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","40-49","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","East Wales","50-59","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","East Wales","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","20-29","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","20-29","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","30-39","Heterosexual / straight","70","60","27120","27570"
"Leaver Dept.","2022","Eastern Scotland","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","30-39","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","40-49","Heterosexual / straight","60","50","31620","27570"
"Leaver Dept.","2022","Eastern Scotland","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","40-49","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","50-59","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","50-59","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Essex","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Heterosexual / straight","390","380","26240","26060"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Heterosexual / straight","380","360","35190","34040"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Heterosexual / straight","300","280","41540","37950"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Undeclared","60","60","42240","39790"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","Unknown","70","70","41970","40510"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Heterosexual / straight","190","180","45050","41050"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Undeclared","50","50","47970","48520"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","Unknown","50","50","53070","43550"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Heterosexual / straight","60","50","42070","39510"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","16-19","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","20-29","Heterosexual / straight","170","160","25630","24540"
"Leaver Dept.","2022","Greater Manchester","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","20-29","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","30-39","Heterosexual / straight","190","180","31330","27570"
"Leaver Dept.","2022","Greater Manchester","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","30-39","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","40-49","Heterosexual / straight","150","140","36520","31990"
"Leaver Dept.","2022","Greater Manchester","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","40-49","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","50-59","Heterosexual / straight","80","80","42780","33850"
"Leaver Dept.","2022","Greater Manchester","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","50-59","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Greater Manchester","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","20-29","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","30-39","Heterosexual / straight","60","50","33020","29540"
"Leaver Dept.","2022","Hampshire and Isle of Wight","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","40-49","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","50-59","Heterosexual / straight","40","30","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Hampshire and Isle of Wight","60-64","Unknown","[c]","[c]","[c]","[c]"
