"Status","Year","Age","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","40-49","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","No function","690","680","32610","33650"
"In post","2021","40-49","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Property","40","40","[c]","[c]"
"In post","2021","40-49","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Scottish Public Pensions Agency","Unknown","70","60","33720","29190"
"In post","2021","40-49","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Counter Fraud","40","40","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","No function","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Serious Fraud Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Social Security Scotland","Unknown","300","290","34520","30650"
"In post","2021","40-49","Standards and Testing Agency","No function","40","40","[c]","[c]"
"In post","2021","40-49","Student Awards Agency for Scotland","Unknown","60","60","33540","28680"
"In post","2021","40-49","Submarine Delivery Agency","Commercial","40","40","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Submarine Delivery Agency","Human Resources","60","60","41250","39000"
"In post","2021","40-49","Submarine Delivery Agency","Project Delivery","270","260","48120","45900"
"In post","2021","40-49","Teaching Regulation Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","40-49","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","The National Archives","No function","80","80","37190","34770"
"In post","2021","40-49","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Transport Scotland","Unknown","130","120","50980","48930"
"In post","2021","40-49","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Commercial","50","50","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Digital, Data & Technology","60","50","42890","42510"
"In post","2021","40-49","UK Hydrographic Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","No function","140","130","35370","33290"
"In post","2021","40-49","UK Hydrographic Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Hydrographic Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Digital, Data & Technology","60","60","46690","47240"
"In post","2021","40-49","UK Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","No function","290","270","40610","39120"
"In post","2021","40-49","UK Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Intellectual Property Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Space Agency","Project Delivery","50","50","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Analysis","300","280","42850","37910"
"In post","2021","40-49","United Kingdom Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Digital, Data & Technology","150","150","46030","49100"
"In post","2021","40-49","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Human Resources","50","40","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","No function","450","390","29480","24380"
"In post","2021","40-49","United Kingdom Statistics Authority","Project Delivery","60","60","44610","49100"
"In post","2021","40-49","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Valuation Office Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Valuation Office Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Valuation Office Agency","Property","690","640","32470","29760"
"In post","2021","40-49","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Vehicle Certification Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Vehicle Certification Agency","No function","40","40","[c]","[c]"
"In post","2021","40-49","Vehicle Certification Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinary Medicines Directorate","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Veterinary Medicines Directorate","Unknown","50","50","45530","47550"
"In post","2021","40-49","Wales Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wales Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wales Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wales Office","No function","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","No function","50","50","62210","59730"
"In post","2021","40-49","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Welsh Government (excl. agencies)","Unknown","1670","1580","43960","37410"
"In post","2021","40-49","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Welsh Revenue Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wilton Park","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wilton Park","Communications","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wilton Park","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wilton Park","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Wilton Park","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","No function","270","260","32820","34280"
"In post","2021","50-59","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Animal and Plant Health Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Animal and Plant Health Agency","No function","700","660","32680","28630"
"In post","2021","50-59","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Cabinet Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Cabinet Office (excl. agencies)","Commercial","450","440","78090","66940"
"In post","2021","50-59","Cabinet Office (excl. agencies)","Communications","30","30","[c]","[c]"
"In post","2021","50-59","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Cabinet Office (excl. agencies)","Digital, Data & Technology","110","100","54800","54700"
"In post","2021","50-59","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Cabinet Office (excl. agencies)","Human Resources","240","230","44350","38460"
"In post","2021","50-59","Cabinet Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Cabinet Office (excl. agencies)","No function","280","270","49900","40600"
"In post","2021","50-59","Cabinet Office (excl. agencies)","Project Delivery","50","50","[c]","[c]"
"In post","2021","50-59","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Cabinet Office (excl. agencies)","Security","280","270","33670","33300"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Analysis","110","100","38610","37280"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","No function","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","No function","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Charity Commission","Unknown","70","60","33970","29160"
"In post","2021","50-59","Companies House","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Companies House","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Companies House","Digital, Data & Technology","50","50","40080","38000"
"In post","2021","50-59","Companies House","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Companies House","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Companies House","No function","210","190","26570","22490"
"In post","2021","50-59","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Companies House","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Companies House","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Competition and Markets Authority","Project Delivery","90","80","69100","60850"
"In post","2021","50-59","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Criminal Injuries Compensation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Criminal Injuries Compensation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Criminal Injuries Compensation Authority","No function","90","80","27040","23110"
"In post","2021","50-59","Crown Commercial Service","Commercial","90","90","36250","34800"
"In post","2021","50-59","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Commercial Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Commercial Service","No function","50","50","[c]","[c]"
"In post","2021","50-59","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","Legal","120","110","62150","59480"
"In post","2021","50-59","Crown Office and Procurator Fiscal Service","No function","360","330","28470","25410"
"In post","2021","50-59","Crown Prosecution Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Prosecution Service","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","50-59","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Prosecution Service","Human Resources","50","50","[c]","[c]"
"In post","2021","50-59","Crown Prosecution Service","Legal","2100","1950","45210","48080"
"In post","2021","50-59","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Crown Prosecution Service Inspectorate","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt Management Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt Management Office","Debt","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt Management Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Debt Management Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Electronics and Components Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Electronics and Components Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Electronics and Components Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Electronics and Components Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Electronics and Components Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Electronics and Components Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Electronics and Components Agency","Project Delivery","160","160","29660","28750"
"In post","2021","50-59","Defence Electronics and Components Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Equipment and Support","Commercial","90","90","50820","43970"
"In post","2021","50-59","Defence Equipment and Support","Communications","110","100","27510","23830"
"In post","2021","50-59","Defence Equipment and Support","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Equipment and Support","Finance","80","80","48970","42670"
"In post","2021","50-59","Defence Equipment and Support","Human Resources","50","50","[c]","[c]"
"In post","2021","50-59","Defence Equipment and Support","Project Delivery","2590","2530","40310","39430"
"In post","2021","50-59","Defence Equipment and Support","Property","60","60","46210","40670"
"In post","2021","50-59","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Science and Technology Laboratory","Analysis","70","60","46180","46130"
"In post","2021","50-59","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Science and Technology Laboratory","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Science and Technology Laboratory","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Science and Technology Laboratory","No function","550","540","47300","46130"
"In post","2021","50-59","Defence Science and Technology Laboratory","Project Delivery","310","300","43660","46080"
"In post","2021","50-59","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","690","680","52360","53380"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","No function","100","100","48150","43950"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Project Delivery","40","40","[c]","[c]"
"In post","2021","50-59","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Education (excl. agencies)","Analysis","50","50","44500","42580"
"In post","2021","50-59","Department for Education (excl. agencies)","Commercial","50","40","[c]","[c]"
"In post","2021","50-59","Department for Education (excl. agencies)","Communications","40","30","[c]","[c]"
"In post","2021","50-59","Department for Education (excl. agencies)","Digital, Data & Technology","90","90","38980","36640"
"In post","2021","50-59","Department for Education (excl. agencies)","Finance","90","90","45610","43040"
"In post","2021","50-59","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Education (excl. agencies)","No function","500","490","44970","40510"
"In post","2021","50-59","Department for Education (excl. agencies)","Project Delivery","110","110","54580","55050"
"In post","2021","50-59","Department for Education (excl. agencies)","Property","70","70","53470","55910"
"In post","2021","50-59","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Education (excl. agencies)","Unknown","120","120","54280","44540"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","40","40","[c]","[c]"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","40","40","[c]","[c]"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","210","200","47050","48370"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","120","120","44630","40080"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","80","80","47270","48370"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","510","490","45960","40590"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","50","50","[c]","[c]"
"In post","2021","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","130","120","39720","35900"
"In post","2021","50-59","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for International Trade","Legal","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for International Trade","No function","340","340","49370","42600"
"In post","2021","50-59","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport (excl. agencies)","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","50-59","Department for Transport (excl. agencies)","Finance","40","30","[c]","[c]"
"In post","2021","50-59","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Transport (excl. agencies)","No function","460","450","50490","44480"
"In post","2021","50-59","Department for Transport (excl. agencies)","Project Delivery","90","80","66480","59540"
"In post","2021","50-59","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Department for Work and Pensions (excl. agencies)","Unknown","32160","29050","28090","27570"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","Analysis","40","40","[c]","[c]"
"In post","2021","50-59","Department of Health and Social Care (excl. agencies)","Commercial","30","30","[c]","[c]"
