"Status","Year","Age","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Department for International Trade","No function","630","630","37570","34270"
"In post","2021","20-29","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport (excl. agencies)","Analysis","190","180","38680","35060"
"In post","2021","20-29","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport (excl. agencies)","Communications","30","30","[c]","[c]"
"In post","2021","20-29","Department for Transport (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Transport (excl. agencies)","No function","540","540","37780","35060"
"In post","2021","20-29","Department for Transport (excl. agencies)","Project Delivery","100","100","39640","35060"
"In post","2021","20-29","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department for Work and Pensions (excl. agencies)","Unknown","10300","10110","26630","27570"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Analysis","90","90","45700","53360"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Commercial","60","60","40080","40650"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Communications","60","60","33150","27390"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Finance","170","170","33940","32790"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Human Resources","70","70","33480","28970"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","No function","720","720","37300","32790"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Disclosure Scotland","Unknown","70","70","23040","21150"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Digital, Data & Technology","90","90","30200","26470"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","No function","630","590","21100","21590"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Licensing Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","No function","200","200","25140","26130"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Driver and Vehicle Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Education and Skills Funding Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Education and Skills Funding Agency","Digital, Data & Technology","70","60","33320","30500"
"In post","2021","20-29","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Education and Skills Funding Agency","No function","180","180","32370","29860"
"In post","2021","20-29","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Education Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","ESTYN","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","Property","50","50","[c]","[c]"
"In post","2021","20-29","FCDO Services","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","No function","80","80","32260","32350"
"In post","2021","20-29","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Communications","40","40","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","40","40","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","50","50","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","No function","740","740","34360","34200"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","300","290","37810","38600"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Security","50","50","37350","35700"
"In post","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","50","50","35390","36360"
"In post","2021","20-29","Forestry and Land Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Forestry and Land Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Forestry and Land Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Forestry and Land Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Forestry and Land Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Forestry and Land Scotland","Property","70","70","26080","25140"
"In post","2021","20-29","Government Actuary's Department","Analysis","50","50","[c]","[c]"
"In post","2021","20-29","Government Actuary's Department","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Actuary's Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Actuary's Department","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","Legal","300","300","37140","33460"
"In post","2021","20-29","Government Legal Department","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Health and Safety Executive","No function","220","220","29140","26410"
"In post","2021","20-29","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Courts and Tribunals Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Courts and Tribunals Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","HM Courts and Tribunals Service","Legal","110","110","27590","26550"
"In post","2021","20-29","HM Courts and Tribunals Service","No function","1950","1910","20960","19930"
"In post","2021","20-29","HM Courts and Tribunals Service","Project Delivery","50","50","34030","30850"
"In post","2021","20-29","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
