"Status","Year","Parent_department","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Declared non-disabled","120","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Digital, Data & Technology","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","No function","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2022","HM Land Registry","No function","Declared non-disabled","150","120","30790","27130"
"Leaver CS","2022","HM Land Registry","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","No function","Unknown","70","70","24250","22600"
"Leaver CS","2022","HM Land Registry","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Land Registry","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Debt","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Debt","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","No function","Declared non-disabled","60","40","31680","22080"
"Leaver CS","2022","HM Revenue and Customs","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","Declared non-disabled","140","120","30100","25000"
"Leaver CS","2022","HM Revenue and Customs","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Property","Unknown","70","60","25770","22040"
"Leaver CS","2022","HM Revenue and Customs","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Declared disabled","410","330","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Declared non-disabled","2340","1960","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Undeclared","220","190","[c]","[c]"
"Leaver CS","2022","HM Revenue and Customs","Unknown","Unknown","1560","1350","[c]","[c]"
"Leaver CS","2022","HM Treasury","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","No function","Declared non-disabled","90","90","[c]","[c]"
"Leaver CS","2022","HM Treasury","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","HM Treasury","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Home Office","Unknown","Declared disabled","200","160","31110","27240"
"Leaver CS","2022","Home Office","Unknown","Declared non-disabled","1420","1190","32030","27250"
"Leaver CS","2022","Home Office","Unknown","Undeclared","90","80","33850","30550"
"Leaver CS","2022","Home Office","Unknown","Unknown","370","360","31400","28330"
"Leaver CS","2022","Ministry of Defence","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","Declared non-disabled","90","80","38330","36110"
"Leaver CS","2022","Ministry of Defence","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data & Technology","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data & Technology","Declared non-disabled","130","120","34450","33290"
"Leaver CS","2022","Ministry of Defence","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","Declared non-disabled","80","80","35280","30750"
"Leaver CS","2022","Ministry of Defence","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","Declared non-disabled","90","90","30320","26670"
"Leaver CS","2022","Ministry of Defence","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Declared disabled","50","50","38400","36550"
"Leaver CS","2022","Ministry of Defence","No function","Declared non-disabled","380","360","35760","32440"
"Leaver CS","2022","Ministry of Defence","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","No function","Unknown","80","80","26070","20420"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Declared disabled","80","80","37020","33630"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Declared non-disabled","610","580","35580","33300"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Undeclared","60","50","37700","36460"
"Leaver CS","2022","Ministry of Defence","Project Delivery","Unknown","100","100","33170","31220"
"Leaver CS","2022","Ministry of Defence","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","Declared non-disabled","130","130","33900","33300"
"Leaver CS","2022","Ministry of Defence","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Security","Declared disabled","50","50","31940","27250"
"Leaver CS","2022","Ministry of Defence","Security","Declared non-disabled","380","370","31760","28750"
"Leaver CS","2022","Ministry of Defence","Security","Undeclared","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Security","Unknown","180","170","30840","26750"
"Leaver CS","2022","Ministry of Defence","Unknown","Declared disabled","200","180","27900","22360"
"Leaver CS","2022","Ministry of Defence","Unknown","Declared non-disabled","1170","1100","29690","25420"
"Leaver CS","2022","Ministry of Defence","Unknown","Undeclared","140","130","29570","23280"
"Leaver CS","2022","Ministry of Defence","Unknown","Unknown","610","580","33490","31500"
"Leaver CS","2022","Ministry of Justice","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","No function","Declared disabled","980","890","25790","21180"
"Leaver CS","2022","Ministry of Justice","No function","Declared non-disabled","5550","5090","28140","21490"
"Leaver CS","2022","Ministry of Justice","No function","Undeclared","770","660","28940","22450"
"Leaver CS","2022","Ministry of Justice","No function","Unknown","2460","2320","24480","20970"
"Leaver CS","2022","Ministry of Justice","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","No function","Declared non-disabled","70","70","42920","40420"
"Leaver CS","2022","National Crime Agency","No function","Unknown","170","170","40730","38440"
"Leaver CS","2022","National Crime Agency","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","Declared non-disabled","130","120","58370","51360"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Declared non-disabled","110","110","41170","35490"
"Leaver CS","2022","Office of Gas and Electricity Markets","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
