"Status","Year","Organisation","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","North Yorkshire","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","20-29","Surrey, East and West Sussex","120","110","26980","24370"
"In post","2021","Animal and Plant Health Agency","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Devon","40","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","North Yorkshire","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","30-39","Surrey, East and West Sussex","110","100","31130","28490"
"In post","2021","Animal and Plant Health Agency","30-39","West Wales and The Valleys","60","50","27620","25100"
"In post","2021","Animal and Plant Health Agency","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Cumbria","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Devon","60","50","29510","23670"
"In post","2021","Animal and Plant Health Agency","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","East Wales","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Herefordshire, Worcestershire and Warwickshire","50","50","30060","27930"
"In post","2021","Animal and Plant Health Agency","40-49","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Shropshire and Staffordshire","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","40-49","Surrey, East and West Sussex","130","120","36070","33790"
"In post","2021","Animal and Plant Health Agency","40-49","West Wales and The Valleys","70","60","29250","26520"
"In post","2021","Animal and Plant Health Agency","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Cumbria","50","50","26170","21050"
"In post","2021","Animal and Plant Health Agency","50-59","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Devon","50","50","28180","22050"
"In post","2021","Animal and Plant Health Agency","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Herefordshire, Worcestershire and Warwickshire","60","60","30840","29180"
"In post","2021","Animal and Plant Health Agency","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Lancashire","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","North Yorkshire","60","50","31500","25630"
"In post","2021","Animal and Plant Health Agency","50-59","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","Surrey, East and West Sussex","170","160","36390","33580"
"In post","2021","Animal and Plant Health Agency","50-59","West Wales and The Valleys","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","Surrey, East and West Sussex","50","50","35440","29420"
"In post","2021","Animal and Plant Health Agency","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","65+","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","20-29","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","30-39","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","16-19","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","16-19","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","16-19","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","20-29","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
