"Status","Year","Region_ITL1","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Unknown","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","Ministry of Justice","80","70","[c]","[c]"
"New entrant CS","2022","Unknown","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Cabinet Office","100","100","36800","28000"
"New entrant CS","2022","Unknown","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Department of Health and Social Care","50","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","Ministry of Defence","160","160","21850","16190"
"New entrant CS","2022","Unknown","Unknown","Ministry of Justice","200","170","[c]","[c]"
"New entrant CS","2022","Unknown","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Department for Work and Pensions","50","50","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Ministry of Justice","80","70","25020","23140"
"New entrant CS","2022","Wales","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared disabled","UK Statistics Authority","60","50","29270","30460"
"New entrant CS","2022","Wales","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Department for Business, Energy and Industrial Strategy","220","210","29080","24250"
"New entrant CS","2022","Wales","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Department for Transport","340","320","23500","21840"
"New entrant CS","2022","Wales","Declared non-disabled","Department for Work and Pensions","380","380","24760","27570"
"New entrant CS","2022","Wales","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","HM Revenue and Customs","300","290","26040","22010"
"New entrant CS","2022","Wales","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Ministry of Defence","30","30","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Ministry of Justice","450","440","24290","23140"
"New entrant CS","2022","Wales","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Declared non-disabled","UK Statistics Authority","330","320","31510","30710"
"New entrant CS","2022","Wales","Declared non-disabled","Welsh Government","260","250","35200","31210"
"New entrant CS","2022","Wales","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Department for Business, Energy and Industrial Strategy","140","130","27620","21810"
"New entrant CS","2022","Wales","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Department for Transport","260","240","22480","21840"
"New entrant CS","2022","Wales","Unknown","Department for Work and Pensions","80","70","24030","21260"
"New entrant CS","2022","Wales","Unknown","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","HM Revenue and Customs","170","160","25370","21250"
"New entrant CS","2022","Wales","Unknown","Home Office","50","50","26690","24880"
"New entrant CS","2022","Wales","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Ministry of Justice","300","290","24560","23170"
"New entrant CS","2022","Wales","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wales","Unknown","UK Statistics Authority","160","150","30020","30210"
"New entrant CS","2022","Wales","Unknown","Welsh Government","70","60","33010","31210"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Department for Work and Pensions","90","90","26000","27570"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","HM Revenue and Customs","30","30","[c]","[c]"
"New entrant CS","2022","West Midlands (England)","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
