"Status","Year","Region_ITL3","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Other","60","60","20950","20310"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Security","80","80","21070","20310"
"In post","2021","Antrim and Newtownabbey","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Northern Ireland","Operational Delivery","40","40","[c]","[c]"
"In post","2021","Ards and North Down","Northern Ireland","Other","40","40","[c]","[c]"
"In post","2021","Ards and North Down","Northern Ireland","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Northern Ireland","Security","90","90","21100","20310"
"In post","2021","Ards and North Down","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","Other","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Operational Delivery","130","120","27800","26150"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Outer London - East and North East","Unknown","460","420","30980","31060"
"In post","2021","Barnet","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Digital, Data and Technology","170","160","45900","44950"
"In post","2021","Barnet","Outer London - West and North West","Finance","40","40","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Medicine","40","30","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Operational Delivery","510","470","35580","32200"
"In post","2021","Barnet","Outer London - West and North West","Other","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Science and Engineering","540","510","40860","40070"
"In post","2021","Barnet","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Barnet","Outer London - West and North West","Unknown","310","280","31360","31060"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Operational Delivery","1430","1320","27700","26580"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Psychology","30","30","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Security","80","80","39250","40190"
"In post","2021","Barnsley, Doncaster and Rotherham","South Yorkshire","Unknown","1370","1160","25120","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Commercial","1160","1110","39660","37400"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Communications","60","60","37320","36010"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Digital, Data and Technology","380","370","41700","40580"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Finance","790","760","40440","38150"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Human Resources","460","420","34180","29000"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Knowledge and Information Management","240","230","37780","33890"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Legal","40","40","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Delivery","1300","1220","30690","28600"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Other","2320","2200","34440","32480"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Policy","120","110","42450","40110"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Project Delivery","2920","2830","41220","39980"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Property","130","130","37080","35130"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Science and Engineering","2560","2520","39010","39530"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Security","180","180","31540","30820"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Statistics","60","50","40280","37050"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","580","540","36200","27570"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Operational Delivery","600","560","30330","28990"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Bedfordshire and Hertfordshire","Unknown","170","160","28010","27570"
"In post","2021","Belfast","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Legal","160","160","29580","26600"
"In post","2021","Belfast","Northern Ireland","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Operational Delivery","1570","1430","25940","24880"
"In post","2021","Belfast","Northern Ireland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Other","70","70","28220","22330"
"In post","2021","Belfast","Northern Ireland","Policy","70","70","41620","37910"
"In post","2021","Belfast","Northern Ireland","Project Delivery","40","40","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Belfast","Northern Ireland","Tax","630","600","32790","31810"
"In post","2021","Belfast","Northern Ireland","Unknown","120","120","27600","25560"
"In post","2021","Belfast","Northern Ireland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Digital, Data and Technology","110","100","40070","36460"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Finance","50","50","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Human Resources","40","40","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","International Trade","60","60","43640","38540"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Legal","150","140","47200","46660"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Operational Delivery","760","720","29660","26520"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Other","190","190","29800","26670"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Policy","30","30","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Project Delivery","70","70","45990","40580"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Property","50","50","31390","33300"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Science and Engineering","50","50","42800","40000"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Security","630","630","34920","39070"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Tax","170","160","37710","35000"
"In post","2021","Berkshire","Berkshire, Buckinghamshire and Oxfordshire","Unknown","470","440","30000","29290"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Operational Delivery","1200","1150","31560","31590"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Other","40","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Outer London - East and North East","Unknown","390","370","31080","31060"
"In post","2021","Birmingham","West Midlands","Commercial","70","70","39140","36740"
"In post","2021","Birmingham","West Midlands","Communications","40","40","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Counter Fraud","70","70","37490","37380"
"In post","2021","Birmingham","West Midlands","Digital, Data and Technology","230","230","41160","38180"
"In post","2021","Birmingham","West Midlands","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Finance","100","90","44610","41060"
"In post","2021","Birmingham","West Midlands","Human Resources","100","90","40580","39540"
"In post","2021","Birmingham","West Midlands","Inspector of Education and Training","100","100","65740","64500"
"In post","2021","Birmingham","West Midlands","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Knowledge and Information Management","70","60","34650","29580"
"In post","2021","Birmingham","West Midlands","Legal","380","360","46790","48830"
"In post","2021","Birmingham","West Midlands","Medicine","40","30","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Operational Delivery","5480","5100","27280","23470"
"In post","2021","Birmingham","West Midlands","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Other","140","140","29340","22080"
"In post","2021","Birmingham","West Midlands","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Policy","260","250","39170","32610"
"In post","2021","Birmingham","West Midlands","Project Delivery","250","250","42250","40000"
"In post","2021","Birmingham","West Midlands","Property","210","190","34740","31810"
"In post","2021","Birmingham","West Midlands","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Science and Engineering","200","180","38410","36330"
"In post","2021","Birmingham","West Midlands","Security","50","50","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Birmingham","West Midlands","Tax","1210","1150","33990","31810"
"In post","2021","Birmingham","West Midlands","Unknown","2470","2220","27700","27570"
"In post","2021","Birmingham","West Midlands","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Operational Delivery","130","120","26330","23850"
"In post","2021","Blackburn with Darwen","Lancashire","Other","[c]","[c]","[c]","[c]"
"In post","2021","Blackburn with Darwen","Lancashire","Unknown","360","320","26650","27570"
"In post","2021","Blackpool","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Operational Delivery","140","120","26270","23840"
"In post","2021","Blackpool","Lancashire","Other","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Blackpool","Lancashire","Unknown","4940","4510","28910","27570"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Operational Delivery","320","280","26060","24890"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Other","40","40","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Property","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bournemouth and Poole","Dorset and Somerset","Unknown","290","250","27330","27570"
"In post","2021","Bradford","West Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Digital, Data and Technology","190","180","37590","31870"
"In post","2021","Bradford","West Yorkshire","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Finance","210","170","24290","21440"
"In post","2021","Bradford","West Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Operational Delivery","1250","1090","24730","21440"
"In post","2021","Bradford","West Yorkshire","Other","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Project Delivery","100","90","42150","38630"
"In post","2021","Bradford","West Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Bradford","West Yorkshire","Tax","280","250","28990","25560"
"In post","2021","Bradford","West Yorkshire","Unknown","990","870","25980","27570"
"In post","2021","Breckland and South Norfolk","East Anglia","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Breckland and South Norfolk","East Anglia","Internal Audit","[c]","[c]","[c]","[c]"
