"Status","Year","Age","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Swansea","40","30","[c]","[c]"
"In post","2021","16-19","Department for Transport","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Derby","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Tyneside","30","30","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tyneside","30","30","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","100","100","18070","17780"
"In post","2021","16-19","Ministry of Defence","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Brent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","City of Edinburgh","60","60","21470","21150"
"In post","2021","16-19","Scottish Government","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Glasgow City","[c]","[c]","[c]","[c]"
