"Status","Year","Function_of_post","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cardiff and Vale of Glamorgan","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Bedfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Central Hampshire","Ministry of Defence (excl. agencies)","150","150","32440","33300"
"In post","2021","Commercial","Central Valleys","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cheshire East","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Chorley and West Lancashire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","City of Edinburgh","Scottish Prison Service","30","30","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Clackmannanshire and Fife","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Conwy and Denbighshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Coventry","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Croydon","HM Prison and Probation Service","100","100","44710","44570"
"In post","2021","Commercial","Croydon","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Darlington","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Derby","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Devon CC","Met Office","180","170","43020","40140"
"In post","2021","Commercial","Dorset CC","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dorset CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Dudley","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Durham CC","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Cumbria","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Kent","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Lancashire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Merseyside","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Riding of Yorkshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Surrey","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","East Sussex CC","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Enfield","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Essex Haven Gateway","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Falkirk","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Fermanagh and Omagh","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Flintshire and Wrexham","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2021","Commercial","Glasgow City","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Glasgow City","Ministry of Defence (excl. agencies)","100","90","34250","33300"
"In post","2021","Commercial","Glasgow City","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Gloucestershire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North East","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester North West","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South East","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","Cabinet Office (excl. agencies)","50","50","61190","53460"
"In post","2021","Commercial","Greater Manchester South West","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Greater Manchester South West","HM Revenue and Customs (excl. agencies)","100","90","35500","31810"
"In post","2021","Commercial","Gwynedd","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hackney and Newham","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Haringey and Islington","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Harrow and Hillingdon","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hartlepool and Stockton-on-Tees","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Heart of Essex","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Herefordshire, County of","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hertfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Hounslow and Richmond upon Thames","The National Archives","40","40","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverclyde, East Renfrewshire and Renfrewshire","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inverness and Nairn and Moray, Badenoch and Strathspey","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Anglesey","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Isle of Wight","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kensington & Chelsea and Hammersmith & Fulham","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent Thames Gateway","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kingston upon Hull, City of","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lambeth","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancaster and Wyre","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","Cabinet Office (excl. agencies)","60","60","67060","64500"
"In post","2021","Commercial","Leeds","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","Department of Health and Social Care (excl. agencies)","80","80","41890","36820"
"In post","2021","Commercial","Leeds","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leeds","Ministry of Justice (excl. agencies)","60","60","33010","34090"
"In post","2021","Commercial","Leeds","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicester","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire CC and Rutland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lewisham and Southwark","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lisburn and Castlereagh","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","Cabinet Office (excl. agencies)","70","70","64390","55840"
"In post","2021","Commercial","Liverpool","Crown Commercial Service","190","180","33650","34800"
"In post","2021","Commercial","Liverpool","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Liverpool","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Luton","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Manchester","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
