"Status","Year","Sexual_orientation","Region_ITL2","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","LGBO","Lancashire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lincolnshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Yorkshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - East and North East","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - East and North East","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - East and North East","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - East and North East","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - East and North East","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - East and North East","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - East and North East","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - South","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - South","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - South","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - South","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - South","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - South","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - West and North West","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - West and North West","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - West and North West","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - West and North West","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - West and North West","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - West and North West","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cheshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cornwall and Isles of Scilly","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cumbria","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cumbria","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cumbria","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Derbyshire and Nottinghamshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Devon","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Dorset and Somerset","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Anglia","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Wales","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Yorkshire and Northern Lincolnshire","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Eastern Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Essex","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","50-59","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","60-64","30","30","[c]","[c]"
